fid,per_dutch,per_west,per_nonwes,avg_woz,Dis_Bicy_1,Dis_Bowlin,Dis_Bowl_1,Dis_Cine_1,Dis_City_1,Dis_Doct_1,Dis_IceC_1,Dis_Libr_1,Dis_Mark_1,Dis_Metr_1,Dis_Park_1,Dis_Play_1,Dis_Scho_1,Dis_Supe_1,Dis_Swim_1,Dis_Tram_1,INDEX_WALK,num_inh_2,Foot_Criti,FMC_INDEX_FOOT_SLOW_Dis_Metro_pc,FMC_INDEX_FOOT_SLOW_Dis_Tram_pc,FMC_INDEX_FOOT_SLOW_DisBicycleShop_All.geojson_footslow — DisBicycleShop_All_pc,FMC_INDEX_FOOT_SLOW_DisBowling_All.geojson_footslow — DisBowling_All_pc,FMC_INDEX_FOOT_SLOW_DisCinema_All.geojson_footslow — DisCinema_All_pc,FMC_INDEX_FOOT_SLOW_DisCityOffice_All.geojson_footslow — DisCityOffice_All_pc,FMC_INDEX_FOOT_SLOW_DisDoctors_House_All.geojson_footslow — DisDoctors_House_All_pc,FMC_INDEX_FOOT_SLOW_DisIce_Cream_All.geojson_footslow — DisIce_Cream_All_pc,FMC_INDEX_FOOT_SLOW_DisLibraries_All.geojson_footslow — DisLibraries_All_pc,FMC_INDEX_FOOT_SLOW_DisMarkets_All.geojson_footslow — DisMarkets_All_pc,FMC_INDEX_FOOT_SLOW_DisPark_City_All.geojson_footslow — DisPark_City_All_pc,FMC_INDEX_FOOT_SLOW_DisPlaygrounds_All.geojson_footslow — DisPlaygrounds_All_pc,FMC_INDEX_FOOT_SLOW_DisSchools_Montesori_All.geojson_footslow — DisSchools_Montesori_All_pc,FMC_INDEX_FOOT_SLOW_DisSupermarket_All.geojson_footslow — DisSupermarket_All_pc,FMC_INDEX_FOOT_SLOW_DisSwimmingpool_Indoor_All.geojson_footslow — DisSwimmingpool_Indoor_All_pc,FMC_INDEX_FOOT_SLOW_IND_FOOTSLOW,FMC_INDEX_CYCLE_SLOW_Dis_BicycleShop_All.geojson_bikeslow — Dis_BicycleShop_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Bowling_All.geojson_bikeslow — Dis_Bowling_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Cinema_All.geojson_bikeslow — Dis_Cinema_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_CityOffice_All.geojson_bikeslow — Dis_CityOffice_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Doctors_House_All.geojson_bikeslow — Dis_Doctors_House_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Ice_Cream_All.geojson_bikeslow — Dis_Ice_Cream_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Libraries_All.geojson_bikeslow — Dis_Libraries_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Markets_All.geojson_bikeslow — Dis_Markets_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_MetroStops_All.geojson_bikeslow — Dis_MetroStops_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Park_City_All.geojson_bikeslow — Dis_Park_City_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Playgrounds_All.geojson_bikeslow — Dis_Playgrounds_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Schools_Montesori_All.geojson_bikeslow — Dis_Schools_Montesori_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Supermarket_All.geojson_bikeslow — Dis_Supermarket_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Swimmingpool_Indoor_All.geojson_bikeslow — Dis_Swimmingpool_Indoor_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_TramStops_All.geojson_bikeslow — Dis_TramStops_All_pc,FMC_INDEX_CYCLE_SLOW_INDEX_CY_SL,FMC_INDEX_CYCLE_DIS_BicycleShop_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Bowling_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Cinema_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_CityOffice_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Doctors_House_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Ice_Cream_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Libraries_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Markets_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_MetroStops_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Park_City_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Playgrounds_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Schools_Montesori_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Supermarket_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Swimmingpool_Indoor_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_TramStops_All.geojson_bike_pc,FMC_INDEX_CYCLE_FMC_IND_CYCLE,Zone-Grid2_ZONE
"99624","-99997","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.1497406944622,0,0,0,0,0,100,0,0,0,0,100,100,0,0,0.261433160462975,Middle
"99625","-99997","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.9895876178072,0,0,0.0373263917452048,7.18767784691098,0,0,0,0,0,100,0,0,0,84.6933922066604,100,100,0,0,0.261254046702381,Middle
"99847","-99997","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,Middle
"99957","50","50","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0.266666666666667,Middle
"99958","100","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,72.3792938816737,0,0,0,100,100,100,0,0,0.314919529254449,Middle
"100050","90","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.3334038406414,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0.245555602560428,Middle
"100142","80","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0.2,Middle
"100143","90","-99997","-99997","-99997",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"15",0.333,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0.133333333333333,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100144","100","-99997","-99997","404",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"20",0.333,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0.133333333333333,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100232","100","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9402757871373,41.2120480217166,100,0,0,0.126768215872569,Middle
"100242","100","-99997","-99997","674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer
"100243","100","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer
"100244","90","-99997","-99997","378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer
"100313","80","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6194860226767,0,50.5671558396091,0,0,0.0367910945748572,Middle
"100314","40","10","50","322",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"55",0.333,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0.133333333333333,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,79.0241730481466,0,100,0,0,0,100,100,100,0,0,0.386016115365431,Middle
"100315","50","10","40","313",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"95",0.333,0,0,0,0,0,0,0,0,5.94734559447219,0,0,0,100,100,0,0.137298230396315,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100316","50","20","30","418",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"60",0.333,0,0,0,0,0,0,0,0,69.8969912756301,0,0,0,100,100,0,0.179931327517087,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100317","60","-99997","-99997","484",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"20",0.333,0,0,0,0,0,0,0,0,92.4195899942271,0,0,0,100,100,0,0.194946393329485,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100318","60","10","30","429",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"70",0.333,0,0,0,0,0,0,0,0,65.7956490755042,0,0,26.2605832799033,100,100,0,0.194704154903605,100,0,0,0,0,0,83.8106997677582,0,0,0,100,100,100,0,0,0.322540466511839,100,5.08808137652414,0,0,98.5530588811979,0,100,0,0,0,100,100,100,0,0,0.402427426838481,Middle
"100319","50","10","40","353",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"80",0.333,0,0,0,0,0,0,0,0,37.2880670132425,0,0,90.5995602543408,99.8654200144604,100,0,0.218502031521362,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0.266666666666667,100,44.6467263786552,0,0,53.8529965996308,0,100,0,0,0,100,100,100,0,0,0.398999815318857,Middle
"100320","50","30","20","391",0,0,0,0,0,0,0,53.9468006993782,0,0,0,100,100,100,0,0,0.24,"60",0.333,0,0,0,0,0,0,0,0,7.65789425190385,0,0,93.1010871226391,71.0290570968005,100,0,0.181192025647562,100,0,0,0,0,0,1.64694728692154,0,0,0,100,100,100,0,0,0.267764631524614,100,85.1659023394877,0,0,85.1155479718822,0,100,0,0,0,100,100,100,0,0,0.44685430020758,Middle
"100321","50","20","20","364",0,0,0,0,0,0,0,86.0423229677053,0,0,0,100,100,100,0,0,0.26,"40",0.333,0,0,0,0,0,0,0,0,0,0,0,100,55.7701401871393,100,0,0.170513426791426,100,0,0,0,0,0,72.4746185628779,0,0,0,100,100,100,0,0,0.314983079041919,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100322","60","-99997","30","395",0,0,0,0,0,0,0,100,0,0,0,98.6114960624655,100,100,0,0,0.27,"25",0.333,0,0,0,0,0,0,0,0,0,0,0,100,66.2612272063007,100,0,0.1775074848042,100,0,0,0,0,0,98.5078051720553,0,0,0,100,100,100,0,0,0.33233853678137,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100387","80","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Middle
"100388","40","10","50","347",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"95",0.333,0,0,0,0,0,0,0,0,0,0,0,84.6124455723469,96.3733757188709,100,0,0.187323880860812,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,21.4105275435495,0,100,0,0,0,100,100,100,0,0,0.347607018362366,Middle
"100389","50","10","40","326",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"140",0.333,0,0,0,0,0,0,0,0,4.65565308022776,0,0,94.6109744538218,100,100,0,0.1995110850227,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,99.5602536475224,0,100,0,0,0,100,100,100,0,0,0.399706835765015,Middle
"100390","50","10","40","365",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"120",0.333,0,0,0,0,0,0,0,0,77.6101077146766,0,0,97.0377418107831,100,100,0,0.249765233016973,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100391","60","10","30","370",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"60",0.333,0,0,0,0,0,0,0,0,100,0,0,85.4648551433492,100,100,0,0.256976570095566,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100392","80","-99997","-99997","479",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"15",0.333,0,0,0,0,0,0,0,0,100,0,0,41.2194208923681,100,100,0,0.227479613928245,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100393","80","10","10","474",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"80",0.333,0,0,0,0,0,0,0,0,100,0,0,90.197242994277,100,100,0,0.260131495329518,100,0,0,0,0,0,99.8886644074168,0,0,0,100,100,100,0,0,0.333259109604945,100,60.8295195821268,0,0,100,0,100,0,0,0,100,100,100,0,0,0.440553013054751,Middle
"100394","70","0","20","441",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"130",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,11.3816481657374,0,0,0,100,100,100,0,0,0.274254432110492,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100395","60","20","10","384",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"85",0.333,0,0,0,0,0,0,0,0,98.6093271048738,0,0,100,100,100,0,0.265739551403249,100,0,0,0,0,0,59.3737813970633,0,0,0,100,100,100,0,0,0.306249187598042,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100396","60","10","30","389",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"130",0.333,0,0,0,0,0,0,0,0,75.1086511574991,0,0,100,100,100,0,0.250072434104999,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100397","60","10","30","391",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"120",0.333,0,0,0,0,0,0,0,0,34.3139585430196,0,0,100,100,100,0,0.222875972362013,100,0,0,0,39.5811921444437,0,100,0,0,0,100,100,100,0,0,0.359720794762962,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100398","80","-99997","-99997","428",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"20",0.333,0,0,0,0,0,0,0,0,0.738522897301525,0,0,100,100,100,0,0.200492348598201,100,0,0,0,99.0184531672749,0,100,0,0,0,100,100,100,0,0,0.39934563544485,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100399","70","20","10","359",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"45",0.333,0,0,0,0,0,0,0,0,0,0,0,100,99.8497419864515,100,0,0.199899827990968,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100454","-99997","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1591196419137,0,0,0,0.0214394130946091,Middle
"100455","-99997","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0122442049013,99.2046933334159,50.92008883867,0,0,0.108091350917991,Middle
"100456","50","30","20","389",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"65",0.333,0,0,0,0,0,0,0,0,0.153304761956048,0,0,100,100,100,0,0.200102203174637,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,98.5635077228898,0,100,0,0,0,100,100,100,0,0,0.399042338481927,Middle
"100457","80","10","10","356",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"145",0.333,0,0,0,0,0,0,0,0,66.0032066090902,0,0,100,100,100,0,0.244002137739393,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100458","40","10","50","384",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"125",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100459","40","10","40","391",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"145",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100460","60","30","20","516",6.81473104962928,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"60",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,22.4861113216414,0,0,100,0,100,0,0,0,100,100,100,0,0,0.414990740881094,Middle
"100461","60","30","-99997","729",32.6647817399436,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.29,"30",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,99.3158692183848,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466210579478923,Middle
"100462","40","20","40","447",54.9002436469108,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.3,"40",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,76.3600718501027,0,0,0,100,100,100,0,0,0.317573381233402,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100463","50","10","50","390",26.9998041032901,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.28,"155",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100464","70","-99997","30","352",2.12014890960532,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"30",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,25.9762011625446,0,100,0,0,0,100,100,100,0,0,0.35065080077503,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100465","70","-99997","30","416",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"75",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,98.1823826604147,0,100,0,0,0,100,100,100,0,0,0.398788255106943,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100466","80","-99997","30","427",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"20",0.333,0,0,0,0,0,0,0,0,80.1090993342324,0,0,100,100,100,0,0.253406066222822,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100467","80","10","10","365",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"90",0.333,0,0,0,0,0,0,0,0,23.0936323358333,0,0,100,100,100,0,0.215395754890556,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100468","70","10","20","367",0,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.27,"100",0.333,0,0,0,0,0,0,0,0,0,0,0,100,95.0292259279369,100,0,0.196686150618625,100,7.76118566612366,0,0,100,0,100,0,0,0,100,100,100,0,0,0.405174123777416,100,100,0,0,100,0,100,0,13.259302215346,0,100,100,100,0,0,0.475506201476897,Middle
"100473","70","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00789597231683,0,0,5.00789597231683,0,0,0,0,100,5.00789611151031,100,35.1489904192251,0,0,0.166781785650246,Outer
"100474","50","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer
"100535","100","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer
"100536","90","-99997","-99997","336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer
"100537","-99997","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer
"100539","-99997","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8148692270679,0,0,0,0,0,0,0,0,0,4.63671063986317,100,59.0782959495829,0,0,0.119686583877676,Middle
"100540","100","-99997","-99997","-99997",21.5197628754521,0,0,0,0,0,0,28.9166152548439,0,0,0,100,100,38.87485904172,0,0,0.19,"20",0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,Middle
"100541","80","20","-99997","457",58.7456592556967,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.31,"35",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,0,0,0,100,0,100,0,0,0,100,100,100,0,0,0.4,Middle
"100542","40","-99997","60","253",82.4348372647602,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.32,"30",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,1.92509258242845,0,0,100,0,100,0,0,0,100,100,100,0,0,0.401283395054952,Middle
"100543","80","20","-99997","502",100,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.33,"45",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100544","80","10","-99997","608",100,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.33,"40",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.333333333333333,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100545","80","-99997","20","437",100,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.33,"30",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,14.3145625655013,0,100,0,0,0,100,100,100,0,0,0.342876375043668,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
"100546","60","20","20","381",94.0791557737202,0,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0.33,"60",0.333,0,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0.266666666666667,100,0,0,0,92.9168618889564,0,100,0,0,0,100,100,100,0,0,0.395277907925971,100,100,0,0,100,0,100,0,0,0,100,100,100,0,0,0.466666666666667,Middle
