fid,per_dutch,per_west,per_nonwes,avg_woz,Dis_Bicy_1,Dis_Bowlin,Dis_Bowl_1,Dis_Cine_1,Dis_City_1,Dis_Doct_1,Dis_IceC_1,Dis_Libr_1,Dis_Mark_1,Dis_Metr_1,Dis_Park_1,Dis_Play_1,Dis_Scho_1,Dis_Supe_1,Dis_Swim_1,Dis_Tram_1,INDEX_WALK,num_inh_2,Foot_Criti,FMC_INDEX_FOOT_SLOW_Dis_Metro_pc,FMC_INDEX_FOOT_SLOW_Dis_Tram_pc,FMC_INDEX_FOOT_SLOW_DisBicycleShop_All.geojson_footslow — DisBicycleShop_All_pc,FMC_INDEX_FOOT_SLOW_DisBowling_All.geojson_footslow — DisBowling_All_pc,FMC_INDEX_FOOT_SLOW_DisCinema_All.geojson_footslow — DisCinema_All_pc,FMC_INDEX_FOOT_SLOW_DisCityOffice_All.geojson_footslow — DisCityOffice_All_pc,FMC_INDEX_FOOT_SLOW_DisDoctors_House_All.geojson_footslow — DisDoctors_House_All_pc,FMC_INDEX_FOOT_SLOW_DisIce_Cream_All.geojson_footslow — DisIce_Cream_All_pc,FMC_INDEX_FOOT_SLOW_DisLibraries_All.geojson_footslow — DisLibraries_All_pc,FMC_INDEX_FOOT_SLOW_DisMarkets_All.geojson_footslow — DisMarkets_All_pc,FMC_INDEX_FOOT_SLOW_DisPark_City_All.geojson_footslow — DisPark_City_All_pc,FMC_INDEX_FOOT_SLOW_DisPlaygrounds_All.geojson_footslow — DisPlaygrounds_All_pc,FMC_INDEX_FOOT_SLOW_DisSchools_Montesori_All.geojson_footslow — DisSchools_Montesori_All_pc,FMC_INDEX_FOOT_SLOW_DisSupermarket_All.geojson_footslow — DisSupermarket_All_pc,FMC_INDEX_FOOT_SLOW_DisSwimmingpool_Indoor_All.geojson_footslow — DisSwimmingpool_Indoor_All_pc,FMC_INDEX_FOOT_SLOW_IND_FOOTSLOW,FMC_INDEX_CYCLE_SLOW_Dis_BicycleShop_All.geojson_bikeslow — Dis_BicycleShop_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Bowling_All.geojson_bikeslow — Dis_Bowling_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Cinema_All.geojson_bikeslow — Dis_Cinema_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_CityOffice_All.geojson_bikeslow — Dis_CityOffice_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Doctors_House_All.geojson_bikeslow — Dis_Doctors_House_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Ice_Cream_All.geojson_bikeslow — Dis_Ice_Cream_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Libraries_All.geojson_bikeslow — Dis_Libraries_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Markets_All.geojson_bikeslow — Dis_Markets_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_MetroStops_All.geojson_bikeslow — Dis_MetroStops_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Park_City_All.geojson_bikeslow — Dis_Park_City_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Playgrounds_All.geojson_bikeslow — Dis_Playgrounds_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Schools_Montesori_All.geojson_bikeslow — Dis_Schools_Montesori_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Supermarket_All.geojson_bikeslow — Dis_Supermarket_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_Swimmingpool_Indoor_All.geojson_bikeslow — Dis_Swimmingpool_Indoor_All_pc,FMC_INDEX_CYCLE_SLOW_Dis_TramStops_All.geojson_bikeslow — Dis_TramStops_All_pc,FMC_INDEX_CYCLE_SLOW_INDEX_CY_SL,FMC_INDEX_CYCLE_DIS_BicycleShop_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Bowling_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Cinema_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_CityOffice_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Doctors_House_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Ice_Cream_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Libraries_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Markets_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_MetroStops_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Park_City_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Playgrounds_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Schools_Montesori_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Supermarket_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_Swimmingpool_Indoor_All.geojson_bike_pc,FMC_INDEX_CYCLE_DIS_TramStops_All.geojson_bike_pc,FMC_INDEX_CYCLE_FMC_IND_CYCLE,Zone-Grid2_ZONE
"105516","50","20","30","223",100,8632.29932607617,86.2885052049709,0,0,100,0,100,100,100,100,100,100,100,2.85070258560307,0,0.66,"30",1,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0.4,100,100,100,0,100,100,100,100,100,100,100,100,100,100,0,0.866666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105517","30","10","60","219",100,10003.9976339806,100,0,0,100,0,100,100,100,100,100,100,100,90.9446980138468,0,0.73,"185",1,34.507107485637,0,100,0,0,0,100,0,100,100,40.5067535701034,100,25.6638742070841,100,0,0.467118490175216,100,100,100,0,100,100,100,100,100,100,100,100,100,100,0,0.866666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105518","40","10","50","264",100,10003.998434701,100,0,0,100,60.5442736900539,100,100,100,100,100,100,100,100,0,0.77,"115",1,100,0,100,0,0,0,100,0,100,100,100,100,99.943346115552,100,0,0.599962230743701,100,100,100,44.3736751887446,100,100,100,100,100,100,100,100,100,100,0,0.896249116792496,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105519","40","20","40","250",100,10003.9992328361,100,0,0,100,100,100,100,100,100,100,100,100,100,0,0.8,"115",1,100,0,100,42.6698784713779,0,0,100,0,100,100,100,100,100,100,0,0.628446585647585,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105520","50","20","30","284",100,10004.0000290619,100,0,0,100,100,100,100,100,100,100,100,100,100,0,0.8,"95",1,100,0,100,100,0,0,100,0,100,100,100,100,100,100,0,0.666666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105521","50","30","30","314",100,10004.0008224873,100,0,0,100,100,100,100,100,100,100,100,100,100,0,0.8,"110",1,100,0,100,100,0,0,100,27.2809694057434,100,100,100,100,100,100,26.5115043894887,0.702528315863488,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66.5594843246798,0.97770632288312,Middle
"105522","40","20","40","394",100,10004.0016132398,100,0,0,100,100,100,100,100,100,100,100,100,100,0,0.8,"65",1,100,0,100,100,0,0,60.8009402430727,100,100,100,100,100,100,100,92.5935214270068,0.768929641113386,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105523","40","10","50","325",100,10004.0024015037,100,0,0,100,100,100,100,100,100,100,100,100,100,0,0.8,"100",1,100,0,100,100,0,0,0,100,100,100,100,100,100,100,100,0.733333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105524","80","20","-99997","573",100,10004.007080608,100,100,54.2916692370679,0,100,100,93.9981652604408,100,100,100,100,100,100,0,0.83,"65",0.667,100,0,83.9955293080417,100,0,0,0,100,0,0,100,100,0.383922676656475,100,0,0.456252967989799,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105525","80","20","10","514",100,10004.0078520179,100,100,96.6396401342987,0,100,50.0367276996447,96.4150781142737,100,100,100,100,100,100,0,0.83,"95",0.667,100,0,48.4071364407936,100,0,0,0,100,0,0,100,73.6304793209779,0,100,0,0.414691743841181,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105526","70","20","-99997","566",100,10004.0086207697,100,98.7267200158814,95.9590954324808,0,100,0,100,100,100,100,100,100,91.2708021691449,0,0.79,"70",0.667,100,0,0.202250195205644,86.1656930136838,0,0,0,100,0,0,100,0,0,100,0,0.324245295472593,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105527","80","20","-99997","641",100,10004.0093874587,100,82.5544217829596,92.1224258747025,16.1102118680887,100,0,100,100,100,100,38.3132545068869,100,3.23495559387521,0,0.69,"55",0.72,54.3567294193823,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0.236237819612922,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105528","80","10","-99997","730",100,10004.0101510473,100,59.488819231568,64.1385791974674,75.4110386362338,100,0,100,100,100,100,0,100,0,0,0.67,"40",0.918,0,0,25.2375803117361,0,0,0,0,100,0,0,100,0,0,100,0,0.216825053541157,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105529","90","-99997","-99997","473",100,10004.010912599,100,81.694453412026,41.6484079690574,100,100,0,100,100,100,70.5750601301796,0,100,0,0,0.66,"20",1,0,0,83.0109700416644,0,0,0,0,100,0,0,100,0,0,100,0,0.255340646694443,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105530","90","10","-99997","619",100,8467.36388775334,84.6396842167472,92.2812450859148,35.5383437027751,100,100,0,100,100,100,100,0,100,0,0,0.67,"45",1,0,0,91.4727842205032,0,0,0,0,100,0,0,100,0,0,100,0,0.260981856147002,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105531","80","10","-99997","822",100,226.951861931263,2.26860835656179,76.7317695912619,29.4361731044022,100,100,0,100,22.3967104338483,100,100,0,100,0,0,0.55,"80",1,0,0,51.1325440918881,0,0,0,0,100,0,0,90.9737697746598,0,0,100,0,0.228070875911032,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105532","80","20","-99997","710",100,0,0,68.0964681981791,23.3340025092033,95.0231166309883,100,0,100,0,100,100,0,100,0,0,0.52,"90",0.983,0,0,64.2596356908088,0,0,0,0,82.7567123723279,0,0,71.0957673746183,0,0,76.3624256805469,0,0.196316360745535,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105533","70","10","20","1002",100,0,0,39.1650192820436,14.5228935835963,80.9896763534707,100,0,100,0,100,100,0,100,0,0,0.49,"55",0.937,0,0,100,0,0,0,0,0,0,0,83.4491205670945,69.0229173579952,0,73.0031734804128,0,0.216983474270335,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105534","80","20","-99997","951",100,0,0,23.0581780064045,3.26763887069556,67.6688646086415,100,75.6486569384832,100,0,100,100,0,100,0,0,0.51,"40",0.892,0,0,100,0,0,0,0,0,0,0,100,100,0,88.9702254709768,0,0.259313483647318,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105535","90","10","-99997","517",100,0,0,6.98904101305,0,52.979574166276,100,100,100,0,100,100,0,100,0,0,0.51,"90",0.843,0,0,100,0,0,0,0,0,0,0,100,100,0,99.5009843224208,0,0.266333989548281,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105536","90","-99997","-99997","382",100,0,0,0,0,27.6266353838804,29.3810256619265,100,100,0,100,100,0,100,0,0,0.44,"55",0.759,0,0,100,0,0,0,0,0,0,0,100,100,0,92.7204496377586,0,0.261813633091839,100,100,100,100,100,100,100,100,100,100,100,100,100,66.8731739039315,0,0.911248782602621,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105537","80","-99997","-99997","-99997",100,0,0,0,0,3.45837121664461,0,100,100,0,100,100,0,100,0,0,0.4,"25",0.678,0,0,100,0,0,0,0,0,27.2292921197127,0,100,100,0,100,0,0.284819528079808,100,100,100,100,100,100,100,100,100,100,100,100,100,6.33956088882174,0,0.870893040592548,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105538","70","10","20","274",100,0,0,0,0,0,0,100,100,0,100,100,0,100,0,0,0.4,"95",0.667,0,0,100,0,0,0,0,0,100,0,100,100,0,100,0,0.333333333333333,100,99.1961397487759,100,100,100,100,100,100,100,100,100,100,100,0,0,0.866130759832517,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105539","70","10","20","328",100,0,0,0,0,0,0,100,100,0,100,100,0,100,0,0,0.4,"110",0.667,0,0,100,0,0,0,0,0,100,0,100,100,0,100,0,0.333333333333333,100,11.6884524461056,100,100,100,100,100,100,100,100,100,100,100,0,0,0.807792301630737,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105540","80","10","10","352",100,0,0,0,0,0,0,100,79.4953177808752,0,100,100,0,100,0,0,0.39,"115",0.667,0,0,100,0,0,0,0,0,100,0,100,100,0,100,0,0.333333333333333,100,0,100,100,100,100,100,100,100,100,100,100,100,0,0,0.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105541","80","10","20","344",100,0,0,0,0,0,0,100,24.4626113288538,0,100,100,0,100,0,0,0.35,"105",0.667,0,0,100,0,0,0,0,0,100,0,100,100,0,100,0,0.333333333333333,100,0,100,100,100,100,100,100,100,100,100,100,100,0,0,0.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,Middle
"105542","60","-99997","40","294",100,0,0,0,0,0,0,100,0,0,100,100,0,100,0,0,0.33,"25",0.667,0,0,100,0,0,0,0,0,100,0,100,100,0,100,0,0.333333333333333,100,0,100,100,100,100,100,100,100,100,100,100,100,0,0,0.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,56.8594699198749,0.97123964661325,Middle
"105543","-99997","60","-99997","-99997",100,0,0,0,0,0,0,100,0,0,100,100,0,100,0,0,0.33,"10",0.667,0,0,100,0,0,0,0,0,100,0,100,100,0,100,0,0.333333333333333,100,0,100,100,100,100,100,100,100,100,100,100,100,0,0,0.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105544","30","20","50","321",100,0,0,0,0,0,0,100,0,0,100,100,0,100,0,0,0.33,"90",0.667,0,0,100,0,0,0,0,0,100,0,100,100,0,100,0,0.333333333333333,100,0,100,100,100,43.7061412904699,100,100,99.9982093148781,100,100,100,100,0,0,0.762469567070232,100,100,100,100,100,100,100,100,100,100,100,100,100,36.3322591696269,100,0.957554839446418,Middle
"105545","20","10","80","223",100,0,0,0,0,0,0,100,0,0,100,100,0,100,0,0,0.33,"165",0.667,0,0,78.0057482864622,0,0,0,0,0,100,0,100,100,0,100,0,0.318670498857641,100,0,100,100,100,0,100,100,32.8169351503331,100,100,100,100,0,0,0.688544623433555,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0.933333333333333,Middle
"105546","20","10","70","251",100,0,0,0,0,0,0,100,0,0,100,100,0,100,0,0,0.33,"250",0.667,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0.266666666666667,100,0,100,100,100,0,100,100,0,100,100,100,100,0,0,0.666666666666667,100,71.4004116635489,100,100,100,100,100,100,100,100,100,100,100,0,100,0.914266941109033,Middle
"105547","70","10","20","411",100,0,0,0,0,0,0,100,0,0,100,100,0,100,0,0,0.33,"65",0.667,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0.266666666666667,100,0,100,100,100,0,100,100,0,100,100,100,100,0,0,0.666666666666667,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,0.866666666666667,Middle
"105548","20","10","70","280",99.9821057137986,0,0,0,0,0,0,100,0,0,100,100,0,100,0,0,0.33,"200",0.667,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0.266666666666667,100,0,100,100,100,0,100,100,0,100,100,100,100,0,0,0.666666666666667,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,0.866666666666667,Middle
"105549","20","10","70","235",14.3563782805329,0,0,0,0,0,0,100,0,0,100,100,0,100,0,0,0.28,"220",0.667,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0.266666666666667,100,0,54.9332301343075,33.9409763490997,100,0,100,100,0,100,100,100,100,0,0,0.592582804322272,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,0.866666666666667,Middle
"105550","10","10","80","165",0,0,0,0,0,0,0,100,0,0,100,100,0,100,0,0,0.27,"325",0.667,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0.266666666666667,100,0,0,0,99.7957970965689,0,100,100,0,100,100,100,100,0,42.9688741657419,0.561843114174874,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,0.866666666666667,Middle
"105551","90","-99997","-99997","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.020709144054,0,0,0,0,0,0,0,0,0,0,0,73.2574190338818,0,0,0.102852085451957,100,0,0,0,0,0,0,0,0,100,100,4.71278061115311,100,0,98.4170713169409,0.335419901285396,Outer
"105552","100","-99997","-99997","602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.133333333333333,100,0,0,0,0,0,0,0,0,77.3720615113444,100,0,100,0,0.547467785416264,0.251946352864507,Outer
"105734","30","-99997","60","-99997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58895779550978,0.955899945655084,0,0.245345196165591,100,0,100,0,0,0.139860135291554,0,0,0,0,0,0,100,100,0,100,100,0,100,0,100,0.4,Outer
"105735","-99997","-99997","-99997","-99997",100,0,0,100,0,0,0,100,0,0,100,58.2627232361244,0,100,0,100,0.44,"10",0.667,0,0,0,0,9.91668495411528,0,0,0,100,0,100,0,0,100,0,0.206611123302744,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0.866666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105736","70","20","10","371",100,0,0,100,0,0,0,100,0,0,100,100,0,100,0,100,0.47,"105",0.667,0,15.8138106740238,14.8299388175253,0,65.2256829517062,0,0,0,100,0,100,0,0,100,0,0.26391295496217,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0.866666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105737","60","-99997","30","358",100,0,0,100,0,0,0,100,0,0,100,100,0,100,0,100,0.47,"60",0.667,0,82.9799705641461,65.2070477824053,0,99.8551158796964,0,0,0,100,0,100,0,0,100,0,0.365361422817499,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0.866666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105738","50","20","30","490",100,2928.50589022553,29.2734054696742,100,0,0,0,100,0,0,100,100,0,100,0,100,0.49,"320",0.667,0,100,99.666733428995,0,100,0,0,0,100,0,100,0.237382972317172,0,100,0,0.399936077600875,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0.866666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105739","50","20","30","340",100,9093.67737413617,90.9005794630946,100,0,5.52487330802076,0,100,1.96133413846943,0,100,100,0,100,0,100,0.53,"240",0.685,0,100,100,0,100,0,0,0,100,0,100,76.3941483832592,0,100,0,0.450929432255506,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0.866666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105740","50","20","30","338",100,10003.9825932831,100,100,0,34.5169920728396,0,100,35.9953703439066,0,100,100,0,100,0,100,0.58,"220",0.782,0,100,100,0,100,0,0,0,100,0,100,100,0,100,0,0.466666666666667,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0.866666666666667,100,100,100,98.1356256924128,100,100,100,100,100,100,100,100,100,100,100,0.998757083794942,Middle
"105741","50","20","40","380",100,10003.9834407521,100,100,0,52.2524363982404,0,100,80.6469973517263,0,100,100,0,100,0,100,0.62,"290",0.841,0,100,100,0,100,0,0,0,100,0,100,100,0,100,0,0.466666666666667,100,100,100,0,100,100,100,100,98.595320295718,100,100,0,100,100,100,0.865730213530479,100,100,100,51.4873306818722,100,100,100,100,100,100,100,100,100,100,100,0.967658220454581,Middle
"105742","40","20","40","392",100,10003.9842858082,100,100,0,99.8179325711524,0,100,98.5923069107436,0,100,100,0,100,0,100,0.67,"275",0.999,0,100,100,0,100,0,0,0,100,0,94.0646086765085,100,0,100,0,0.462709739117672,100,100,100,0,100,100,100,100,12.5595804223555,100,100,3.89985022098346,100,100,100,0.810972953762226,100,100,100,0.00349061111676874,100,100,100,100,100,100,100,100,100,100,100,0.933335660407411,Middle
"105743","50","20","30","442",100,10003.9851280199,100,100,0,100,0,100,100,0,100,100,0,100,0,100,0.67,"375",1,0,100,100,0,100,0,0,0,100,0,7.85372462490085,100,0,100,0,0.405235816416601,100,100,100,0,100,100,100,100,0,100,100,45.3672847887769,100,100,100,0.830244856525851,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0.933333333333333,Middle
"105744","40","30","30","360",100,10003.9859682703,100,100,0,100,0,100,100,0,100,100,0,100,0,100,0.67,"100",1,0,100,100,17.0113116520414,100,0,0,0,100,0,0,100,0,100,0,0.411340874434694,100,100,100,0,100,100,100,100,0,100,100,72.8538070399339,100,100,100,0.848569204693289,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0.933333333333333,Middle
"105745","60","20","20","407",100,10003.9868057249,100,100,0,100,3.75589202987328,100,100,0,100,100,0,100,0,100,0.67,"85",1,0,100,100,95.3144042730915,100,0,0,0,100,0,0,100,0,100,0,0.463542936182061,100,100,100,0,100,100,100,100,0,100,100,0.00509788149425428,100,100,100,0.800003398587663,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0.933333333333333,Middle
"105746","20","10","70","-99997",100,10003.9876415264,100,100,0,100,47.4829955571955,100,100,0,9.733052434936,100,0,100,0,100,0.64,"175",0.699,0,100,100,100,83.3400128009224,0,0,0,100,0,0,100,0,100,0,0.455560008533948,100,100,100,0,100,100,100,100,0,100,100,0,100,100,100,0.8,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0.933333333333333,Middle
"105747","50","20","30","653",100,9840.70084973704,98.3677747702888,100,0,100,89.347429024241,100,100,45.3576437110764,0,100,0,100,0,100,0.69,"115",0.667,0,100,100,100,25.300487521533,0,0,0,100,0,0,100,0,100,0,0.416866991681022,100,100,100,0,100,100,100,100,0,100,100,0,100,100,100,0.8,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0.933333333333333,Middle
"105748","60","20","20","431",100,3689.9289588742,36.8845752132854,100,0,100,100,100,86.0115265530304,100,0,100,0,100,0,100,0.68,"125",0.667,0,100,100,99.7767783801282,0,0,0,0,30.5358601586353,0,0,100,0,93.0166647782613,0,0.34888620221135,100,100,100,0,100,100,100,100,0,100,100,0,100,32.8521631527974,100,0.755234775435198,100,100,100,0,100,100,100,100,100,100,100,67.2490091082144,100,100,100,0.911499339405476,Middle
"105749","60","-99997","-99997","-99997",100,0,0,0,0,100,0,100,100,0,0,100,0,100,0,0,0.4,"10",0.667,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0.4,100,100,100,0,100,100,100,100,100,100,100,100,100,98.2192997301648,0,0.865479533153443,100,100,100,100,100,100,100,100,100,100,100,100,100,100,59.0528785733023,0.972701919048868,Middle
"105750","60","10","30","282",100,5530.25537282042,55.2804555291635,0,0,100,0,100,100,100,100,100,100,100,0,0,0.64,"80",1,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0.4,100,100,100,0,100,100,100,100,100,100,100,100,100,100,0,0.866666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105751","30","10","60","217",100,10003.9982746737,100,0,0,100,0,100,100,100,100,100,100,100,49.6604109067276,0,0.7,"205",1,29.6017299250141,0,100,0,0,0,100,0,100,100,11.5832491816105,100,0,100,0,0.42745665273775,100,100,100,0,100,100,100,100,100,100,100,100,100,100,0,0.866666666666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105752","40","10","50","215",100,10003.9990744004,100,0,0,100,63.8899489645834,100,100,100,100,100,100,100,100,0,0.78,"180",1,100,0,100,0,0,0,100,0,100,100,99.7846514759439,100,66.2696164969371,100,0,0.577369511981921,100,100,100,27.1921065907268,100,100,100,100,100,100,100,100,100,100,0,0.884794737727151,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105753","30","10","60","231",100,10003.9998731138,100,0,0,100,100,100,100,100,100,100,100,100,100,0,0.8,"155",1,100,0,100,1.67551896080954,0,0,100,0,100,100,100,100,100,100,0,0.60111701264054,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105754","30","20","50","258",100,10004.000668617,100,0,0,100,100,100,100,100,100,100,100,100,100,0,0.8,"160",1,100,0,100,78.382206619442,0,0,100,0,100,100,100,100,100,100,0,0.652254804412961,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,Middle
"105755","30","20","50","248",100,10004.0014623357,100,0,0,100,100,100,100,100,100,100,100,100,100,0,0.8,"135",1,100,0,100,100,0,0,100,45.0457562044764,100,100,100,100,100,100,0,0.696697170802984,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.0358910868225,0.998023927391215,Middle
"105756","30","20","50","271",100,10004.0022534421,100,0,0,100,100,100,100,100,100,100,100,100,100,0,0.8,"115",1,100,0,100,100,0,0,95.9596477934614,100,100,100,100,100,100,100,13.1872034581766,0.739431234167759,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0.933333333333333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.61635203434797,0.937744234689565,Middle
