fid,crs28992re,num_inhabi,num_0_15,num_15_25,num_25_45,num_45_65,num_65+,per_dutch,per_west,per_nonwes,avg_woz,num_social,Dis_Bicycl,Dis_Bicy_1,Dis_Bowlin,Dis_Bowl_1,Dis_Cinema,Dis_Cine_1,Dis_CityOf,Dis_City_1,Dis_Doctor,Dis_Doct_1,Dis_IceCre,Dis_IceC_1,Dis_Librar,Dis_Libr_1,Dis_Market,Dis_Mark_1,Dis_MetroS,Dis_Metr_1,Dis_Park_C,Dis_Park_1,Dis_Playgr,Dis_Play_1,Dis_School,Dis_Scho_1,Dis_Superm,Dis_Supe_1,Dis_Swimmi,Dis_Swim_1,Dis_TramSt,Dis_Tram_1,INDEX_WALK,VALUEPET,num_inh_2,,CR_FOOT_I,Old People_per_old_65
119107,E1160N4847,70,5,5,15,15,25,40,10,50,369,20,5957.665192,59.55301458,10003.96913,100,0,0,3973.339265,39.71762823,10003.96913,100,0,0,1555.848861,15.5523157,10003.96913,100,1359.633132,13.59093691,10003.96913,100,10003.96913,100,9870.21061,98.66294554,10003.96913,100,0,0,10003.96913,100,0.62,43.4,70,70,1,36
119108,E1161N4847,140,15,15,35,35,40,60,10,30,350,10,10003.42551,99.99455643,10003.97008,100,0,0,0,0,10003.97008,100,0,0,0,0,10003.97008,100,8653.912292,86.50477984,10003.97008,100,10003.97008,100,10003.97008,100,10003.97008,100,0,0,10003.97008,100,0.66,92.4,140,140,1,29
119109,E1162N4847,65,10,10,15,25,5,50,20,30,403,-99997,10003.97103,100,10003.97103,100,0,0,0,0,10003.97103,100,0,0,0,0,10003.97103,100,10003.97103,100,10003.97103,100,10003.97103,100,10003.97103,100,10003.97103,100,0,0,10003.97103,100,0.67,43.55,65,65,1,8
118838,E1157N4848,100,15,10,30,25,25,60,10,30,422,-99997,7943.667493,79.4051851,10003.96571,100,0,0,10003.96571,100,10003.96571,100,0,0,10003.96571,100,8982.678992,89.7911813,0,0,10003.96571,100,10003.96571,100,10003.96571,100,10003.96571,100,0,0,10003.96571,100,0.71,71,100,100,1,25
118839,E1158N4848,65,10,5,20,20,10,40,20,40,468,-99997,3706.898073,37.05428249,10003.96668,100,0,0,10003.96668,100,10003.96668,100,0,0,10003.96668,100,10003.96668,100,0,0,10003.96668,100,10003.96668,100,10003.96668,100,10003.96668,100,0,0,10003.96668,100,0.69,44.85,65,65,1,15
118840,E1159N4848,70,10,5,20,15,20,60,10,20,441,5,8894.397151,88.90869576,10003.96764,100,0,0,10003.96764,100,10003.96764,100,0,0,10003.96764,100,10003.96764,100,2.993161088,0.02991974,10003.96764,100,10003.96764,100,9986.629319,99.82668557,10003.96764,100,0,0,10003.96764,100,0.73,51.1,70,70,1,29
118841,E1160N4848,65,10,5,15,20,15,50,10,40,453,5,10003.9686,100,10003.9686,100,0,0,9647.26341,96.43436319,10003.9686,100,0,0,8530.747696,85.2736353,10003.9686,100,8226.238676,82.22975309,10003.9686,100,10003.9686,100,10003.9686,100,10003.9686,100,0,0,10003.9686,100,0.78,50.7,65,65,1,23
118842,E1161N4848,95,5,5,15,40,25,70,10,20,442,10,10003.96955,100,10003.96955,100,0,0,1506.693426,15.06095573,10003.96955,100,0,0,504.4377653,5.042376055,10003.96955,100,10003.96955,100,10003.96955,100,10003.96955,100,10003.96955,100,10003.96955,100,0,0,10003.96955,100,0.68,64.6,95,95,1,26
118843,E1162N4848,65,10,10,15,20,15,50,30,30,479,10,10003.9705,100,10003.9705,100,0,0,0,0,10003.9705,100,0,0,0,0,10003.9705,100,10003.9705,100,10003.9705,100,10003.9705,100,10003.9705,100,10003.9705,100,0,0,10003.9705,100,0.67,43.55,65,65,1,23
118572,E1159N4849,10,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,10003.96711,100,10003.96711,100,0,0,10003.96711,100,10003.96711,100,0,0,10003.96711,100,10003.96711,100,1752.354314,17.51659412,10003.96711,100,10003.96711,100,10003.96711,100,10003.96711,100,0,0,10003.96711,100,0.75,7.5,10,10,1,20
118573,E1161N4849,15,-99997,-99997,-99997,5,-99997,50,-99997,30,1355,-99997,10003.96902,100,10003.96902,100,0,0,7176.51748,71.73670236,10003.96902,100,0,0,6124.27793,61.21848157,10003.96902,100,10003.96902,100,10003.96902,100,10003.96902,100,10003.96902,100,10003.96902,100,0,0,10003.96902,100,0.76,11.4,15,15,1,13
118574,E1162N4849,10,-99997,-99997,-99997,5,-99997,60,-99997,-99997,-99997,-99997,10003.96997,100,10003.96997,100,0,0,0.240672169,0.002405767,10003.96997,100,0,0,0,0,10003.96997,100,10003.96997,100,10003.96997,100,10003.96997,100,10003.96997,100,10003.96997,100,0,0,10003.96997,100,0.67,6.7,10,10,1,20
118269,E1157N4850,10,-99997,-99997,-99997,-99997,-99997,70,-99997,-99997,533,-99997,10003.96465,100,10003.96465,100,0,0,10003.96465,100,10003.96465,100,0,0,10003.96465,100,10003.96465,100,0,0,10003.96465,100,10003.96465,100,10003.96465,100,10003.96465,100,0,0,10003.96465,100,0.73,7.3,10,10,1,20
118270,E1158N4850,15,-99997,-99997,-99997,-99997,5,60,-99997,-99997,-99997,-99997,10003.96561,100,10003.96561,100,0,0,10003.96561,100,10003.96561,100,0,0,10003.96561,100,10003.96561,100,0,0,10003.96561,100,10003.96561,100,10003.96561,100,10003.96561,100,0,0,10003.96561,100,0.73,10.95,15,15,1,33
118271,E1159N4850,20,-99997,-99997,-99997,-99997,5,100,-99997,-99997,499,-99997,10003.96657,100,10003.96657,100,0,0,10003.96657,100,10003.96657,100,0,0,10003.96657,100,10003.96657,100,403.2784653,4.031185654,10003.96657,100,10003.96657,100,10003.96657,100,10003.96657,100,0,0,10003.96657,100,0.74,14.8,20,20,1,25
118272,E1160N4850,15,5,-99997,-99997,-99997,-99997,40,-99997,40,895,-99997,10003.96753,100,10003.96753,100,0,0,10003.96753,100,10003.96753,100,0,0,10003.96753,100,10003.96753,100,9306.337867,93.02647014,10003.96753,100,10003.96753,100,10003.96753,100,10003.96753,100,0,0,10003.96753,100,0.8,12,15,15,1,13
118273,E1161N4850,15,-99997,-99997,-99997,5,5,70,-99997,-99997,923,-99997,10003.96849,100,10003.96849,100,0,0,10003.96849,100,10003.96849,100,0,0,9991.875008,99.8791132,10003.96849,100,10003.96849,100,10003.96849,100,10003.96849,100,10003.96849,100,10003.96849,100,0,0,10003.96849,100,0.8,12,15,15,1,33
118274,E1162N4850,5,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,10003.96944,100,10003.96944,100,0,0,2792.310203,27.91202252,10003.96944,100,0,0,3072.377232,30.71158155,10003.96944,100,10003.96944,100,10003.96944,100,10003.96944,100,10003.96944,100,10003.96944,100,0,0,10003.96944,100,0.71,3.55,5,5,1,40
119644,E1163N4845,100,20,-99997,30,25,20,50,20,30,425,-99997,8935.30347,89.31754853,10003.97304,100,0,0,0,0,10003.97304,100,0,0,0,0,10003.97304,100,10003.97304,100,10003.97304,100,10003.97304,100,10003.97304,100,10003.97304,100,0,0,10003.97304,100,0.66,66,100,100,1,20
119377,E1163N4846,145,15,20,40,45,25,60,20,30,445,5,10003.97251,100,10003.97251,100,0,0,0,0,10003.97251,100,0,0,0,0,10003.97251,100,10003.97251,100,10003.97251,100,10003.97251,100,10003.97251,100,10003.97251,100,0,0,10003.97251,100,0.67,97.15,145,145,1,17
119110,E1163N4847,105,15,10,20,45,15,60,20,30,434,10,10003.97198,100,10003.97198,100,0,0,0,0,10003.97198,100,0,0,0,0,10003.97198,100,10003.97198,100,10003.97198,100,10003.97198,100,10003.97198,100,10003.97198,100,0,0,10003.97198,100,0.67,70.35,105,105,1,14
118844,E1163N4848,95,15,15,15,40,15,50,30,20,505,5,10003.97146,100,10003.97146,100,0,0,0,0,10003.97146,100,0,0,0,0,10003.97146,100,10003.97146,100,10003.97146,100,10003.97146,100,10003.97146,100,10003.97146,100,0,0,10003.97146,100,0.67,63.65,95,95,1,16
118275,E1164N4850,10,-99997,-99997,-99997,-99997,5,70,-99997,-99997,-99997,-99997,10003.97134,100,10003.97134,100,0,0,0,0,10003.97134,100,0,0,0,0,10003.97134,100,10003.97134,100,10003.97134,100,10003.97134,100,10003.97134,100,10003.97134,100,0,0,10003.97134,100,0.67,6.7,10,10,1,50
118276,E1165N4850,20,-99997,-99997,-99997,-99997,10,60,40,-99997,511,-99997,10003.97228,100,10003.97228,100,0,0,0,0,10003.97228,100,0,0,0,0,10003.97228,100,10003.97228,100,10003.97228,100,10003.97228,100,10003.97228,100,10003.97228,100,0,0,10003.97228,100,0.67,13.4,20,20,1,50
117971,E1164N4851,60,10,10,10,20,15,50,10,30,519,-99997,10003.9708,100,10003.9708,100,0,0,0,0,10003.9708,100,0,0,0,0,10003.9708,100,10003.9708,100,10003.9708,100,10003.9708,100,10003.9708,100,10003.9708,100,0,0,10003.9708,100,0.67,40.2,60,60,1,25
117972,E1165N4851,55,10,5,5,15,20,50,30,30,413,5,10003.97175,100,10003.97175,100,0,0,0,0,10003.97175,100,0,0,0,0,10003.97175,100,10003.97175,100,10003.97175,100,10003.97175,100,10003.97175,100,10003.97175,100,0,0,10003.97175,100,0.67,36.85,55,55,1,36
117647,E1163N4852,25,-99997,5,-99997,10,-99997,60,-99997,30,501,-99997,10003.96931,100,10003.96931,100,0,0,3356.723813,33.55391953,10003.96931,100,0,0,6822.107872,68.19401038,10003.96931,100,10003.96931,100,10003.96931,100,10003.96931,100,10003.96931,100,10003.96931,100,0,0,10003.96931,100,0.73,18.25,25,25,1,8
117648,E1164N4852,100,20,10,20,30,15,40,20,50,337,15,10003.97026,100,10003.97026,100,0,0,0,0,10003.97026,100,0,0,4.450834724,0.044490683,10003.97026,100,10003.97026,100,10003.97026,100,10003.97026,100,10003.97026,100,10003.97026,100,0,0,10003.97026,100,0.67,67,100,100,1,15
117649,E1165N4852,90,20,15,25,15,15,30,10,60,301,10,10003.97121,100,10003.97121,100,0,0,0,0,10003.97121,100,0,0,0,0,10003.97121,100,10003.97121,100,10003.97121,100,10003.97121,100,10003.97121,100,10003.97121,100,0,0,10003.97121,100,0.67,60.3,90,90,1,17
117331,E1163N4853,40,5,-99997,5,10,15,80,20,-99997,457,-99997,10003.96877,100,10003.96877,100,0,0,9295.30413,92.916165,10003.96877,100,0,0,10003.96877,100,10003.96877,100,10003.96877,100,10003.96877,100,10003.96877,100,10003.96877,100,10003.96877,100,0,0,10003.96877,100,0.8,32,40,40,1,38
117332,E1164N4853,85,15,10,20,25,15,40,20,50,302,20,10003.96972,100,10003.96972,100,0,0,1919.891031,19.1912919,10003.96972,100,0,0,3671.22937,36.69772573,10003.96972,100,10003.96972,100,10003.96972,100,10003.96972,100,10003.96972,100,10003.96972,100,0,0,10003.96972,100,0.7,59.5,85,85,1,18
117333,E1165N4853,95,5,20,10,20,40,50,20,20,354,10,10003.97067,100,10003.97067,100,0,0,0,0,10003.97067,100,0,0,0,0,10003.97067,100,10003.97067,100,10003.97067,100,10003.97067,100,10003.97067,100,10003.97067,100,0,0,10003.97067,100,0.67,63.65,95,95,1,42
117011,E1163N4854,25,-99997,5,10,10,-99997,60,30,-99997,-99997,-99997,10003.96823,100,10003.96823,100,0,0,10003.96823,100,10003.96823,100,0,0,10003.96823,100,10003.96823,100,10003.96823,100,10003.96823,100,10003.96823,100,10003.96823,100,10003.96823,100,0,0,10003.96823,100,0.8,20,25,25,1,8
117012,E1164N4854,40,5,5,10,10,10,50,-99997,40,295,-99997,10003.96918,100,10003.96918,100,0,0,9264.30794,92.60632233,10003.96918,100,0,0,9386.408106,93.82683954,10003.96918,100,10003.96918,100,10003.96918,100,10003.96918,100,10003.96918,100,10003.96918,100,0,0,10003.96918,100,0.79,31.6,40,40,1,25
117013,E1165N4854,75,-99997,15,5,15,30,60,10,30,-99997,15,10003.97012,100,10003.97012,100,0,0,1869.714806,18.68972801,10003.97012,100,0,0,1133.411637,11.32961837,10003.97012,100,10003.97012,100,10003.97012,100,10003.97012,100,10003.97012,100,10003.97012,100,0,0,10003.97012,100,0.69,51.75,75,75,1,40
116697,E1163N4855,120,15,15,45,30,10,30,20,50,282,25,10003.96768,100,10003.96768,100,0,0,10003.96768,100,10003.96768,100,0,0,10003.96768,100,10003.96768,100,10003.96768,100,10003.96768,100,10003.96768,100,7942.71439,79.39564224,10003.96768,100,0,0,10003.96768,100,0.79,94.8,120,120,1,8
116698,E1164N4855,155,15,35,45,40,20,20,20,60,269,35,10003.96863,100,10003.96863,100,0,0,10003.96863,100,10003.96863,100,0,0,10003.96863,100,10003.96863,100,10003.96863,100,10003.96863,100,10003.96863,100,10003.96863,100,10003.96863,100,0,0,10003.96863,100,0.8,124,155,155,1,13
116699,E1165N4855,230,60,40,60,55,20,10,0,80,287,40,10003.96957,100,10003.96957,100,0,0,6758.972203,67.56290243,10003.96957,100,0,0,4933.603,49.31645347,10003.96957,100,10003.96957,100,10003.96957,100,10003.96957,100,10003.96957,100,10003.96957,100,0,0,10003.96957,100,0.74,170.2,230,230,1,9
116384,E1163N4856,30,-99997,-99997,20,5,-99997,40,30,40,279,10,10003.96713,100,10003.96713,100,0,0,10003.96713,100,8248.613761,82.45342725,0,0,10003.96713,100,10003.96713,100,10003.96713,100,10003.96713,100,10003.96713,100,5202.435699,52.00372642,10003.96713,100,0,0,10003.96713,100,0.76,22.8,30,28.26,0.942,7
116385,E1164N4856,130,20,25,40,35,10,20,20,70,283,25,10003.96808,100,10003.96808,100,0,0,10003.96808,100,4643.261366,46.41419613,0,0,10003.96808,100,10003.96808,100,10003.96808,100,10003.96808,100,10003.96808,100,9464.782645,94.61028433,10003.96808,100,0,0,10003.96808,100,0.76,98.8,130,106.73,0.821,8
116386,E1165N4856,130,30,20,40,25,10,20,10,70,272,25,10003.96903,100,10003.96903,100,0,0,8004.243241,80.01067596,6610.475015,66.07852341,0,0,8264.247102,82.60968302,10003.96903,100,10003.96903,100,10003.96903,100,10003.96903,100,10003.96903,100,10003.96903,100,0,0,10003.96903,100,0.75,97.5,130,115.31,0.887,8
116095,E1163N4857,10,-99997,-99997,-99997,-99997,-99997,100,-99997,-99997,-99997,-99997,10003.96658,100,10003.96658,100,0,0,10003.96658,100,43.9336805,0.439162608,0,0,10003.96658,100,10003.96658,100,10003.96658,100,10003.96658,100,10003.96658,100,5819.470313,58.17162888,10003.96658,100,0,0,10003.96658,100,0.71,7.1,10,6.68,0.668,20
116096,E1164N4857,80,10,-99997,20,20,30,70,10,20,308,10,10003.96753,100,10003.96753,100,0,0,10003.96753,100,0,0,0,0,10003.96753,100,10003.96753,100,10003.96753,100,10003.96753,100,10003.96753,100,2066.709499,20.65889851,10003.96753,100,0,0,10003.96753,100,0.68,54.4,80,53.36,0.667,38
116097,E1165N4857,60,15,-99997,20,10,5,40,20,40,274,10,10003.96847,100,10003.96847,100,0,0,8498.333173,84.94961969,0,0,0,0,10003.96847,100,10003.96847,100,10003.96847,100,10003.96847,100,10003.96847,100,8660.342578,86.56907107,10003.96847,100,0,0,10003.96847,100,0.71,42.6,60,40.02,0.667,8
115796,E1163N4858,30,-99997,5,-99997,15,5,60,30,20,-99997,-99997,10003.96603,100,10003.96603,100,0,0,10003.96603,100,0,0,0,0,10003.96603,100,10003.96603,100,10003.96603,100,10003.96603,100,10003.96603,100,1980.05974,19.79274754,10003.96603,100,0,0,10003.96603,100,0.68,20.4,30,20.01,0.667,17
115797,E1164N4858,10,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,10003.96698,100,10003.96698,100,0,0,10003.96698,100,0,0,0,0,10003.96698,100,10003.96698,100,10003.96698,100,10003.96698,100,10003.96698,100,0,0,10003.96698,100,0,0,10003.96698,100,0.67,6.7,10,6.67,0.667,20
115798,E1165N4858,220,15,10,40,30,125,60,20,20,279,35,10003.96792,100,10003.96792,100,0,0,7078.412674,70.7560513,0,0,0,0,10003.96792,100,10003.96792,100,10003.96792,100,10003.96792,100,10003.96792,100,587.4781636,5.872451494,10003.96792,100,0,0,10003.96792,100,0.65,143,220,146.74,0.667,57
115488,E1163N4859,5,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,-99997,9686.876877,96.83037096,10003.96547,100,0,0,10003.96547,100,0,0,0,0,10003.96547,100,10003.96547,100,10003.96547,100,10003.96547,100,10003.96547,100,0,0,10003.96547,100,0,0,10003.96547,100,0.66,3.3,5,3.335,0.667,40
115489,E1164N4859,55,10,5,15,15,5,70,20,20,545,-99997,10003.96642,100,10003.96642,100,0,0,10003.96642,100,0,0,0,0,10003.96642,100,10003.96642,100,10003.96642,100,10003.96642,100,10003.96642,100,0,0,10003.96642,100,0,0,10003.96642,100,0.67,36.85,55,36.685,0.667,9
115490,E1165N4859,40,-99997,-99997,-99997,20,20,30,10,50,224,10,10003.96736,100,10003.96736,100,0,0,3217.704117,32.16428042,0,0,0,0,10003.96736,100,10003.96736,100,10003.96736,100,10003.96736,100,10003.96736,100,0,0,10003.96736,100,0,0,10003.96736,100,0.62,24.8,40,26.68,0.667,50
115182,E1164N4860,50,15,5,10,20,-99997,80,-99997,10,564,-99997,7253.71166,72.5083608,10003.96586,100,0,0,4680.888341,46.79032702,0,0,0,0,10003.96586,100,10003.96586,100,10003.96586,100,10003.96586,100,10003.96586,100,0,0,10003.96586,100,0,0,10003.96586,100,0.61,30.5,50,33.35,0.667,4
115183,E1165N4860,35,10,-99997,10,5,5,70,20,20,465,-99997,10003.96681,100,10003.96681,100,0,0,6.81021577,0.068075154,0,0,0,0,10003.96681,100,10003.96681,100,10003.96681,100,10003.96681,100,10003.96681,100,0,0,10003.96681,100,0,0,10003.96681,100,0.6,21,35,23.345,0.667,14
114862,E1165N4861,65,20,-99997,15,20,-99997,60,30,10,500,-99997,9651.531029,96.47704514,10003.96624,100,0,0,0,0,0,0,0,0,10003.96624,100,10003.96624,100,10003.96624,100,10003.96624,100,10003.96624,100,0,0,10003.96624,100,0,0,10003.96624,100,0.6,39,65,43.355,0.667,3
119381,E1171N4846,235,45,35,95,50,10,20,10,70,434,40,10003.98003,100,10003.98003,100,0,0,0,0,10003.98003,100,0,0,0,0,10003.98003,100,10003.98003,100,10003.98003,100,10003.98003,100,10003.98003,100,10003.98003,100,0,0,10003.98003,100,0.67,157.45,235,235,1,4
119382,E1172N4846,210,50,15,115,35,-99997,40,30,30,494,5,10003.98096,100,10003.98096,100,0,0,0,0,10003.98096,100,0,0,0,0,10003.98096,100,10003.98096,100,6138.836436,61.36393565,10003.98096,100,10003.98096,100,10003.98096,100,0,0,10003.98096,100,0.64,134.4,210,182.91,0.871,1
119383,E1173N4846,100,5,20,45,20,-99997,20,40,40,262,10,10003.98188,100,10003.98188,100,0,0,0,0,10003.98188,100,0,0,0,0,10003.98188,100,10003.98188,100,102.0651512,1.020245263,10003.98188,100,10003.98188,100,10003.98188,100,0,0,10003.98188,100,0.6,60,100,67,0.67,2
119384,E1174N4846,125,30,10,45,25,15,10,10,80,238,30,10003.9828,100,10003.9828,100,0,0,0,0,10003.9828,100,0,0,0,0,9789.636967,97.85739498,10003.9828,100,0,0,10003.9828,100,10003.9828,100,10003.9828,100,0,0,10003.9828,100,0.6,75,125,83.375,0.667,12
119385,E1175N4846,440,25,80,330,5,-99997,50,10,40,281,50,10003.98373,100,9400.617418,93.96873961,0,0,0,0,10003.98373,100,0,0,0,0,3784.176833,37.82669921,10003.98373,100,0,0,10003.98373,100,10003.98373,100,10003.98373,100,0,0,10003.98373,100,0.55,242,440,293.48,0.667,0
119386,E1176N4846,185,45,20,45,40,40,30,10,70,377,45,10003.98464,100,1932.612549,19.31842778,0,0,0,0,10003.98464,100,0,0,0,0,0,0,10003.98464,100,0,0,10003.98464,100,10003.98464,100,10003.98464,100,0,0,10003.98464,100,0.48,88.8,185,123.395,0.667,22
119387,E1177N4846,20,10,10,-99997,-99997,-99997,40,20,40,-99997,-99997,10003.98556,100,0,0,0,0,0,0,7082.112238,70.79290744,2319.099063,23.1817514,0,0,0,0,10003.98556,100,0,0,10003.98556,100,10003.98556,100,10003.98556,100,0,0,10003.98556,100,0.46,9.2,20,11.38,0.569,10
119388,E1178N4846,70,15,10,30,15,5,10,-99997,80,308,10,10003.98647,100,2002.043021,20.0124523,0,0,0,0,0,0,9698.537377,96.94672622,0,0,0,0,10003.98647,100,57.31993314,0.572970918,10003.98647,100,10003.98647,100,10003.98647,100,0,0,10003.98647,100,0.48,33.6,70,23.45,0.335,7
119389,E1179N4846,105,25,10,30,25,15,20,10,70,315,30,10003.98739,100,9884.615661,98.80675853,0,0,0,0,0,0,10003.98739,100,0,0,0,0,10003.98739,100,4205.821733,42.04145378,10003.98739,100,10003.98739,100,10003.98739,100,0,0,10003.98739,100,0.56,58.8,105,49.665,0.473,14
119390,E1180N4846,75,20,10,25,20,-99997,20,10,70,300,20,10003.98829,100,10003.98829,100,0,0,0,0,0,0,10003.98829,100,0,0,0,0,10003.98829,100,9547.556249,95.4374992,10003.98829,100,10003.98829,100,10003.98829,100,0,0,10003.98829,100,0.6,45,75,48.825,0.651,3
119391,E1181N4846,220,25,25,100,55,20,60,30,20,416,25,10003.9892,100,10003.9892,100,0,0,0,0,122.9996344,1.22950587,10003.9892,100,0,0,0,0,10003.9892,100,10003.9892,100,10003.9892,100,8646.855338,86.43407309,10003.9892,100,0,0,10003.9892,100,0.59,129.8,220,147.62,0.671,9
