fid,crs28992re,avg_woz,1COR_DEN_INDEX_WALK
"128146",E1254N4805,"239","0.73"
"128362",E1254N4804,"213","0.73"
"128578",E1254N4803,"217","0.73"
"128815",E1254N4802,"259","0.73"
"129044",E1254N4801,"247","0.73"
"129287",E1254N4800,"111","0.67"
"129545",E1254N4799,"178","0.65"
"129801",E1254N4798,"160","0.52"
"130063",E1254N4797,"215","0.42"
"125581",E1246N4818,"206","0.53"
"125582",E1247N4818,"182","0.53"
"125583",E1248N4818,"222","0.53"
"125584",E1249N4818,"235","0.54"
"125585",E1250N4818,"214","0.61"
"125397",E1247N4819,"211","0.53"
"125398",E1248N4819,"209","0.53"
"125399",E1249N4819,"247","0.53"
"125400",E1250N4819,"237","0.55"
"125222",E1247N4820,"197","0.53"
"125223",E1248N4820,"233","0.53"
"125224",E1249N4820,"222","0.53"
"125225",E1250N4820,"206","0.53"
"125042",E1249N4821,"224","0.53"
"125043",E1250N4821,"220","0.53"
"124715",E1249N4823,"413","0.53"
"124716",E1250N4823,"406","0.53"
"125749",E1246N4817,"217","0.48"
"125748",E1245N4817,"215","0.48"
"125944",E1246N4816,"201","0.40"
"125943",E1245N4816,"207","0.32"
"126144",E1246N4815,"225","0.44"
"126143",E1245N4815,"227","0.40"
"126339",E1246N4814,"213","0.47"
"126338",E1245N4814,"195","0.46"
"126539",E1246N4813,"198","0.48"
"127096",E1248N4810,"218","0.55"
"127097",E1249N4810,"300","0.57"
"127098",E1250N4810,"293","0.63"
"127314",E1248N4809,"288","0.53"
"127315",E1249N4809,"116","0.53"
"122187",E1245N4835,"318","0.55"
"122188",E1246N4835,"291","0.60"
"122189",E1247N4835,"371","0.60"
"122190",E1248N4835,"303","0.60"
"122191",E1249N4835,"277","0.68"
"122192",E1250N4835,"270","0.73"
"121976",E1245N4836,"439","0.57"
"121977",E1246N4836,"344","0.60"
"121978",E1247N4836,"244","0.60"
"121979",E1248N4836,"311","0.60"
"121980",E1249N4836,"342","0.67"
"121981",E1250N4836,"364","0.73"
"121982",E1251N4836,"344","0.76"
"121755",E1245N4837,"471","0.60"
"121756",E1246N4837,"469","0.60"
"121757",E1247N4837,"401","0.60"
"121758",E1248N4837,"350","0.59"
"121759",E1249N4837,"357","0.64"
"121760",E1250N4837,"377","0.73"
"121518",E1247N4838,"353","0.57"
"121519",E1248N4838,"344","0.54"
"121520",E1249N4838,"378","0.60"
"121521",E1250N4838,"371","0.73"
"121254",E1247N4839,"344","0.53"
"121255",E1248N4839,"356","0.53"
"121256",E1249N4839,"358","0.58"
"121257",E1250N4839,"383","0.73"
"121002",E1248N4840,"409","0.54"
"121003",E1249N4840,"387","0.57"
"121004",E1250N4840,"479","0.69"
"120749",E1248N4841,"439","0.60"
"120750",E1249N4841,"490","0.63"
"120751",E1250N4841,"757","0.71"
"123046",E1246N4831,"463","0.62"
"122607",E1248N4833,"460","0.66"
"122608",E1249N4833,"573","0.67"
"122400",E1247N4834,"445","0.60"
"122401",E1248N4834,"269","0.63"
"126896",E1247N4811,"195","0.54"
"126719",E1247N4812,"193","0.57"
"126540",E1247N4813,"209","0.56"
"125750",E1247N4817,"208","0.52"
"125945",E1247N4816,"226","0.40"
"126145",E1247N4815,"218","0.44"
"126340",E1247N4814,"218","0.52"
"126897",E1248N4811,"228","0.61"
"126720",E1248N4812,"193","0.63"
"126541",E1248N4813,"215","0.62"
"125751",E1248N4817,"223","0.53"
"125946",E1248N4816,"224","0.48"
"126146",E1248N4815,"213","0.55"
"126341",E1248N4814,"222","0.60"
"126721",E1249N4812,"214","0.67"
"126542",E1249N4813,"241","0.67"
"125752",E1249N4817,"389","0.60"
"125947",E1249N4816,"448","0.60"
"126342",E1249N4814,"241","0.65"
"126899",E1250N4811,"152","0.68"
"126722",E1250N4812,"152","0.67"
"125753",E1250N4817,"432","0.67"
"120710",E1195N4841,"561","0.70"
"120450",E1202N4842,"1114","0.68"
"120449",E1201N4842,"1018","0.67"
"120448",E1200N4842,"1009","0.67"
"120447",E1199N4842,"978","0.67"
"120446",E1198N4842,"813","0.67"
"120445",E1197N4842,"889","0.67"
"120444",E1196N4842,"759","0.67"
"120443",E1195N4842,"536","0.67"
"119677",E1206N4845,"4366","0.93"
"119676",E1205N4845,"2247","0.91"
"119675",E1204N4845,"2246","0.86"
"119674",E1203N4845,"2025","0.79"
"119673",E1202N4845,"991","0.69"
"119672",E1201N4845,"827","0.67"
"119671",E1200N4845,"982","0.65"
"119670",E1199N4845,"1056","0.67"
"119669",E1198N4845,"1078","0.66"
"119668",E1197N4845,"1587","0.61"
"119667",E1196N4845,"1269","0.60"
"125216",E1206N4820,"317","0.47"
"125215",E1205N4820,"475","0.47"
"125214",E1204N4820,"472","0.45"
"125213",E1203N4820,"428","0.51"
"125212",E1202N4820,"363","0.53"
"125211",E1201N4820,"344","0.51"
"125210",E1200N4820,"401","0.47"
"125209",E1199N4820,"401","0.46"
"125208",E1198N4820,"371","0.42"
"125207",E1197N4820,"392","0.40"
"125038",E1210N4821,"472","0.47"
"125037",E1209N4821,"557","0.48"
"125036",E1208N4821,"292","0.52"
"125035",E1207N4821,"307","0.47"
"125034",E1206N4821,"353","0.47"
"125033",E1205N4821,"156","0.49"
"125031",E1203N4821,"370","0.56"
"125030",E1202N4821,"388","0.53"
"125029",E1201N4821,"356","0.53"
"125028",E1200N4821,"390","0.52"
"125027",E1199N4821,"368","0.47"
"125026",E1198N4821,"376","0.47"
"125025",E1197N4821,"337","0.49"
"124874",E1210N4822,"758","0.47"
"124873",E1208N4822,"382","0.53"
"124872",E1207N4822,"299","0.52"
"124871",E1206N4822,"535","0.48"
"124870",E1205N4822,"198","0.57"
"124869",E1204N4822,"386","0.60"
"124868",E1202N4822,"349","0.55"
"124867",E1201N4822,"442","0.53"
"124866",E1200N4822,"338","0.53"
"124865",E1199N4822,"357","0.52"
"125217",E1207N4820,"307","0.46"
"125218",E1208N4820,"286","0.41"
"125219",E1209N4820,"501","0.41"
"120453",E1206N4842,"2923","0.80"
"120454",E1207N4842,"2560","0.87"
"120455",E1208N4842,"1510","0.93"
"120456",E1209N4842,"528","0.93"
"120457",E1210N4842,"539","0.97"
"120458",E1211N4842,"583","1.00"
"120459",E1212N4842,"553","0.99"
"120460",E1213N4842,"580","0.95"
"120461",E1214N4842,"502","0.93"
"120462",E1215N4842,"598","0.94"
"120463",E1216N4842,"609","0.89"
"120464",E1217N4842,"628","0.87"
"120465",E1218N4842,"640","0.87"
"120466",E1219N4842,"654","0.90"
"120467",E1220N4842,"609","0.93"
"120468",E1221N4842,"473","0.92"
"120469",E1222N4842,"379","0.87"
"120470",E1223N4842,"327","0.87"
"120471",E1224N4842,"363","0.87"
"120472",E1225N4842,"361","0.87"
"120473",E1226N4842,"531","0.87"
"120474",E1227N4842,"792","0.84"
"120475",E1228N4842,"515","0.80"
"120477",E1230N4842,"324","0.70"
"120478",E1231N4842,"305","0.71"
"120479",E1232N4842,"303","0.73"
"120480",E1233N4842,"309","0.73"
"120481",E1234N4842,"297","0.73"
"120482",E1235N4842,"428","0.73"
"120483",E1236N4842,"324","0.73"
"120484",E1237N4842,"280","0.73"
"126537",E1222N4813,"1820","0.00"
"126717",E1223N4812,"1714","0.00"
"124685",E1159N4823,"336","0.07"
"121485",E1155N4838,"1051","0.33"
"121211",E1162N4839,"1232","0.28"
"121209",E1160N4839,"933","0.27"
"121205",E1154N4839,"755","0.33"
"120953",E1162N4840,"539","0.32"
"120952",E1161N4840,"508","0.27"
"120951",E1160N4840,"441","0.27"
"120950",E1159N4840,"449","0.28"
"120949",E1158N4840,"454","0.33"
"120948",E1157N4840,"387","0.33"
"120947",E1156N4840,"488","0.33"
"120946",E1155N4840,"446","0.33"
"120945",E1154N4840,"442","0.33"
"120689",E1156N4841,"426","0.33"
"120688",E1155N4841,"418","0.33"
"120687",E1154N4841,"442","0.36"
"120419",E1156N4842,"445","0.33"
"120418",E1155N4842,"435","0.34"
"120417",E1154N4842,"427","0.45"
"125929",E1191N4816,"958","0.20"
"125931",E1193N4816,"746","0.28"
"125746",E1192N4817,"840","0.27"
"125562",E1193N4818,"1228","0.33"
"125374",E1188N4819,"1038","0.20"
"125375",E1189N4819,"402","0.24"
"125376",E1190N4819,"540","0.32"
"125377",E1191N4819,"816","0.33"
"125199",E1188N4820,"701","0.29"
"125200",E1189N4820,"212","0.33"
"125201",E1190N4820,"361","0.33"
"125202",E1191N4820,"756","0.33"
"125017",E1188N4821,"739","0.39"
"125018",E1189N4821,"329","0.37"
"125019",E1190N4821,"445","0.33"
"125020",E1191N4821,"770","0.33"
"124854",E1188N4822,"565","0.40"
"124855",E1189N4822,"200","0.40"
"124856",E1190N4822,"374","0.38"
"124857",E1191N4822,"734","0.33"
"124687",E1189N4823,"395","0.40"
"124688",E1190N4823,"367","0.40"
"124689",E1191N4823,"751","0.40"
"124528",E1189N4824,"536","0.40"
"124529",E1190N4824,"377","0.41"
"124530",E1191N4824,"358","0.46"
"125745",E1191N4817,"686","0.23"
"125561",E1191N4818,"821","0.27"
"125928",E1190N4816,"798","0.20"
"125560",E1190N4818,"863","0.21"
"125927",E1189N4816,"716","0.20"
"125926",E1188N4816,"404","0.20"
"125744",E1188N4817,"706","0.20"
"125559",E1188N4818,"1042","0.20"
"125932",E1194N4816,"677","0.33"
"125933",E1195N4816,"662","0.33"
"125934",E1196N4816,"268","0.33"
"125566",E1197N4818,"723","0.40"
"125936",E1198N4816,"423","0.33"
"125567",E1198N4818,"860","0.40"
"125937",E1199N4816,"156","0.33"
"125938",E1200N4816,"461","0.33"
"125569",E1200N4818,"841","0.40"
"125939",E1201N4816,"174","0.27"
"125570",E1201N4818,"919","0.40"
"125940",E1202N4816,"152","0.32"
"125571",E1202N4818,"1464","0.36"
"125572",E1203N4818,"919","0.36"
"125573",E1204N4818,"1099","0.40"
"125574",E1205N4818,"1148","0.39"
"125575",E1206N4818,"866","0.36"
"125576",E1207N4818,"1122","0.40"
"125577",E1208N4818,"1119","0.39"
"125578",E1209N4818,"991","0.30"
"125579",E1210N4818,"1762","0.34"
"125747",E1211N4817,"1241","0.26"
"125203",E1192N4820,"874","0.33"
"125021",E1192N4821,"925","0.33"
"124858",E1192N4822,"1210","0.35"
"124690",E1192N4823,"427","0.40"
"125378",E1192N4819,"808","0.33"
"125204",E1193N4820,"559","0.39"
"125022",E1193N4821,"634","0.40"
"124859",E1193N4822,"750","0.41"
"124691",E1193N4823,"757","0.40"
"124531",E1193N4824,"379","0.46"
"125379",E1193N4819,"775","0.38"
"125205",E1194N4820,"431","0.43"
"125023",E1194N4821,"378","0.47"
"124860",E1194N4822,"425","0.47"
"124692",E1194N4823,"401","0.47"
"124532",E1194N4824,"377","0.53"
"125380",E1194N4819,"663","0.36"
"125381",E1195N4819,"534","0.36"
"125382",E1196N4819,"686","0.40"
"125383",E1197N4819,"764","0.40"
"125384",E1198N4819,"697","0.40"
"125385",E1199N4819,"316","0.41"
"125386",E1200N4819,"686","0.46"
"125387",E1201N4819,"482","0.46"
"125388",E1202N4819,"701","0.46"
"125389",E1203N4819,"710","0.42"
"125390",E1204N4819,"416","0.40"
"125391",E1205N4819,"436","0.42"
"125392",E1206N4819,"672","0.46"
"125393",E1207N4819,"389","0.41"
"125394",E1208N4819,"547","0.40"
"125395",E1209N4819,"753","0.40"
"125396",E1210N4819,"397","0.40"
"124367",E1207N4825,"271","0.67"
"124366",E1206N4825,"277","0.67"
"124365",E1204N4825,"432","0.68"
"124364",E1203N4825,"294","0.73"
"124363",E1202N4825,"303","0.74"
"124362",E1201N4825,"946","0.79"
"124361",E1200N4825,"470","0.78"
"124360",E1199N4825,"484","0.69"
"124359",E1198N4825,"496","0.65"
"124358",E1197N4825,"585","0.63"
"124173",E1209N4826,"363","0.73"
"124172",E1208N4826,"302","0.73"
"124171",E1207N4826,"301","0.73"
"124170",E1206N4826,"299","0.69"
"124169",E1205N4826,"475","0.72"
"124168",E1204N4826,"421","0.73"
"124167",E1203N4826,"530","0.74"
"124166",E1201N4826,"407","0.80"
"124165",E1200N4826,"417","0.80"
"124164",E1199N4826,"423","0.77"
"124163",E1198N4826,"449","0.73"
"124162",E1197N4826,"414","0.73"
"124161",E1196N4826,"610","0.73"
"123974",E1210N4827,"476","0.72"
"123973",E1209N4827,"404","0.73"
"123972",E1208N4827,"359","0.73"
"123971",E1207N4827,"330","0.74"
"123970",E1206N4827,"329","0.79"
"123969",E1205N4827,"474","0.75"
"123968",E1204N4827,"422","0.74"
"123967",E1203N4827,"962","0.79"
"124159",E1194N4826,"1096","0.60"
"123959",E1194N4827,"879","0.66"
"124158",E1193N4826,"1061","0.60"
"124157",E1192N4826,"1076","0.60"
"123957",E1192N4827,"1074","0.60"
"124155",E1190N4826,"1874","0.45"
"123955",E1190N4827,"1832","0.47"
"124368",E1208N4825,"274","0.69"
"124369",E1209N4825,"443","0.68"
"124370",E1210N4825,"502","0.67"
"124357",E1189N4825,"758","0.40"
"124356",E1188N4825,"705","0.40"
"124154",E1189N4826,"1028","0.40"
"123954",E1189N4827,"1268","0.40"
"123953",E1188N4827,"709","0.42"
"123740",E1189N4828,"1154","0.49"
"123739",E1188N4828,"510","0.47"
"123738",E1187N4828,"716","0.45"
"123496",E1187N4829,"926","0.47"
"123743",E1199N4828,"320","0.80"
"123742",E1198N4828,"311","0.75"
"123741",E1197N4828,"314","0.73"
"123498",E1189N4829,"480","0.57"
"123497",E1188N4829,"732","0.49"
"123516",E1228N4829,"146","0.40"
"123515",E1227N4829,"147","0.43"
"123509",E1208N4829,"437","0.79"
"123508",E1207N4829,"501","0.80"
"123507",E1205N4829,"481","0.84"
"121492",E1192N4838,"621","0.59"
"121491",E1191N4838,"613","0.49"
"121237",E1217N4839,"379","0.77"
"121236",E1216N4839,"506","0.80"
"121235",E1215N4839,"584","0.81"
"121234",E1214N4839,"579","0.86"
"121233",E1213N4839,"496","0.87"
"121232",E1212N4839,"527","0.87"
"121231",E1202N4839,"534","0.73"
"121230",E1201N4839,"732","0.73"
"121227",E1198N4839,"1579","0.80"
"121226",E1197N4839,"1428","0.79"
"121225",E1196N4839,"518","0.72"
"121224",E1195N4839,"435","0.67"
"121223",E1194N4839,"1037","0.64"
"121221",E1191N4839,"858","0.52"
"123744",E1200N4828,"323","0.80"
"123745",E1201N4828,"444","0.80"
"123746",E1202N4828,"723","0.80"
"123747",E1203N4828,"686","0.80"
"123748",E1204N4828,"436","0.80"
"123749",E1205N4828,"439","0.80"
"123750",E1206N4828,"327","0.80"
"123751",E1207N4828,"317","0.79"
"123752",E1208N4828,"309","0.74"
"123753",E1209N4828,"362","0.73"
"123754",E1210N4828,"579","0.73"
"121216",E1174N4839,"25","0.26"
"121217",E1175N4839,"25","0.39"
"120959",E1174N4840,"25","0.34"
"120960",E1175N4840,"29","0.41"
"120961",E1176N4840,"25","0.40"
"120170",E1182N4843,"604","0.47"
"119911",E1179N4844,"295","0.47"
"119912",E1180N4844,"318","0.53"
"119914",E1182N4844,"508","0.47"
"119649",E1173N4845,"298","0.60"
"119650",E1174N4845,"233","0.55"
"119651",E1175N4845,"124","0.48"
"119652",E1178N4845,"298","0.45"
"119653",E1179N4845,"324","0.50"
"119654",E1180N4845,"317","0.54"
"119655",E1181N4845,"419","0.53"
"119656",E1182N4845,"395","0.54"
"119657",E1183N4845,"428","0.58"
"119658",E1184N4845,"553","0.66"
"120954",E1164N4840,"929","0.43"
"120955",E1165N4840,"598","0.46"
"120956",E1166N4840,"478","0.48"
"120957",E1167N4840,"485","0.53"
"120426",E1163N4842,"458","0.52"
"120427",E1164N4842,"517","0.57"
"120428",E1165N4842,"250","0.59"
"120429",E1166N4842,"398","0.62"
"120430",E1167N4842,"488","0.66"
"120165",E1163N4843,"399","0.60"
"120166",E1164N4843,"398","0.60"
"120167",E1165N4843,"249","0.64"
"120168",E1166N4843,"204","0.67"
"120169",E1167N4843,"1240","0.67"
"119908",E1166N4844,"113","0.67"
"119909",E1167N4844,"1232","0.67"
"120958",E1168N4840,"402","0.53"
"121212",E1163N4839,"884","0.33"
"121213",E1164N4839,"1030","0.35"
"119645",E1169N4845,"567","0.67"
"119646",E1170N4845,"568","0.67"
"119648",E1172N4845,"219","0.60"
"119647",E1171N4845,"434","0.65"
"120439",E1191N4842,"480","0.53"
"120706",E1191N4841,"456","0.51"
"120966",E1192N4840,"1356","0.52"
"120440",E1192N4842,"448","0.53"
"120707",E1192N4841,"475","0.48"
"120708",E1193N4841,"476","0.51"
"120441",E1193N4842,"478","0.52"
"120967",E1193N4840,"555","0.60"
"120709",E1194N4841,"469","0.63"
"120442",E1194N4842,"472","0.62"
"120968",E1195N4840,"428","0.68"
"120711",E1196N4841,"843","0.70"
"120969",E1196N4840,"440","0.73"
"120712",E1197N4841,"1076","0.69"
"120970",E1197N4840,"1372","0.76"
"120713",E1198N4841,"1709","0.67"
"120971",E1198N4840,"1604","0.77"
"120715",E1200N4841,"2329","0.69"
"120973",E1200N4840,"1671","0.73"
"120716",E1201N4841,"633","0.68"
"120974",E1201N4840,"592","0.73"
"120717",E1202N4841,"596","0.67"
"120975",E1202N4840,"609","0.73"
"120451",E1203N4842,"4283","0.72"
"120965",E1191N4840,"529","0.49"
"120705",E1190N4841,"454","0.55"
"120438",E1190N4842,"445","0.53"
"120964",E1190N4840,"512","0.52"
"120704",E1189N4841,"568","0.59"
"120437",E1189N4842,"480","0.54"
"120963",E1189N4840,"521","0.53"
"120703",E1188N4841,"642","0.56"
"120436",E1188N4842,"497","0.54"
"120435",E1187N4842,"708","0.52"
"120434",E1186N4842,"762","0.49"
"120433",E1185N4842,"710","0.47"
"120690",E1157N4841,"372","0.33"
"120420",E1157N4842,"384","0.32"
"120421",E1158N4842,"403","0.27"
"120422",E1159N4842,"399","0.27"
"120424",E1161N4842,"476","0.39"
"120425",E1162N4842,"390","0.47"
"120159",E1157N4843,"374","0.27"
"120160",E1158N4843,"308","0.27"
"120161",E1159N4843,"310","0.28"
"120162",E1160N4843,"322","0.32"
"120163",E1161N4843,"407","0.45"
"120164",E1162N4843,"386","0.53"
"119901",E1157N4844,"404","0.27"
"119902",E1158N4844,"411","0.29"
"119903",E1159N4844,"372","0.33"
"119904",E1160N4844,"363","0.37"
"120691",E1158N4841,"352","0.30"
"120692",E1159N4841,"368","0.27"
"120693",E1160N4841,"373","0.27"
"120694",E1161N4841,"410","0.29"
"120695",E1162N4841,"463","0.39"
"120696",E1163N4841,"593","0.46"
"120698",E1165N4841,"529","0.48"
"120699",E1166N4841,"486","0.57"
"120700",E1167N4841,"465","0.62"
"120701",E1168N4841,"388","0.66"
"120431",E1168N4842,"435","0.67"
"120172",E1185N4843,"683","0.53"
"120173",E1186N4843,"688","0.54"
"120174",E1187N4843,"592","0.55"
"120175",E1188N4843,"523","0.59"
"120176",E1189N4843,"413","0.59"
"120177",E1190N4843,"378","0.55"
"120178",E1191N4843,"356","0.53"
"120179",E1192N4843,"364","0.53"
"120180",E1193N4843,"388","0.58"
"120181",E1194N4843,"443","0.61"
"120182",E1195N4843,"650","0.64"
"120183",E1196N4843,"753","0.67"
"120184",E1197N4843,"817","0.67"
"120185",E1198N4843,"657","0.67"
"120186",E1199N4843,"731","0.67"
"120187",E1200N4843,"1098","0.67"
"120188",E1201N4843,"1387","0.67"
"120189",E1202N4843,"1071","0.72"
"120190",E1203N4843,"2917","0.71"
"120191",E1204N4843,"3558","0.72"
"120192",E1206N4843,"2713","0.89"
"120193",E1207N4843,"2232","0.93"
"120194",E1208N4843,"2271","0.93"
"120195",E1209N4843,"684","0.93"
"120196",E1210N4843,"577","0.93"
"120197",E1211N4843,"537","0.97"
"120198",E1212N4843,"554","1.00"
"120199",E1213N4843,"576","1.00"
"120200",E1214N4843,"551","0.97"
"120201",E1215N4843,"582","1.00"
"120202",E1216N4843,"622","0.99"
"120203",E1217N4843,"589","0.89"
"120204",E1218N4843,"630","0.88"
"120205",E1219N4843,"658","0.92"
"120207",E1221N4843,"403","0.89"
"120208",E1222N4843,"429","0.87"
"120209",E1223N4843,"405","0.87"
"120210",E1224N4843,"369","0.87"
"120211",E1225N4843,"406","0.86"
"120212",E1226N4843,"829","0.81"
"120213",E1227N4843,"397","0.80"
"120214",E1228N4843,"289","0.80"
"119916",E1186N4844,"683","0.60"
"119917",E1187N4844,"581","0.60"
"119660",E1188N4845,"417","0.60"
"119918",E1188N4844,"529","0.60"
"119661",E1189N4845,"397","0.60"
"119919",E1189N4844,"428","0.60"
"119662",E1190N4845,"365","0.60"
"119920",E1190N4844,"387","0.60"
"119663",E1191N4845,"353","0.60"
"119921",E1191N4844,"390","0.59"
"119664",E1192N4845,"374","0.64"
"119922",E1192N4844,"359","0.59"
"119665",E1193N4845,"373","0.67"
"119923",E1193N4844,"351","0.65"
"119666",E1194N4845,"412","0.67"
"119924",E1194N4844,"367","0.64"
"119925",E1196N4844,"867","0.62"
"119926",E1197N4844,"855","0.66"
"119927",E1198N4844,"905","0.67"
"119928",E1199N4844,"1145","0.67"
"119929",E1200N4844,"729","0.67"
"119930",E1201N4844,"829","0.69"
"119931",E1202N4844,"924","0.69"
"119932",E1203N4844,"2199","0.72"
"119933",E1204N4844,"2598","0.80"
"119934",E1205N4844,"3902","0.83"
"119935",E1206N4844,"3661","0.88"
"119936",E1207N4844,"3236","0.98"
"119937",E1208N4844,"3290","0.98"
"119938",E1209N4844,"671","0.98"
"119939",E1210N4844,"600","0.96"
"119940",E1211N4844,"585","0.93"
"119941",E1212N4844,"636","0.96"
"119942",E1213N4844,"763","1.00"
"119943",E1214N4844,"577","1.00"
"119944",E1215N4844,"498","1.00"
"119945",E1216N4844,"455","1.00"
"119946",E1217N4844,"473","0.99"
"119947",E1218N4844,"356","0.96"
"119948",E1219N4844,"407","0.93"
"119949",E1220N4844,"448","0.90"
"119950",E1221N4844,"402","0.87"
"119951",E1222N4844,"437","0.87"
"119952",E1223N4844,"402","0.87"
"119953",E1224N4844,"456","0.85"
"119954",E1225N4844,"472","0.80"
"119955",E1227N4844,"399","0.80"
"119956",E1228N4844,"297","0.80"
"122592",E1146N4833,"300","0.13"
"122383",E1146N4834,"403","0.13"
"122807",E1147N4832,"364","0.15"
"123254",E1149N4830,"258","0.20"
"123736",E1152N4828,"314","0.07"
"123952",E1154N4827,"389","0.07"
"124354",E1156N4825,"280","0.07"
"121728",E1144N4837,"346","0.15"
"122171",E1145N4835,"278","0.13"
"121958",E1145N4836,"262","0.13"
"121196",E1142N4839,"317","0.27"
"121474",E1143N4838,"312","0.33"
"120937",E1143N4840,"658","0.33"
"121476",E1145N4838,"438","0.32"
"121477",E1146N4838,"548","0.30"
"121478",E1147N4838,"565","0.33"
"120940",E1147N4840,"353","0.33"
"121198",E1147N4839,"368","0.33"
"121479",E1148N4838,"425","0.33"
