fid,crs28992re,num_social,INDEX_WALK
"109224",E1170N4880,"60","0.79"
"108908",E1170N4881,"30","0.77"
"109223",E1169N4880,"35","0.75"
"108907",E1169N4881,"35","0.71"
"108571",E1163N4882,"30","0.71"
"108572",E1164N4882,"10","0.73"
"108574",E1166N4882,"30","0.71"
"108575",E1167N4882,"25","0.68"
"108576",E1168N4882,"15","0.67"
"108577",E1169N4882,"35","0.70"
"108578",E1170N4882,"35","0.74"
"108579",E1171N4882,"35","0.80"
"108580",E1172N4882,"40","0.80"
"108581",E1173N4882,"30","0.80"
"108582",E1174N4882,"40","0.84"
"108584",E1176N4882,"25","0.87"
"108585",E1177N4882,"40","0.87"
"108586",E1178N4882,"40","0.89"
"108587",E1179N4882,"105","0.88"
"108588",E1180N4882,"10","0.87"
"108589",E1181N4882,"50","0.87"
"108590",E1182N4882,"55","0.87"
"108591",E1183N4882,"45","0.87"
"108592",E1184N4882,"40","0.87"
"108593",E1185N4882,"20","0.86"
"108594",E1186N4882,"30","0.84"
"108595",E1187N4882,"35","0.81"
"108596",E1188N4882,"40","0.77"
"108597",E1189N4882,"70","0.78"
"108598",E1190N4882,"45","0.73"
"108599",E1191N4882,"10","0.64"
"108569",E1161N4882,"15","0.62"
"108568",E1160N4882,"10","0.60"
"108567",E1159N4882,"20","0.60"
"108230",E1163N4883,"30","0.68"
"108231",E1164N4883,"10","0.68"
"108232",E1165N4883,"30","0.67"
"108233",E1166N4883,"80","0.67"
"108234",E1167N4883,"40","0.67"
"108235",E1168N4883,"15","0.67"
"108236",E1169N4883,"15","0.70"
"108237",E1170N4883,"30","0.73"
"108238",E1171N4883,"25","0.77"
"108239",E1172N4883,"5","0.80"
"108240",E1173N4883,"35","0.83"
"108241",E1174N4883,"25","0.87"
"108242",E1175N4883,"5","0.87"
"108243",E1177N4883,"20","0.87"
"108244",E1178N4883,"35","0.85"
"108245",E1179N4883,"40","0.81"
"108246",E1180N4883,"10","0.86"
"108247",E1181N4883,"35","0.87"
"108248",E1182N4883,"35","0.87"
"108249",E1183N4883,"40","0.85"
"108250",E1184N4883,"15","0.83"
"108251",E1185N4883,"40","0.80"
"108252",E1186N4883,"15","0.80"
"108253",E1187N4883,"25","0.80"
"108254",E1188N4883,"30","0.74"
"108255",E1189N4883,"25","0.73"
"108224",E1155N4883,"70","0.47"
"108223",E1154N4883,"15","0.47"
"108229",E1162N4883,"20","0.60"
"108228",E1161N4883,"30","0.60"
"108227",E1160N4883,"15","0.60"
"108226",E1159N4883,"35","0.60"
"108225",E1158N4883,"10","0.60"
"116723",E1200N4855,"5","0.82"
"116725",E1202N4855,"5","0.93"
"116729",E1208N4855,"5","0.93"
"116730",E1209N4855,"25","0.93"
"116731",E1210N4855,"30","0.93"
"116732",E1211N4855,"30","0.93"
"116733",E1212N4855,"25","0.93"
"116734",E1213N4855,"50","0.93"
"116735",E1214N4855,"70","0.93"
"117029",E1196N4854,"5","0.67"
"117032",E1199N4854,"10","0.77"
"117033",E1200N4854,"5","0.84"
"117034",E1201N4854,"10","0.92"
"117035",E1202N4854,"15","0.93"
"117042",E1209N4854,"25","0.93"
"117043",E1210N4854,"40","0.93"
"117044",E1211N4854,"35","0.93"
"117361",E1197N4853,"10","0.72"
"117362",E1198N4853,"5","0.73"
"117363",E1199N4853,"10","0.76"
"117365",E1201N4853,"5","0.93"
"117367",E1203N4853,"5","0.93"
"117368",E1204N4853,"10","0.93"
"117369",E1205N4853,"10","0.93"
"117370",E1206N4853,"10","0.93"
"117371",E1207N4853,"5","0.93"
"117373",E1209N4853,"20","0.93"
"117374",E1210N4853,"35","0.93"
"117375",E1211N4853,"20","0.93"
"107901",E1153N4884,"40","0.46"
"107900",E1152N4884,"35","0.40"
"107899",E1151N4884,"25","0.40"
"107898",E1150N4884,"45","0.40"
"107897",E1149N4884,"45","0.40"
"107896",E1148N4884,"40","0.40"
"107895",E1147N4884,"30","0.40"
"107892",E1144N4884,"15","0.40"
"107891",E1143N4884,"20","0.38"
"107890",E1142N4884,"10","0.34"
"107572",E1153N4885,"15","0.41"
"107571",E1152N4885,"30","0.40"
"107570",E1151N4885,"10","0.40"
"107569",E1150N4885,"20","0.40"
"107568",E1149N4885,"30","0.40"
"107567",E1148N4885,"20","0.40"
"107566",E1147N4885,"15","0.40"
"107565",E1146N4885,"10","0.40"
"107563",E1144N4885,"10","0.38"
"104018",E1151N4901,"15","0.00"
"108553",E1142N4882,"5","0.40"
"105501",E1136N4893,"15","0.00"
"107010",E1173N4887,"5","0.65"
"101520",E1205N4919,"10","0.33"
"101521",E1206N4919,"10","0.33"
"101522",E1207N4919,"20","0.33"
"101523",E1208N4919,"15","0.33"
"101525",E1210N4919,"15","0.33"
"101386",E1204N4920,"15","0.33"
"101388",E1206N4920,"15","0.33"
"101389",E1207N4920,"20","0.33"
"101391",E1209N4920,"10","0.33"
"101393",E1211N4920,"10","0.33"
"101394",E1212N4920,"10","0.33"
"101395",E1213N4920,"5","0.33"
"101526",E1211N4919,"20","0.33"
"101527",E1212N4919,"15","0.33"
"101528",E1213N4919,"15","0.33"
"101533",E1231N4919,"10","0.28"
"101534",E1232N4919,"10","0.26"
"101666",E1217N4918,"15","0.33"
"101667",E1218N4918,"5","0.33"
"101671",E1230N4918,"10","0.33"
"101672",E1231N4918,"30","0.33"
"101673",E1232N4918,"15","0.33"
"101674",E1233N4918,"35","0.33"
"101664",E1213N4918,"25","0.33"
"101663",E1212N4918,"5","0.33"
"101662",E1211N4918,"30","0.33"
"101661",E1210N4918,"25","0.33"
"101660",E1209N4918,"20","0.33"
"101659",E1207N4918,"15","0.33"
"101658",E1206N4918,"10","0.33"
"101657",E1205N4918,"10","0.33"
"101123",E1208N4922,"10","0.33"
"101125",E1211N4922,"40","0.33"
"101250",E1211N4921,"10","0.33"
"101126",E1212N4922,"15","0.33"
"101127",E1213N4922,"10","0.33"
"101128",E1214N4922,"20","0.33"
"101136",E1222N4922,"5","0.33"
"101256",E1217N4921,"5","0.33"
"101243",E1203N4921,"10","0.33"
"101244",E1204N4921,"10","0.33"
"101246",E1206N4921,"5","0.33"
"101247",E1207N4921,"10","0.33"
"101117",E1202N4922,"10","0.20"
"101118",E1203N4922,"10","0.33"
"101119",E1204N4922,"20","0.33"
"101120",E1205N4922,"15","0.33"
"101122",E1207N4922,"20","0.33"
"100979",E1203N4923,"10","0.33"
"100980",E1204N4923,"15","0.33"
"100982",E1206N4923,"5","0.33"
"100983",E1207N4923,"15","0.33"
"100856",E1206N4924,"25","0.33"
"100857",E1207N4924,"5","0.33"
"100740",E1202N4925,"5","0.17"
"100741",E1205N4925,"5","0.33"
"100742",E1206N4925,"15","0.33"
"100743",E1207N4925,"25","0.33"
"100629",E1206N4926,"5","0.33"
"100456",E1207N4928,"10","0.27"
"100388",E1207N4929,"15","0.27"
"100631",E1208N4926,"10","0.33"
"100457",E1208N4928,"10","0.27"
"100389",E1208N4929,"15","0.27"
"100314",E1208N4930,"5","0.27"
"100858",E1208N4924,"10","0.33"
"100984",E1208N4923,"15","0.33"
"100744",E1209N4925,"45","0.33"
"100632",E1209N4926,"40","0.33"
"100458",E1209N4928,"10","0.27"
"100390",E1209N4929,"10","0.27"
"100315",E1209N4930,"10","0.27"
"100859",E1209N4924,"45","0.33"
"100985",E1209N4923,"20","0.33"
"100745",E1210N4925,"20","0.33"
"100633",E1210N4926,"80","0.33"
"100542",E1210N4927,"5","0.32"
"100459",E1210N4928,"20","0.27"
"100391",E1210N4929,"10","0.27"
"100860",E1210N4924,"35","0.33"
"100861",E1211N4924,"55","0.33"
"100986",E1211N4923,"25","0.33"
"100862",E1212N4924,"45","0.33"
"100987",E1212N4923,"25","0.33"
"100863",E1213N4924,"5","0.33"
"100866",E1216N4924,"5","0.33"
"100989",E1215N4923,"5","0.33"
"100990",E1216N4923,"5","0.33"
"100992",E1218N4923,"15","0.33"
"100996",E1222N4923,"5","0.28"
"100634",E1211N4926,"10","0.33"
"100746",E1212N4925,"30","0.33"
"100636",E1213N4926,"5","0.33"
"100637",E1214N4926,"5","0.33"
"100749",E1215N4925,"10","0.33"
"100638",E1215N4926,"10","0.33"
"100750",E1216N4925,"20","0.33"
"100639",E1216N4926,"10","0.33"
"100751",E1217N4925,"5","0.33"
"100752",E1218N4925,"5","0.33"
"100642",E1219N4926,"5","0.28"
"100753",E1219N4925,"5","0.33"
"100643",E1220N4926,"10","0.27"
"100754",E1220N4925,"5","0.29"
"100644",E1221N4926,"10","0.27"
"100755",E1221N4925,"10","0.27"
"100756",E1222N4925,"15","0.27"
"100867",E1218N4924,"15","0.33"
"100869",E1220N4924,"10","0.32"
"100870",E1221N4924,"10","0.27"
"100871",E1222N4924,"5","0.27"
"100393",E1212N4929,"5","0.27"
"100394",E1213N4929,"15","0.27"
"100462",E1213N4928,"10","0.30"
"100320",E1214N4930,"5","0.24"
"100395",E1214N4929,"10","0.27"
"100463",E1214N4928,"25","0.28"
"100396",E1215N4929,"20","0.27"
"100464",E1215N4928,"5","0.27"
"100397",E1216N4929,"20","0.27"
"100465",E1216N4928,"10","0.27"
"100547",E1216N4927,"5","0.31"
"100399",E1218N4929,"5","0.27"
"100549",E1218N4927,"15","0.27"
"100468",E1219N4928,"15","0.27"
"100550",E1219N4927,"20","0.27"
"100551",E1220N4927,"15","0.27"
"100552",E1221N4927,"5","0.27"
"107908",E1163N4884,"20","0.66"
"107582",E1163N4885,"20","0.61"
"107266",E1163N4886,"5","0.60"
"107909",E1164N4884,"95","0.67"
"107583",E1164N4885,"55","0.66"
"107267",E1164N4886,"10","0.61"
"107910",E1165N4884,"30","0.67"
"107268",E1165N4886,"10","0.66"
"107911",E1166N4884,"10","0.67"
"107585",E1166N4885,"10","0.67"
"107269",E1166N4886,"15","0.67"
"107912",E1167N4884,"15","0.67"
"107586",E1167N4885,"10","0.67"
"107270",E1167N4886,"5","0.64"
"107913",E1168N4884,"15","0.67"
"107587",E1168N4885,"20","0.67"
"107271",E1168N4886,"10","0.66"
"107914",E1170N4884,"5","0.70"
"107589",E1170N4885,"5","0.67"
"107272",E1170N4886,"5","0.67"
"107590",E1171N4885,"10","0.67"
"107591",E1172N4885,"5","0.75"
"107917",E1173N4884,"5","0.83"
"107592",E1173N4885,"15","0.75"
"107275",E1173N4886,"5","0.69"
"107265",E1161N4886,"15","0.60"
"107264",E1160N4886,"20","0.60"
"107263",E1159N4886,"15","0.60"
"107906",E1161N4884,"20","0.60"
"107579",E1160N4885,"15","0.60"
"107905",E1160N4884,"15","0.60"
"107578",E1159N4885,"20","0.60"
"107904",E1159N4884,"30","0.60"
"107577",E1158N4885,"15","0.60"
"107903",E1158N4884,"5","0.60"
"107576",E1157N4885,"20","0.50"
"107575",E1156N4885,"5","0.47"
"107574",E1155N4885,"55","0.47"
"107573",E1154N4885,"20","0.46"
"107902",E1154N4884,"20","0.47"
"107581",E1162N4885,"35","0.60"
"107907",E1162N4884,"35","0.60"
"107580",E1161N4885,"5","0.60"
"102053",E1217N4915,"20","0.33"
"102189",E1217N4914,"15","0.33"
"102054",E1218N4915,"15","0.33"
"102190",E1218N4914,"15","0.32"
"102055",E1219N4915,"10","0.33"
"102191",E1219N4914,"10","0.28"
"102056",E1220N4915,"5","0.29"
"102058",E1222N4915,"5","0.30"
"102060",E1228N4915,"10","0.33"
"102061",E1229N4915,"35","0.33"
"102063",E1231N4915,"25","0.33"
"102064",E1232N4915,"45","0.33"
"102066",E1234N4915,"25","0.34"
"102067",E1235N4915,"40","0.36"
"102068",E1236N4915,"55","0.39"
"102069",E1237N4915,"25","0.42"
"102192",E1220N4914,"15","0.28"
"102195",E1228N4914,"15","0.35"
"102196",E1229N4914,"5","0.33"
"102197",E1230N4914,"55","0.33"
"102198",E1231N4914,"30","0.35"
"102199",E1233N4914,"15","0.38"
"102200",E1234N4914,"45","0.39"
"102201",E1235N4914,"30","0.42"
"102202",E1236N4914,"20","0.51"
"101921",E1208N4916,"5","0.32"
"101795",E1208N4917,"15","0.33"
"101922",E1209N4916,"15","0.33"
"101796",E1209N4917,"5","0.33"
"102046",E1209N4915,"10","0.27"
"101923",E1210N4916,"15","0.33"
"101797",E1210N4917,"15","0.33"
"102047",E1210N4915,"10","0.30"
"101924",E1211N4916,"15","0.33"
"101798",E1211N4917,"30","0.33"
"102048",E1211N4915,"10","0.33"
"102183",E1211N4914,"20","0.30"
"101925",E1212N4916,"25","0.33"
"101799",E1212N4917,"25","0.33"
"102329",E1213N4913,"15","0.29"
"102185",E1213N4914,"5","0.33"
"101800",E1213N4917,"35","0.33"
"101926",E1213N4916,"5","0.33"
"102330",E1214N4913,"25","0.30"
"102186",E1214N4914,"20","0.33"
"101801",E1214N4917,"5","0.33"
"102331",E1215N4913,"10","0.30"
"102187",E1215N4914,"30","0.33"
"101927",E1215N4916,"5","0.33"
"102332",E1216N4913,"25","0.28"
"102188",E1216N4914,"25","0.33"
"102052",E1216N4915,"10","0.33"
"101802",E1216N4917,"15","0.33"
"101928",E1216N4916,"15","0.33"
"101794",E1207N4917,"20","0.33"
"102049",E1212N4915,"20","0.33"
"104928",E1237N4896,"10","0.87"
"104189",E1237N4900,"10","0.87"
"104929",E1238N4896,"10","0.86"
"104190",E1238N4900,"30","0.87"
"104191",E1239N4900,"15","0.81"
"104354",E1239N4899,"5","0.82"
"104192",E1240N4900,"10","0.71"
"104355",E1240N4899,"55","0.73"
"104524",E1240N4898,"20","0.74"
"104932",E1241N4896,"15","0.72"
"104193",E1241N4900,"30","0.67"
"104356",E1241N4899,"35","0.67"
"104525",E1241N4898,"10","0.69"
"101929",E1217N4916,"25","0.33"
"101803",E1217N4917,"15","0.33"
"101930",E1218N4916,"25","0.33"
"101804",E1218N4917,"10","0.33"
"101931",E1219N4916,"15","0.33"
"101937",E1230N4916,"10","0.33"
"101809",E1230N4917,"30","0.33"
"101938",E1231N4916,"45","0.33"
"101810",E1231N4917,"20","0.33"
"101939",E1232N4916,"25","0.33"
"101811",E1232N4917,"20","0.33"
"101940",E1233N4916,"30","0.33"
"101812",E1233N4917,"30","0.33"
"101941",E1234N4916,"35","0.33"
"101813",E1234N4917,"45","0.33"
"101942",E1235N4916,"50","0.33"
"101943",E1236N4916,"20","0.33"
"102333",E1217N4913,"15","0.27"
"102334",E1218N4913,"10","0.27"
"102335",E1219N4913,"10","0.28"
"102336",E1220N4913,"10","0.30"
"102337",E1221N4913,"15","0.35"
"102340",E1227N4913,"20","0.40"
"102341",E1228N4913,"15","0.40"
"102343",E1230N4913,"10","0.41"
"102344",E1231N4913,"30","0.40"
"102345",E1232N4913,"5","0.42"
"102346",E1233N4913,"45","0.46"
"102347",E1234N4913,"30","0.51"
"102350",E1238N4913,"15","0.60"
"102351",E1239N4913,"20","0.50"
"105994",E1208N4891,"30","0.72"
"105099",E1208N4895,"5","0.59"
"104914",E1208N4896,"5","0.49"
"105995",E1209N4891,"50","0.73"
"105996",E1210N4891,"60","0.68"
"105997",E1211N4891,"35","0.70"
"105102",E1211N4895,"10","0.47"
"105998",E1212N4891,"10","0.70"
"105515",E1212N4893,"10","0.61"
"105744",E1208N4892,"15","0.67"
"105745",E1209N4892,"10","0.67"
"105746",E1210N4892,"60","0.64"
"105747",E1211N4892,"15","0.69"
"105748",E1212N4892,"35","0.68"
"106251",E1210N4890,"35","0.69"
"106252",E1211N4890,"20","0.70"
"106498",E1210N4889,"20","0.74"
"106499",E1211N4889,"25","0.70"
"106500",E1212N4889,"5","0.73"
"104922",E1227N4896,"10","0.80"
"104923",E1228N4896,"20","0.80"
"104924",E1229N4896,"35","0.80"
"104925",E1230N4896,"5","0.80"
"104728",E1227N4897,"25","0.80"
"104729",E1228N4897,"15","0.80"
"104730",E1229N4897,"15","0.80"
"104731",E1230N4897,"10","0.79"
"104519",E1227N4898,"25","0.80"
"104520",E1228N4898,"20","0.80"
"104521",E1229N4898,"10","0.80"
"104522",E1230N4898,"15","0.75"
"104348",E1227N4899,"30","0.80"
"104349",E1228N4899,"25","0.79"
"104350",E1229N4899,"35","0.77"
"104351",E1230N4899,"30","0.79"
"104181",E1226N4900,"15","0.74"
"104182",E1227N4900,"30","0.80"
"104183",E1228N4900,"25","0.80"
"104184",E1229N4900,"30","0.80"
"104185",E1230N4900,"20","0.80"
"104022",E1225N4901,"5","0.73"
"104023",E1226N4901,"30","0.73"
"104024",E1227N4901,"20","0.77"
"104025",E1228N4901,"20","0.80"
"104026",E1229N4901,"25","0.80"
"104179",E1223N4900,"5","0.68"
"104347",E1222N4899,"5","0.68"
"104346",E1221N4899,"10","0.66"
"104516",E1221N4898,"5","0.66"
"103025",E1225N4908,"70","0.60"
"103866",E1225N4902,"5","0.68"
"103171",E1226N4907,"45","0.60"
"103026",E1226N4908,"5","0.60"
"103867",E1226N4902,"20","0.71"
"103868",E1227N4902,"15","0.74"
"103724",E1227N4903,"20","0.67"
"103027",E1227N4908,"85","0.60"
"103869",E1228N4902,"25","0.80"
"103725",E1228N4903,"10","0.72"
"103028",E1228N4908,"20","0.60"
"103173",E1228N4907,"20","0.60"
"103309",E1228N4906,"5","0.60"
"103870",E1229N4902,"20","0.80"
"103726",E1229N4903,"20","0.77"
"103029",E1229N4908,"5","0.64"
"103174",E1229N4907,"15","0.63"
"103871",E1230N4902,"25","0.80"
"103727",E1230N4903,"10","0.78"
"103030",E1230N4908,"15","0.70"
"103175",E1230N4907,"10","0.67"
"103728",E1231N4903,"5","0.78"
"103031",E1231N4908,"15","0.80"
"103722",E1222N4903,"5","0.66"
"103864",E1221N4902,"10","0.65"
"102598",E1214N4911,"10","0.21"
"102463",E1214N4912,"30","0.27"
"102464",E1215N4912,"35","0.26"
"102599",E1216N4911,"15","0.20"
"102465",E1216N4912,"35","0.24"
"102600",E1217N4911,"35","0.20"
"102466",E1217N4912,"15","0.22"
"102602",E1219N4911,"25","0.28"
"102468",E1219N4912,"10","0.27"
"102603",E1220N4911,"10","0.39"
"102469",E1220N4912,"10","0.33"
"102604",E1221N4911,"5","0.40"
"102470",E1221N4912,"25","0.40"
"102608",E1226N4911,"25","0.47"
"102472",E1226N4912,"5","0.41"
"102609",E1227N4911,"30","0.47"
"102473",E1227N4912,"10","0.43"
"102610",E1228N4911,"40","0.49"
"102474",E1228N4912,"35","0.45"
"102611",E1229N4911,"45","0.54"
"102475",E1229N4912,"55","0.49"
"102612",E1230N4911,"50","0.58"
"102476",E1230N4912,"10","0.53"
"102613",E1231N4911,"10","0.63"
"102477",E1232N4912,"25","0.55"
"102478",E1233N4912,"20","0.55"
"102479",E1234N4912,"5","0.54"
"102462",E1213N4912,"20","0.25"
"102461",E1212N4912,"20","0.20"
"102621",E1242N4911,"10","0.56"
"102484",E1240N4912,"10","0.46"
"102619",E1240N4911,"10","0.47"
"102483",E1239N4912,"20","0.56"
"102618",E1239N4911,"5","0.59"
"102482",E1238N4912,"10","0.62"
"102480",E1235N4912,"5","0.58"
"132732",E1267N4787,"5","0.53"
"133036",E1267N4786,"10","0.53"
"133037",E1269N4786,"20","0.50"
"133038",E1270N4786,"20","0.47"
"132734",E1271N4787,"5","0.47"
"133039",E1271N4786,"50","0.47"
"132735",E1272N4787,"5","0.47"
"133040",E1272N4786,"25","0.47"
"132736",E1273N4787,"10","0.47"
"133041",E1273N4786,"15","0.47"
"132737",E1274N4787,"25","0.47"
"133042",E1274N4786,"25","0.47"
"132738",E1275N4787,"10","0.47"
"133043",E1275N4786,"30","0.47"
"132739",E1276N4787,"10","0.47"
"132740",E1277N4787,"15","0.47"
"132741",E1279N4787,"5","0.47"
"132742",E1280N4787,"5","0.44"
"132743",E1281N4787,"10","0.33"
"132744",E1282N4787,"5","0.27"
"133044",E1276N4786,"35","0.47"
"133045",E1277N4786,"45","0.47"
"133046",E1278N4786,"25","0.47"
"133047",E1279N4786,"25","0.47"
"133048",E1280N4786,"25","0.43"
"133049",E1281N4786,"15","0.33"
"133050",E1282N4786,"10","0.30"
"134406",E1281N4781,"5","0.20"
"134405",E1280N4781,"10","0.24"
"134403",E1278N4781,"10","0.16"
"134399",E1271N4781,"10","0.40"
"134398",E1270N4781,"30","0.40"
"134397",E1269N4781,"15","0.40"
"134396",E1268N4781,"5","0.40"
"134395",E1267N4781,"15","0.43"
"134394",E1266N4781,"10","0.47"
"134393",E1265N4781,"10","0.47"
"134392",E1264N4781,"10","0.47"
"134172",E1281N4782,"5","0.23"
"134171",E1280N4782,"20","0.26"
"134170",E1279N4782,"10","0.21"
"134169",E1278N4782,"15","0.30"
"134168",E1277N4782,"10","0.38"
"134166",E1275N4782,"15","0.41"
"134165",E1274N4782,"10","0.40"
"134163",E1271N4782,"10","0.40"
"134162",E1270N4782,"15","0.40"
"134161",E1269N4782,"10","0.40"
"134159",E1267N4782,"25","0.46"
"134158",E1266N4782,"15","0.47"
"134157",E1265N4782,"5","0.47"
"134156",E1264N4782,"20","0.47"
"134154",E1249N4782,"10","0.13"
"134617",E1264N4780,"10","0.41"
"134618",E1265N4780,"20","0.42"
"134619",E1266N4780,"15","0.41"
"134620",E1267N4780,"10","0.40"
"134621",E1268N4780,"5","0.40"
"134622",E1269N4780,"5","0.40"
"134623",E1270N4780,"15","0.40"
"134624",E1271N4780,"5","0.40"
"134828",E1265N4779,"10","0.40"
"133877",E1264N4783,"65","0.47"
"133612",E1264N4784,"15","0.50"
"133878",E1265N4783,"5","0.47"
"133613",E1265N4784,"5","0.51"
"133879",E1266N4783,"25","0.47"
"133614",E1266N4784,"35","0.53"
"133880",E1267N4783,"10","0.48"
"133615",E1267N4784,"50","0.53"
"133881",E1268N4783,"20","0.43"
"133616",E1268N4784,"15","0.52"
"133882",E1269N4783,"5","0.40"
"133883",E1270N4783,"15","0.43"
"133884",E1271N4783,"5","0.43"
"133618",E1271N4784,"25","0.47"
"133619",E1272N4784,"20","0.47"
"133620",E1273N4784,"5","0.47"
"133886",E1274N4783,"15","0.46"
"133621",E1274N4784,"25","0.47"
"133622",E1275N4784,"10","0.47"
"133887",E1275N4783,"15","0.47"
"133623",E1276N4784,"10","0.47"
"133888",E1276N4783,"15","0.47"
"133889",E1277N4783,"20","0.47"
"133624",E1278N4784,"5","0.47"
"133890",E1278N4783,"15","0.43"
"133625",E1279N4784,"15","0.43"
"133891",E1279N4783,"25","0.34"
"133626",E1280N4784,"15","0.30"
"133892",E1280N4783,"10","0.27"
"133627",E1281N4784,"15","0.27"
"133893",E1281N4783,"15","0.25"
"133628",E1282N4784,"10","0.21"
"133611",E1263N4784,"15","0.48"
"133876",E1263N4783,"10","0.47"
"133610",E1262N4784,"5","0.47"
"132444",E1264N4788,"40","0.58"
"132729",E1264N4787,"15","0.53"
"133033",E1264N4786,"25","0.53"
"133320",E1264N4785,"10","0.53"
"132151",E1265N4789,"10","0.60"
"132445",E1265N4788,"35","0.56"
"132730",E1265N4787,"25","0.53"
"133034",E1265N4786,"5","0.53"
"133321",E1265N4785,"5","0.53"
"132152",E1266N4789,"15","0.60"
"132446",E1266N4788,"10","0.58"
"132731",E1266N4787,"15","0.53"
"133035",E1266N4786,"5","0.53"
"133322",E1266N4785,"15","0.53"
"133323",E1267N4785,"30","0.53"
"133324",E1268N4785,"10","0.53"
"133325",E1269N4785,"15","0.48"
"133326",E1271N4785,"30","0.47"
"133327",E1272N4785,"15","0.47"
"133328",E1273N4785,"5","0.47"
"133329",E1274N4785,"40","0.47"
"133330",E1275N4785,"55","0.47"
"133331",E1276N4785,"25","0.47"
"133332",E1278N4785,"5","0.47"
"133333",E1279N4785,"15","0.47"
"133334",E1280N4785,"5","0.39"
"133335",E1281N4785,"5","0.28"
"133336",E1282N4785,"5","0.27"
"132149",E1263N4789,"45","0.60"
"132148",E1262N4789,"45","0.60"
"132147",E1261N4789,"30","0.60"
"132146",E1260N4789,"35","0.58"
"132145",E1257N4789,"10","0.40"
"132144",E1256N4789,"15","0.39"
"132443",E1263N4788,"45","0.60"
"132728",E1263N4787,"15","0.54"
"133032",E1263N4786,"30","0.53"
"133319",E1263N4785,"5","0.53"
"132442",E1262N4788,"30","0.60"
"132727",E1262N4787,"40","0.56"
"133031",E1262N4786,"25","0.53"
"132441",E1261N4788,"25","0.60"
"132726",E1261N4787,"45","0.56"
"133030",E1261N4786,"20","0.53"
"132440",E1260N4788,"30","0.60"
"132439",E1255N4788,"5","0.20"
"132447",E1267N4788,"20","0.54"
"132153",E1268N4789,"10","0.53"
"132448",E1268N4788,"10","0.53"
"132154",E1269N4789,"25","0.53"
"132449",E1269N4788,"20","0.53"
"132155",E1270N4789,"25","0.49"
"132450",E1270N4788,"45","0.47"
"132451",E1271N4788,"50","0.47"
"132156",E1272N4789,"5","0.47"
"132452",E1272N4788,"10","0.47"
"132157",E1274N4789,"5","0.47"
"132158",E1275N4789,"15","0.47"
"132159",E1276N4789,"10","0.47"
"132453",E1276N4788,"50","0.47"
"132160",E1277N4789,"40","0.47"
"132454",E1277N4788,"25","0.47"
"132161",E1278N4789,"5","0.47"
"132162",E1279N4789,"10","0.47"
"132455",E1279N4788,"15","0.47"
"132163",E1280N4789,"10","0.39"
"132164",E1281N4789,"10","0.30"
"132165",E1282N4789,"10","0.27"
"132458",E1282N4788,"5","0.27"
"132459",E1283N4788,"5","0.27"
"131865",E1257N4790,"5","0.40"
"131866",E1259N4790,"5","0.50"
"131867",E1260N4790,"20","0.56"
"131868",E1261N4790,"10","0.60"
"131869",E1262N4790,"10","0.60"
"131870",E1263N4790,"30","0.60"
"131582",E1258N4791,"25","0.41"
"131583",E1259N4791,"25","0.48"
"131584",E1260N4791,"10","0.54"
"131305",E1258N4792,"45","0.40"
"131306",E1259N4792,"35","0.46"
"131307",E1260N4792,"20","0.53"
"131308",E1261N4792,"35","0.56"
"131874",E1268N4790,"10","0.55"
"131875",E1269N4790,"30","0.53"
"131876",E1270N4790,"30","0.50"
"131877",E1271N4790,"65","0.47"
"131878",E1272N4790,"30","0.47"
"131879",E1273N4790,"20","0.47"
"131880",E1274N4790,"40","0.47"
"131881",E1275N4790,"30","0.47"
"131882",E1276N4790,"20","0.47"
"131883",E1277N4790,"20","0.47"
"131885",E1280N4790,"5","0.34"
"131886",E1281N4790,"5","0.30"
"131887",E1282N4790,"10","0.27"
"131889",E1284N4790,"10","0.27"
"131598",E1279N4791,"15","0.39"
"131597",E1277N4791,"10","0.47"
"131596",E1276N4791,"15","0.47"
"131595",E1275N4791,"10","0.47"
"131594",E1274N4791,"20","0.47"
"131593",E1273N4791,"25","0.47"
"131592",E1272N4791,"30","0.47"
"131591",E1271N4791,"25","0.47"
"131590",E1270N4791,"5","0.51"
"131588",E1267N4791,"5","0.60"
"131587",E1266N4791,"5","0.60"
"131585",E1264N4791,"5","0.60"
"131327",E1284N4792,"10","0.27"
"131326",E1283N4792,"5","0.27"
"131325",E1282N4792,"10","0.27"
"131324",E1281N4792,"15","0.27"
"131323",E1280N4792,"10","0.29"
"131322",E1279N4792,"5","0.35"
"131321",E1277N4792,"20","0.45"
"131320",E1276N4792,"25","0.47"
"131319",E1275N4792,"25","0.47"
"131318",E1274N4792,"55","0.47"
"131317",E1273N4792,"35","0.47"
"131316",E1272N4792,"25","0.47"
"131315",E1271N4792,"5","0.47"
"131312",E1267N4792,"5","0.60"
"131311",E1266N4792,"15","0.60"
"131310",E1265N4792,"5","0.60"
"131599",E1280N4791,"5","0.33"
"131600",E1281N4791,"10","0.27"
"131601",E1282N4791,"10","0.27"
"131602",E1283N4791,"5","0.27"
"131603",E1284N4791,"15","0.27"
"131604",E1285N4791,"5","0.27"
"130072",E1295N4797,"5","0.00"
"129558",E1296N4799,"5","0.00"
"130073",E1296N4797,"5","0.00"
"130323",E1297N4796,"5","0.00"
"129815",E1297N4798,"5","0.00"
"130575",E1298N4795,"10","0.00"
"129817",E1299N4798,"10","0.00"
