fid,crs28992re,num_social,INDEX_WALK
"120951",E1160N4840,"10","0.27"
"120950",E1159N4840,"5","0.28"
"120949",E1158N4840,"5","0.33"
"120948",E1157N4840,"10","0.33"
"120947",E1156N4840,"10","0.33"
"120946",E1155N4840,"10","0.33"
"120945",E1154N4840,"5","0.33"
"120689",E1156N4841,"10","0.33"
"120688",E1155N4841,"10","0.33"
"120687",E1154N4841,"5","0.36"
"120419",E1156N4842,"10","0.33"
"120418",E1155N4842,"5","0.34"
"125200",E1189N4820,"20","0.33"
"125201",E1190N4820,"20","0.33"
"125018",E1189N4821,"10","0.37"
"125019",E1190N4821,"10","0.33"
"124854",E1188N4822,"10","0.40"
"124855",E1189N4822,"45","0.40"
"124856",E1190N4822,"15","0.38"
"124687",E1189N4823,"5","0.40"
"124688",E1190N4823,"15","0.40"
"124528",E1189N4824,"5","0.40"
"124530",E1191N4824,"10","0.46"
"125745",E1191N4817,"5","0.23"
"125744",E1188N4817,"5","0.20"
"125937",E1199N4816,"5","0.33"
"125569",E1200N4818,"5","0.40"
"125939",E1201N4816,"10","0.27"
"124690",E1192N4823,"10","0.40"
"125204",E1193N4820,"5","0.39"
"124531",E1193N4824,"10","0.46"
"124860",E1194N4822,"5","0.47"
"124692",E1194N4823,"5","0.47"
"125381",E1195N4819,"5","0.36"
"125387",E1201N4819,"10","0.46"
"125390",E1204N4819,"5","0.40"
"125393",E1207N4819,"10","0.41"
"124367",E1207N4825,"30","0.67"
"124366",E1206N4825,"15","0.67"
"124361",E1200N4825,"5","0.78"
"124174",E1210N4826,"5","0.68"
"124173",E1209N4826,"15","0.73"
"124172",E1208N4826,"40","0.73"
"124171",E1207N4826,"35","0.73"
"124170",E1206N4826,"40","0.69"
"124168",E1204N4826,"5","0.73"
"124165",E1200N4826,"10","0.80"
"124164",E1199N4826,"10","0.77"
"124163",E1198N4826,"10","0.73"
"124162",E1197N4826,"5","0.73"
"123974",E1210N4827,"5","0.72"
"123973",E1209N4827,"5","0.73"
"123972",E1208N4827,"15","0.73"
"123971",E1207N4827,"15","0.74"
"123970",E1206N4827,"5","0.79"
"123969",E1205N4827,"10","0.75"
"123968",E1204N4827,"10","0.74"
"124368",E1208N4825,"20","0.69"
"124370",E1210N4825,"5","0.67"
"123739",E1188N4828,"10","0.47"
"123743",E1199N4828,"25","0.80"
"123742",E1198N4828,"15","0.75"
"123741",E1197N4828,"10","0.73"
"123497",E1188N4829,"5","0.49"
"123515",E1227N4829,"30","0.43"
"123510",E1209N4829,"5","0.74"
"123509",E1208N4829,"5","0.79"
"123508",E1207N4829,"10","0.80"
"123507",E1205N4829,"5","0.84"
"121237",E1217N4839,"75","0.77"
"121236",E1216N4839,"30","0.80"
"121235",E1215N4839,"10","0.81"
"121234",E1214N4839,"10","0.86"
"121233",E1213N4839,"15","0.87"
"123744",E1200N4828,"30","0.80"
"123745",E1201N4828,"10","0.80"
"123746",E1202N4828,"5","0.80"
"123747",E1203N4828,"5","0.80"
"123748",E1204N4828,"5","0.80"
"123749",E1205N4828,"5","0.80"
"123750",E1206N4828,"20","0.80"
"123751",E1207N4828,"30","0.79"
"123752",E1208N4828,"30","0.74"
"123753",E1209N4828,"15","0.73"
"121217",E1175N4839,"40","0.39"
"120959",E1174N4840,"15","0.34"
"120960",E1175N4840,"55","0.41"
"120961",E1176N4840,"25","0.40"
"120170",E1182N4843,"15","0.47"
"119911",E1179N4844,"30","0.47"
"119914",E1182N4844,"10","0.47"
"119650",E1174N4845,"30","0.55"
"119651",E1175N4845,"40","0.48"
"119652",E1178N4845,"30","0.45"
"119653",E1179N4845,"45","0.50"
"119654",E1180N4845,"65","0.54"
"119655",E1181N4845,"20","0.53"
"119656",E1182N4845,"25","0.54"
"119657",E1183N4845,"15","0.58"
"121960",E1182N4836,"5","0.40"
"120956",E1166N4840,"10","0.48"
"120957",E1167N4840,"5","0.53"
"120426",E1163N4842,"5","0.52"
"120427",E1164N4842,"5","0.57"
"120429",E1166N4842,"5","0.62"
"120165",E1163N4843,"10","0.60"
"120167",E1165N4843,"5","0.64"
"120168",E1166N4843,"75","0.67"
"120169",E1167N4843,"5","0.67"
"119907",E1163N4844,"5","0.61"
"119908",E1166N4844,"20","0.67"
"119909",E1167N4844,"20","0.67"
"119645",E1169N4845,"20","0.67"
"119646",E1170N4845,"5","0.67"
"119648",E1172N4845,"25","0.60"
"119647",E1171N4845,"40","0.65"
"120439",E1191N4842,"25","0.53"
"120706",E1191N4841,"15","0.51"
"120440",E1192N4842,"15","0.53"
"120707",E1192N4841,"20","0.48"
"120708",E1193N4841,"30","0.51"
"120441",E1193N4842,"20","0.52"
"120709",E1194N4841,"15","0.63"
"120442",E1194N4842,"15","0.62"
"120965",E1191N4840,"10","0.49"
"120705",E1190N4841,"15","0.55"
"120438",E1190N4842,"25","0.53"
"120964",E1190N4840,"20","0.52"
"120437",E1189N4842,"10","0.54"
"120963",E1189N4840,"15","0.53"
"120436",E1188N4842,"5","0.54"
"120434",E1186N4842,"5","0.49"
"120433",E1185N4842,"5","0.47"
"120690",E1157N4841,"10","0.33"
"120421",E1158N4842,"5","0.27"
"120423",E1160N4842,"25","0.27"
"120424",E1161N4842,"20","0.39"
"120425",E1162N4842,"5","0.47"
"120159",E1157N4843,"20","0.27"
"120160",E1158N4843,"25","0.27"
"120161",E1159N4843,"35","0.28"
"120162",E1160N4843,"10","0.32"
"120163",E1161N4843,"20","0.45"
"120164",E1162N4843,"15","0.53"
"119901",E1157N4844,"10","0.27"
"119902",E1158N4844,"10","0.29"
"119903",E1159N4844,"5","0.33"
"119904",E1160N4844,"5","0.37"
"119905",E1161N4844,"5","0.54"
"119906",E1162N4844,"5","0.60"
"120692",E1159N4841,"5","0.27"
"120693",E1160N4841,"20","0.27"
"120694",E1161N4841,"15","0.29"
"120695",E1162N4841,"10","0.39"
"120699",E1166N4841,"5","0.57"
"120700",E1167N4841,"10","0.62"
"120701",E1168N4841,"15","0.66"
"120431",E1168N4842,"10","0.67"
"120172",E1185N4843,"5","0.53"
"120173",E1186N4843,"5","0.54"
"120174",E1187N4843,"50","0.55"
"120175",E1188N4843,"25","0.59"
"120176",E1189N4843,"30","0.59"
"120177",E1190N4843,"45","0.55"
"120178",E1191N4843,"50","0.53"
"120179",E1192N4843,"65","0.53"
"120180",E1193N4843,"35","0.58"
"120181",E1194N4843,"25","0.61"
"120182",E1195N4843,"15","0.64"
"120183",E1196N4843,"10","0.67"
"120184",E1197N4843,"5","0.67"
"120186",E1199N4843,"15","0.67"
"120195",E1209N4843,"20","0.93"
"120196",E1210N4843,"15","0.93"
"120197",E1211N4843,"10","0.97"
"120198",E1212N4843,"20","1.00"
"120199",E1213N4843,"5","1.00"
"120200",E1214N4843,"20","0.97"
"120201",E1215N4843,"5","1.00"
"120202",E1216N4843,"10","0.99"
"120203",E1217N4843,"10","0.89"
"120204",E1218N4843,"10","0.88"
"120205",E1219N4843,"15","0.92"
"120207",E1221N4843,"20","0.89"
"120208",E1222N4843,"35","0.87"
"120209",E1223N4843,"40","0.87"
"120210",E1224N4843,"30","0.87"
"120211",E1225N4843,"15","0.86"
"120213",E1227N4843,"15","0.80"
"120214",E1228N4843,"20","0.80"
"119916",E1186N4844,"5","0.60"
"119917",E1187N4844,"10","0.60"
"119660",E1188N4845,"20","0.60"
"119918",E1188N4844,"40","0.60"
"119661",E1189N4845,"25","0.60"
"119919",E1189N4844,"20","0.60"
"119662",E1190N4845,"20","0.60"
"119920",E1190N4844,"40","0.60"
"119663",E1191N4845,"20","0.60"
"119921",E1191N4844,"50","0.59"
"119664",E1192N4845,"60","0.64"
"119922",E1192N4844,"50","0.59"
"119665",E1193N4845,"15","0.67"
"119923",E1193N4844,"65","0.65"
"119666",E1194N4845,"30","0.67"
"119924",E1194N4844,"45","0.64"
"119926",E1197N4844,"10","0.66"
"119927",E1198N4844,"10","0.67"
"119929",E1200N4844,"10","0.67"
"119930",E1201N4844,"5","0.69"
"119931",E1202N4844,"5","0.69"
"119938",E1209N4844,"10","0.98"
"119939",E1210N4844,"20","0.96"
"119940",E1211N4844,"20","0.93"
"119941",E1212N4844,"10","0.96"
"119942",E1213N4844,"5","1.00"
"119943",E1214N4844,"15","1.00"
"119944",E1215N4844,"15","1.00"
"119945",E1216N4844,"20","1.00"
"119946",E1217N4844,"15","0.99"
"119947",E1218N4844,"35","0.96"
"119948",E1219N4844,"25","0.93"
"119949",E1220N4844,"20","0.90"
"119950",E1221N4844,"25","0.87"
"119951",E1222N4844,"40","0.87"
"119952",E1223N4844,"20","0.87"
"119953",E1224N4844,"10","0.85"
"119954",E1225N4844,"5","0.80"
"119955",E1227N4844,"10","0.80"
"119956",E1228N4844,"60","0.80"
"119957",E1229N4844,"5","0.80"
"122592",E1146N4833,"5","0.13"
"122383",E1146N4834,"5","0.13"
"124152",E1156N4826,"10","0.07"
"124153",E1157N4826,"10","0.07"
"121729",E1145N4837,"5","0.19"
"121196",E1142N4839,"5","0.27"
"120940",E1147N4840,"5","0.33"
"121198",E1147N4839,"10","0.33"
"121484",E1153N4838,"5","0.33"
"119632",E1151N4845,"10","0.58"
"119365",E1151N4846,"10","0.60"
"119366",E1152N4846,"20","0.60"
"119100",E1153N4847,"10","0.72"
"118834",E1149N4848,"15","0.62"
"118835",E1150N4848,"20","0.68"
"118836",E1151N4848,"5","0.73"
"118564",E1149N4849,"20","0.72"
"118565",E1150N4849,"45","0.73"
"118566",E1151N4849,"10","0.73"
"118567",E1152N4849,"10","0.73"
"118568",E1153N4849,"15","0.73"
"118261",E1149N4850,"60","0.73"
"118262",E1150N4850,"20","0.73"
"118264",E1152N4850,"15","0.73"
"118265",E1153N4850,"25","0.73"
"119633",E1152N4845,"15","0.57"
"119634",E1153N4845,"20","0.53"
"119895",E1151N4844,"10","0.48"
"119896",E1152N4844,"5","0.51"
"119897",E1153N4844,"25","0.53"
"120152",E1150N4843,"5","0.45"
"120153",E1151N4843,"10","0.45"
"120154",E1152N4843,"15","0.49"
"120155",E1153N4843,"30","0.51"
"120415",E1152N4842,"10","0.47"
"120416",E1153N4842,"15","0.47"
"120683",E1150N4841,"5","0.34"
"120684",E1151N4841,"5","0.40"
"120686",E1153N4841,"15","0.42"
"120942",E1151N4840,"5","0.40"
"120943",E1152N4840,"5","0.39"
"120944",E1153N4840,"5","0.34"
"121202",E1151N4839,"5","0.39"
"120144",E1139N4843,"10","0.33"
"120145",E1140N4843,"15","0.33"
"120407",E1140N4842,"5","0.31"
"120677",E1142N4841,"20","0.33"
"120409",E1142N4842,"20","0.33"
"120678",E1143N4841,"20","0.33"
"120410",E1143N4842,"10","0.33"
"120148",E1143N4843,"15","0.33"
"120679",E1144N4841,"5","0.33"
"120411",E1144N4842,"5","0.33"
"120149",E1144N4843,"10","0.33"
"120150",E1145N4843,"10","0.33"
"120413",E1147N4842,"10","0.33"
"119088",E1134N4847,"5","0.27"
"119352",E1134N4846,"5","0.27"
"119089",E1135N4847,"10","0.33"
"119353",E1135N4846,"5","0.31"
"119090",E1136N4847,"15","0.33"
"119354",E1136N4846,"5","0.33"
"119620",E1136N4845,"10","0.33"
"119091",E1137N4847,"15","0.33"
"119355",E1137N4846,"15","0.33"
"119621",E1137N4845,"10","0.33"
"119885",E1138N4844,"5","0.33"
"119092",E1138N4847,"5","0.34"
"119356",E1138N4846,"5","0.33"
"119886",E1139N4844,"15","0.33"
"119093",E1139N4847,"10","0.35"
"119357",E1139N4846,"10","0.33"
"119623",E1139N4845,"10","0.33"
"119887",E1140N4844,"5","0.33"
"119624",E1140N4845,"10","0.33"
"119358",E1140N4846,"10","0.33"
"119888",E1141N4844,"5","0.33"
"119625",E1141N4845,"25","0.33"
"119359",E1141N4846,"25","0.36"
"119890",E1143N4844,"10","0.33"
"119891",E1144N4844,"30","0.35"
"119628",E1144N4845,"20","0.48"
"119892",E1145N4844,"15","0.39"
"119629",E1145N4845,"25","0.53"
"119893",E1146N4844,"15","0.45"
"117311",E1142N4853,"5","0.53"
"116994",E1142N4854,"15","0.56"
"117312",E1143N4853,"35","0.57"
"116995",E1143N4854,"35","0.60"
"116996",E1144N4854,"25","0.66"
"117954",E1145N4851,"20","0.64"
"117631",E1145N4852,"45","0.72"
"117314",E1145N4853,"30","0.73"
"117955",E1146N4851,"35","0.73"
"117632",E1146N4852,"40","0.73"
"117315",E1146N4853,"55","0.73"
"117956",E1147N4851,"20","0.73"
"117633",E1147N4852,"25","0.73"
"117316",E1147N4853,"55","0.73"
"117957",E1148N4851,"15","0.73"
"117634",E1148N4852,"25","0.73"
"117317",E1148N4853,"55","0.73"
"118257",E1145N4850,"10","0.58"
"118258",E1146N4850,"40","0.65"
"118259",E1147N4850,"65","0.72"
"118260",E1148N4850,"70","0.73"
"117953",E1142N4851,"5","0.53"
"118256",E1142N4850,"5","0.53"
"118561",E1146N4849,"45","0.58"
"118562",E1147N4849,"45","0.61"
"118563",E1148N4849,"50","0.67"
"118832",E1147N4848,"35","0.55"
"118833",E1148N4848,"25","0.59"
"119098",E1148N4847,"10","0.54"
"119364",E1146N4846,"30","0.53"
"118823",E1137N4848,"5","0.36"
"118554",E1137N4849,"20","0.40"
"118824",E1138N4848,"25","0.39"
"118555",E1138N4849,"15","0.41"
"118825",E1139N4848,"10","0.45"
"118556",E1139N4849,"35","0.50"
"118557",E1140N4849,"10","0.53"
"119094",E1141N4847,"5","0.47"
"118558",E1141N4849,"5","0.53"
"119095",E1142N4847,"15","0.53"
"118828",E1142N4848,"40","0.53"
"118559",E1142N4849,"15","0.53"
"119096",E1143N4847,"10","0.53"
"118829",E1143N4848,"40","0.53"
"118560",E1143N4849,"5","0.53"
"118569",E1154N4849,"10","0.73"
"119370",E1156N4846,"5","0.62"
"119369",E1155N4846,"15","0.59"
"119368",E1154N4846,"15","0.58"
"119637",E1156N4845,"15","0.40"
"119636",E1155N4845,"15","0.48"
"119635",E1154N4845,"10","0.53"
"119900",E1156N4844,"15","0.30"
"119899",E1155N4844,"15","0.46"
"119898",E1154N4844,"20","0.53"
"120157",E1155N4843,"15","0.39"
"120156",E1154N4843,"10","0.49"
"118245",E1131N4850,"10","0.27"
"117942",E1131N4851,"10","0.27"
"117618",E1131N4852,"10","0.27"
"118548",E1131N4849,"10","0.26"
"118817",E1131N4848,"5","0.26"
"118549",E1132N4849,"10","0.27"
"118246",E1132N4850,"10","0.27"
"117619",E1132N4852,"5","0.27"
"118819",E1133N4848,"10","0.27"
"118550",E1133N4849,"10","0.27"
"118247",E1133N4850,"5","0.27"
"117620",E1133N4852,"25","0.27"
"117944",E1133N4851,"20","0.27"
"118551",E1134N4849,"5","0.27"
"118248",E1134N4850,"15","0.27"
"117621",E1134N4852,"20","0.27"
"117945",E1134N4851,"10","0.27"
"118821",E1135N4848,"15","0.32"
"118249",E1135N4850,"10","0.31"
"117622",E1135N4852,"25","0.33"
"117946",E1135N4851,"20","0.32"
"118822",E1136N4848,"15","0.33"
"118553",E1136N4849,"15","0.36"
"118250",E1136N4850,"5","0.39"
"117305",E1136N4853,"5","0.39"
"117623",E1136N4852,"5","0.40"
"117947",E1136N4851,"5","0.40"
"117941",E1130N4851,"10","0.21"
"118244",E1130N4850,"15","0.20"
"118547",E1130N4849,"10","0.19"
"118243",E1129N4850,"5","0.14"
"117948",E1137N4851,"20","0.40"
"117624",E1137N4852,"10","0.40"
"118251",E1137N4850,"25","0.40"
"117949",E1138N4851,"30","0.43"
"117625",E1138N4852,"20","0.44"
"118252",E1138N4850,"15","0.42"
"117950",E1139N4851,"5","0.53"
"117626",E1139N4852,"65","0.53"
"118253",E1139N4850,"15","0.52"
"117951",E1140N4851,"5","0.53"
"117627",E1140N4852,"25","0.53"
"118254",E1140N4850,"5","0.53"
"117952",E1141N4851,"5","0.53"
"117628",E1141N4852,"5","0.53"
"118255",E1141N4850,"10","0.53"
"117629",E1142N4852,"10","0.53"
"117630",E1143N4852,"25","0.53"
"117958",E1149N4851,"20","0.73"
"117959",E1150N4851,"5","0.73"
"117962",E1153N4851,"10","0.73"
"117635",E1149N4852,"15","0.73"
"117636",E1151N4852,"5","0.73"
"117637",E1152N4852,"10","0.73"
"117318",E1149N4853,"5","0.73"
"117320",E1151N4853,"15","0.73"
"117321",E1152N4853,"15","0.73"
"117322",E1153N4853,"5","0.73"
"117001",E1151N4854,"10","0.73"
"117002",E1152N4854,"30","0.73"
"117003",E1153N4854,"30","0.73"
"116688",E1150N4855,"25","0.73"
"116689",E1151N4855,"75","0.73"
"116690",E1152N4855,"15","0.73"
"116691",E1153N4855,"25","0.73"
"116376",E1150N4856,"40","0.73"
"116377",E1151N4856,"35","0.73"
"116378",E1152N4856,"15","0.73"
"116379",E1153N4856,"20","0.73"
"116091",E1151N4857,"10","0.73"
"116090",E1150N4857,"15","0.73"
"116089",E1149N4857,"10","0.73"
"116092",E1152N4857,"35","0.73"
"116364",E1135N4856,"10","0.31"
"116988",E1136N4854,"5","0.35"
"116676",E1136N4855,"10","0.33"
"116365",E1136N4856,"25","0.34"
"116077",E1136N4857,"15","0.35"
"115779",E1136N4858,"20","0.33"
"115780",E1137N4858,"5","0.40"
"116078",E1137N4857,"25","0.40"
"116366",E1137N4856,"10","0.39"
"116677",E1137N4855,"20","0.37"
"116989",E1137N4854,"10","0.40"
"117307",E1138N4853,"5","0.44"
"116079",E1138N4857,"40","0.40"
"116367",E1138N4856,"20","0.41"
"116678",E1138N4855,"20","0.42"
"116990",E1138N4854,"10","0.43"
"117308",E1139N4853,"25","0.53"
"115782",E1139N4858,"30","0.43"
"116080",E1139N4857,"20","0.46"
"116368",E1139N4856,"15","0.47"
"116679",E1139N4855,"20","0.47"
"117309",E1140N4853,"35","0.53"
"115783",E1140N4858,"30","0.47"
"116081",E1140N4857,"10","0.47"
"116369",E1140N4856,"10","0.50"
"116680",E1140N4855,"20","0.53"
"116992",E1140N4854,"30","0.53"
"117310",E1141N4853,"15","0.53"
"116993",E1141N4854,"20","0.53"
"115784",E1141N4858,"20","0.50"
"116675",E1135N4855,"20","0.33"
"116987",E1135N4854,"10","0.33"
"116674",E1134N4855,"5","0.27"
"116986",E1134N4854,"10","0.27"
"116985",E1133N4854,"10","0.27"
"117304",E1135N4853,"15","0.32"
"117303",E1134N4853,"15","0.27"
"117302",E1133N4853,"25","0.27"
"116682",E1142N4855,"15","0.57"
"116683",E1144N4855,"10","0.67"
"116684",E1145N4855,"10","0.70"
"116685",E1146N4855,"20","0.73"
"116686",E1147N4855,"30","0.73"
"116687",E1148N4855,"20","0.73"
"116370",E1142N4856,"30","0.54"
"116371",E1143N4856,"10","0.60"
"116372",E1144N4856,"45","0.66"
"116373",E1145N4856,"15","0.68"
"116374",E1146N4856,"25","0.73"
"116375",E1147N4856,"35","0.73"
"116082",E1142N4857,"15","0.53"
"116083",E1143N4857,"25","0.58"
"116084",E1144N4857,"65","0.65"
"116085",E1145N4857,"65","0.67"
"116086",E1146N4857,"35","0.72"
"116087",E1147N4857,"30","0.73"
"116088",E1148N4857,"15","0.73"
"116997",E1146N4854,"35","0.73"
"116998",E1147N4854,"45","0.73"
"116999",E1148N4854,"15","0.73"
"114848",E1140N4861,"80","0.40"
"113320",E1141N4866,"5","0.20"
"113319",E1140N4866,"5","0.18"
"116076",E1126N4857,"5","0.07"
"115789",E1147N4858,"50","0.73"
"115788",E1146N4858,"50","0.70"
"115787",E1145N4858,"30","0.67"
"115786",E1144N4858,"15","0.62"
"115482",E1148N4859,"15","0.73"
"115480",E1145N4859,"5","0.66"
"115479",E1144N4859,"30","0.59"
"115478",E1143N4859,"50","0.53"
"115477",E1142N4859,"20","0.53"
"115171",E1142N4860,"35","0.51"
"115177",E1148N4860,"15","0.73"
"115176",E1147N4860,"10","0.73"
"115175",E1146N4860,"20","0.73"
"115174",E1145N4860,"15","0.64"
"115173",E1144N4860,"25","0.56"
"115172",E1143N4860,"20","0.53"
"114855",E1148N4861,"15","0.73"
"114853",E1146N4861,"30","0.72"
"114852",E1145N4861,"10","0.66"
"114851",E1144N4861,"40","0.54"
"114850",E1143N4861,"15","0.53"
"114543",E1142N4862,"10","0.47"
"114549",E1148N4862,"55","0.73"
"114548",E1147N4862,"30","0.73"
"114546",E1145N4862,"25","0.64"
"114545",E1144N4862,"20","0.56"
"114544",E1143N4862,"40","0.51"
"115794",E1153N4858,"5","0.73"
"115793",E1151N4858,"10","0.73"
"115791",E1149N4858,"10","0.73"
"115486",E1153N4859,"45","0.73"
"115485",E1151N4859,"10","0.73"
"115484",E1150N4859,"15","0.73"
"115483",E1149N4859,"15","0.73"
"115181",E1152N4860,"15","0.73"
"115180",E1151N4860,"30","0.73"
"115179",E1150N4860,"55","0.73"
"115178",E1149N4860,"45","0.73"
"114859",E1152N4861,"35","0.73"
"114858",E1151N4861,"45","0.73"
"114857",E1150N4861,"65","0.73"
"114856",E1149N4861,"50","0.73"
"114552",E1152N4862,"80","0.73"
"114551",E1150N4862,"10","0.73"
"114550",E1149N4862,"25","0.73"
"114239",E1153N4863,"30","0.77"
"114238",E1152N4863,"25","0.76"
"114237",E1151N4863,"25","0.73"
"114235",E1149N4863,"20","0.73"
"113910",E1152N4864,"20","0.74"
"113909",E1151N4864,"60","0.72"
"113908",E1150N4864,"45","0.73"
"113907",E1149N4864,"50","0.73"
"113602",E1152N4865,"35","0.67"
"113600",E1149N4865,"20","0.70"
"113322",E1153N4866,"90","0.60"
"114234",E1148N4863,"60","0.73"
"114233",E1147N4863,"30","0.72"
"114232",E1146N4863,"45","0.66"
"114231",E1145N4863,"50","0.61"
"114230",E1144N4863,"45","0.58"
"114229",E1143N4863,"25","0.47"
"113905",E1147N4864,"30","0.69"
"113906",E1148N4864,"60","0.73"
"113598",E1145N4865,"5","0.57"
"113599",E1146N4865,"5","0.60"
"113321",E1145N4866,"10","0.53"
"111073",E1148N4874,"10","0.40"
"110758",E1145N4875,"5","0.40"
"110759",E1146N4875,"15","0.40"
"110761",E1148N4875,"5","0.40"
"110442",E1145N4876,"5","0.40"
"110443",E1146N4876,"10","0.40"
"110444",E1147N4876,"15","0.40"
"110445",E1148N4876,"30","0.40"
"110124",E1149N4877,"70","0.40"
"110125",E1150N4877,"45","0.40"
"110126",E1151N4877,"20","0.40"
"110127",E1152N4877,"30","0.43"
"110128",E1153N4877,"60","0.47"
"109816",E1149N4878,"50","0.40"
"109817",E1150N4878,"15","0.40"
"109818",E1151N4878,"25","0.40"
"109819",E1152N4878,"35","0.46"
"109820",E1153N4878,"30","0.47"
"109508",E1149N4879,"35","0.40"
"109509",E1150N4879,"60","0.40"
"109510",E1151N4879,"15","0.41"
"109511",E1152N4879,"50","0.47"
"109512",E1153N4879,"30","0.47"
"109209",E1149N4880,"45","0.40"
"109210",E1150N4880,"55","0.40"
"109211",E1151N4880,"35","0.40"
"109212",E1152N4880,"10","0.46"
"109213",E1153N4880,"80","0.47"
"108890",E1149N4881,"40","0.40"
"108891",E1150N4881,"70","0.40"
"108892",E1151N4881,"15","0.40"
"108893",E1152N4881,"30","0.46"
"108894",E1153N4881,"10","0.47"
"108560",E1149N4882,"40","0.40"
"108561",E1150N4882,"35","0.40"
"108562",E1151N4882,"30","0.40"
"108563",E1152N4882,"65","0.45"
"108564",E1153N4882,"45","0.47"
"108218",E1149N4883,"60","0.40"
"108219",E1150N4883,"45","0.40"
"108220",E1151N4883,"45","0.40"
"108222",E1153N4883,"25","0.47"
"110450",E1153N4876,"25","0.51"
"110449",E1152N4876,"25","0.40"
"110448",E1151N4876,"10","0.40"
"110447",E1150N4876,"35","0.40"
"110446",E1149N4876,"25","0.40"
"110766",E1153N4875,"30","0.49"
"110765",E1152N4875,"20","0.43"
"110764",E1151N4875,"5","0.40"
"110763",E1150N4875,"25","0.40"
"110762",E1149N4875,"10","0.40"
"111078",E1153N4874,"15","0.47"
"111077",E1152N4874,"10","0.45"
"111076",E1151N4874,"10","0.40"
"111075",E1150N4874,"10","0.40"
"110123",E1148N4877,"35","0.40"
"110122",E1147N4877,"15","0.40"
"110121",E1146N4877,"20","0.40"
"109815",E1148N4878,"25","0.40"
"109813",E1146N4878,"10","0.40"
"109507",E1148N4879,"30","0.40"
"109506",E1147N4879,"15","0.40"
"109503",E1143N4879,"10","0.40"
"109208",E1148N4880,"15","0.40"
"109207",E1147N4880,"10","0.40"
"109205",E1145N4880,"5","0.40"
"109204",E1144N4880,"5","0.40"
"109203",E1143N4880,"20","0.40"
"108889",E1148N4881,"10","0.40"
"108888",E1147N4881,"25","0.40"
"108886",E1145N4881,"40","0.40"
"108885",E1144N4881,"10","0.40"
"108884",E1143N4881,"25","0.40"
"108559",E1148N4882,"15","0.40"
"108558",E1147N4882,"20","0.40"
"108557",E1146N4882,"10","0.40"
"108555",E1144N4882,"10","0.40"
"108554",E1143N4882,"25","0.40"
"108217",E1148N4883,"25","0.40"
"108216",E1147N4883,"40","0.40"
"108215",E1146N4883,"5","0.40"
"108214",E1145N4883,"10","0.40"
"108213",E1144N4883,"15","0.40"
"108212",E1143N4883,"25","0.40"
"109202",E1142N4880,"10","0.40"
"108551",E1123N4882,"5","0.00"
"119638",E1157N4845,"5","0.39"
"119639",E1158N4845,"15","0.39"
"119640",E1159N4845,"10","0.39"
"119641",E1160N4845,"10","0.46"
"119642",E1161N4845,"10","0.60"
"119643",E1162N4845,"5","0.61"
"119371",E1157N4846,"5","0.60"
"119372",E1158N4846,"15","0.55"
"119373",E1159N4846,"10","0.47"
"119374",E1160N4846,"20","0.52"
"119375",E1161N4846,"10","0.60"
"119105",E1158N4847,"20","0.65"
"119106",E1159N4847,"10","0.62"
"119107",E1160N4847,"20","0.62"
"119108",E1161N4847,"10","0.66"
"118840",E1159N4848,"5","0.73"
"118841",E1160N4848,"5","0.78"
"118842",E1161N4848,"10","0.68"
"118843",E1162N4848,"10","0.67"
"119377",E1163N4846,"5","0.67"
"119110",E1163N4847,"10","0.67"
"118844",E1163N4848,"5","0.67"
"117972",E1165N4851,"5","0.67"
"117648",E1164N4852,"15","0.67"
"117649",E1165N4852,"10","0.67"
"117332",E1164N4853,"20","0.70"
"117333",E1165N4853,"10","0.67"
"117013",E1165N4854,"15","0.69"
"116697",E1163N4855,"25","0.79"
"116698",E1164N4855,"35","0.80"
"116699",E1165N4855,"40","0.74"
"116384",E1163N4856,"10","0.76"
"116385",E1164N4856,"25","0.76"
"116386",E1165N4856,"25","0.75"
"116096",E1164N4857,"10","0.68"
"116097",E1165N4857,"10","0.71"
"115798",E1165N4858,"35","0.65"
"115490",E1165N4859,"10","0.62"
"119381",E1171N4846,"40","0.67"
"119382",E1172N4846,"5","0.64"
"119383",E1173N4846,"10","0.60"
"119384",E1174N4846,"30","0.60"
"119385",E1175N4846,"50","0.55"
"119386",E1176N4846,"45","0.48"
"119388",E1178N4846,"10","0.48"
"119389",E1179N4846,"30","0.56"
"119390",E1180N4846,"20","0.60"
"119391",E1181N4846,"25","0.59"
"119392",E1182N4846,"30","0.59"
"119393",E1183N4846,"25","0.60"
"119394",E1184N4846,"20","0.67"
"119396",E1188N4846,"20","0.60"
"119397",E1189N4846,"30","0.60"
"119398",E1190N4846,"5","0.60"
"119399",E1191N4846,"15","0.60"
"119400",E1192N4846,"35","0.64"
"119401",E1193N4846,"40","0.64"
"119402",E1194N4846,"10","0.67"
"119404",E1196N4846,"5","0.61"
"119406",E1198N4846,"10","0.65"
"119411",E1203N4846,"5","0.91"
"119380",E1170N4846,"50","0.67"
"119379",E1169N4846,"30","0.67"
"119378",E1168N4846,"40","0.67"
"119115",E1172N4847,"40","0.67"
"119116",E1173N4847,"5","0.64"
"119117",E1174N4847,"35","0.60"
"119118",E1175N4847,"25","0.60"
"119119",E1176N4847,"60","0.57"
"119120",E1177N4847,"15","0.49"
"119121",E1180N4847,"20","0.60"
