fid,crs28992re,1COR_DEN_INDEX_WALK,NUMNONWEST
"127328",E1269N4809,"0.53","228"
"127532",E1270N4808,"0.53","168"
"127329",E1270N4809,"0.53","111"
"127533",E1271N4808,"0.53","164"
"127330",E1271N4809,"0.53","10"
"127534",E1272N4808,"0.53","60"
"127331",E1273N4809,"0.53","272"
"127332",E1274N4809,"0.53","96"
"127536",E1274N4808,"0.53","144"
"127333",E1275N4809,"0.53","16"
"127537",E1275N4808,"0.53","72"
"127334",E1276N4809,"0.53","140"
"127538",E1276N4808,"0.53","18"
"127335",E1277N4809,"0.53","88"
"127539",E1277N4808,"0.50","11"
"127336",E1278N4809,"0.47","23"
"127540",E1278N4808,"0.46","6"
"127337",E1279N4809,"0.43","20"
"127325",E1266N4809,"0.66","60"
"127528",E1266N4808,"0.69","10"
"127324",E1265N4809,"0.68","136"
"127527",E1265N4808,"0.73","11"
"127323",E1264N4809,"0.71","84"
"127526",E1264N4808,"0.73","27"
"127322",E1263N4809,"0.73","84"
"127525",E1263N4808,"0.73","32"
"127321",E1262N4809,"0.73","63"
"127524",E1262N4808,"0.73","28"
"127106",E1260N4810,"0.73","24"
"127107",E1261N4810,"0.73","12"
"126908",E1262N4811,"0.67","12"
"127108",E1262N4810,"0.70","72"
"126909",E1263N4811,"0.67","26"
"127109",E1263N4810,"0.67","109"
"126910",E1264N4811,"0.67","184"
"127110",E1264N4810,"0.67","176"
"126911",E1265N4811,"0.67","165"
"127111",E1265N4810,"0.67","172"
"126912",E1266N4811,"0.66","40"
"127112",E1266N4810,"0.66","168"
"126913",E1267N4811,"0.60","244"
"127113",E1267N4810,"0.60","122"
"127114",E1268N4810,"0.56","329"
"126914",E1269N4811,"0.53","360"
"127115",E1269N4810,"0.53","32"
"126915",E1270N4811,"0.53","329"
"127116",E1270N4810,"0.53","49"
"127117",E1271N4810,"0.53","221"
"126916",E1272N4811,"0.53","24"
"127118",E1273N4810,"0.53","64"
"127119",E1274N4810,"0.53","98"
"126917",E1275N4811,"0.53","48"
"127120",E1275N4810,"0.53","244"
"126918",E1276N4811,"0.53","32"
"127121",E1276N4810,"0.53","203"
"126919",E1277N4811,"0.53","30"
"127122",E1277N4810,"0.53","74"
"126920",E1278N4811,"0.53","51"
"127123",E1278N4810,"0.50","70"
"126921",E1279N4811,"0.47","53"
"127124",E1279N4810,"0.46","45"
"127125",E1280N4810,"0.36","43"
"127105",E1259N4810,"0.69","102"
"126907",E1259N4811,"0.63","109"
"127104",E1258N4810,"0.73","144"
"126906",E1258N4811,"0.64","120"
"127103",E1257N4810,"0.72","48"
"126905",E1257N4811,"0.67","40"
"126904",E1256N4811,"0.67","217"
"127101",E1255N4810,"0.69","136"
"126903",E1255N4811,"0.67","231"
"127100",E1254N4810,"0.68","189"
"126902",E1254N4811,"0.67","100"
"127099",E1253N4810,"0.66","91"
"126901",E1253N4811,"0.64","108"
"126900",E1251N4811,"0.69","55"
"126554",E1267N4813,"0.60","99"
"126553",E1266N4813,"0.65","119"
"126552",E1265N4813,"0.67","27"
"126551",E1264N4813,"0.67","86"
"126550",E1263N4813,"0.67","153"
"126549",E1262N4813,"0.67","39"
"126548",E1261N4813,"0.67","78"
"126547",E1260N4813,"0.63","68"
"126546",E1258N4813,"0.60","171"
"126545",E1257N4813,"0.62","160"
"126544",E1256N4813,"0.68","90"
"126543",E1255N4813,"0.72","112"
"126356",E1265N4814,"0.67","240"
"126355",E1264N4814,"0.67","144"
"126354",E1263N4814,"0.67","95"
"126353",E1262N4814,"0.67","60"
"126352",E1261N4814,"0.67","81"
"126351",E1260N4814,"0.61","72"
"126350",E1259N4814,"0.60","21"
"126349",E1258N4814,"0.60","28"
"126348",E1257N4814,"0.61","296"
"126347",E1256N4814,"0.66","332"
"126346",E1255N4814,"0.69","116"
"126345",E1253N4814,"0.67","32"
"126344",E1252N4814,"0.72","231"
"126343",E1251N4814,"0.67","6"
"126723",E1254N4812,"0.67","24"
"126724",E1255N4812,"0.67","100"
"126725",E1256N4812,"0.67","48"
"126726",E1257N4812,"0.66","180"
"126727",E1258N4812,"0.60","126"
"126728",E1260N4812,"0.65","14"
"126729",E1261N4812,"0.67","15"
"126730",E1263N4812,"0.67","25"
"126731",E1264N4812,"0.67","60"
"126732",E1265N4812,"0.67","124"
"126733",E1267N4812,"0.60","180"
"126734",E1271N4812,"0.53","56"
"126735",E1272N4812,"0.53","134"
"126736",E1273N4812,"0.53","32"
"126737",E1274N4812,"0.53","64"
"126738",E1275N4812,"0.53","59"
"126739",E1276N4812,"0.53","168"
"126740",E1277N4812,"0.53","112"
"126741",E1278N4812,"0.53","67"
"126742",E1279N4812,"0.48","38"
"125960",E1264N4816,"0.67","75"
"125408",E1264N4819,"0.47","184"
"125594",E1264N4818,"0.53","176"
"125763",E1264N4817,"0.67","297"
"125961",E1265N4816,"0.67","67"
"125409",E1265N4819,"0.49","306"
"125595",E1265N4818,"0.54","136"
"125764",E1265N4817,"0.64","256"
"125962",E1266N4816,"0.61","112"
"125596",E1266N4818,"0.53","117"
"125765",E1266N4817,"0.59","84"
"125963",E1267N4816,"0.57","128"
"125964",E1269N4816,"0.53","171"
"125965",E1270N4816,"0.53","66"
"125966",E1271N4816,"0.53","133"
"125967",E1272N4816,"0.53","90"
"125968",E1273N4816,"0.53","76"
"126160",E1269N4815,"0.53","104"
"126161",E1270N4815,"0.53","103"
"126162",E1272N4815,"0.53","112"
"126163",E1273N4815,"0.53","44"
"126164",E1274N4815,"0.53","24"
"126165",E1275N4815,"0.53","8"
"126166",E1277N4815,"0.52","50"
"126167",E1278N4815,"0.49","24"
"126360",E1271N4814,"0.53","35"
"126361",E1272N4814,"0.53","25"
"126362",E1273N4814,"0.53","91"
"126363",E1274N4814,"0.53","86"
"126364",E1275N4814,"0.53","12"
"126365",E1276N4814,"0.53","76"
"126366",E1277N4814,"0.53","35"
"126367",E1278N4814,"0.53","40"
"126562",E1277N4813,"0.53","12"
"126563",E1278N4813,"0.53","26"
"126564",E1279N4813,"0.50","18"
"126561",E1275N4813,"0.53","70"
"126560",E1274N4813,"0.53","113"
"126559",E1273N4813,"0.53","95"
"126558",E1272N4813,"0.53","40"
"126557",E1271N4813,"0.53","62"
"126556",E1270N4813,"0.53","32"
"126359",E1269N4814,"0.53","149"
"126358",E1268N4814,"0.53","324"
"126357",E1267N4814,"0.60","96"
"126159",E1267N4815,"0.58","320"
"126158",E1266N4815,"0.63","48"
"126157",E1265N4815,"0.67","56"
"126156",E1264N4815,"0.67","112"
"126155",E1263N4815,"0.67","55"
"126154",E1262N4815,"0.67","120"
"126153",E1261N4815,"0.65","90"
"125762",E1263N4817,"0.67","50"
"125593",E1263N4818,"0.59","148"
"125407",E1263N4819,"0.47","60"
"125048",E1263N4821,"0.52","56"
"125959",E1263N4816,"0.67","49"
"125761",E1262N4817,"0.63","42"
"125592",E1262N4818,"0.65","77"
"125406",E1262N4819,"0.48","105"
"125231",E1262N4820,"0.47","99"
"125047",E1262N4821,"0.53","36"
"125958",E1262N4816,"0.66","91"
"125760",E1261N4817,"0.61","76"
"125591",E1261N4818,"0.67","112"
"125405",E1261N4819,"0.52","100"
"125230",E1261N4820,"0.49","63"
"125957",E1261N4816,"0.62","64"
"126152",E1260N4815,"0.60","104"
"125956",E1260N4816,"0.60","104"
"125759",E1260N4817,"0.61","45"
"125590",E1260N4818,"0.67","133"
"125404",E1260N4819,"0.56","128"
"125229",E1260N4820,"0.50","23"
"126151",E1259N4815,"0.60","74"
"126150",E1255N4815,"0.69","63"
"126149",E1254N4815,"0.67","113"
"126148",E1253N4815,"0.63","105"
"126147",E1252N4815,"0.66","51"
"125954",E1258N4816,"0.63","8"
"125952",E1255N4816,"0.73","106"
"125951",E1254N4816,"0.73","153"
"125950",E1253N4816,"0.76","48"
"125758",E1259N4817,"0.61","132"
"125757",E1255N4817,"0.73","40"
"125756",E1254N4817,"0.73","18"
"125755",E1252N4817,"0.73","81"
"125754",E1251N4817,"0.73","21"
"125589",E1259N4818,"0.67","75"
"125587",E1252N4818,"0.73","48"
"125586",E1251N4818,"0.71","21"
"125402",E1258N4819,"0.59","48"
"125403",E1259N4819,"0.59","75"
"125401",E1251N4819,"0.63","147"
"125226",E1251N4820,"0.55","81"
"125044",E1251N4821,"0.53","56"
"125228",E1258N4820,"0.53","20"
"125232",E1267N4820,"0.47","28"
"125233",E1268N4820,"0.47","53"
"125234",E1270N4820,"0.47","130"
"125235",E1271N4820,"0.47","15"
"125236",E1272N4820,"0.47","78"
"125049",E1269N4821,"0.47","56"
"125051",E1271N4821,"0.47","66"
"125052",E1272N4821,"0.47","30"
"125053",E1273N4821,"0.47","26"
"125054",E1274N4821,"0.47","18"
"124885",E1274N4822,"0.47","5"
"124884",E1273N4822,"0.47","5"
"124883",E1272N4822,"0.47","10"
"124882",E1271N4822,"0.47","7"
"124725",E1272N4823,"0.48","11"
"125237",E1273N4820,"0.47","21"
"125238",E1274N4820,"0.47","18"
"125239",E1275N4820,"0.47","11"
"125410",E1267N4819,"0.48","11"
"125411",E1268N4819,"0.47","98"
"125412",E1270N4819,"0.47","115"
"125413",E1272N4819,"0.47","36"
"125414",E1273N4819,"0.47","10"
"125415",E1274N4819,"0.47","6"
"125416",E1275N4819,"0.47","15"
"125417",E1276N4819,"0.47","9"
"125597",E1268N4818,"0.53","102"
"125598",E1270N4818,"0.52","72"
"125599",E1271N4818,"0.50","74"
"125600",E1272N4818,"0.48","30"
"125601",E1274N4818,"0.47","5"
"125602",E1275N4818,"0.47","11"
"125769",E1271N4817,"0.53","132"
"125770",E1272N4817,"0.53","100"
"125771",E1273N4817,"0.52","18"
"125772",E1274N4817,"0.49","4"
"125767",E1268N4817,"0.53","35"
"125768",E1269N4817,"0.53","42"
"121983",E1252N4836,"0.80","5"
"121984",E1254N4836,"0.80","6"
"121761",E1251N4837,"0.77","28"
"121522",E1251N4838,"0.77","17"
"121258",E1251N4839,"0.77","73"
"121005",E1251N4840,"0.77","60"
"120752",E1251N4841,"0.75","12"
"121762",E1252N4837,"0.80","9"
"121006",E1252N4840,"0.80","38"
"120753",E1252N4841,"0.76","39"
"120488",E1252N4842,"0.79","20"
"120754",E1253N4841,"0.78","11"
"121523",E1255N4838,"0.80","5"
"121008",E1256N4840,"0.80","5"
"121260",E1256N4839,"0.80","9"
"119718",E1276N4845,"0.13","8"
"118653",E1271N4849,"0.13","46"
"118355",E1270N4850,"0.13","19"
"117738",E1279N4852,"0.33","4"
"117416",E1279N4853,"0.33","15"
"117083",E1279N4854,"0.33","86"
"118062",E1280N4851,"0.39","8"
"117417",E1280N4853,"0.39","12"
"117084",E1280N4854,"0.39","9"
"118356",E1281N4850,"0.43","8"
"118063",E1281N4851,"0.45","4"
"117418",E1281N4853,"0.44","22"
"117085",E1281N4854,"0.44","50"
"118357",E1282N4850,"0.53","11"
"118064",E1282N4851,"0.54","27"
"117741",E1282N4852,"0.52","22"
"117419",E1282N4853,"0.51","39"
"117086",E1282N4854,"0.49","80"
"118655",E1283N4849,"0.60","5"
"118358",E1283N4850,"0.60","18"
"118065",E1283N4851,"0.60","25"
"117742",E1283N4852,"0.60","26"
"117420",E1283N4853,"0.60","76"
"117087",E1283N4854,"0.58","154"
"118923",E1283N4848,"0.58","6"
"120240",E1287N4843,"0.39","12"
"120241",E1288N4843,"0.44","7"
"120244",E1291N4843,"0.42","24"
"120245",E1292N4843,"0.40","29"
"120246",E1293N4843,"0.40","72"
"120247",E1294N4843,"0.40","6"
"119988",E1295N4844,"0.40","19"
"119987",E1294N4844,"0.40","48"
"119986",E1293N4844,"0.40","102"
"119985",E1292N4844,"0.41","16"
"119984",E1291N4844,"0.46","30"
"119983",E1290N4844,"0.47","27"
"119982",E1289N4844,"0.47","17"
"119981",E1287N4844,"0.44","6"
"119726",E1295N4845,"0.40","15"
"119725",E1294N4845,"0.40","54"
"119724",E1293N4845,"0.40","64"
"119723",E1292N4845,"0.45","80"
"119722",E1291N4845,"0.47","44"
"119721",E1290N4845,"0.48","38"
"119720",E1289N4845,"0.48","28"
"119719",E1288N4845,"0.49","9"
"119458",E1294N4846,"0.40","53"
"119457",E1293N4846,"0.42","47"
"119456",E1292N4846,"0.52","38"
"119455",E1290N4846,"0.56","154"
"119454",E1289N4846,"0.57","62"
"119453",E1288N4846,"0.57","28"
"119452",E1287N4846,"0.58","6"
"120507",E1292N4842,"0.39","25"
"119190",E1289N4847,"0.60","13"
"119189",E1288N4847,"0.60","45"
"119188",E1287N4847,"0.60","48"
"118928",E1288N4848,"0.60","11"
"118927",E1287N4848,"0.60","8"
"118926",E1286N4848,"0.60","16"
"118925",E1285N4848,"0.60","6"
"118661",E1289N4849,"0.60","189"
"118660",E1288N4849,"0.60","222"
"118659",E1287N4849,"0.60","98"
"118658",E1286N4849,"0.60","16"
"118657",E1285N4849,"0.60","21"
"118364",E1289N4850,"0.60","40"
"118363",E1288N4850,"0.60","56"
"118362",E1287N4850,"0.60","69"
"118361",E1286N4850,"0.60","76"
"118360",E1285N4850,"0.60","32"
"118069",E1287N4851,"0.60","32"
"118068",E1286N4851,"0.60","98"
"118067",E1285N4851,"0.60","135"
"117748",E1289N4852,"0.60","56"
"119193",E1293N4847,"0.43","165"
"119192",E1292N4847,"0.56","35"
"119191",E1291N4847,"0.60","17"
"118934",E1296N4848,"0.40","8"
"118932",E1293N4848,"0.44","68"
"118931",E1292N4848,"0.57","154"
"118930",E1291N4848,"0.60","76"
"118929",E1290N4848,"0.60","141"
"118664",E1292N4849,"0.59","125"
"118663",E1291N4849,"0.60","53"
"118662",E1290N4849,"0.60","110"
"116779",E1284N4855,"0.49","132"
"116462",E1284N4856,"0.47","24"
"117088",E1284N4854,"0.60","135"
"117421",E1284N4853,"0.60","40"
"116780",E1285N4855,"0.50","14"
"116463",E1285N4856,"0.46","60"
"117089",E1285N4854,"0.60","31"
"117422",E1285N4853,"0.60","98"
"116781",E1286N4855,"0.52","10"
"117091",E1287N4854,"0.59","10"
"117423",E1286N4853,"0.60","38"
"117425",E1288N4853,"0.60","72"
"117426",E1289N4853,"0.60","15"
"117743",E1284N4852,"0.60","125"
"117744",E1285N4852,"0.60","118"
"117745",E1286N4852,"0.60","48"
"117746",E1287N4852,"0.60","130"
"117747",E1288N4852,"0.60","129"
"118365",E1291N4850,"0.60","72"
"118656",E1284N4849,"0.60","26"
"118359",E1284N4850,"0.60","13"
"118066",E1284N4851,"0.60","22"
"118054",E1258N4851,"0.22","78"
"118055",E1259N4851,"0.16","39"
"118061",E1269N4851,"0.07","7"
"117732",E1258N4852,"0.27","24"
"117737",E1268N4852,"0.07","24"
"115258",E1269N4860,"0.25","14"
"114939",E1269N4861,"0.26","5"
"112263",E1262N4870,"0.20","33"
"112264",E1263N4870,"0.20","10"
"112265",E1264N4870,"0.21","156"
"112266",E1265N4870,"0.22","8"
"111990",E1259N4871,"0.20","11"
"111991",E1262N4871,"0.20","12"
"111992",E1263N4871,"0.20","195"
"111993",E1264N4871,"0.20","118"
"111994",E1265N4871,"0.20","17"
"111720",E1261N4872,"0.27","44"
"111721",E1262N4872,"0.25","116"
"111723",E1266N4872,"0.20","35"
"111447",E1261N4873,"0.27","65"
"111448",E1262N4873,"0.27","36"
"111449",E1264N4873,"0.20","51"
"111450",E1265N4873,"0.20","14"
"111451",E1266N4873,"0.19","13"
"111160",E1261N4874,"0.27","159"
"111161",E1262N4874,"0.27","30"
"111162",E1263N4874,"0.24","45"
"111163",E1264N4874,"0.20","38"
"111164",E1265N4874,"0.20","9"
"110845",E1261N4875,"0.27","54"
"110846",E1262N4875,"0.27","122"
"110847",E1263N4875,"0.25","21"
"110848",E1264N4875,"0.20","4"
"110528",E1262N4876,"0.27","51"
"112551",E1263N4869,"0.20","37"
"112550",E1262N4869,"0.20","53"
"104359",E1245N4899,"0.75","120"
"104198",E1248N4900,"0.73","10"
"104037",E1245N4901,"0.73","15"
"104038",E1246N4901,"0.73","47"
"104039",E1247N4901,"0.73","0"
"103879",E1246N4902,"0.73","9"
"103880",E1247N4902,"0.73","7"
"103881",E1248N4902,"0.73","66"
"103882",E1249N4902,"0.73","28"
"103734",E1245N4903,"0.67","240"
"103735",E1246N4903,"0.71","60"
"103736",E1247N4903,"0.73","72"
"103737",E1248N4903,"0.73","56"
"103738",E1249N4903,"0.73","57"
"103587",E1245N4904,"0.67","104"
"103588",E1246N4904,"0.67","236"
"103590",E1248N4904,"0.72","140"
"103591",E1249N4904,"0.73","60"
"103450",E1247N4905,"0.67","140"
"103451",E1249N4905,"0.69","21"
"103319",E1245N4906,"0.64","144"
"103322",E1248N4906,"0.67","39"
"103323",E1249N4906,"0.67","23"
"103181",E1245N4907,"0.62","9"
"103182",E1246N4907,"0.66","24"
"103183",E1247N4907,"0.67","29"
"103184",E1248N4907,"0.67","20"
"103038",E1245N4908,"0.56","25"
"103039",E1246N4908,"0.59","42"
"103040",E1247N4908,"0.57","44"
"109881",E1246N4878,"0.22","40"
"109883",E1248N4878,"0.26","10"
"109884",E1249N4878,"0.29","9"
"109885",E1250N4878,"0.25","16"
"104523",E1234N4898,"0.89","8"
"105305",E1235N4894,"0.87","22"
"105112",E1235N4895,"0.87","17"
"104926",E1235N4896,"0.88","25"
"104732",E1235N4897,"0.87","45"
"105525",E1236N4893,"0.83","10"
"105306",E1236N4894,"0.82","27"
"105113",E1236N4895,"0.86","26"
"104927",E1236N4896,"0.87","16"
"105307",E1237N4894,"0.83","25"
"105114",E1237N4895,"0.87","41"
"105308",E1238N4894,"0.80","24"
"105115",E1238N4895,"0.85","29"
"106515",E1235N4889,"0.77","4"
"106513",E1233N4889,"0.79","75"
"106512",E1232N4889,"0.81","132"
"106511",E1231N4889,"0.87","118"
"106510",E1230N4889,"0.87","90"
"106509",E1229N4889,"0.87","12"
"104722",E1217N4897,"0.40","12"
"104723",E1218N4897,"0.40","65"
"104918",E1219N4896,"0.40","30"
"104724",E1221N4897,"0.69","6"
"104725",E1222N4897,"0.73","7"
"104919",E1222N4896,"0.73","5"
"105103",E1222N4895,"0.72","62"
"105104",E1223N4895,"0.73","15"
"105299",E1223N4894,"0.73","12"
"105516",E1222N4893,"0.66","9"
"105517",E1223N4893,"0.73","111"
"105750",E1222N4892,"0.64","24"
"105751",E1223N4892,"0.70","123"
"106002",E1223N4891,"0.67","24"
"106003",E1224N4891,"0.77","99"
"106255",E1222N4890,"0.60","6"
"106256",E1223N4890,"0.63","87"
"106502",E1218N4889,"0.41","15"
"106503",E1219N4889,"0.40","68"
"106504",E1223N4889,"0.60","46"
"106505",E1224N4889,"0.70","62"
"106506",E1225N4889,"0.74","35"
"106516",E1236N4889,"0.75","18"
"106517",E1237N4889,"0.67","20"
"106497",E1209N4889,"0.80","35"
"106496",E1208N4889,"0.80","27"
"106495",E1207N4889,"0.80","31"
"106494",E1206N4889,"0.80","33"
"106493",E1205N4889,"0.80","26"
"106492",E1204N4889,"0.80","7"
"106249",E1208N4890,"0.80","13"
"106248",E1207N4890,"0.80","21"
"106247",E1206N4890,"0.80","13"
"106246",E1205N4890,"0.80","75"
"106245",E1204N4890,"0.79","65"
"106244",E1203N4890,"0.74","48"
"106241",E1174N4890,"0.53","84"
"106240",E1173N4890,"0.47","80"
"105741",E1205N4892,"0.62","116"
"105740",E1204N4892,"0.58","66"
"105739",E1203N4892,"0.53","72"
"105738",E1202N4892,"0.49","96"
"105737",E1201N4892,"0.47","18"
"105736",E1200N4892,"0.47","11"
"105511",E1207N4893,"0.60","26"
"105510",E1206N4893,"0.60","95"
"105509",E1205N4893,"0.55","104"
"105508",E1204N4893,"0.52","124"
"105507",E1203N4893,"0.48","93"
"105506",E1202N4893,"0.47","122"
"105505",E1201N4893,"0.47","38"
"105291",E1202N4894,"0.47","114"
"105094",E1202N4895,"0.47","39"
"105504",E1200N4893,"0.47","83"
"105289",E1200N4894,"0.47","123"
"105092",E1200N4895,"0.47","47"
"105503",E1199N4893,"0.43","41"
"105288",E1199N4894,"0.43","57"
"105091",E1199N4895,"0.42","94"
"105287",E1198N4894,"0.40","42"
"105090",E1198N4895,"0.31","33"
"104715",E1187N4897,"0.22","14"
"106250",E1209N4890,"0.76","15"
"106489",E1172N4889,"0.53","36"
"106490",E1173N4889,"0.59","32"
"105093",E1201N4895,"0.47","65"
"105290",E1201N4894,"0.47","99"
"105987",E1201N4891,"0.55","8"
"104717",E1202N4897,"0.45","32"
"104910",E1202N4896,"0.47","55"
"105988",E1202N4891,"0.64","78"
"105989",E1203N4891,"0.70","52"
"105292",E1203N4894,"0.47","35"
"104911",E1203N4896,"0.47","35"
"104718",E1203N4897,"0.45","22"
"104511",E1203N4898,"0.32","20"
"105990",E1204N4891,"0.72","96"
"105293",E1204N4894,"0.47","13"
"105096",E1204N4895,"0.47","18"
"104912",E1204N4896,"0.47","11"
"104719",E1204N4897,"0.45","12"
"104343",E1204N4899,"0.27","8"
"104512",E1204N4898,"0.30","14"
"105991",E1205N4891,"0.74","38"
"105294",E1205N4894,"0.53","6"
"105097",E1205N4895,"0.48","36"
"104913",E1205N4896,"0.48","11"
"104720",E1205N4897,"0.42","19"
"104513",E1205N4898,"0.29","12"
"105992",E1206N4891,"0.73","75"
"104721",E1206N4897,"0.40","6"
"105993",E1207N4891,"0.73","16"
"104716",E1201N4897,"0.38","8"
"105742",E1206N4892,"0.67","110"
"105743",E1207N4892,"0.67","113"
"104737",E1242N4897,"0.73","40"
"104194",E1242N4900,"0.67","84"
"104526",E1242N4898,"0.73","18"
"104738",E1243N4897,"0.73","92"
"104195",E1243N4900,"0.67","38"
"104357",E1243N4899,"0.71","148"
"104527",E1243N4898,"0.73","161"
"104933",E1244N4896,"0.71","7"
"104196",E1244N4900,"0.73","105"
"104358",E1244N4899,"0.77","110"
"104528",E1244N4898,"0.77","48"
"104934",E1245N4896,"0.74","12"
"104529",E1245N4898,"0.79","43"
"104360",E1246N4899,"0.73","35"
"104935",E1246N4896,"0.71","12"
"104530",E1246N4898,"0.73","63"
"104361",E1247N4899,"0.73","18"
"104197",E1247N4900,"0.73","39"
"104936",E1247N4896,"0.67","8"
"104937",E1248N4896,"0.66","9"
"104938",E1249N4896,"0.62","60"
"104939",E1250N4896,"0.60","108"
"104940",E1251N4896,"0.52","126"
"104941",E1252N4896,"0.46","80"
"104942",E1253N4896,"0.39","123"
"104944",E1255N4896,"0.33","165"
"104945",E1256N4896,"0.33","217"
"104946",E1257N4896,"0.33","180"
"104948",E1259N4896,"0.33","243"
"104949",E1260N4896,"0.30","112"
"104362",E1249N4899,"0.73","15"
"104531",E1248N4898,"0.73","11"
"104532",E1249N4898,"0.73","18"
"104740",E1248N4897,"0.71","14"
"104741",E1249N4897,"0.68","60"
"105135",E1259N4895,"0.33","168"
"105136",E1260N4895,"0.30","152"
"105133",E1256N4895,"0.33","163"
"105129",E1252N4895,"0.40","114"
"105130",E1253N4895,"0.38","88"
"105131",E1254N4895,"0.33","18"
"105132",E1255N4895,"0.33","95"
"105134",E1257N4895,"0.33","130"
"105121",E1244N4895,"0.68","14"
"105120",E1243N4895,"0.67","11"
"103452",E1250N4905,"0.69","57"
"103592",E1250N4904,"0.71","13"
"103453",E1251N4905,"0.65","45"
"103593",E1251N4904,"0.66","14"
"104199",E1252N4900,"0.60","0"
"104040",E1252N4901,"0.56","44"
"103884",E1252N4902,"0.54","45"
"104200",E1253N4900,"0.47","10"
"104041",E1253N4901,"0.47","6"
"103741",E1253N4903,"0.47","87"
"104201",E1254N4900,"0.42","46"
"104042",E1254N4901,"0.41","34"
"103885",E1254N4902,"0.41","60"
"104202",E1255N4900,"0.39","63"
"104203",E1256N4900,"0.34","43"
