fid,crs28992re,INDEX_WALK,num_inh_2
"104742",E1250N4897,"0.62","175"
"104743",E1251N4897,"0.60","225"
"104744",E1252N4897,"0.52","120"
"104745",E1253N4897,"0.43","2"
"104746",E1254N4897,"0.35","70"
"104747",E1255N4897,"0.33","155"
"104748",E1256N4897,"0.33","155"
"104749",E1257N4897,"0.33","155"
"104750",E1258N4897,"0.33","175"
"104751",E1259N4897,"0.30","250"
"104032",E1238N4901,"0.87","270"
"104033",E1239N4901,"0.80","55"
"104034",E1240N4901,"0.68","50"
"104035",E1241N4901,"0.67","170"
"104036",E1242N4901,"0.67","205"
"103876",E1238N4902,"0.86","85"
"103877",E1239N4902,"0.77","375"
"103878",E1240N4902,"0.67","80"
"103732",E1240N4903,"0.68","285"
"103733",E1242N4903,"0.60","70"
"103583",E1238N4904,"0.90","2"
"103584",E1239N4904,"0.78","2"
"103585",E1243N4904,"0.60","145"
"103586",E1244N4904,"0.61","50"
"103443",E1237N4905,"0.90","45"
"103444",E1239N4905,"0.78","190"
"103445",E1240N4905,"0.69","65"
"103446",E1241N4905,"0.61","15"
"103447",E1242N4905,"0.60","475"
"103448",E1243N4905,"0.60","130"
"103449",E1244N4905,"0.60","155"
"103315",E1239N4906,"0.80","45"
"103316",E1242N4906,"0.60","10"
"103317",E1243N4906,"0.60","160"
"103318",E1244N4906,"0.60","240"
"103179",E1238N4907,"0.82","60"
"103180",E1244N4907,"0.60","210"
"103032",E1238N4908,"0.74","165"
"103033",E1239N4908,"0.73","110"
"103034",E1240N4908,"0.60","45"
"103035",E1241N4908,"0.59","15"
"103036",E1242N4908,"0.60","10"
"103037",E1244N4908,"0.60","50"
"103731",E1236N4903,"0.91","150"
"103875",E1236N4902,"0.87","180"
"104031",E1236N4901,"0.87","20"
"103730",E1235N4903,"0.93","155"
"104030",E1235N4901,"0.87","20"
"104029",E1234N4901,"0.87","25"
"103874",E1233N4902,"0.91","15"
"104028",E1233N4901,"0.90","25"
"103429",E1201N4905,"0.04","10"
"103013",E1210N4908,"0.20","310"
"103014",E1211N4908,"0.20","645"
"103430",E1212N4905,"0.20","100"
"103431",E1213N4905,"0.20","65"
"103015",E1214N4908,"0.20","40"
"103016",E1215N4908,"0.20","45"
"103017",E1216N4908,"0.20","105"
"103166",E1217N4907,"0.20","80"
"103018",E1217N4908,"0.20","80"
"103301",E1218N4906,"0.22","25"
"103167",E1218N4907,"0.20","125"
"103019",E1218N4908,"0.22","80"
"103432",E1218N4905,"0.27","15"
"103302",E1219N4906,"0.27","20"
"103168",E1219N4907,"0.26","15"
"103020",E1219N4908,"0.27","30"
"103433",E1219N4905,"0.31","55"
"103021",E1220N4908,"0.38","35"
"103303",E1221N4906,"0.53","30"
"103169",E1221N4907,"0.53","20"
"103022",E1221N4908,"0.48","10"
"103304",E1222N4906,"0.56","55"
"103305",E1223N4906,"0.60","10"
"103023",E1223N4908,"0.55","150"
"103434",E1223N4905,"0.60","35"
"103435",E1224N4905,"0.62","40"
"103436",E1225N4905,"0.61","80"
"103437",E1226N4905,"0.60","110"
"103438",E1227N4905,"0.60","100"
"103439",E1228N4905,"0.60","50"
"103440",E1230N4905,"0.66","5"
"103441",E1231N4905,"0.73","65"
"103442",E1232N4905,"0.85","45"
"103573",E1168N4904,"0.01","5"
"103574",E1218N4904,"0.27","10"
"103575",E1223N4904,"0.65","15"
"103576",E1225N4904,"0.67","15"
"103577",E1226N4904,"0.67","110"
"103578",E1227N4904,"0.65","45"
"103579",E1228N4904,"0.64","20"
"103580",E1229N4904,"0.65","25"
"103581",E1230N4904,"0.70","30"
"103582",E1235N4904,"0.93","35"
"103024",E1224N4908,"0.60","110"
"103178",E1234N4907,"0.87","25"
"103314",E1234N4906,"0.87","5"
"103177",E1232N4907,"0.80","175"
"103313",E1232N4906,"0.80","50"
"102884",E1218N4909,"0.24","80"
"102743",E1218N4910,"0.24","80"
"102885",E1219N4909,"0.27","150"
"102744",E1219N4910,"0.28","155"
"102886",E1220N4909,"0.38","35"
"102745",E1220N4910,"0.39","150"
"102887",E1221N4909,"0.43","20"
"102746",E1221N4910,"0.40","40"
"102888",E1222N4909,"0.48","20"
"102747",E1222N4910,"0.44","10"
"102748",E1223N4910,"0.47","10"
"102889",E1224N4909,"0.56","150"
"102749",E1224N4910,"0.48","25"
"102890",E1225N4909,"0.59","80"
"102750",E1225N4910,"0.50","155"
"102751",E1226N4910,"0.55","185"
"102891",E1226N4909,"0.60","335"
"102752",E1227N4910,"0.59","105"
"102892",E1227N4909,"0.60","210"
"102753",E1228N4910,"0.60","200"
"102893",E1228N4909,"0.60","95"
"102754",E1229N4910,"0.64","190"
"102894",E1229N4909,"0.65","175"
"102755",E1230N4910,"0.65","70"
"102895",E1230N4909,"0.69","230"
"102756",E1231N4910,"0.73","230"
"102896",E1231N4909,"0.80","165"
"102757",E1232N4910,"0.73","155"
"102758",E1234N4910,"0.69","20"
"102897",E1238N4909,"0.73","40"
"102898",E1239N4909,"0.70","195"
"102899",E1240N4909,"0.56","135"
"102900",E1241N4909,"0.59","70"
"102901",E1242N4909,"0.60","80"
"102902",E1245N4909,"0.48","20"
"102742",E1217N4910,"0.20","170"
"102883",E1217N4909,"0.20","70"
"102741",E1216N4910,"0.20","90"
"102882",E1216N4909,"0.20","40"
"102740",E1215N4910,"0.20","2"
"102881",E1215N4909,"0.20","110"
"102739",E1214N4910,"0.20","110"
"102880",E1214N4909,"0.20","30"
"102879",E1212N4909,"0.20","80"
"102878",E1211N4909,"0.20","920"
"102877",E1210N4909,"0.20","2"
"102763",E1243N4910,"0.58","55"
"102762",E1242N4910,"0.60","45"
"102761",E1241N4910,"0.58","135"
"102760",E1240N4910,"0.54","165"
"102759",E1239N4910,"0.64","145"
"113920",E1174N4864,"0.61","190"
"113329",E1174N4866,"0.67","215"
"113041",E1174N4867,"0.71","195"
"112766",E1174N4868,"0.77","150"
"112477",E1174N4869,"0.80","300"
"113610",E1174N4865,"0.66","185"
"113921",E1175N4864,"0.70","300"
"112767",E1175N4868,"0.80","145"
"113042",E1175N4867,"0.73","205"
"113330",E1175N4866,"0.67","30"
"113611",E1175N4865,"0.68","330"
"113612",E1176N4865,"0.73","285"
"113331",E1176N4866,"0.71","95"
"113043",E1176N4867,"0.72","175"
"112768",E1176N4868,"0.80","165"
"113922",E1176N4864,"0.73","255"
"113613",E1177N4865,"0.73","275"
"113332",E1177N4866,"0.73","195"
"113044",E1177N4867,"0.75","360"
"112769",E1177N4868,"0.80","140"
"113614",E1178N4865,"0.73","150"
"113333",E1178N4866,"0.73","185"
"113045",E1178N4867,"0.77","230"
"112770",E1178N4868,"0.80","165"
"113615",E1179N4865,"0.73","160"
"113334",E1179N4866,"0.76","210"
"113046",E1179N4867,"0.80","10"
"113923",E1177N4864,"0.73","165"
"113924",E1178N4864,"0.73","155"
"113925",E1179N4864,"0.73","20"
"113926",E1180N4864,"0.73","135"
"114254",E1179N4863,"0.73","160"
"114566",E1178N4862,"0.73","65"
"114567",E1179N4862,"0.73","115"
"114568",E1180N4862,"0.73","55"
"114874",E1178N4861,"0.72","110"
"114875",E1179N4861,"0.74","335"
"107918",E1174N4884,"0.86","80"
"107919",E1175N4884,"0.87","75"
"107920",E1177N4884,"0.87","170"
"107921",E1178N4884,"0.81","305"
"107922",E1179N4884,"0.76","195"
"107923",E1183N4884,"0.80","105"
"107924",E1184N4884,"0.80","265"
"107925",E1185N4884,"0.80","245"
"107926",E1186N4884,"0.80","230"
"107927",E1187N4884,"0.77","300"
"107928",E1188N4884,"0.74","135"
"107929",E1189N4884,"0.75","10"
"107930",E1192N4884,"0.52","15"
"107931",E1196N4884,"0.60","120"
"107932",E1197N4884,"0.64","230"
"107933",E1198N4884,"0.68","225"
"107934",E1199N4884,"0.74","380"
"107935",E1200N4884,"0.80","430"
"107936",E1201N4884,"0.80","315"
"107937",E1202N4884,"0.80","175"
"107938",E1203N4884,"0.80","310"
"107939",E1204N4884,"0.80","200"
"107940",E1205N4884,"0.80","180"
"107941",E1206N4884,"0.80","300"
"107942",E1207N4884,"0.80","190"
"107943",E1208N4884,"0.86","255"
"107944",E1209N4884,"0.87","270"
"107945",E1210N4884,"0.85","95"
"107946",E1224N4884,"0.57","85"
"107947",E1225N4884,"0.60","25"
"107948",E1226N4884,"0.60","160"
"107949",E1227N4884,"0.62","105"
"107950",E1228N4884,"0.64","75"
"107951",E1229N4884,"0.60","190"
"107952",E1230N4884,"0.58","205"
"107953",E1231N4884,"0.53","65"
"107632",E1227N4885,"0.63","135"
"107631",E1226N4885,"0.60","180"
"107630",E1225N4885,"0.60","5"
"107629",E1222N4885,"0.57","20"
"107628",E1220N4885,"0.60","150"
"107627",E1213N4885,"0.74","140"
"107626",E1212N4885,"0.80","225"
"107625",E1211N4885,"0.80","125"
"107624",E1210N4885,"0.85","110"
"107623",E1209N4885,"0.87","115"
"107622",E1208N4885,"0.85","260"
"107621",E1207N4885,"0.80","240"
"107620",E1206N4885,"0.80","105"
"107619",E1205N4885,"0.80","145"
"107618",E1204N4885,"0.80","190"
"107617",E1203N4885,"0.80","225"
"107616",E1202N4885,"0.80","165"
"107615",E1201N4885,"0.80","400"
"107614",E1200N4885,"0.80","360"
"107613",E1199N4885,"0.71","410"
"107612",E1198N4885,"0.67","185"
"107611",E1197N4885,"0.66","190"
"107610",E1196N4885,"0.60","160"
"107609",E1195N4885,"0.59","2"
"107608",E1192N4885,"0.52","5"
"107607",E1191N4885,"0.62","10"
"107606",E1190N4885,"0.67","5"
"107605",E1188N4885,"0.76","250"
"107604",E1187N4885,"0.74","280"
"107603",E1186N4885,"0.79","195"
"107602",E1185N4885,"0.80","240"
"107601",E1184N4885,"0.80","160"
"107600",E1183N4885,"0.80","265"
"107599",E1182N4885,"0.80","140"
"107598",E1181N4885,"0.80","290"
"107597",E1179N4885,"0.74","20"
"107596",E1178N4885,"0.79","75"
"107595",E1177N4885,"0.84","30"
"107594",E1175N4885,"0.85","120"
"107593",E1174N4885,"0.76","130"
"107633",E1228N4885,"0.67","200"
"107634",E1229N4885,"0.64","120"
"107635",E1230N4885,"0.60","215"
"107636",E1231N4885,"0.58","10"
"107637",E1233N4885,"0.54","25"
"107286",E1188N4886,"0.70","185"
"107287",E1189N4886,"0.67","315"
"107288",E1191N4886,"0.55","20"
"107289",E1196N4886,"0.60","225"
"107290",E1197N4886,"0.64","150"
"107291",E1198N4886,"0.69","340"
"107292",E1199N4886,"0.68","400"
"107293",E1200N4886,"0.80","370"
"107294",E1201N4886,"0.80","255"
"107295",E1202N4886,"0.80","195"
"107296",E1203N4886,"0.80","220"
"107297",E1204N4886,"0.80","285"
"107298",E1205N4886,"0.80","180"
"107299",E1206N4886,"0.80","160"
"107300",E1207N4886,"0.80","125"
"107301",E1208N4886,"0.82","80"
"107302",E1209N4886,"0.87","175"
"107303",E1210N4886,"0.85","135"
"107304",E1211N4886,"0.80","135"
"107305",E1212N4886,"0.78","240"
"107306",E1213N4886,"0.73","380"
"107307",E1214N4886,"0.73","90"
"107308",E1220N4886,"0.60","235"
"107309",E1222N4886,"0.60","10"
"107310",E1223N4886,"0.59","45"
"107311",E1224N4886,"0.59","25"
"107312",E1226N4886,"0.71","115"
"107313",E1227N4886,"0.72","185"
"107314",E1228N4886,"0.75","175"
"107315",E1229N4886,"0.73","190"
"107316",E1230N4886,"0.72","120"
"107317",E1232N4886,"0.67","15"
"107318",E1233N4886,"0.66","85"
"107319",E1235N4886,"0.45","5"
"107285",E1187N4886,"0.73","225"
"107284",E1186N4886,"0.76","295"
"107283",E1185N4886,"0.77","320"
"107282",E1184N4886,"0.78","305"
"107281",E1183N4886,"0.80","210"
"107280",E1182N4886,"0.80","205"
"107279",E1181N4886,"0.80","45"
"107278",E1176N4886,"0.79","135"
"107277",E1175N4886,"0.74","110"
"107276",E1174N4886,"0.73","95"
"113340",E1188N4866,"0.87","275"
"113341",E1189N4866,"0.86","220"
"113342",E1190N4866,"0.81","320"
"113343",E1191N4866,"0.80","175"
"113344",E1192N4866,"0.80","170"
"113345",E1193N4866,"0.80","190"
"113346",E1194N4866,"0.80","175"
"113347",E1195N4866,"0.80","330"
"113348",E1196N4866,"0.80","120"
"113349",E1197N4866,"0.80","380"
"113350",E1198N4866,"0.80","210"
"113351",E1199N4866,"0.80","260"
"113352",E1200N4866,"0.83","250"
"113353",E1201N4866,"0.89","375"
"113354",E1202N4866,"0.93","150"
"113355",E1203N4866,"0.93","165"
"113356",E1204N4866,"0.90","80"
"113357",E1205N4866,"0.87","105"
"113358",E1206N4866,"0.85","110"
"113359",E1207N4866,"0.79","105"
"113360",E1208N4866,"0.81","110"
"113361",E1209N4866,"0.86","50"
"113362",E1210N4866,"0.80","65"
"113363",E1211N4866,"0.80","110"
"113364",E1212N4866,"0.80","60"
"113365",E1213N4866,"0.80","30"
"113366",E1214N4866,"0.85","95"
"113367",E1215N4866,"0.83","70"
"113368",E1216N4866,"0.77","140"
"113369",E1217N4866,"0.73","90"
"113370",E1218N4866,"0.76","45"
"113371",E1219N4866,"0.80","170"
"113372",E1220N4866,"0.81","180"
"113373",E1221N4866,"0.86","40"
"113374",E1222N4866,"0.87","35"
"113339",E1187N4866,"0.87","135"
"113338",E1186N4866,"0.87","350"
"113337",E1185N4866,"0.82","345"
"113336",E1184N4866,"0.79","310"
"113335",E1180N4866,"0.80","105"
"109270",E1237N4880,"0.36","105"
"109269",E1236N4880,"0.39","130"
"109268",E1235N4880,"0.46","220"
"109267",E1234N4880,"0.45","265"
"109266",E1215N4880,"0.73","20"
"109265",E1214N4880,"0.75","100"
"109264",E1213N4880,"0.80","255"
"109263",E1212N4880,"0.75","120"
"109262",E1211N4880,"0.78","80"
"109261",E1210N4880,"0.86","105"
"109260",E1209N4880,"0.87","80"
"109259",E1208N4880,"0.87","275"
"109258",E1207N4880,"0.85","330"
"109257",E1206N4880,"0.86","205"
"109256",E1205N4880,"0.87","275"
"109255",E1204N4880,"0.87","245"
"109254",E1203N4880,"0.87","45"
"109253",E1202N4880,"0.87","30"
"109252",E1201N4880,"0.84","175"
"109251",E1200N4880,"0.76","260"
"109250",E1199N4880,"0.73","95"
"109249",E1198N4880,"0.73","250"
"109248",E1197N4880,"0.69","290"
"109247",E1196N4880,"0.60","10"
"109246",E1193N4880,"0.59","10"
"109245",E1192N4880,"0.71","140"
"108928",E1192N4881,"0.65","25"
"109244",E1191N4880,"0.73","215"
"108927",E1191N4881,"0.73","165"
"109243",E1190N4880,"0.80","75"
"108926",E1190N4881,"0.79","295"
"109242",E1189N4880,"0.86","255"
"108925",E1189N4881,"0.80","275"
"109241",E1188N4880,"0.87","245"
"108924",E1188N4881,"0.86","275"
"109240",E1187N4880,"0.93","305"
"108923",E1187N4881,"0.88","205"
"109239",E1186N4880,"0.88","260"
"108922",E1186N4881,"0.87","175"
"109238",E1185N4880,"0.87","130"
"108921",E1185N4881,"0.87","235"
"109237",E1184N4880,"0.87","200"
"108920",E1184N4881,"0.87","230"
"109236",E1183N4880,"0.87","295"
"108919",E1183N4881,"0.87","270"
"109235",E1182N4880,"0.87","230"
"108918",E1182N4881,"0.87","160"
"109234",E1181N4880,"0.87","55"
"108917",E1181N4881,"0.87","150"
"109233",E1180N4880,"0.87","25"
"109842",E1180N4878,"0.88","170"
"109843",E1181N4878,"0.87","240"
"109844",E1182N4878,"0.87","285"
"109845",E1183N4878,"0.87","225"
"109846",E1184N4878,"0.87","310"
"109847",E1185N4878,"0.91","265"
"109848",E1186N4878,"0.93","45"
"109849",E1187N4878,"0.91","215"
"109850",E1188N4878,"0.87","235"
"109851",E1189N4878,"0.87","255"
"109852",E1190N4878,"0.81","245"
"109853",E1191N4878,"0.80","140"
"109854",E1192N4878,"0.84","145"
"109855",E1197N4878,"0.78","120"
"109856",E1198N4878,"0.80","210"
"109857",E1199N4878,"0.80","255"
"109858",E1200N4878,"0.80","325"
"109859",E1201N4878,"0.85","210"
"109860",E1202N4878,"0.87","115"
"109861",E1203N4878,"0.87","220"
"109862",E1204N4878,"0.85","170"
"109863",E1205N4878,"0.81","210"
"109864",E1206N4878,"0.86","270"
"109865",E1207N4878,"0.87","300"
"109866",E1208N4878,"0.87","230"
"109867",E1209N4878,"0.87","125"
"109868",E1210N4878,"0.81","130"
"109869",E1211N4878,"0.80","115"
"109870",E1212N4878,"0.84","255"
"109871",E1213N4878,"0.81","150"
"109872",E1214N4878,"0.76","105"
"109873",E1215N4878,"0.74","140"
"109874",E1224N4878,"0.60","15"
"109875",E1238N4878,"0.44","100"
"109876",E1239N4878,"0.47","100"
"109877",E1240N4878,"0.47","200"
"109878",E1241N4878,"0.47","165"
"109879",E1242N4878,"0.52","255"
"109534",E1181N4879,"0.87","60"
"109535",E1182N4879,"0.87","275"
"109536",E1183N4879,"0.87","85"
"109537",E1184N4879,"0.87","190"
"109538",E1185N4879,"0.87","355"
"109539",E1186N4879,"0.93","65"
"109540",E1187N4879,"0.92","160"
"109541",E1188N4879,"0.87","290"
"109542",E1189N4879,"0.87","315"
"109543",E1190N4879,"0.83","280"
"109544",E1191N4879,"0.77","215"
"109545",E1192N4879,"0.70","205"
"109546",E1193N4879,"0.67","15"
"109547",E1197N4879,"0.68","225"
"109548",E1198N4879,"0.74","330"
"109549",E1199N4879,"0.77","130"
"109550",E1200N4879,"0.80","320"
"109551",E1201N4879,"0.86","125"
"109552",E1202N4879,"0.87","30"
"109553",E1203N4879,"0.87","30"
"109554",E1204N4879,"0.87","245"
"109555",E1205N4879,"0.86","185"
"109556",E1206N4879,"0.82","175"
"109557",E1207N4879,"0.85","240"
"109558",E1208N4879,"0.87","260"
"109559",E1209N4879,"0.87","155"
"109560",E1210N4879,"0.83","170"
"109561",E1211N4879,"0.80","75"
"109562",E1212N4879,"0.78","180"
"109563",E1213N4879,"0.80","200"
"109564",E1214N4879,"0.76","115"
"109565",E1215N4879,"0.73","85"
"109566",E1234N4879,"0.47","20"
"109567",E1235N4879,"0.47","125"
"109568",E1236N4879,"0.45","185"
"109569",E1237N4879,"0.40","200"
"109570",E1238N4879,"0.40","310"
"109571",E1239N4879,"0.41","215"
"109572",E1240N4879,"0.45","190"
"109573",E1241N4879,"0.47","10"
"112775",E1187N4868,"0.87","225"
"112776",E1188N4868,"0.87","185"
"112777",E1189N4868,"0.87","210"
"112778",E1190N4868,"0.87","230"
"112779",E1191N4868,"0.82","285"
"112780",E1192N4868,"0.80","280"
"112781",E1193N4868,"0.80","85"
"112782",E1194N4868,"0.80","270"
"112783",E1195N4868,"0.80","335"
"112784",E1196N4868,"0.83","260"
"112785",E1197N4868,"0.86","175"
"112786",E1198N4868,"0.87","205"
"112787",E1199N4868,"0.87","140"
"112788",E1200N4868,"0.87","265"
"112789",E1201N4868,"0.91","215"
"112790",E1202N4868,"0.93","45"
"112791",E1203N4868,"0.93","80"
"112792",E1204N4868,"0.93","225"
"112793",E1205N4868,"0.91","195"
"112794",E1206N4868,"0.83","120"
"112795",E1207N4868,"0.78","130"
"112796",E1208N4868,"0.81","85"
"112797",E1209N4868,"0.80","140"
"112798",E1210N4868,"0.80","60"
"112799",E1211N4868,"0.80","65"
"112800",E1212N4868,"0.80","65"
"112774",E1186N4868,"0.90","340"
"112773",E1185N4868,"0.87","300"
"112772",E1184N4868,"0.91","380"
"112771",E1183N4868,"0.93","150"
"107013",E1196N4887,"0.54","225"
"107014",E1197N4887,"0.61","2"
"107015",E1198N4887,"0.70","110"
"107016",E1199N4887,"0.68","125"
"107017",E1200N4887,"0.77","135"
"107018",E1201N4887,"0.80","115"
"107019",E1202N4887,"0.80","105"
"107020",E1203N4887,"0.80","105"
"107021",E1204N4887,"0.80","55"
"106754",E1205N4888,"0.80","10"
"106755",E1206N4888,"0.80","120"
"107022",E1206N4887,"0.80","10"
"106756",E1207N4888,"0.80","160"
"107023",E1207N4887,"0.80","65"
"106757",E1208N4888,"0.80","195"
"107024",E1208N4887,"0.80","55"
"106758",E1209N4888,"0.80","165"
"107025",E1209N4887,"0.83","275"
"106759",E1210N4888,"0.78","105"
"107026",E1210N4887,"0.83","140"
"106760",E1211N4888,"0.74","25"
"107027",E1211N4887,"0.79","285"
"106761",E1212N4888,"0.73","120"
"107028",E1212N4887,"0.74","90"
"106762",E1213N4888,"0.73","175"
"107029",E1213N4887,"0.73","255"
"107012",E1187N4887,"0.73","10"
"107011",E1183N4887,"0.77","340"
"113047",E1183N4867,"0.90","105"
"113048",E1184N4867,"0.85","325"
"113049",E1185N4867,"0.84","285"
"113050",E1186N4867,"0.88","220"
"113051",E1187N4867,"0.87","170"
"113052",E1188N4867,"0.87","250"
"113053",E1189N4867,"0.87","135"
"113054",E1190N4867,"0.85","250"
"113055",E1191N4867,"0.80","235"
"113056",E1192N4867,"0.80","185"
"113057",E1193N4867,"0.80","280"
"113058",E1194N4867,"0.80","290"
"113059",E1195N4867,"0.80","290"
"113060",E1196N4867,"0.80","100"
"113061",E1197N4867,"0.81","305"
"113062",E1198N4867,"0.84","225"
"113063",E1199N4867,"0.86","260"
"113064",E1200N4867,"0.87","185"
"113065",E1201N4867,"0.91","290"
"113066",E1202N4867,"0.93","125"
"113067",E1203N4867,"0.93","190"
"113068",E1204N4867,"0.93","165"
"113069",E1205N4867,"0.88","240"
"113070",E1206N4867,"0.87","90"
"113071",E1207N4867,"0.82","90"
"113072",E1208N4867,"0.84","100"
"113073",E1209N4867,"0.82","75"
"113074",E1210N4867,"0.80","15"
"113075",E1211N4867,"0.80","65"
"113076",E1212N4867,"0.80","45"
"113077",E1213N4867,"0.80","40"
"113078",E1214N4867,"0.80","5"
"113079",E1215N4867,"0.79","25"
"113080",E1216N4867,"0.78","80"
"113081",E1217N4867,"0.75","30"
"113927",E1184N4864,"0.90","45"
"114255",E1184N4863,"0.89","115"
"114569",E1184N4862,"0.86","270"
"114876",E1184N4861,"0.79","280"
"113928",E1185N4864,"0.90","285"
"114256",E1185N4863,"0.91","135"
"114570",E1185N4862,"0.87","195"
"114877",E1185N4861,"0.85","225"
"113929",E1186N4864,"0.87","305"
"114257",E1186N4863,"0.87","95"
"114571",E1186N4862,"0.87","285"
"114878",E1186N4861,"0.86","270"
"113930",E1187N4864,"0.87","280"
"114258",E1187N4863,"0.87","180"
"114572",E1187N4862,"0.85","245"
"114879",E1187N4861,"0.81","270"
"113931",E1188N4864,"0.84","230"
"114259",E1188N4863,"0.81","235"
"114573",E1188N4862,"0.80","320"
"114880",E1188N4861,"0.80","250"
"113630",E1198N4865,"0.80","200"
"113631",E1199N4865,"0.80","235"
"113632",E1200N4865,"0.84","180"
"113633",E1201N4865,"0.87","280"
"113634",E1202N4865,"0.93","280"
"113635",E1203N4865,"0.93","175"
"113636",E1204N4865,"0.87","225"
"113637",E1205N4865,"0.87","160"
"113638",E1206N4865,"0.83","65"
"113639",E1207N4865,"0.77","145"
"113640",E1208N4865,"0.80","70"
"113641",E1209N4865,"0.89","95"
"113642",E1210N4865,"0.85","5"
"113643",E1211N4865,"0.82","10"
"113644",E1212N4865,"0.81","20"
"113645",E1213N4865,"0.84","75"
"113646",E1214N4865,"0.87","60"
"113647",E1215N4865,"0.86","35"
"113648",E1216N4865,"0.77","60"
"113649",E1217N4865,"0.75","2"
"113650",E1218N4865,"0.80","35"
"113651",E1219N4865,"0.80","35"
"113652",E1221N4865,"0.87","235"
"113653",E1222N4865,"0.87","100"
"113654",E1223N4865,"0.87","135"
"113655",E1224N4865,"0.87","80"
"113656",E1225N4865,"0.86","200"
"113657",E1226N4865,"0.84","70"
"113629",E1197N4865,"0.80","295"
"113628",E1196N4865,"0.80","265"
"113627",E1195N4865,"0.80","255"
"113626",E1194N4865,"0.80","330"
"113625",E1193N4865,"0.80","225"
"113624",E1192N4865,"0.80","295"
"113623",E1191N4865,"0.80","150"
"113622",E1190N4865,"0.80","260"
"113621",E1189N4865,"0.82","215"
"113620",E1188N4865,"0.87","340"
"113619",E1187N4865,"0.87","200"
"113618",E1186N4865,"0.87","340"
"113617",E1185N4865,"0.86","290"
"113616",E1184N4865,"0.86","190"
"110171",E1201N4877,"0.84","240"
"110172",E1202N4877,"0.82","180"
"110173",E1203N4877,"0.82","265"
"110174",E1204N4877,"0.80","305"
"110175",E1205N4877,"0.84","305"
"110176",E1206N4877,"0.87","260"
"110177",E1207N4877,"0.87","155"
"110178",E1208N4877,"0.87","295"
"110179",E1209N4877,"0.85","60"
"110180",E1210N4877,"0.80","130"
"110181",E1211N4877,"0.80","100"
"110182",E1212N4877,"0.84","140"
"110183",E1213N4877,"0.85","205"
"110184",E1214N4877,"0.77","105"
"110185",E1215N4877,"0.79","205"
"110186",E1216N4877,"0.80","75"
"110187",E1217N4877,"0.80","30"
"110188",E1218N4877,"0.75","15"
"110189",E1219N4877,"0.73","110"
"110190",E1222N4877,"0.60","235"
"110191",E1223N4877,"0.60","85"
"110192",E1228N4877,"0.47","15"
"110193",E1231N4877,"0.49","20"
"110194",E1232N4877,"0.53","230"
"110195",E1233N4877,"0.53","260"
"110196",E1234N4877,"0.48","285"
"110197",E1235N4877,"0.47","130"
"110198",E1242N4877,"0.48","160"
"110199",E1243N4877,"0.53","130"
"110200",E1244N4877,"0.51","120"
"110201",E1245N4877,"0.46","320"
"110202",E1246N4877,"0.45","305"
"110203",E1247N4877,"0.46","65"
"110204",E1248N4877,"0.41","385"
"110205",E1249N4877,"0.39","130"
"110206",E1250N4877,"0.33","210"
"110207",E1251N4877,"0.22","75"
"110170",E1200N4877,"0.86","245"
"110169",E1199N4877,"0.83","310"
"110168",E1198N4877,"0.80","2"
"110167",E1197N4877,"0.80","60"
"110166",E1192N4877,"0.90","205"
"110165",E1191N4877,"0.91","265"
"110164",E1190N4877,"0.86","320"
"110163",E1189N4877,"0.87","325"
"110162",E1188N4877,"0.87","130"
"110161",E1187N4877,"0.89","25"
"110160",E1186N4877,"0.93","20"
"110159",E1185N4877,"0.93","80"
"110158",E1184N4877,"0.89","200"
"110513",E1229N4876,"0.47","10"
"110512",E1223N4876,"0.63","95"
"110511",E1222N4876,"0.65","25"
"110510",E1220N4876,"0.73","70"
"110509",E1219N4876,"0.73","125"
"110508",E1218N4876,"0.74","185"
"110507",E1217N4876,"0.80","265"
"110506",E1216N4876,"0.80","70"
"110505",E1215N4876,"0.80","55"
"110504",E1214N4876,"0.87","185"
"110503",E1213N4876,"0.92","170"
"110502",E1212N4876,"0.86","235"
"110501",E1211N4876,"0.81","110"
"110500",E1210N4876,"0.80","80"
"110499",E1209N4876,"0.81","120"
"110498",E1208N4876,"0.87","65"
"110497",E1207N4876,"0.87","120"
"110496",E1206N4876,"0.87","285"
"110495",E1205N4876,"0.87","255"
"110494",E1204N4876,"0.81","195"
"110493",E1203N4876,"0.80","260"
"110492",E1202N4876,"0.80","175"
"110491",E1201N4876,"0.80","250"
"110490",E1200N4876,"0.80","330"
"110489",E1199N4876,"0.84","300"
"110488",E1198N4876,"0.86","220"
"110487",E1197N4876,"0.81","35"
"110486",E1196N4876,"0.80","130"
"110485",E1195N4876,"0.80","175"
"110484",E1193N4876,"0.80","2"
"110483",E1192N4876,"0.87","190"
"110482",E1191N4876,"0.93","245"
"110481",E1190N4876,"0.89","290"
"110480",E1189N4876,"0.87","310"
"110479",E1188N4876,"0.87","40"
"110514",E1230N4876,"0.48","20"
"110515",E1231N4876,"0.51","10"
"110516",E1234N4876,"0.50","80"
"110517",E1235N4876,"0.47","110"
"110518",E1236N4876,"0.52","195"
"110519",E1237N4876,"0.53","270"
"110520",E1238N4876,"0.51","215"
"110521",E1244N4876,"0.48","15"
"110522",E1245N4876,"0.47","25"
"110523",E1246N4876,"0.47","25"
"110524",E1247N4876,"0.47","15"
"110525",E1248N4876,"0.46","20"
"110526",E1249N4876,"0.42","30"
"114881",E1189N4861,"0.80","115"
