fid,crs28992re,INDEX_WALK,num_inh_2
"120942",E1151N4840,"0.40","95"
"120943",E1152N4840,"0.39","100"
"120944",E1153N4840,"0.34","160"
"121200",E1149N4839,"0.35","10"
"121201",E1150N4839,"0.40","15"
"121202",E1151N4839,"0.39","50"
"121203",E1152N4839,"0.34","30"
"121204",E1153N4839,"0.33","35"
"120141",E1136N4843,"0.33","25"
"120142",E1137N4843,"0.33","15"
"120143",E1138N4843,"0.33","15"
"120406",E1138N4842,"0.33","35"
"120674",E1139N4841,"0.27","40"
"120144",E1139N4843,"0.33","130"
"120675",E1140N4841,"0.27","20"
"120145",E1140N4843,"0.33","150"
"120407",E1140N4842,"0.31","45"
"120676",E1141N4841,"0.28","30"
"120146",E1141N4843,"0.33","40"
"120408",E1141N4842,"0.33","60"
"120677",E1142N4841,"0.33","130"
"120147",E1142N4843,"0.33","60"
"120409",E1142N4842,"0.33","180"
"120678",E1143N4841,"0.33","150"
"120410",E1143N4842,"0.33","95"
"120148",E1143N4843,"0.33","115"
"120679",E1144N4841,"0.33","85"
"120411",E1144N4842,"0.33","65"
"120149",E1144N4843,"0.33","190"
"120680",E1145N4841,"0.33","10"
"120412",E1145N4842,"0.33","55"
"120150",E1145N4843,"0.33","115"
"120151",E1146N4843,"0.33","10"
"120681",E1147N4841,"0.33","55"
"120413",E1147N4842,"0.33","70"
"117939",E1124N4851,"0.07","25"
"117299",E1121N4853,"0.00","15"
"116984",E1120N4854,"0.00","15"
"116673",E1119N4855,"0.00","20"
"116363",E1119N4856,"0.00","5"
"119084",E1130N4847,"0.20","30"
"119085",E1131N4847,"0.26","20"
"119351",E1132N4846,"0.27","20"
"119086",E1132N4847,"0.27","20"
"119087",E1133N4847,"0.27","45"
"119617",E1133N4845,"0.27","50"
"119088",E1134N4847,"0.27","70"
"119352",E1134N4846,"0.27","60"
"119618",E1134N4845,"0.27","15"
"119884",E1135N4844,"0.31","10"
"119089",E1135N4847,"0.33","150"
"119353",E1135N4846,"0.31","120"
"119619",E1135N4845,"0.30","20"
"119090",E1136N4847,"0.33","145"
"119354",E1136N4846,"0.33","45"
"119620",E1136N4845,"0.33","135"
"119091",E1137N4847,"0.33","170"
"119355",E1137N4846,"0.33","105"
"119621",E1137N4845,"0.33","110"
"119885",E1138N4844,"0.33","75"
"119092",E1138N4847,"0.34","90"
"119356",E1138N4846,"0.33","75"
"119622",E1138N4845,"0.33","25"
"119886",E1139N4844,"0.33","125"
"119093",E1139N4847,"0.35","170"
"119357",E1139N4846,"0.33","75"
"119623",E1139N4845,"0.33","175"
"119887",E1140N4844,"0.33","35"
"119624",E1140N4845,"0.33","120"
"119358",E1140N4846,"0.33","85"
"119888",E1141N4844,"0.33","95"
"119625",E1141N4845,"0.33","150"
"119359",E1141N4846,"0.36","155"
"119889",E1142N4844,"0.33","30"
"119626",E1142N4845,"0.34","80"
"119890",E1143N4844,"0.33","125"
"119627",E1143N4845,"0.39","20"
"119891",E1144N4844,"0.35","135"
"119628",E1144N4845,"0.48","150"
"119892",E1145N4844,"0.39","125"
"119629",E1145N4845,"0.53","165"
"119893",E1146N4844,"0.45","170"
"119630",E1146N4845,"0.53","40"
"117311",E1142N4853,"0.53","65"
"116994",E1142N4854,"0.56","70"
"117312",E1143N4853,"0.57","215"
"116995",E1143N4854,"0.60","240"
"117313",E1144N4853,"0.63","70"
"116996",E1144N4854,"0.66","225"
"117954",E1145N4851,"0.64","95"
"117631",E1145N4852,"0.72","270"
"117314",E1145N4853,"0.73","210"
"117955",E1146N4851,"0.73","235"
"117632",E1146N4852,"0.73","175"
"117315",E1146N4853,"0.73","295"
"117956",E1147N4851,"0.73","255"
"117633",E1147N4852,"0.73","150"
"117316",E1147N4853,"0.73","255"
"117957",E1148N4851,"0.73","305"
"117634",E1148N4852,"0.73","150"
"117317",E1148N4853,"0.73","260"
"118257",E1145N4850,"0.58","165"
"118258",E1146N4850,"0.65","250"
"118259",E1147N4850,"0.72","260"
"118260",E1148N4850,"0.73","330"
"117953",E1142N4851,"0.53","55"
"118256",E1142N4850,"0.53","45"
"118561",E1146N4849,"0.58","455"
"118562",E1147N4849,"0.61","225"
"118563",E1148N4849,"0.67","260"
"118831",E1146N4848,"0.53","10"
"118832",E1147N4848,"0.55","240"
"118833",E1148N4848,"0.59","180"
"119098",E1148N4847,"0.54","165"
"119360",E1142N4846,"0.43","120"
"119361",E1143N4846,"0.52","25"
"119362",E1144N4846,"0.53","50"
"119363",E1145N4846,"0.53","40"
"119364",E1146N4846,"0.53","275"
"118823",E1137N4848,"0.36","130"
"118554",E1137N4849,"0.40","160"
"118824",E1138N4848,"0.39","150"
"118555",E1138N4849,"0.41","145"
"118825",E1139N4848,"0.45","60"
"118556",E1139N4849,"0.50","160"
"118826",E1140N4848,"0.50","25"
"118557",E1140N4849,"0.53","110"
"119094",E1141N4847,"0.47","80"
"118827",E1141N4848,"0.53","15"
"118558",E1141N4849,"0.53","100"
"119095",E1142N4847,"0.53","135"
"118828",E1142N4848,"0.53","430"
"118559",E1142N4849,"0.53","165"
"119096",E1143N4847,"0.53","95"
"118829",E1143N4848,"0.53","200"
"118560",E1143N4849,"0.53","50"
"119097",E1144N4847,"0.53","30"
"118830",E1144N4848,"0.53","10"
"118571",E1156N4849,"0.73","5"
"118570",E1155N4849,"0.68","45"
"118569",E1154N4849,"0.73","80"
"119103",E1156N4847,"0.67","20"
"119102",E1155N4847,"0.66","155"
"119101",E1154N4847,"0.63","60"
"119370",E1156N4846,"0.62","50"
"119369",E1155N4846,"0.59","170"
"119368",E1154N4846,"0.58","125"
"119637",E1156N4845,"0.40","130"
"119636",E1155N4845,"0.48","130"
"119635",E1154N4845,"0.53","70"
"119900",E1156N4844,"0.30","160"
"119899",E1155N4844,"0.46","115"
"119898",E1154N4844,"0.53","125"
"120158",E1156N4843,"0.33","140"
"120157",E1155N4843,"0.39","110"
"120156",E1154N4843,"0.49","85"
"118245",E1131N4850,"0.27","65"
"117942",E1131N4851,"0.27","95"
"117618",E1131N4852,"0.27","55"
"117300",E1131N4853,"0.26","50"
"118548",E1131N4849,"0.26","150"
"118817",E1131N4848,"0.26","75"
"118818",E1132N4848,"0.27","120"
"118549",E1132N4849,"0.27","75"
"118246",E1132N4850,"0.27","140"
"117301",E1132N4853,"0.27","40"
"117619",E1132N4852,"0.27","75"
"117943",E1132N4851,"0.27","45"
"118819",E1133N4848,"0.27","90"
"118550",E1133N4849,"0.27","90"
"118247",E1133N4850,"0.27","70"
"117620",E1133N4852,"0.27","120"
"117944",E1133N4851,"0.27","90"
"118820",E1134N4848,"0.27","30"
"118551",E1134N4849,"0.27","75"
"118248",E1134N4850,"0.27","65"
"117621",E1134N4852,"0.27","135"
"117945",E1134N4851,"0.27","110"
"118821",E1135N4848,"0.32","165"
"118552",E1135N4849,"0.32","20"
"118249",E1135N4850,"0.31","70"
"117622",E1135N4852,"0.33","140"
"117946",E1135N4851,"0.32","80"
"118822",E1136N4848,"0.33","130"
"118553",E1136N4849,"0.36","110"
"118250",E1136N4850,"0.39","50"
"117305",E1136N4853,"0.39","115"
"117623",E1136N4852,"0.40","75"
"117947",E1136N4851,"0.40","70"
"117617",E1130N4852,"0.21","2"
"117941",E1130N4851,"0.21","125"
"118244",E1130N4850,"0.20","145"
"118547",E1130N4849,"0.19","140"
"118816",E1129N4848,"0.13","30"
"118546",E1129N4849,"0.13","25"
"117940",E1129N4851,"0.16","30"
"118243",E1129N4850,"0.14","85"
"118545",E1128N4849,"0.08","10"
"118242",E1126N4850,"0.07","40"
"117948",E1137N4851,"0.40","140"
"117624",E1137N4852,"0.40","60"
"118251",E1137N4850,"0.40","160"
"117949",E1138N4851,"0.43","195"
"117625",E1138N4852,"0.44","115"
"118252",E1138N4850,"0.42","85"
"117950",E1139N4851,"0.53","160"
"117626",E1139N4852,"0.53","290"
"118253",E1139N4850,"0.52","150"
"117951",E1140N4851,"0.53","130"
"117627",E1140N4852,"0.53","65"
"118254",E1140N4850,"0.53","165"
"117952",E1141N4851,"0.53","75"
"117628",E1141N4852,"0.53","135"
"118255",E1141N4850,"0.53","110"
"117629",E1142N4852,"0.53","70"
"117630",E1143N4852,"0.53","250"
"117958",E1149N4851,"0.73","140"
"117959",E1150N4851,"0.73","25"
"117960",E1151N4851,"0.73","10"
"117961",E1152N4851,"0.73","30"
"117962",E1153N4851,"0.73","85"
"117635",E1149N4852,"0.73","105"
"117636",E1151N4852,"0.73","30"
"117637",E1152N4852,"0.73","95"
"117638",E1153N4852,"0.73","50"
"117318",E1149N4853,"0.73","35"
"117319",E1150N4853,"0.73","10"
"117320",E1151N4853,"0.73","70"
"117321",E1152N4853,"0.73","95"
"117322",E1153N4853,"0.73","85"
"117000",E1150N4854,"0.73","5"
"117001",E1151N4854,"0.73","125"
"117002",E1152N4854,"0.73","190"
"117003",E1153N4854,"0.73","125"
"116688",E1150N4855,"0.73","180"
"116689",E1151N4855,"0.73","420"
"116690",E1152N4855,"0.73","140"
"116691",E1153N4855,"0.73","90"
"116376",E1150N4856,"0.73","215"
"116377",E1151N4856,"0.73","190"
"116378",E1152N4856,"0.73","200"
"116379",E1153N4856,"0.73","490"
"116091",E1151N4857,"0.73","65"
"116090",E1150N4857,"0.73","130"
"116089",E1149N4857,"0.73","40"
"116092",E1152N4857,"0.73","270"
"116093",E1153N4857,"0.73","10"
"116364",E1135N4856,"0.31","70"
"116988",E1136N4854,"0.35","70"
"116676",E1136N4855,"0.33","65"
"116365",E1136N4856,"0.34","140"
"116077",E1136N4857,"0.35","95"
"115779",E1136N4858,"0.33","25"
"117306",E1137N4853,"0.40","45"
"115780",E1137N4858,"0.40","155"
"116078",E1137N4857,"0.40","125"
"116366",E1137N4856,"0.39","100"
"116677",E1137N4855,"0.37","155"
"116989",E1137N4854,"0.40","70"
"117307",E1138N4853,"0.44","120"
"115781",E1138N4858,"0.40","20"
"116079",E1138N4857,"0.40","225"
"116367",E1138N4856,"0.41","160"
"116678",E1138N4855,"0.42","125"
"116990",E1138N4854,"0.43","40"
"117308",E1139N4853,"0.53","200"
"115782",E1139N4858,"0.43","120"
"116080",E1139N4857,"0.46","165"
"116368",E1139N4856,"0.47","140"
"116679",E1139N4855,"0.47","150"
"116991",E1139N4854,"0.50","105"
"117309",E1140N4853,"0.53","110"
"115783",E1140N4858,"0.47","225"
"116081",E1140N4857,"0.47","100"
"116369",E1140N4856,"0.50","60"
"116680",E1140N4855,"0.53","105"
"116992",E1140N4854,"0.53","275"
"117310",E1141N4853,"0.53","95"
"116993",E1141N4854,"0.53","190"
"115784",E1141N4858,"0.50","235"
"116681",E1141N4855,"0.53","25"
"116675",E1135N4855,"0.33","75"
"116987",E1135N4854,"0.33","145"
"116674",E1134N4855,"0.27","75"
"116986",E1134N4854,"0.27","155"
"116985",E1133N4854,"0.27","80"
"117304",E1135N4853,"0.32","180"
"117303",E1134N4853,"0.27","125"
"117302",E1133N4853,"0.27","165"
"116682",E1142N4855,"0.57","195"
"116683",E1144N4855,"0.67","85"
"116684",E1145N4855,"0.70","35"
"116685",E1146N4855,"0.73","170"
"116686",E1147N4855,"0.73","260"
"116687",E1148N4855,"0.73","170"
"116370",E1142N4856,"0.54","240"
"116371",E1143N4856,"0.60","55"
"116372",E1144N4856,"0.66","260"
"116373",E1145N4856,"0.68","130"
"116374",E1146N4856,"0.73","165"
"116375",E1147N4856,"0.73","225"
"116082",E1142N4857,"0.53","215"
"116083",E1143N4857,"0.58","105"
"116084",E1144N4857,"0.65","275"
"116085",E1145N4857,"0.67","255"
"116086",E1146N4857,"0.72","200"
"116087",E1147N4857,"0.73","120"
"116088",E1148N4857,"0.73","185"
"116997",E1146N4854,"0.73","205"
"116998",E1147N4854,"0.73","210"
"116999",E1148N4854,"0.73","130"
"115476",E1135N4859,"0.20","10"
"114848",E1140N4861,"0.40","95"
"114542",E1141N4862,"0.42","35"
"114541",E1129N4862,"0.04","10"
"113904",E1140N4864,"0.40","5"
"113903",E1139N4864,"0.35","15"
"113902",E1138N4864,"0.15","10"
"113597",E1140N4865,"0.33","25"
"113596",E1139N4865,"0.23","10"
"113320",E1141N4866,"0.20","25"
"113319",E1140N4866,"0.18","20"
"113318",E1139N4866,"0.18","25"
"113317",E1138N4866,"0.08","10"
"113035",E1140N4867,"0.12","10"
"113034",E1139N4867,"0.13","20"
"113033",E1138N4867,"0.08","20"
"113032",E1137N4867,"0.00","5"
"115778",E1127N4858,"0.07","5"
"116076",E1126N4857,"0.07","10"
"115790",E1148N4858,"0.73","55"
"115789",E1147N4858,"0.73","250"
"115788",E1146N4858,"0.70","215"
"115787",E1145N4858,"0.67","130"
"115786",E1144N4858,"0.62","65"
"115785",E1143N4858,"0.55","25"
"115482",E1148N4859,"0.73","55"
"115481",E1147N4859,"0.73","35"
"115480",E1145N4859,"0.66","80"
"115479",E1144N4859,"0.59","350"
"115478",E1143N4859,"0.53","330"
"115477",E1142N4859,"0.53","110"
"115171",E1142N4860,"0.51","225"
"115177",E1148N4860,"0.73","45"
"115176",E1147N4860,"0.73","85"
"115175",E1146N4860,"0.73","185"
"115174",E1145N4860,"0.64","40"
"115173",E1144N4860,"0.56","125"
"115172",E1143N4860,"0.53","130"
"114849",E1142N4861,"0.48","30"
"114855",E1148N4861,"0.73","85"
"114854",E1147N4861,"0.73","10"
"114853",E1146N4861,"0.72","120"
"114852",E1145N4861,"0.66","80"
"114851",E1144N4861,"0.54","130"
"114850",E1143N4861,"0.53","115"
"114543",E1142N4862,"0.47","210"
"114549",E1148N4862,"0.73","230"
"114548",E1147N4862,"0.73","95"
"114547",E1146N4862,"0.69","15"
"114546",E1145N4862,"0.64","175"
"114545",E1144N4862,"0.56","100"
"114544",E1143N4862,"0.51","145"
"115794",E1153N4858,"0.73","35"
"115793",E1151N4858,"0.73","135"
"115792",E1150N4858,"0.73","15"
"115791",E1149N4858,"0.73","55"
"115486",E1153N4859,"0.73","190"
"115485",E1151N4859,"0.73","50"
"115484",E1150N4859,"0.73","50"
"115483",E1149N4859,"0.73","65"
"115181",E1152N4860,"0.73","40"
"115180",E1151N4860,"0.73","125"
"115179",E1150N4860,"0.73","215"
"115178",E1149N4860,"0.73","205"
"114859",E1152N4861,"0.73","245"
"114858",E1151N4861,"0.73","190"
"114857",E1150N4861,"0.73","240"
"114856",E1149N4861,"0.73","230"
"114552",E1152N4862,"0.73","365"
"114551",E1150N4862,"0.73","130"
"114550",E1149N4862,"0.73","190"
"114239",E1153N4863,"0.77","195"
"114238",E1152N4863,"0.76","160"
"114237",E1151N4863,"0.73","210"
"114236",E1150N4863,"0.73","15"
"114235",E1149N4863,"0.73","105"
"113911",E1153N4864,"0.73","25"
"113910",E1152N4864,"0.74","285"
"113909",E1151N4864,"0.72","325"
"113908",E1150N4864,"0.73","175"
"113907",E1149N4864,"0.73","230"
"113602",E1152N4865,"0.67","375"
"113601",E1151N4865,"0.72","2"
"113600",E1149N4865,"0.70","70"
"113322",E1153N4866,"0.60","355"
"114234",E1148N4863,"0.73","225"
"114233",E1147N4863,"0.72","130"
"114232",E1146N4863,"0.66","175"
"114231",E1145N4863,"0.61","230"
"114230",E1144N4863,"0.58","195"
"114229",E1143N4863,"0.47","65"
"113905",E1147N4864,"0.69","135"
"113906",E1148N4864,"0.73","275"
"113598",E1145N4865,"0.57","25"
"113599",E1146N4865,"0.60","15"
"113321",E1145N4866,"0.53","35"
"111073",E1148N4874,"0.40","55"
"110758",E1145N4875,"0.40","35"
"110759",E1146N4875,"0.40","90"
"110760",E1147N4875,"0.40","105"
"110761",E1148N4875,"0.40","85"
"110442",E1145N4876,"0.40","40"
"110443",E1146N4876,"0.40","80"
"110444",E1147N4876,"0.40","165"
"110445",E1148N4876,"0.40","175"
"112762",E1137N4868,"0.04","5"
"112761",E1135N4868,"0.06","10"
"112760",E1134N4868,"0.06","10"
"112474",E1137N4869,"0.13","5"
"112473",E1135N4869,"0.11","5"
"112195",E1136N4870,"0.13","25"
"112194",E1135N4870,"0.13","10"
"111919",E1135N4871,"0.13","15"
"111647",E1134N4872,"0.08","10"
"111367",E1133N4873,"0.07","25"
"111072",E1132N4874,"0.07","15"
"110757",E1131N4875,"0.07","10"
"110756",E1130N4875,"0.07","15"
"110755",E1129N4875,"0.07","5"
"110441",E1130N4876,"0.07","20"
"110440",E1129N4876,"0.07","15"
"110120",E1129N4877,"0.07","10"
"110119",E1128N4877,"0.07","10"
"110124",E1149N4877,"0.40","305"
"110125",E1150N4877,"0.40","170"
"110126",E1151N4877,"0.40","125"
"110127",E1152N4877,"0.43","105"
"110128",E1153N4877,"0.47","245"
"109816",E1149N4878,"0.40","180"
"109817",E1150N4878,"0.40","110"
"109818",E1151N4878,"0.40","175"
"109819",E1152N4878,"0.46","280"
"109820",E1153N4878,"0.47","300"
"109508",E1149N4879,"0.40","175"
"109509",E1150N4879,"0.40","300"
"109510",E1151N4879,"0.41","140"
"109511",E1152N4879,"0.47","135"
"109512",E1153N4879,"0.47","225"
"109209",E1149N4880,"0.40","235"
"109210",E1150N4880,"0.40","355"
"109211",E1151N4880,"0.40","240"
"109212",E1152N4880,"0.46","65"
"109213",E1153N4880,"0.47","395"
"108890",E1149N4881,"0.40","135"
"108891",E1150N4881,"0.40","470"
"108892",E1151N4881,"0.40","135"
"108893",E1152N4881,"0.46","65"
"108894",E1153N4881,"0.47","105"
"108560",E1149N4882,"0.40","195"
"108561",E1150N4882,"0.40","145"
"108562",E1151N4882,"0.40","205"
"108563",E1152N4882,"0.45","250"
"108564",E1153N4882,"0.47","260"
"108218",E1149N4883,"0.40","260"
"108219",E1150N4883,"0.40","195"
"108220",E1151N4883,"0.40","190"
"108221",E1152N4883,"0.43","30"
"108222",E1153N4883,"0.47","145"
"110450",E1153N4876,"0.51","125"
"110449",E1152N4876,"0.40","120"
"110448",E1151N4876,"0.40","65"
"110447",E1150N4876,"0.40","240"
"110446",E1149N4876,"0.40","215"
"110766",E1153N4875,"0.49","105"
"110765",E1152N4875,"0.43","90"
"110764",E1151N4875,"0.40","50"
"110763",E1150N4875,"0.40","205"
"110762",E1149N4875,"0.40","135"
"111078",E1153N4874,"0.47","80"
"111077",E1152N4874,"0.45","85"
"111076",E1151N4874,"0.40","45"
"111075",E1150N4874,"0.40","115"
"111074",E1149N4874,"0.40","40"
"111648",E1151N4872,"0.45","345"
"109810",E1120N4878,"0.00","30"
"110438",E1121N4876,"0.00","25"
"110117",E1121N4877,"0.00","5"
"110753",E1121N4875,"0.00","25"
"111070",E1121N4874,"0.00","10"
"111071",E1123N4874,"0.00","5"
"110754",E1124N4875,"0.01","10"
"110118",E1126N4877,"0.07","5"
"109811",E1126N4878,"0.07","10"
"110439",E1125N4876,"0.07","5"
"109812",E1128N4878,"0.07","15"
"110123",E1148N4877,"0.40","175"
"110122",E1147N4877,"0.40","105"
"110121",E1146N4877,"0.40","75"
"109815",E1148N4878,"0.40","75"
"109814",E1147N4878,"0.40","60"
"109813",E1146N4878,"0.40","75"
"109507",E1148N4879,"0.40","165"
"109506",E1147N4879,"0.40","90"
"109505",E1146N4879,"0.40","70"
"109504",E1144N4879,"0.40","20"
"109503",E1143N4879,"0.40","40"
"109208",E1148N4880,"0.40","110"
"109207",E1147N4880,"0.40","80"
"109206",E1146N4880,"0.40","35"
"109205",E1145N4880,"0.40","60"
"109204",E1144N4880,"0.40","110"
"109203",E1143N4880,"0.40","145"
"108889",E1148N4881,"0.40","100"
"108888",E1147N4881,"0.40","190"
"108887",E1146N4881,"0.40","20"
"108886",E1145N4881,"0.40","260"
"108885",E1144N4881,"0.40","80"
"108884",E1143N4881,"0.40","115"
"108559",E1148N4882,"0.40","45"
"108558",E1147N4882,"0.40","70"
"108557",E1146N4882,"0.40","35"
"108556",E1145N4882,"0.40","50"
"108555",E1144N4882,"0.40","100"
"108554",E1143N4882,"0.40","135"
"108217",E1148N4883,"0.40","125"
"108216",E1147N4883,"0.40","260"
"108215",E1146N4883,"0.40","35"
"108214",E1145N4883,"0.40","75"
"108213",E1144N4883,"0.40","120"
"108212",E1143N4883,"0.40","110"
"109202",E1142N4880,"0.40","100"
"108550",E1122N4882,"0.00","10"
"108208",E1122N4883,"0.00","25"
"108551",E1123N4882,"0.00","30"
"108209",E1123N4883,"0.00","5"
"109199",E1124N4880,"0.03","10"
"108882",E1124N4881,"0.02","25"
"108552",E1124N4882,"0.00","10"
"109501",E1126N4879,"0.07","15"
"109201",E1126N4880,"0.07","15"
"108883",E1125N4881,"0.07","20"
"109200",E1125N4880,"0.07","15"
"109502",E1127N4879,"0.07","5"
"119638",E1157N4845,"0.39","80"
"119639",E1158N4845,"0.39","145"
"119640",E1159N4845,"0.39","100"
"119641",E1160N4845,"0.46","75"
"119642",E1161N4845,"0.60","90"
"119643",E1162N4845,"0.61","85"
"119371",E1157N4846,"0.60","80"
"119372",E1158N4846,"0.55","140"
"119373",E1159N4846,"0.47","100"
"119374",E1160N4846,"0.52","95"
"119375",E1161N4846,"0.60","115"
"119376",E1162N4846,"0.66","75"
"119104",E1157N4847,"0.63","40"
"119105",E1158N4847,"0.65","180"
"119106",E1159N4847,"0.62","100"
"119107",E1160N4847,"0.62","70"
"119108",E1161N4847,"0.66","140"
"119109",E1162N4847,"0.67","65"
"118838",E1157N4848,"0.71","100"
"118839",E1158N4848,"0.69","65"
"118840",E1159N4848,"0.73","70"
"118841",E1160N4848,"0.78","65"
"118842",E1161N4848,"0.68","95"
"118843",E1162N4848,"0.67","65"
"118572",E1159N4849,"0.75","10"
"118573",E1161N4849,"0.76","15"
"118574",E1162N4849,"0.67","10"
"118269",E1157N4850,"0.73","10"
"118270",E1158N4850,"0.73","15"
"118271",E1159N4850,"0.74","20"
"118272",E1160N4850,"0.80","15"
"118273",E1161N4850,"0.80","15"
"118274",E1162N4850,"0.71","5"
"119644",E1163N4845,"0.66","100"
"119377",E1163N4846,"0.67","145"
"119110",E1163N4847,"0.67","105"
"118844",E1163N4848,"0.67","95"
"118275",E1164N4850,"0.67","10"
"118276",E1165N4850,"0.67","20"
"117971",E1164N4851,"0.67","60"
"117972",E1165N4851,"0.67","55"
"117647",E1163N4852,"0.73","25"
"117648",E1164N4852,"0.67","100"
"117649",E1165N4852,"0.67","90"
"117331",E1163N4853,"0.80","40"
"117332",E1164N4853,"0.70","85"
"117333",E1165N4853,"0.67","95"
"117011",E1163N4854,"0.80","25"
"117012",E1164N4854,"0.79","40"
"117013",E1165N4854,"0.69","75"
"116697",E1163N4855,"0.79","120"
"116698",E1164N4855,"0.80","155"
"116699",E1165N4855,"0.74","230"
"116384",E1163N4856,"0.76","30"
"116385",E1164N4856,"0.76","130"
"116386",E1165N4856,"0.75","130"
"116095",E1163N4857,"0.71","10"
"116096",E1164N4857,"0.68","80"
"116097",E1165N4857,"0.71","60"
"115796",E1163N4858,"0.68","30"
"115797",E1164N4858,"0.67","10"
"115798",E1165N4858,"0.65","220"
"115488",E1163N4859,"0.66","5"
"115489",E1164N4859,"0.67","55"
"115490",E1165N4859,"0.62","40"
"115182",E1164N4860,"0.61","50"
"115183",E1165N4860,"0.60","35"
"114862",E1165N4861,"0.60","65"
"119381",E1171N4846,"0.67","235"
"119382",E1172N4846,"0.64","210"
"119383",E1173N4846,"0.60","100"
"119384",E1174N4846,"0.60","125"
"119385",E1175N4846,"0.55","440"
"119386",E1176N4846,"0.48","185"
"119387",E1177N4846,"0.46","20"
"119388",E1178N4846,"0.48","70"
"119389",E1179N4846,"0.56","105"
"119390",E1180N4846,"0.60","75"
"119391",E1181N4846,"0.59","220"
"119392",E1182N4846,"0.59","290"
"119393",E1183N4846,"0.60","285"
"119394",E1184N4846,"0.67","195"
"119395",E1186N4846,"0.56","2"
"119396",E1188N4846,"0.60","115"
"119397",E1189N4846,"0.60","205"
"119398",E1190N4846,"0.60","95"
"119399",E1191N4846,"0.60","140"
"119400",E1192N4846,"0.64","210"
"119401",E1193N4846,"0.64","290"
"119402",E1194N4846,"0.67","100"
"119403",E1195N4846,"0.67","2"
"119404",E1196N4846,"0.61","175"
"119405",E1197N4846,"0.62","145"
"119406",E1198N4846,"0.65","175"
"119407",E1199N4846,"0.67","145"
"119408",E1200N4846,"0.69","75"
"119409",E1201N4846,"0.68","95"
"119410",E1202N4846,"0.79","115"
"119411",E1203N4846,"0.91","195"
"119412",E1204N4846,"0.93","85"
"119413",E1205N4846,"0.93","15"
"119380",E1170N4846,"0.67","260"
"119379",E1169N4846,"0.67","255"
"119378",E1168N4846,"0.67","150"
"119113",E1170N4847,"0.67","40"
"119114",E1171N4847,"0.67","10"
"119115",E1172N4847,"0.67","270"
"119116",E1173N4847,"0.64","95"
"119117",E1174N4847,"0.60","125"
"119118",E1175N4847,"0.60","150"
"119119",E1176N4847,"0.57","365"
"119120",E1177N4847,"0.49","155"
"119121",E1180N4847,"0.60","240"
"119122",E1181N4847,"0.62","165"
"119123",E1182N4847,"0.61","170"
"119124",E1183N4847,"0.62","255"
"119125",E1184N4847,"0.67","230"
"119126",E1185N4847,"0.64","145"
"119127",E1186N4847,"0.55","165"
"119128",E1187N4847,"0.53","70"
"119129",E1189N4847,"0.59","155"
"119130",E1190N4847,"0.60","220"
"119131",E1191N4847,"0.57","80"
"119132",E1192N4847,"0.60","75"
"119133",E1193N4847,"0.60","115"
"119134",E1194N4847,"0.62","15"
"119135",E1195N4847,"0.66","80"
"119136",E1196N4847,"0.66","165"
"119137",E1197N4847,"0.67","80"
"119138",E1198N4847,"0.67","130"
"119139",E1199N4847,"0.68","95"
"119140",E1200N4847,"0.73","45"
"119141",E1201N4847,"0.78","160"
"119142",E1202N4847,"0.92","165"
"119143",E1203N4847,"0.93","110"
"119144",E1204N4847,"0.93","55"
"119145",E1205N4847,"0.93","90"
"119146",E1206N4847,"0.93","70"
"119147",E1207N4847,"0.93","2"
"119112",E1169N4847,"0.67","75"
"119111",E1168N4847,"0.67","50"
"118847",E1170N4848,"0.67","125"
"118848",E1171N4848,"0.67","125"
"118849",E1172N4848,"0.67","95"
"118850",E1173N4848,"0.67","105"
"118851",E1174N4848,"0.62","155"
"118852",E1175N4848,"0.60","140"
"118853",E1176N4848,"0.63","345"
"118854",E1177N4848,"0.60","235"
"118855",E1179N4848,"0.60","190"
"118856",E1180N4848,"0.60","165"
"118857",E1181N4848,"0.65","295"
"118858",E1182N4848,"0.65","270"
"118859",E1183N4848,"0.66","290"
"118860",E1184N4848,"0.67","205"
"118861",E1185N4848,"0.67","240"
"118862",E1186N4848,"0.57","355"
"118863",E1187N4848,"0.53","205"
"118864",E1188N4848,"0.53","45"
"118865",E1189N4848,"0.54","115"
"118866",E1190N4848,"0.54","200"
"118867",E1191N4848,"0.53","240"
"118868",E1192N4848,"0.59","135"
"118869",E1193N4848,"0.60","70"
"118870",E1195N4848,"0.60","35"
"118871",E1196N4848,"0.64","50"
"118872",E1197N4848,"0.67","30"
"118846",E1169N4848,"0.67","115"
"118845",E1168N4848,"0.67","90"
"118579",E1175N4849,"0.60","165"
"118580",E1176N4849,"0.63","235"
"118581",E1177N4849,"0.63","160"
"118582",E1180N4849,"0.61","120"
"118583",E1181N4849,"0.67","205"
"118584",E1182N4849,"0.68","270"
"118585",E1183N4849,"0.67","175"
"118586",E1184N4849,"0.67","140"
"118587",E1185N4849,"0.67","145"
"118588",E1186N4849,"0.60","265"
"118589",E1187N4849,"0.59","295"
"118590",E1188N4849,"0.58","190"
"118591",E1189N4849,"0.53","315"
"118592",E1190N4849,"0.53","295"
"118593",E1191N4849,"0.53","245"
"118594",E1192N4849,"0.57","220"
"118595",E1193N4849,"0.60","125"
"118596",E1194N4849,"0.60","25"
"118597",E1195N4849,"0.60","45"
"118299",E1196N4850,"0.60","25"
"118598",E1196N4849,"0.60","15"
"118298",E1195N4850,"0.60","70"
