fid,crs28992re,FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_CALC_FMC_PETAR_AMENITIES_FMC_INDEX_NON_Num_65+rea,1COR_DEN_INDEX_WALK
"120675",E1140N4841,"5","5","5","0.27"
"120145",E1140N4843,"10","10","10","0.33"
"120407",E1140N4842,"2","2","2","0.31"
"120676",E1141N4841,"2","2","2","0.28"
"120146",E1141N4843,"2","2","2","0.33"
"120408",E1141N4842,"10","10","10","0.33"
"120677",E1142N4841,"10","10","10","0.33"
"120147",E1142N4843,"2","2","2","0.33"
"120409",E1142N4842,"2","2","2","0.33"
"120678",E1143N4841,"15","15","15","0.33"
"120410",E1143N4842,"5","5","5","0.33"
"120148",E1143N4843,"5","5","5","0.33"
"120679",E1144N4841,"5","5","5","0.33"
"120411",E1144N4842,"5","5","5","0.33"
"120149",E1144N4843,"10","10","10","0.33"
"120680",E1145N4841,"2","2","2","0.33"
"120412",E1145N4842,"2","2","2","0.33"
"120150",E1145N4843,"5","5","5","0.33"
"120151",E1146N4843,"2","2","2","0.33"
"120681",E1147N4841,"5","5","5","0.33"
"120413",E1147N4842,"15","15","15","0.33"
"117939",E1124N4851,"2","2","2","0.07"
"117299",E1121N4853,"2","2","2","0.00"
"116984",E1120N4854,"2","2","2","0.00"
"116673",E1119N4855,"2","2","2","0.00"
"116363",E1119N4856,"2","2","2","0.00"
"119084",E1130N4847,"10","10","10","0.20"
"119085",E1131N4847,"5","5","5","0.26"
"119351",E1132N4846,"2","2","2","0.27"
"119086",E1132N4847,"2","2","2","0.27"
"119087",E1133N4847,"10","10","10","0.27"
"119617",E1133N4845,"10","10","10","0.27"
"119088",E1134N4847,"10","10","10","0.27"
"119352",E1134N4846,"10","10","10","0.27"
"119618",E1134N4845,"2","2","2","0.27"
"119884",E1135N4844,"2","2","2","0.31"
"119089",E1135N4847,"2","2","2","0.33"
"119353",E1135N4846,"2","2","2","0.31"
"119619",E1135N4845,"5","5","5","0.30"
"119090",E1136N4847,"5","5","5","0.33"
"119354",E1136N4846,"2","2","2","0.33"
"119620",E1136N4845,"10","10","10","0.33"
"119091",E1137N4847,"10","10","10","0.33"
"119355",E1137N4846,"10","10","10","0.33"
"119621",E1137N4845,"10","10","10","0.33"
"119885",E1138N4844,"5","5","5","0.33"
"119092",E1138N4847,"5","5","5","0.34"
"119356",E1138N4846,"5","5","5","0.33"
"119622",E1138N4845,"2","2","2","0.33"
"119886",E1139N4844,"25","25","25","0.33"
"119093",E1139N4847,"30","30","30","0.35"
"119357",E1139N4846,"2","2","2","0.33"
"119623",E1139N4845,"10","10","10","0.33"
"119887",E1140N4844,"2","2","2","0.33"
"119624",E1140N4845,"20","20","20","0.33"
"119358",E1140N4846,"10","10","10","0.33"
"119888",E1141N4844,"2","2","2","0.33"
"119625",E1141N4845,"20","20","20","0.33"
"119359",E1141N4846,"20","20","20","0.36"
"119889",E1142N4844,"10","10","10","0.33"
"119626",E1142N4845,"2","2","2","0.34"
"119890",E1143N4844,"5","5","5","0.33"
"119627",E1143N4845,"2","2","2","0.39"
"119891",E1144N4844,"20","20","20","0.35"
"119628",E1144N4845,"2","2","2","0.48"
"119892",E1145N4844,"5","5","5","0.39"
"119629",E1145N4845,"10","10","10","0.53"
"119893",E1146N4844,"10","10","10","0.45"
"119630",E1146N4845,"2","2","2","0.53"
"117311",E1142N4853,"50","50","50","0.53"
"116994",E1142N4854,"25","25","25","0.56"
"117312",E1143N4853,"55","55","55","0.57"
"116995",E1143N4854,"20","20","20","0.60"
"117313",E1144N4853,"2","2","2","0.63"
"116996",E1144N4854,"2","2","2","0.66"
"117954",E1145N4851,"10","10","10","0.64"
"117631",E1145N4852,"20","20","20","0.72"
"117314",E1145N4853,"20","20","20","0.73"
"117955",E1146N4851,"20","20","20","0.73"
"117632",E1146N4852,"2","2","2","0.73"
"117315",E1146N4853,"35","35","35","0.73"
"117956",E1147N4851,"15","15","15","0.73"
"117633",E1147N4852,"15","15","15","0.73"
"117316",E1147N4853,"35","35","35","0.73"
"117957",E1148N4851,"5","5","5","0.73"
"117634",E1148N4852,"15","15","15","0.73"
"117317",E1148N4853,"55","55","55","0.73"
"118257",E1145N4850,"2","2","2","0.58"
"118258",E1146N4850,"10","10","10","0.65"
"118259",E1147N4850,"20","20","20","0.72"
"118260",E1148N4850,"30","30","30","0.73"
"117953",E1142N4851,"20","20","20","0.53"
"118256",E1142N4850,"20","20","20","0.53"
"118561",E1146N4849,"35","35","35","0.58"
"118562",E1147N4849,"25","25","25","0.61"
"118563",E1148N4849,"15","15","15","0.67"
"118831",E1146N4848,"2","2","2","0.53"
"118832",E1147N4848,"10","10","10","0.55"
"118833",E1148N4848,"2","2","2","0.59"
"119098",E1148N4847,"5","5","5","0.54"
"119360",E1142N4846,"2","2","2","0.43"
"119361",E1143N4846,"2","2","2","0.52"
"119362",E1144N4846,"2","2","2","0.53"
"119363",E1145N4846,"2","2","2","0.53"
"119364",E1146N4846,"30","30","30","0.53"
"118823",E1137N4848,"10","10","10","0.36"
"118554",E1137N4849,"30","30","30","0.40"
"118824",E1138N4848,"40","40","40","0.39"
"118555",E1138N4849,"30","30","30","0.41"
"118825",E1139N4848,"15","15","15","0.45"
"118556",E1139N4849,"30","30","30","0.50"
"118826",E1140N4848,"2","2","2","0.50"
"118557",E1140N4849,"25","25","25","0.53"
"119094",E1141N4847,"10","10","10","0.47"
"118827",E1141N4848,"2","2","2","0.53"
"118558",E1141N4849,"10","10","10","0.53"
"119095",E1142N4847,"35","35","35","0.53"
"118828",E1142N4848,"50","50","50","0.53"
"118559",E1142N4849,"30","30","30","0.53"
"119096",E1143N4847,"10","10","10","0.53"
"118829",E1143N4848,"55","55","55","0.53"
"118560",E1143N4849,"30","30","30","0.53"
"119097",E1144N4847,"2","2","2","0.53"
"118830",E1144N4848,"2","2","2","0.53"
"118571",E1156N4849,"2","2","2","0.73"
"118570",E1155N4849,"2","2","2","0.68"
"118569",E1154N4849,"25","25","25","0.73"
"119103",E1156N4847,"2","2","2","0.67"
"119102",E1155N4847,"15","15","15","0.66"
"119101",E1154N4847,"10","10","10","0.63"
"119370",E1156N4846,"10","10","10","0.62"
"119369",E1155N4846,"25","25","25","0.59"
"119368",E1154N4846,"25","25","25","0.58"
"119637",E1156N4845,"15","15","15","0.40"
"119636",E1155N4845,"10","10","10","0.48"
"119635",E1154N4845,"15","15","15","0.53"
"119900",E1156N4844,"5","5","5","0.30"
"119899",E1155N4844,"15","15","15","0.46"
"119898",E1154N4844,"65","65","65","0.53"
"120158",E1156N4843,"10","10","10","0.33"
"120157",E1155N4843,"15","15","15","0.39"
"120156",E1154N4843,"50","50","50","0.49"
"118245",E1131N4850,"2","2","2","0.27"
"117942",E1131N4851,"10","10","10","0.27"
"117618",E1131N4852,"5","5","5","0.27"
"117300",E1131N4853,"15","15","15","0.26"
"118548",E1131N4849,"15","15","15","0.26"
"118817",E1131N4848,"5","5","5","0.26"
"118818",E1132N4848,"20","20","20","0.27"
"118549",E1132N4849,"10","10","10","0.27"
"118246",E1132N4850,"10","10","10","0.27"
"117301",E1132N4853,"10","10","10","0.27"
"117619",E1132N4852,"45","45","45","0.27"
"117943",E1132N4851,"10","10","10","0.27"
"118819",E1133N4848,"15","15","15","0.27"
"118550",E1133N4849,"15","15","15","0.27"
"118247",E1133N4850,"5","5","5","0.27"
"117620",E1133N4852,"35","35","35","0.27"
"117944",E1133N4851,"30","30","30","0.27"
"118820",E1134N4848,"2","2","2","0.27"
"118551",E1134N4849,"5","5","5","0.27"
"118248",E1134N4850,"10","10","10","0.27"
"117621",E1134N4852,"35","35","35","0.27"
"117945",E1134N4851,"55","55","55","0.27"
"118821",E1135N4848,"10","10","10","0.32"
"118552",E1135N4849,"2","2","2","0.32"
"118249",E1135N4850,"20","20","20","0.31"
"117622",E1135N4852,"50","50","50","0.33"
"117946",E1135N4851,"20","20","20","0.32"
"118822",E1136N4848,"10","10","10","0.33"
"118553",E1136N4849,"40","40","40","0.36"
"118250",E1136N4850,"20","20","20","0.39"
"117305",E1136N4853,"15","15","15","0.39"
"117623",E1136N4852,"20","20","20","0.40"
"117947",E1136N4851,"15","15","15","0.40"
"117617",E1130N4852,"2","2","2","0.21"
"117941",E1130N4851,"5","5","5","0.21"
"118244",E1130N4850,"15","15","15","0.20"
"118547",E1130N4849,"10","10","10","0.19"
"118816",E1129N4848,"5","5","5","0.13"
"118546",E1129N4849,"2","2","2","0.13"
"117940",E1129N4851,"2","2","2","0.16"
"118243",E1129N4850,"10","10","10","0.14"
"118545",E1128N4849,"2","2","2","0.08"
"118242",E1126N4850,"2","2","2","0.07"
"117948",E1137N4851,"25","25","25","0.40"
"117624",E1137N4852,"2","2","2","0.40"
"118251",E1137N4850,"40","40","40","0.40"
"117949",E1138N4851,"20","20","20","0.43"
"117625",E1138N4852,"10","10","10","0.44"
"118252",E1138N4850,"25","25","25","0.42"
"117950",E1139N4851,"15","15","15","0.53"
"117626",E1139N4852,"10","10","10","0.53"
"118253",E1139N4850,"30","30","30","0.52"
"117951",E1140N4851,"5","5","5","0.53"
"117627",E1140N4852,"2","2","2","0.53"
"118254",E1140N4850,"10","10","10","0.53"
"117952",E1141N4851,"15","15","15","0.53"
"117628",E1141N4852,"15","15","15","0.53"
"118255",E1141N4850,"10","10","10","0.53"
"117629",E1142N4852,"55","55","55","0.53"
"117630",E1143N4852,"35","35","35","0.53"
"117958",E1149N4851,"2","2","2","0.73"
"117959",E1150N4851,"2","2","2","0.73"
"117960",E1151N4851,"2","2","2","0.73"
"117961",E1152N4851,"5","5","5","0.73"
"117962",E1153N4851,"25","25","25","0.73"
"117635",E1149N4852,"25","25","25","0.73"
"117636",E1151N4852,"10","10","10","0.73"
"117637",E1152N4852,"10","10","10","0.73"
"117638",E1153N4852,"5","5","5","0.73"
"117318",E1149N4853,"30","30","30","0.73"
"117319",E1150N4853,"10","10","10","0.73"
"117320",E1151N4853,"20","20","20","0.73"
"117321",E1152N4853,"15","15","15","0.73"
"117322",E1153N4853,"10","10","10","0.73"
"117000",E1150N4854,"2","2","2","0.73"
"117001",E1151N4854,"5","5","5","0.73"
"117002",E1152N4854,"25","25","25","0.73"
"117003",E1153N4854,"30","30","30","0.73"
"116688",E1150N4855,"10","10","10","0.73"
"116689",E1151N4855,"25","25","25","0.73"
"116690",E1152N4855,"2","2","2","0.73"
"116691",E1153N4855,"5","5","5","0.73"
"116376",E1150N4856,"20","20","20","0.73"
"116377",E1151N4856,"20","20","20","0.73"
"116378",E1152N4856,"10","10","10","0.73"
"116379",E1153N4856,"2","2","2","0.73"
"116091",E1151N4857,"10","10","10","0.73"
"116090",E1150N4857,"15","15","15","0.73"
"116089",E1149N4857,"5","5","5","0.73"
"116092",E1152N4857,"20","20","20","0.73"
"116093",E1153N4857,"2","2","2","0.73"
"116364",E1135N4856,"5","5","5","0.31"
"116988",E1136N4854,"10","10","10","0.35"
"116676",E1136N4855,"2","2","2","0.33"
"116365",E1136N4856,"20","20","20","0.34"
"116077",E1136N4857,"10","10","10","0.35"
"115779",E1136N4858,"2","2","2","0.33"
"117306",E1137N4853,"10","10","10","0.40"
"115780",E1137N4858,"10","10","10","0.40"
"116078",E1137N4857,"10","10","10","0.40"
"116366",E1137N4856,"15","15","15","0.39"
"116677",E1137N4855,"20","20","20","0.37"
"116989",E1137N4854,"10","10","10","0.40"
"117307",E1138N4853,"5","5","5","0.44"
"115781",E1138N4858,"2","2","2","0.40"
"116079",E1138N4857,"5","5","5","0.40"
"116367",E1138N4856,"15","15","15","0.41"
"116678",E1138N4855,"10","10","10","0.42"
"116990",E1138N4854,"5","5","5","0.43"
"117308",E1139N4853,"50","50","50","0.53"
"115782",E1139N4858,"10","10","10","0.43"
"116080",E1139N4857,"2","2","2","0.46"
"116368",E1139N4856,"15","15","15","0.47"
"116679",E1139N4855,"15","15","15","0.47"
"116991",E1139N4854,"10","10","10","0.50"
"117309",E1140N4853,"25","25","25","0.53"
"115783",E1140N4858,"10","10","10","0.47"
"116081",E1140N4857,"15","15","15","0.47"
"116369",E1140N4856,"40","40","40","0.50"
"116680",E1140N4855,"10","10","10","0.53"
"116992",E1140N4854,"45","45","45","0.53"
"117310",E1141N4853,"10","10","10","0.53"
"116993",E1141N4854,"25","25","25","0.53"
"115784",E1141N4858,"15","15","15","0.50"
"116681",E1141N4855,"2","2","2","0.53"
"116675",E1135N4855,"2","2","2","0.33"
"116987",E1135N4854,"15","15","15","0.33"
"116674",E1134N4855,"10","10","10","0.27"
"116986",E1134N4854,"5","5","5","0.27"
"116985",E1133N4854,"15","15","15","0.27"
"117304",E1135N4853,"20","20","20","0.32"
"117303",E1134N4853,"35","35","35","0.27"
"117302",E1133N4853,"40","40","40","0.27"
"116682",E1142N4855,"25","25","25","0.57"
"116683",E1144N4855,"10","10","10","0.67"
"116684",E1145N4855,"2","2","2","0.70"
"116685",E1146N4855,"20","20","20","0.73"
"116686",E1147N4855,"30","30","30","0.73"
"116687",E1148N4855,"40","40","40","0.73"
"116370",E1142N4856,"30","30","30","0.54"
"116371",E1143N4856,"2","2","2","0.60"
"116372",E1144N4856,"30","30","30","0.66"
"116373",E1145N4856,"15","15","15","0.68"
"116374",E1146N4856,"65","65","65","0.73"
"116375",E1147N4856,"80","80","80","0.73"
"116082",E1142N4857,"25","25","25","0.53"
"116083",E1143N4857,"10","10","10","0.58"
"116084",E1144N4857,"20","20","20","0.65"
"116085",E1145N4857,"15","15","15","0.67"
"116086",E1146N4857,"30","30","30","0.72"
"116087",E1147N4857,"15","15","15","0.73"
"116088",E1148N4857,"10","10","10","0.73"
"116997",E1146N4854,"45","45","45","0.73"
"116998",E1147N4854,"25","25","25","0.73"
"116999",E1148N4854,"35","35","35","0.73"
"115476",E1135N4859,"2","2","2","0.20"
"114848",E1140N4861,"10","10","10","0.40"
"114542",E1141N4862,"35","35","35","0.42"
"114541",E1129N4862,"2","2","2","0.04"
"113904",E1140N4864,"2","2","2","0.40"
"113903",E1139N4864,"2","2","2","0.35"
"113902",E1138N4864,"2","2","2","0.15"
"113597",E1140N4865,"2","2","2","0.33"
"113596",E1139N4865,"2","2","2","0.23"
"113320",E1141N4866,"2","2","2","0.20"
"113319",E1140N4866,"2","2","2","0.18"
"113318",E1139N4866,"5","5","5","0.18"
"113317",E1138N4866,"2","2","2","0.08"
"113035",E1140N4867,"2","2","2","0.12"
"113034",E1139N4867,"2","2","2","0.13"
"113033",E1138N4867,"5","5","5","0.08"
"113032",E1137N4867,"2","2","2","0.00"
"115778",E1127N4858,"2","2","2","0.07"
"116076",E1126N4857,"2","2","2","0.07"
"115790",E1148N4858,"2","2","2","0.73"
"115789",E1147N4858,"10","10","10","0.73"
"115788",E1146N4858,"10","10","10","0.70"
"115787",E1145N4858,"5","5","5","0.67"
"115786",E1144N4858,"10","10","10","0.62"
"115785",E1143N4858,"2","2","2","0.55"
"115482",E1148N4859,"10","10","10","0.73"
"115481",E1147N4859,"2","2","2","0.73"
"115480",E1145N4859,"15","15","15","0.66"
"115479",E1144N4859,"10","10","10","0.59"
"115478",E1143N4859,"50","50","50","0.53"
"115477",E1142N4859,"2","2","2","0.53"
"115171",E1142N4860,"25","25","25","0.51"
"115177",E1148N4860,"10","10","10","0.73"
"115176",E1147N4860,"2","2","2","0.73"
"115175",E1146N4860,"10","10","10","0.73"
"115174",E1145N4860,"10","10","10","0.64"
"115173",E1144N4860,"5","5","5","0.56"
"115172",E1143N4860,"20","20","20","0.53"
"114849",E1142N4861,"25","25","25","0.48"
"114855",E1148N4861,"2","2","2","0.73"
"114854",E1147N4861,"5","5","5","0.73"
"114853",E1146N4861,"15","15","15","0.72"
"114852",E1145N4861,"5","5","5","0.66"
"114851",E1144N4861,"2","2","2","0.54"
"114850",E1143N4861,"5","5","5","0.53"
"114543",E1142N4862,"195","195","195","0.47"
"114549",E1148N4862,"15","15","15","0.73"
"114548",E1147N4862,"10","10","10","0.73"
"114547",E1146N4862,"10","10","10","0.69"
"114546",E1145N4862,"2","2","2","0.64"
"114545",E1144N4862,"5","5","5","0.56"
"114544",E1143N4862,"10","10","10","0.51"
"115794",E1153N4858,"5","5","5","0.73"
"115793",E1151N4858,"55","55","55","0.73"
"115792",E1150N4858,"5","5","5","0.73"
"115791",E1149N4858,"15","15","15","0.73"
"115486",E1153N4859,"40","40","40","0.73"
"115485",E1151N4859,"15","15","15","0.73"
"115484",E1150N4859,"15","15","15","0.73"
"115483",E1149N4859,"15","15","15","0.73"
"115181",E1152N4860,"5","5","5","0.73"
"115180",E1151N4860,"20","20","20","0.73"
"115179",E1150N4860,"15","15","15","0.73"
"115178",E1149N4860,"15","15","15","0.73"
"114859",E1152N4861,"150","150","150","0.73"
"114858",E1151N4861,"20","20","20","0.73"
"114857",E1150N4861,"15","15","15","0.73"
"114856",E1149N4861,"15","15","15","0.73"
"114552",E1152N4862,"60","60","60","0.73"
"114551",E1150N4862,"5","5","5","0.73"
"114550",E1149N4862,"10","10","10","0.73"
"114239",E1153N4863,"35","35","35","0.77"
"114238",E1152N4863,"15","15","15","0.76"
"114237",E1151N4863,"170","170","170","0.73"
"114236",E1150N4863,"2","2","2","0.73"
"114235",E1149N4863,"5","5","5","0.73"
"113911",E1153N4864,"5","5","5","0.73"
"113910",E1152N4864,"20","20","20","0.74"
"113909",E1151N4864,"70","70","70","0.72"
"113908",E1150N4864,"15","15","15","0.73"
"113907",E1149N4864,"30","30","30","0.73"
"113602",E1152N4865,"10","10","10","0.67"
"113601",E1151N4865,"2","2","2","0.72"
"113600",E1149N4865,"5","5","5","0.70"
"113322",E1153N4866,"45","45","45","0.60"
"114234",E1148N4863,"20","20","20","0.73"
"114233",E1147N4863,"20","20","20","0.72"
"114232",E1146N4863,"100","100","100","0.66"
"114231",E1145N4863,"15","15","15","0.61"
"114230",E1144N4863,"10","10","10","0.58"
"114229",E1143N4863,"5","5","5","0.47"
"113905",E1147N4864,"10","10","10","0.69"
"113906",E1148N4864,"25","25","25","0.73"
"113598",E1145N4865,"2","2","2","0.57"
"113599",E1146N4865,"2","2","2","0.60"
"113321",E1145N4866,"2","2","2","0.53"
"111073",E1148N4874,"2","2","2","0.40"
"110758",E1145N4875,"10","10","10","0.40"
"110759",E1146N4875,"15","15","15","0.40"
"110760",E1147N4875,"25","25","25","0.40"
"110761",E1148N4875,"15","15","15","0.40"
"110442",E1145N4876,"15","15","15","0.40"
"110443",E1146N4876,"15","15","15","0.40"
"110444",E1147N4876,"5","5","5","0.40"
"110445",E1148N4876,"20","20","20","0.40"
"112762",E1137N4868,"2","2","2","0.04"
"112761",E1135N4868,"2","2","2","0.06"
"112760",E1134N4868,"5","5","5","0.06"
"112474",E1137N4869,"2","2","2","0.13"
"112473",E1135N4869,"5","5","5","0.11"
"112195",E1136N4870,"2","2","2","0.13"
"112194",E1135N4870,"2","2","2","0.13"
"111919",E1135N4871,"2","2","2","0.13"
"111647",E1134N4872,"2","2","2","0.08"
"111367",E1133N4873,"5","5","5","0.07"
"111072",E1132N4874,"2","2","2","0.07"
"110757",E1131N4875,"5","5","5","0.07"
"110756",E1130N4875,"2","2","2","0.07"
"110755",E1129N4875,"2","2","2","0.07"
"110441",E1130N4876,"2","2","2","0.07"
"110440",E1129N4876,"2","2","2","0.07"
"110120",E1129N4877,"2","2","2","0.07"
"110119",E1128N4877,"2","2","2","0.07"
"110124",E1149N4877,"25","25","25","0.40"
"110125",E1150N4877,"2","2","2","0.40"
"110126",E1151N4877,"15","15","15","0.40"
"110127",E1152N4877,"10","10","10","0.43"
"110128",E1153N4877,"20","20","20","0.47"
"109816",E1149N4878,"5","5","5","0.40"
"109817",E1150N4878,"2","2","2","0.40"
"109818",E1151N4878,"2","2","2","0.40"
"109819",E1152N4878,"20","20","20","0.46"
"109820",E1153N4878,"15","15","15","0.47"
"109508",E1149N4879,"25","25","25","0.40"
"109509",E1150N4879,"20","20","20","0.40"
"109510",E1151N4879,"15","15","15","0.41"
"109511",E1152N4879,"2","2","2","0.47"
"109512",E1153N4879,"2","2","2","0.47"
"109209",E1149N4880,"40","40","40","0.40"
"109210",E1150N4880,"15","15","15","0.40"
"109211",E1151N4880,"10","10","10","0.40"
"109212",E1152N4880,"2","2","2","0.46"
"109213",E1153N4880,"25","25","25","0.47"
"108890",E1149N4881,"30","30","30","0.40"
"108891",E1150N4881,"10","10","10","0.40"
"108892",E1151N4881,"2","2","2","0.40"
"108893",E1152N4881,"40","40","40","0.46"
"108894",E1153N4881,"2","2","2","0.47"
"108560",E1149N4882,"15","15","15","0.40"
"108561",E1150N4882,"5","5","5","0.40"
"108562",E1151N4882,"10","10","10","0.40"
"108563",E1152N4882,"10","10","10","0.45"
"108564",E1153N4882,"5","5","5","0.47"
"108218",E1149N4883,"15","15","15","0.40"
"108219",E1150N4883,"25","25","25","0.40"
"108220",E1151N4883,"15","15","15","0.40"
"108221",E1152N4883,"2","2","2","0.43"
"108222",E1153N4883,"2","2","2","0.47"
"110450",E1153N4876,"15","15","15","0.51"
"110449",E1152N4876,"15","15","15","0.40"
"110448",E1151N4876,"30","30","30","0.40"
"110447",E1150N4876,"40","40","40","0.40"
"110446",E1149N4876,"5","5","5","0.40"
"110766",E1153N4875,"20","20","20","0.49"
"110765",E1152N4875,"20","20","20","0.43"
"110764",E1151N4875,"10","10","10","0.40"
"110763",E1150N4875,"2","2","2","0.40"
"110762",E1149N4875,"5","5","5","0.40"
"111078",E1153N4874,"15","15","15","0.47"
"111077",E1152N4874,"20","20","20","0.45"
"111076",E1151N4874,"10","10","10","0.40"
"111075",E1150N4874,"2","2","2","0.40"
"111074",E1149N4874,"10","10","10","0.40"
"111648",E1151N4872,"5","5","5","0.45"
"109810",E1120N4878,"2","2","2","0.00"
"110438",E1121N4876,"5","5","5","0.00"
"110117",E1121N4877,"2","2","2","0.00"
"110753",E1121N4875,"10","10","10","0.00"
"111070",E1121N4874,"2","2","2","0.00"
"111071",E1123N4874,"2","2","2","0.00"
"110754",E1124N4875,"5","5","5","0.01"
"110118",E1126N4877,"2","2","2","0.07"
"109811",E1126N4878,"2","2","2","0.07"
"110439",E1125N4876,"2","2","2","0.07"
"109812",E1128N4878,"2","2","2","0.07"
"110123",E1148N4877,"10","10","10","0.40"
"110122",E1147N4877,"15","15","15","0.40"
"110121",E1146N4877,"10","10","10","0.40"
"109815",E1148N4878,"2","2","2","0.40"
"109814",E1147N4878,"10","10","10","0.40"
"109813",E1146N4878,"25","25","25","0.40"
"109507",E1148N4879,"40","40","40","0.40"
"109506",E1147N4879,"20","20","20","0.40"
"109505",E1146N4879,"15","15","15","0.40"
"109504",E1144N4879,"2","2","2","0.40"
"109503",E1143N4879,"10","10","10","0.40"
"109208",E1148N4880,"15","15","15","0.40"
"109207",E1147N4880,"20","20","20","0.40"
"109206",E1146N4880,"15","15","15","0.40"
"109205",E1145N4880,"15","15","15","0.40"
"109204",E1144N4880,"30","30","30","0.40"
"109203",E1143N4880,"25","25","25","0.40"
"108889",E1148N4881,"15","15","15","0.40"
"108888",E1147N4881,"15","15","15","0.40"
"108887",E1146N4881,"2","2","2","0.40"
"108886",E1145N4881,"40","40","40","0.40"
"108885",E1144N4881,"20","20","20","0.40"
"108884",E1143N4881,"25","25","25","0.40"
"108559",E1148N4882,"5","5","5","0.40"
"108558",E1147N4882,"10","10","10","0.40"
"108557",E1146N4882,"5","5","5","0.40"
"108556",E1145N4882,"5","5","5","0.40"
"108555",E1144N4882,"15","15","15","0.40"
"108554",E1143N4882,"40","40","40","0.40"
"108217",E1148N4883,"40","40","40","0.40"
"108216",E1147N4883,"50","50","50","0.40"
"108215",E1146N4883,"2","2","2","0.40"
"108214",E1145N4883,"15","15","15","0.40"
"108213",E1144N4883,"25","25","25","0.40"
"108212",E1143N4883,"25","25","25","0.40"
"109202",E1142N4880,"15","15","15","0.40"
"108550",E1122N4882,"2","2","2","0.00"
"108208",E1122N4883,"2","2","2","0.00"
"108551",E1123N4882,"10","10","10","0.00"
"108209",E1123N4883,"2","2","2","0.00"
"109199",E1124N4880,"2","2","2","0.03"
"108882",E1124N4881,"10","10","10","0.02"
"108552",E1124N4882,"2","2","2","0.00"
"109501",E1126N4879,"10","10","10","0.07"
"109201",E1126N4880,"2","2","2","0.07"
"108883",E1125N4881,"10","10","10","0.07"
"109200",E1125N4880,"2","2","2","0.07"
"109502",E1127N4879,"2","2","2","0.07"
"119638",E1157N4845,"10","10","10","0.39"
"119639",E1158N4845,"15","15","15","0.39"
"119640",E1159N4845,"35","35","35","0.39"
"119641",E1160N4845,"20","20","20","0.46"
"119642",E1161N4845,"30","30","30","0.60"
"119643",E1162N4845,"10","10","10","0.61"
"119371",E1157N4846,"15","15","15","0.60"
"119372",E1158N4846,"10","10","10","0.55"
"119373",E1159N4846,"30","30","30","0.47"
"119374",E1160N4846,"20","20","20","0.52"
"119375",E1161N4846,"40","40","40","0.60"
"119376",E1162N4846,"25","25","25","0.66"
"119104",E1157N4847,"15","15","15","0.63"
"119105",E1158N4847,"20","20","20","0.65"
"119106",E1159N4847,"30","30","30","0.62"
"119107",E1160N4847,"25","25","25","0.62"
"119108",E1161N4847,"40","40","40","0.66"
"119109",E1162N4847,"5","5","5","0.67"
"118838",E1157N4848,"25","25","25","0.71"
"118839",E1158N4848,"10","10","10","0.69"
"118840",E1159N4848,"20","20","20","0.73"
"118841",E1160N4848,"15","15","15","0.78"
"118842",E1161N4848,"25","25","25","0.68"
"118843",E1162N4848,"15","15","15","0.67"
"118572",E1159N4849,"2","2","2","0.75"
"118573",E1161N4849,"2","2","2","0.76"
"118574",E1162N4849,"2","2","2","0.67"
"118269",E1157N4850,"2","2","2","0.73"
"118270",E1158N4850,"5","5","5","0.73"
"118271",E1159N4850,"5","5","5","0.74"
"118272",E1160N4850,"2","2","2","0.80"
"118273",E1161N4850,"5","5","5","0.80"
"118274",E1162N4850,"2","2","2","0.71"
"119644",E1163N4845,"20","20","20","0.66"
"119377",E1163N4846,"25","25","25","0.67"
"119110",E1163N4847,"15","15","15","0.67"
"118844",E1163N4848,"15","15","15","0.67"
"118275",E1164N4850,"5","5","5","0.67"
"118276",E1165N4850,"10","10","10","0.67"
"117971",E1164N4851,"15","15","15","0.67"
"117972",E1165N4851,"20","20","20","0.67"
"117647",E1163N4852,"2","2","2","0.73"
"117648",E1164N4852,"15","15","15","0.67"
"117649",E1165N4852,"15","15","15","0.67"
"117331",E1163N4853,"15","15","15","0.80"
"117332",E1164N4853,"15","15","15","0.70"
"117333",E1165N4853,"40","40","40","0.67"
"117011",E1163N4854,"2","2","2","0.80"
"117012",E1164N4854,"10","10","10","0.79"
"117013",E1165N4854,"30","30","30","0.69"
"116697",E1163N4855,"10","10","10","0.79"
"116698",E1164N4855,"20","20","20","0.80"
"116699",E1165N4855,"20","20","20","0.74"
"116384",E1163N4856,"2","2","2","0.76"
"116385",E1164N4856,"10","10","10","0.76"
"116386",E1165N4856,"10","10","10","0.75"
"116095",E1163N4857,"2","2","2","0.71"
"116096",E1164N4857,"30","30","30","0.68"
"116097",E1165N4857,"5","5","5","0.71"
"115796",E1163N4858,"5","5","5","0.68"
"115797",E1164N4858,"2","2","2","0.67"
"115798",E1165N4858,"125","125","125","0.65"
"115488",E1163N4859,"2","2","2","0.66"
"115489",E1164N4859,"5","5","5","0.67"
"115490",E1165N4859,"20","20","20","0.62"
"115182",E1164N4860,"2","2","2","0.61"
"115183",E1165N4860,"5","5","5","0.60"
"114862",E1165N4861,"2","2","2","0.60"
"119381",E1171N4846,"10","10","10","0.67"
"119382",E1172N4846,"2","2","2","0.64"
"119383",E1173N4846,"2","2","2","0.60"
"119384",E1174N4846,"15","15","15","0.60"
