fid,crs28992re,FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_CALC_FMC_PETAR_AMENITIES_FMC_INDEX_NON_Num_65+rea,1COR_DEN_INDEX_WALK
"107951",E1229N4884,"20","20","20","0.60"
"107952",E1230N4884,"35","35","35","0.58"
"107953",E1231N4884,"2","2","2","0.53"
"107632",E1227N4885,"5","5","5","0.63"
"107631",E1226N4885,"25","25","25","0.60"
"107630",E1225N4885,"2","2","2","0.60"
"107629",E1222N4885,"2","2","2","0.57"
"107628",E1220N4885,"2","2","2","0.60"
"107627",E1213N4885,"15","15","15","0.74"
"107626",E1212N4885,"35","35","35","0.80"
"107625",E1211N4885,"35","35","35","0.80"
"107624",E1210N4885,"15","15","15","0.85"
"107623",E1209N4885,"20","20","20","0.87"
"107622",E1208N4885,"40","40","40","0.85"
"107621",E1207N4885,"80","80","80","0.80"
"107620",E1206N4885,"25","25","25","0.80"
"107619",E1205N4885,"25","25","25","0.80"
"107618",E1204N4885,"30","30","30","0.80"
"107617",E1203N4885,"55","55","55","0.80"
"107616",E1202N4885,"70","70","70","0.80"
"107615",E1201N4885,"30","30","30","0.80"
"107614",E1200N4885,"25","25","25","0.80"
"107613",E1199N4885,"20","20","20","0.71"
"107612",E1198N4885,"5","5","5","0.67"
"107611",E1197N4885,"15","15","15","0.66"
"107610",E1196N4885,"30","30","30","0.60"
"107609",E1195N4885,"2","2","2","0.59"
"107608",E1192N4885,"2","2","2","0.52"
"107607",E1191N4885,"2","2","2","0.62"
"107606",E1190N4885,"2","2","2","0.67"
"107605",E1188N4885,"15","15","15","0.76"
"107604",E1187N4885,"10","10","10","0.74"
"107603",E1186N4885,"25","25","25","0.79"
"107602",E1185N4885,"20","20","20","0.80"
"107601",E1184N4885,"5","5","5","0.80"
"107600",E1183N4885,"25","25","25","0.80"
"107599",E1182N4885,"10","10","10","0.80"
"107598",E1181N4885,"2","2","2","0.80"
"107597",E1179N4885,"2","2","2","0.74"
"107596",E1178N4885,"2","2","2","0.79"
"107595",E1177N4885,"2","2","2","0.84"
"107594",E1175N4885,"5","5","5","0.85"
"107593",E1174N4885,"20","20","20","0.76"
"107633",E1228N4885,"10","10","10","0.67"
"107634",E1229N4885,"10","10","10","0.64"
"107635",E1230N4885,"15","15","15","0.60"
"107636",E1231N4885,"2","2","2","0.58"
"107637",E1233N4885,"2","2","2","0.54"
"107286",E1188N4886,"10","10","10","0.70"
"107287",E1189N4886,"15","15","15","0.67"
"107288",E1191N4886,"5","5","5","0.55"
"107289",E1196N4886,"10","10","10","0.60"
"107290",E1197N4886,"30","30","30","0.64"
"107291",E1198N4886,"20","20","20","0.69"
"107292",E1199N4886,"20","20","20","0.68"
"107293",E1200N4886,"35","35","35","0.80"
"107294",E1201N4886,"35","35","35","0.80"
"107295",E1202N4886,"35","35","35","0.80"
"107296",E1203N4886,"40","40","40","0.80"
"107297",E1204N4886,"35","35","35","0.80"
"107298",E1205N4886,"30","30","30","0.80"
"107299",E1206N4886,"20","20","20","0.80"
"107300",E1207N4886,"35","35","35","0.80"
"107301",E1208N4886,"15","15","15","0.82"
"107302",E1209N4886,"20","20","20","0.87"
"107303",E1210N4886,"30","30","30","0.85"
"107304",E1211N4886,"35","35","35","0.80"
"107305",E1212N4886,"45","45","45","0.78"
"107306",E1213N4886,"95","95","95","0.73"
"107307",E1214N4886,"25","25","25","0.73"
"107308",E1220N4886,"15","15","15","0.60"
"107309",E1222N4886,"2","2","2","0.60"
"107310",E1223N4886,"10","10","10","0.59"
"107311",E1224N4886,"5","5","5","0.59"
"107312",E1226N4886,"10","10","10","0.71"
"107313",E1227N4886,"30","30","30","0.72"
"107314",E1228N4886,"15","15","15","0.75"
"107315",E1229N4886,"20","20","20","0.73"
"107316",E1230N4886,"10","10","10","0.72"
"107317",E1232N4886,"2","2","2","0.67"
"107318",E1233N4886,"2","2","2","0.66"
"107319",E1235N4886,"2","2","2","0.45"
"107285",E1187N4886,"15","15","15","0.73"
"107284",E1186N4886,"40","40","40","0.76"
"107283",E1185N4886,"20","20","20","0.77"
"107282",E1184N4886,"40","40","40","0.78"
"107281",E1183N4886,"30","30","30","0.80"
"107280",E1182N4886,"10","10","10","0.80"
"107279",E1181N4886,"2","2","2","0.80"
"107278",E1176N4886,"10","10","10","0.79"
"107277",E1175N4886,"2","2","2","0.74"
"107276",E1174N4886,"2","2","2","0.73"
"113340",E1188N4866,"20","20","20","0.87"
"113341",E1189N4866,"25","25","25","0.86"
"113342",E1190N4866,"40","40","40","0.81"
"113343",E1191N4866,"15","15","15","0.80"
"113344",E1192N4866,"30","30","30","0.80"
"113345",E1193N4866,"30","30","30","0.80"
"113346",E1194N4866,"15","15","15","0.80"
"113347",E1195N4866,"15","15","15","0.80"
"113348",E1196N4866,"15","15","15","0.80"
"113349",E1197N4866,"20","20","20","0.80"
"113350",E1198N4866,"25","25","25","0.80"
"113351",E1199N4866,"5","5","5","0.80"
"113352",E1200N4866,"30","30","30","0.83"
"113353",E1201N4866,"20","20","20","0.89"
"113354",E1202N4866,"15","15","15","0.93"
"113355",E1203N4866,"135","135","135","0.93"
"113356",E1204N4866,"15","15","15","0.90"
"113357",E1205N4866,"20","20","20","0.87"
"113358",E1206N4866,"15","15","15","0.85"
"113359",E1207N4866,"20","20","20","0.79"
"113360",E1208N4866,"20","20","20","0.81"
"113361",E1209N4866,"20","20","20","0.86"
"113362",E1210N4866,"2","2","2","0.80"
"113363",E1211N4866,"2","2","2","0.80"
"113364",E1212N4866,"2","2","2","0.80"
"113365",E1213N4866,"2","2","2","0.80"
"113366",E1214N4866,"2","2","2","0.85"
"113367",E1215N4866,"2","2","2","0.83"
"113368",E1216N4866,"25","25","25","0.77"
"113369",E1217N4866,"2","2","2","0.73"
"113370",E1218N4866,"2","2","2","0.76"
"113371",E1219N4866,"30","30","30","0.80"
"113372",E1220N4866,"40","40","40","0.81"
"113373",E1221N4866,"2","2","2","0.86"
"113374",E1222N4866,"5","5","5","0.87"
"113339",E1187N4866,"15","15","15","0.87"
"113338",E1186N4866,"50","50","50","0.87"
"113337",E1185N4866,"25","25","25","0.82"
"113336",E1184N4866,"30","30","30","0.79"
"113335",E1180N4866,"10","10","10","0.80"
"109270",E1237N4880,"2","2","2","0.36"
"109269",E1236N4880,"20","20","20","0.39"
"109268",E1235N4880,"35","35","35","0.46"
"109267",E1234N4880,"50","50","50","0.45"
"109266",E1215N4880,"2","2","2","0.73"
"109265",E1214N4880,"2","2","2","0.75"
"109264",E1213N4880,"35","35","35","0.80"
"109263",E1212N4880,"25","25","25","0.75"
"109262",E1211N4880,"25","25","25","0.78"
"109261",E1210N4880,"35","35","35","0.86"
"109260",E1209N4880,"25","25","25","0.87"
"109259",E1208N4880,"50","50","50","0.87"
"109258",E1207N4880,"80","80","80","0.85"
"109257",E1206N4880,"35","35","35","0.86"
"109256",E1205N4880,"30","30","30","0.87"
"109255",E1204N4880,"45","45","45","0.87"
"109254",E1203N4880,"15","15","15","0.87"
"109253",E1202N4880,"10","10","10","0.87"
"109252",E1201N4880,"25","25","25","0.84"
"109251",E1200N4880,"10","10","10","0.76"
"109250",E1199N4880,"30","30","30","0.73"
"109249",E1198N4880,"15","15","15","0.73"
"109248",E1197N4880,"20","20","20","0.69"
"109247",E1196N4880,"2","2","2","0.60"
"109246",E1193N4880,"2","2","2","0.59"
"109245",E1192N4880,"20","20","20","0.71"
"108928",E1192N4881,"2","2","2","0.65"
"109244",E1191N4880,"10","10","10","0.73"
"108927",E1191N4881,"20","20","20","0.73"
"109243",E1190N4880,"10","10","10","0.80"
"108926",E1190N4881,"40","40","40","0.79"
"109242",E1189N4880,"15","15","15","0.86"
"108925",E1189N4881,"10","10","10","0.80"
"109241",E1188N4880,"25","25","25","0.87"
"108924",E1188N4881,"20","20","20","0.86"
"109240",E1187N4880,"35","35","35","0.93"
"108923",E1187N4881,"10","10","10","0.88"
"109239",E1186N4880,"25","25","25","0.88"
"108922",E1186N4881,"25","25","25","0.87"
"109238",E1185N4880,"15","15","15","0.87"
"108921",E1185N4881,"25","25","25","0.87"
"109237",E1184N4880,"15","15","15","0.87"
"108920",E1184N4881,"15","15","15","0.87"
"109236",E1183N4880,"30","30","30","0.87"
"108919",E1183N4881,"15","15","15","0.87"
"109235",E1182N4880,"10","10","10","0.87"
"108918",E1182N4881,"20","20","20","0.87"
"109234",E1181N4880,"2","2","2","0.87"
"108917",E1181N4881,"20","20","20","0.87"
"109233",E1180N4880,"2","2","2","0.87"
"109842",E1180N4878,"2","2","2","0.88"
"109843",E1181N4878,"5","5","5","0.87"
"109844",E1182N4878,"15","15","15","0.87"
"109845",E1183N4878,"15","15","15","0.87"
"109846",E1184N4878,"15","15","15","0.87"
"109847",E1185N4878,"35","35","35","0.91"
"109848",E1186N4878,"2","2","2","0.93"
"109849",E1187N4878,"10","10","10","0.91"
"109850",E1188N4878,"15","15","15","0.87"
"109851",E1189N4878,"30","30","30","0.87"
"109852",E1190N4878,"20","20","20","0.81"
"109853",E1191N4878,"15","15","15","0.80"
"109854",E1192N4878,"10","10","10","0.84"
"109855",E1197N4878,"5","5","5","0.78"
"109856",E1198N4878,"25","25","25","0.80"
"109857",E1199N4878,"15","15","15","0.80"
"109858",E1200N4878,"30","30","30","0.80"
"109859",E1201N4878,"15","15","15","0.85"
"109860",E1202N4878,"15","15","15","0.87"
"109861",E1203N4878,"25","25","25","0.87"
"109862",E1204N4878,"45","45","45","0.85"
"109863",E1205N4878,"40","40","40","0.81"
"109864",E1206N4878,"60","60","60","0.86"
"109865",E1207N4878,"45","45","45","0.87"
"109866",E1208N4878,"45","45","45","0.87"
"109867",E1209N4878,"15","15","15","0.87"
"109868",E1210N4878,"25","25","25","0.81"
"109869",E1211N4878,"30","30","30","0.80"
"109870",E1212N4878,"35","35","35","0.84"
"109871",E1213N4878,"15","15","15","0.81"
"109872",E1214N4878,"2","2","2","0.76"
"109873",E1215N4878,"2","2","2","0.74"
"109874",E1224N4878,"5","5","5","0.60"
"109875",E1238N4878,"20","20","20","0.44"
"109876",E1239N4878,"25","25","25","0.47"
"109877",E1240N4878,"25","25","25","0.47"
"109878",E1241N4878,"5","5","5","0.47"
"109879",E1242N4878,"65","65","65","0.52"
"109534",E1181N4879,"2","2","2","0.87"
"109535",E1182N4879,"30","30","30","0.87"
"109536",E1183N4879,"2","2","2","0.87"
"109537",E1184N4879,"15","15","15","0.87"
"109538",E1185N4879,"30","30","30","0.87"
"109539",E1186N4879,"2","2","2","0.93"
"109540",E1187N4879,"10","10","10","0.92"
"109541",E1188N4879,"10","10","10","0.87"
"109542",E1189N4879,"25","25","25","0.87"
"109543",E1190N4879,"25","25","25","0.83"
"109544",E1191N4879,"30","30","30","0.77"
"109545",E1192N4879,"2","2","2","0.70"
"109546",E1193N4879,"2","2","2","0.67"
"109547",E1197N4879,"15","15","15","0.68"
"109548",E1198N4879,"15","15","15","0.74"
"109549",E1199N4879,"15","15","15","0.77"
"109550",E1200N4879,"20","20","20","0.80"
"109551",E1201N4879,"15","15","15","0.86"
"109552",E1202N4879,"2","2","2","0.87"
"109553",E1203N4879,"10","10","10","0.87"
"109554",E1204N4879,"60","60","60","0.87"
"109555",E1205N4879,"30","30","30","0.86"
"109556",E1206N4879,"20","20","20","0.82"
"109557",E1207N4879,"45","45","45","0.85"
"109558",E1208N4879,"40","40","40","0.87"
"109559",E1209N4879,"35","35","35","0.87"
"109560",E1210N4879,"60","60","60","0.83"
"109561",E1211N4879,"20","20","20","0.80"
"109562",E1212N4879,"30","30","30","0.78"
"109563",E1213N4879,"30","30","30","0.80"
"109564",E1214N4879,"10","10","10","0.76"
"109565",E1215N4879,"2","2","2","0.73"
"109566",E1234N4879,"2","2","2","0.47"
"109567",E1235N4879,"10","10","10","0.47"
"109568",E1236N4879,"20","20","20","0.45"
"109569",E1237N4879,"35","35","35","0.40"
"109570",E1238N4879,"25","25","25","0.40"
"109571",E1239N4879,"35","35","35","0.41"
"109572",E1240N4879,"35","35","35","0.45"
"109573",E1241N4879,"2","2","2","0.47"
"112775",E1187N4868,"15","15","15","0.87"
"112776",E1188N4868,"15","15","15","0.87"
"112777",E1189N4868,"15","15","15","0.87"
"112778",E1190N4868,"30","30","30","0.87"
"112779",E1191N4868,"30","30","30","0.82"
"112780",E1192N4868,"30","30","30","0.80"
"112781",E1193N4868,"10","10","10","0.80"
"112782",E1194N4868,"20","20","20","0.80"
"112783",E1195N4868,"15","15","15","0.80"
"112784",E1196N4868,"20","20","20","0.83"
"112785",E1197N4868,"15","15","15","0.86"
"112786",E1198N4868,"20","20","20","0.87"
"112787",E1199N4868,"25","25","25","0.87"
"112788",E1200N4868,"80","80","80","0.87"
"112789",E1201N4868,"20","20","20","0.91"
"112790",E1202N4868,"2","2","2","0.93"
"112791",E1203N4868,"2","2","2","0.93"
"112792",E1204N4868,"45","45","45","0.93"
"112793",E1205N4868,"45","45","45","0.91"
"112794",E1206N4868,"10","10","10","0.83"
"112795",E1207N4868,"30","30","30","0.78"
"112796",E1208N4868,"10","10","10","0.81"
"112797",E1209N4868,"15","15","15","0.80"
"112798",E1210N4868,"10","10","10","0.80"
"112799",E1211N4868,"5","5","5","0.80"
"112800",E1212N4868,"2","2","2","0.80"
"112774",E1186N4868,"25","25","25","0.90"
"112773",E1185N4868,"35","35","35","0.87"
"112772",E1184N4868,"35","35","35","0.91"
"112771",E1183N4868,"10","10","10","0.93"
"107013",E1196N4887,"25","25","25","0.54"
"107014",E1197N4887,"2","2","2","0.61"
"107015",E1198N4887,"2","2","2","0.70"
"107016",E1199N4887,"5","5","5","0.68"
"107017",E1200N4887,"10","10","10","0.77"
"107018",E1201N4887,"20","20","20","0.80"
"107019",E1202N4887,"25","25","25","0.80"
"107020",E1203N4887,"25","25","25","0.80"
"107021",E1204N4887,"10","10","10","0.80"
"106754",E1205N4888,"2","2","2","0.80"
"106755",E1206N4888,"20","20","20","0.80"
"107022",E1206N4887,"2","2","2","0.80"
"106756",E1207N4888,"15","15","15","0.80"
"107023",E1207N4887,"20","20","20","0.80"
"106757",E1208N4888,"45","45","45","0.80"
"107024",E1208N4887,"2","2","2","0.80"
"106758",E1209N4888,"30","30","30","0.80"
"107025",E1209N4887,"55","55","55","0.83"
"106759",E1210N4888,"25","25","25","0.78"
"107026",E1210N4887,"30","30","30","0.83"
"106760",E1211N4888,"5","5","5","0.74"
"107027",E1211N4887,"40","40","40","0.79"
"106761",E1212N4888,"45","45","45","0.73"
"107028",E1212N4887,"10","10","10","0.74"
"106762",E1213N4888,"40","40","40","0.73"
"107029",E1213N4887,"35","35","35","0.73"
"107012",E1187N4887,"2","2","2","0.73"
"107011",E1183N4887,"5","5","5","0.77"
"113047",E1183N4867,"10","10","10","0.90"
"113048",E1184N4867,"25","25","25","0.85"
"113049",E1185N4867,"15","15","15","0.84"
"113050",E1186N4867,"15","15","15","0.88"
"113051",E1187N4867,"20","20","20","0.87"
"113052",E1188N4867,"20","20","20","0.87"
"113053",E1189N4867,"20","20","20","0.87"
"113054",E1190N4867,"35","35","35","0.85"
"113055",E1191N4867,"20","20","20","0.80"
"113056",E1192N4867,"15","15","15","0.80"
"113057",E1193N4867,"20","20","20","0.80"
"113058",E1194N4867,"25","25","25","0.80"
"113059",E1195N4867,"15","15","15","0.80"
"113060",E1196N4867,"2","2","2","0.80"
"113061",E1197N4867,"20","20","20","0.81"
"113062",E1198N4867,"25","25","25","0.84"
"113063",E1199N4867,"10","10","10","0.86"
"113064",E1200N4867,"35","35","35","0.87"
"113065",E1201N4867,"15","15","15","0.91"
"113066",E1202N4867,"15","15","15","0.93"
"113067",E1203N4867,"20","20","20","0.93"
"113068",E1204N4867,"30","30","30","0.93"
"113069",E1205N4867,"55","55","55","0.88"
"113070",E1206N4867,"15","15","15","0.87"
"113071",E1207N4867,"30","30","30","0.82"
"113072",E1208N4867,"10","10","10","0.84"
"113073",E1209N4867,"10","10","10","0.82"
"113074",E1210N4867,"5","5","5","0.80"
"113075",E1211N4867,"2","2","2","0.80"
"113076",E1212N4867,"5","5","5","0.80"
"113077",E1213N4867,"2","2","2","0.80"
"113078",E1214N4867,"2","2","2","0.80"
"113079",E1215N4867,"2","2","2","0.79"
"113080",E1216N4867,"25","25","25","0.78"
"113081",E1217N4867,"5","5","5","0.75"
"113927",E1184N4864,"2","2","2","0.90"
"114255",E1184N4863,"95","95","95","0.89"
"114569",E1184N4862,"25","25","25","0.86"
"114876",E1184N4861,"30","30","30","0.79"
"113928",E1185N4864,"10","10","10","0.90"
"114256",E1185N4863,"35","35","35","0.91"
"114570",E1185N4862,"25","25","25","0.87"
"114877",E1185N4861,"10","10","10","0.85"
"113929",E1186N4864,"15","15","15","0.87"
"114257",E1186N4863,"5","5","5","0.87"
"114571",E1186N4862,"25","25","25","0.87"
"114878",E1186N4861,"30","30","30","0.86"
"113930",E1187N4864,"30","30","30","0.87"
"114258",E1187N4863,"25","25","25","0.87"
"114572",E1187N4862,"25","25","25","0.85"
"114879",E1187N4861,"20","20","20","0.81"
"113931",E1188N4864,"30","30","30","0.84"
"114259",E1188N4863,"10","10","10","0.81"
"114573",E1188N4862,"20","20","20","0.80"
"114880",E1188N4861,"20","20","20","0.80"
"113630",E1198N4865,"30","30","30","0.80"
"113631",E1199N4865,"20","20","20","0.80"
"113632",E1200N4865,"25","25","25","0.84"
"113633",E1201N4865,"25","25","25","0.87"
"113634",E1202N4865,"30","30","30","0.93"
"113635",E1203N4865,"5","5","5","0.93"
"113636",E1204N4865,"25","25","25","0.87"
"113637",E1205N4865,"30","30","30","0.87"
"113638",E1206N4865,"2","2","2","0.83"
"113639",E1207N4865,"25","25","25","0.77"
"113640",E1208N4865,"5","5","5","0.80"
"113641",E1209N4865,"15","15","15","0.89"
"113642",E1210N4865,"2","2","2","0.85"
"113643",E1211N4865,"5","5","5","0.82"
"113644",E1212N4865,"2","2","2","0.81"
"113645",E1213N4865,"5","5","5","0.84"
"113646",E1214N4865,"2","2","2","0.87"
"113647",E1215N4865,"2","2","2","0.86"
"113648",E1216N4865,"2","2","2","0.77"
"113649",E1217N4865,"2","2","2","0.75"
"113650",E1218N4865,"2","2","2","0.80"
"113651",E1219N4865,"10","10","10","0.80"
"113652",E1221N4865,"2","2","2","0.87"
"113653",E1222N4865,"15","15","15","0.87"
"113654",E1223N4865,"45","45","45","0.87"
"113655",E1224N4865,"20","20","20","0.87"
"113656",E1225N4865,"20","20","20","0.86"
"113657",E1226N4865,"15","15","15","0.84"
"113629",E1197N4865,"60","60","60","0.80"
"113628",E1196N4865,"65","65","65","0.80"
"113627",E1195N4865,"35","35","35","0.80"
"113626",E1194N4865,"30","30","30","0.80"
"113625",E1193N4865,"30","30","30","0.80"
"113624",E1192N4865,"40","40","40","0.80"
"113623",E1191N4865,"10","10","10","0.80"
"113622",E1190N4865,"25","25","25","0.80"
"113621",E1189N4865,"20","20","20","0.82"
"113620",E1188N4865,"25","25","25","0.87"
"113619",E1187N4865,"15","15","15","0.87"
"113618",E1186N4865,"25","25","25","0.87"
"113617",E1185N4865,"15","15","15","0.86"
"113616",E1184N4865,"25","25","25","0.86"
"110171",E1201N4877,"15","15","15","0.84"
"110172",E1202N4877,"15","15","15","0.82"
"110173",E1203N4877,"35","35","35","0.82"
"110174",E1204N4877,"55","55","55","0.80"
"110175",E1205N4877,"50","50","50","0.84"
"110176",E1206N4877,"60","60","60","0.87"
"110177",E1207N4877,"35","35","35","0.87"
"110178",E1208N4877,"15","15","15","0.87"
"110179",E1209N4877,"10","10","10","0.85"
"110180",E1210N4877,"30","30","30","0.80"
"110181",E1211N4877,"20","20","20","0.80"
"110182",E1212N4877,"20","20","20","0.84"
"110183",E1213N4877,"20","20","20","0.85"
"110184",E1214N4877,"10","10","10","0.77"
"110185",E1215N4877,"10","10","10","0.79"
"110186",E1216N4877,"2","2","2","0.80"
"110187",E1217N4877,"2","2","2","0.80"
"110188",E1218N4877,"2","2","2","0.75"
"110189",E1219N4877,"15","15","15","0.73"
"110190",E1222N4877,"15","15","15","0.60"
"110191",E1223N4877,"2","2","2","0.60"
"110192",E1228N4877,"2","2","2","0.47"
"110193",E1231N4877,"5","5","5","0.49"
"110194",E1232N4877,"15","15","15","0.53"
"110195",E1233N4877,"20","20","20","0.53"
"110196",E1234N4877,"20","20","20","0.48"
"110197",E1235N4877,"10","10","10","0.47"
"110198",E1242N4877,"35","35","35","0.48"
"110199",E1243N4877,"20","20","20","0.53"
"110200",E1244N4877,"15","15","15","0.51"
"110201",E1245N4877,"50","50","50","0.46"
"110202",E1246N4877,"50","50","50","0.45"
"110203",E1247N4877,"5","5","5","0.46"
"110204",E1248N4877,"60","60","60","0.41"
"110205",E1249N4877,"15","15","15","0.39"
"110206",E1250N4877,"45","45","45","0.33"
"110207",E1251N4877,"20","20","20","0.22"
"110170",E1200N4877,"40","40","40","0.86"
"110169",E1199N4877,"20","20","20","0.83"
"110168",E1198N4877,"2","2","2","0.80"
"110167",E1197N4877,"5","5","5","0.80"
"110166",E1192N4877,"15","15","15","0.90"
"110165",E1191N4877,"25","25","25","0.91"
"110164",E1190N4877,"20","20","20","0.86"
"110163",E1189N4877,"45","45","45","0.87"
"110162",E1188N4877,"10","10","10","0.87"
"110161",E1187N4877,"2","2","2","0.89"
"110160",E1186N4877,"10","10","10","0.93"
"110159",E1185N4877,"5","5","5","0.93"
"110158",E1184N4877,"5","5","5","0.89"
"110513",E1229N4876,"2","2","2","0.47"
"110512",E1223N4876,"15","15","15","0.63"
"110511",E1222N4876,"10","10","10","0.65"
"110510",E1220N4876,"5","5","5","0.73"
"110509",E1219N4876,"10","10","10","0.73"
"110508",E1218N4876,"20","20","20","0.74"
"110507",E1217N4876,"30","30","30","0.80"
"110506",E1216N4876,"2","2","2","0.80"
"110505",E1215N4876,"2","2","2","0.80"
"110504",E1214N4876,"5","5","5","0.87"
"110503",E1213N4876,"15","15","15","0.92"
"110502",E1212N4876,"20","20","20","0.86"
"110501",E1211N4876,"15","15","15","0.81"
"110500",E1210N4876,"20","20","20","0.80"
"110499",E1209N4876,"15","15","15","0.81"
"110498",E1208N4876,"20","20","20","0.87"
"110497",E1207N4876,"5","5","5","0.87"
"110496",E1206N4876,"55","55","55","0.87"
"110495",E1205N4876,"35","35","35","0.87"
"110494",E1204N4876,"50","50","50","0.81"
"110493",E1203N4876,"40","40","40","0.80"
"110492",E1202N4876,"25","25","25","0.80"
"110491",E1201N4876,"30","30","30","0.80"
"110490",E1200N4876,"25","25","25","0.80"
"110489",E1199N4876,"35","35","35","0.84"
"110488",E1198N4876,"25","25","25","0.86"
"110487",E1197N4876,"10","10","10","0.81"
"110486",E1196N4876,"15","15","15","0.80"
"110485",E1195N4876,"2","2","2","0.80"
"110484",E1193N4876,"2","2","2","0.80"
"110483",E1192N4876,"20","20","20","0.87"
"110482",E1191N4876,"20","20","20","0.93"
"110481",E1190N4876,"20","20","20","0.89"
"110480",E1189N4876,"25","25","25","0.87"
"110479",E1188N4876,"5","5","5","0.87"
"110514",E1230N4876,"2","2","2","0.48"
"110515",E1231N4876,"2","2","2","0.51"
"110516",E1234N4876,"5","5","5","0.50"
"110517",E1235N4876,"10","10","10","0.47"
"110518",E1236N4876,"10","10","10","0.52"
"110519",E1237N4876,"25","25","25","0.53"
"110520",E1238N4876,"5","5","5","0.51"
"110521",E1244N4876,"2","2","2","0.48"
"110522",E1245N4876,"2","2","2","0.47"
"110523",E1246N4876,"2","2","2","0.47"
"110524",E1247N4876,"2","2","2","0.47"
"110525",E1248N4876,"2","2","2","0.46"
"110526",E1249N4876,"5","5","5","0.42"
"114881",E1189N4861,"10","10","10","0.80"
"114574",E1189N4862,"15","15","15","0.80"
"114882",E1190N4861,"20","20","20","0.80"
"114575",E1190N4862,"40","40","40","0.80"
"114883",E1191N4861,"35","35","35","0.80"
"114576",E1191N4862,"35","35","35","0.80"
"114884",E1192N4861,"35","35","35","0.80"
"114577",E1192N4862,"15","15","15","0.80"
"114885",E1193N4861,"25","25","25","0.80"
"114578",E1193N4862,"20","20","20","0.80"
"114886",E1194N4861,"15","15","15","0.80"
"114887",E1195N4861,"25","25","25","0.80"
"114888",E1196N4861,"20","20","20","0.80"
"114889",E1197N4861,"35","35","35","0.80"
"114890",E1198N4861,"30","30","30","0.84"
"114891",E1199N4861,"15","15","15","0.87"
"114892",E1200N4861,"15","15","15","0.88"
"115820",E1192N4858,"40","40","40","0.80"
"115819",E1191N4858,"20","20","20","0.80"
"115818",E1190N4858,"15","15","15","0.80"
"115817",E1189N4858,"15","15","15","0.76"
"115816",E1188N4858,"15","15","15","0.77"
"115815",E1187N4858,"15","15","15","0.74"
"115814",E1186N4858,"30","30","30","0.73"
"115813",E1185N4858,"30","30","30","0.68"
"115812",E1184N4858,"30","30","30","0.70"
"115811",E1183N4858,"15","15","15","0.73"
"115822",E1194N4858,"10","10","10","0.80"
"115821",E1193N4858,"20","20","20","0.80"
"114265",E1194N4863,"45","45","45","0.80"
"113937",E1194N4864,"10","10","10","0.80"
"114266",E1195N4863,"20","20","20","0.80"
"113938",E1195N4864,"90","90","90","0.80"
"114267",E1196N4863,"25","25","25","0.80"
"113939",E1196N4864,"85","85","85","0.80"
"114268",E1197N4863,"55","55","55","0.80"
"113940",E1197N4864,"55","55","55","0.80"
"114269",E1198N4863,"15","15","15","0.80"
"113941",E1198N4864,"45","45","45","0.80"
"114270",E1199N4863,"80","80","80","0.86"
"113942",E1199N4864,"2","2","2","0.82"
"114271",E1200N4863,"55","55","55","0.87"
"113943",E1200N4864,"20","20","20","0.87"
"114272",E1201N4863,"25","25","25","0.91"
"113944",E1201N4864,"25","25","25","0.89"
"114273",E1202N4863,"20","20","20","0.93"
"113945",E1202N4864,"30","30","30","0.93"
"113936",E1193N4864,"65","65","65","0.80"
"114264",E1193N4863,"35","35","35","0.80"
"114263",E1192N4863,"30","30","30","0.80"
"113935",E1192N4864,"15","15","15","0.80"
"114262",E1191N4863,"35","35","35","0.80"
"113934",E1191N4864,"20","20","20","0.80"
"114261",E1190N4863,"5","5","5","0.80"
"113933",E1190N4864,"5","5","5","0.80"
"114260",E1189N4863,"2","2","2","0.80"
"113932",E1189N4864,"10","10","10","0.80"
"111115",E1193N4874,"10","10","10","0.81"
"111116",E1194N4874,"2","2","2","0.78"
"111117",E1195N4874,"35","35","35","0.85"
"111118",E1196N4874,"20","20","20","0.87"
"111119",E1197N4874,"50","50","50","0.87"
"111120",E1198N4874,"40","40","40","0.87"
"111121",E1199N4874,"15","15","15","0.84"
"111122",E1200N4874,"15","15","15","0.80"
"111123",E1201N4874,"10","10","10","0.80"
"111124",E1202N4874,"35","35","35","0.80"
"111125",E1203N4874,"40","40","40","0.83"
"111126",E1204N4874,"35","35","35","0.87"
"111127",E1205N4874,"30","30","30","0.87"
"111128",E1206N4874,"20","20","20","0.87"
"111129",E1207N4874,"15","15","15","0.86"
"111130",E1208N4874,"10","10","10","0.80"
"111131",E1209N4874,"2","2","2","0.75"
"111132",E1210N4874,"10","10","10","0.78"
"111133",E1211N4874,"2","2","2","0.80"
"111134",E1212N4874,"2","2","2","0.81"
"111135",E1213N4874,"2","2","2","0.86"
"111136",E1214N4874,"2","2","2","0.80"
"111137",E1215N4874,"10","10","10","0.77"
"111138",E1216N4874,"25","25","25","0.73"
"111139",E1217N4874,"15","15","15","0.73"
"111140",E1218N4874,"10","10","10","0.73"
"111141",E1219N4874,"30","30","30","0.73"
"111142",E1220N4874,"10","10","10","0.73"
"111143",E1221N4874,"20","20","20","0.73"
"111144",E1222N4874,"5","5","5","0.73"
"111145",E1223N4874,"2","2","2","0.69"
"111146",E1232N4874,"25","25","25","0.53"
