fid,crs28992re,FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_FMC_INDEX_SOC_Num_65+rea
"121483",E1152N4838,"2","2"
"121484",E1153N4838,"5","5"
"119631",E1150N4845,"2","2"
"119632",E1151N4845,"15","15"
"119365",E1151N4846,"5","5"
"119366",E1152N4846,"20","20"
"119367",E1153N4846,"35","35"
"119099",E1152N4847,"2","2"
"119100",E1153N4847,"10","10"
"118834",E1149N4848,"20","20"
"118835",E1150N4848,"5","5"
"118836",E1151N4848,"15","15"
"118837",E1152N4848,"2","2"
"118564",E1149N4849,"5","5"
"118565",E1150N4849,"10","10"
"118566",E1151N4849,"15","15"
"118567",E1152N4849,"25","25"
"118568",E1153N4849,"30","30"
"118261",E1149N4850,"50","50"
"118262",E1150N4850,"2","2"
"118263",E1151N4850,"2","2"
"118264",E1152N4850,"25","25"
"118265",E1153N4850,"30","30"
"119633",E1152N4845,"10","10"
"119634",E1153N4845,"20","20"
"119894",E1150N4844,"2","2"
"119895",E1151N4844,"10","10"
"119896",E1152N4844,"20","20"
"119897",E1153N4844,"15","15"
"120152",E1150N4843,"10","10"
"120153",E1151N4843,"15","15"
"120154",E1152N4843,"20","20"
"120155",E1153N4843,"20","20"
"120414",E1150N4842,"5","5"
"120415",E1152N4842,"5","5"
"120416",E1153N4842,"20","20"
"120682",E1149N4841,"2","2"
"120683",E1150N4841,"10","10"
"120684",E1151N4841,"5","5"
"120685",E1152N4841,"5","5"
"120686",E1153N4841,"15","15"
"120942",E1151N4840,"15","15"
"120943",E1152N4840,"5","5"
"120944",E1153N4840,"10","10"
"121200",E1149N4839,"2","2"
"121201",E1150N4839,"2","2"
"121202",E1151N4839,"5","5"
"121203",E1152N4839,"2","2"
"121204",E1153N4839,"10","10"
"120141",E1136N4843,"2","2"
"120142",E1137N4843,"2","2"
"120143",E1138N4843,"2","2"
"120406",E1138N4842,"2","2"
"120674",E1139N4841,"10","10"
"120144",E1139N4843,"20","20"
"120675",E1140N4841,"5","5"
"120145",E1140N4843,"10","10"
"120407",E1140N4842,"2","2"
"120676",E1141N4841,"2","2"
"120146",E1141N4843,"2","2"
"120408",E1141N4842,"10","10"
"120677",E1142N4841,"10","10"
"120147",E1142N4843,"2","2"
"120409",E1142N4842,"2","2"
"120678",E1143N4841,"15","15"
"120410",E1143N4842,"5","5"
"120148",E1143N4843,"5","5"
"120679",E1144N4841,"5","5"
"120411",E1144N4842,"5","5"
"120149",E1144N4843,"10","10"
"120680",E1145N4841,"2","2"
"120412",E1145N4842,"2","2"
"120150",E1145N4843,"5","5"
"120151",E1146N4843,"2","2"
"120681",E1147N4841,"5","5"
"120413",E1147N4842,"15","15"
"117939",E1124N4851,"2","2"
"117299",E1121N4853,"2","2"
"116984",E1120N4854,"2","2"
"116673",E1119N4855,"2","2"
"116363",E1119N4856,"2","2"
"119084",E1130N4847,"10","10"
"119085",E1131N4847,"5","5"
"119351",E1132N4846,"2","2"
"119086",E1132N4847,"2","2"
"119087",E1133N4847,"10","10"
"119617",E1133N4845,"10","10"
"119088",E1134N4847,"10","10"
"119352",E1134N4846,"10","10"
"119618",E1134N4845,"2","2"
"119884",E1135N4844,"2","2"
"119089",E1135N4847,"2","2"
"119353",E1135N4846,"2","2"
"119619",E1135N4845,"5","5"
"119090",E1136N4847,"5","5"
"119354",E1136N4846,"2","2"
"119620",E1136N4845,"10","10"
"119091",E1137N4847,"10","10"
"119355",E1137N4846,"10","10"
"119621",E1137N4845,"10","10"
"119885",E1138N4844,"5","5"
"119092",E1138N4847,"5","5"
"119356",E1138N4846,"5","5"
"119622",E1138N4845,"2","2"
"119886",E1139N4844,"25","25"
"119093",E1139N4847,"30","30"
"119357",E1139N4846,"2","2"
"119623",E1139N4845,"10","10"
"119887",E1140N4844,"2","2"
"119624",E1140N4845,"20","20"
"119358",E1140N4846,"10","10"
"119888",E1141N4844,"2","2"
"119625",E1141N4845,"20","20"
"119359",E1141N4846,"20","20"
"119889",E1142N4844,"10","10"
"119626",E1142N4845,"2","2"
"119890",E1143N4844,"5","5"
"119627",E1143N4845,"2","2"
"119891",E1144N4844,"20","20"
"119628",E1144N4845,"2","2"
"119892",E1145N4844,"5","5"
"119629",E1145N4845,"10","10"
"119893",E1146N4844,"10","10"
"119630",E1146N4845,"2","2"
"117311",E1142N4853,"50","50"
"116994",E1142N4854,"25","25"
"117312",E1143N4853,"55","55"
"116995",E1143N4854,"20","20"
"117313",E1144N4853,"2","2"
"116996",E1144N4854,"2","2"
"117954",E1145N4851,"10","10"
"117631",E1145N4852,"20","20"
"117314",E1145N4853,"20","20"
"117955",E1146N4851,"20","20"
"117632",E1146N4852,"2","2"
"117315",E1146N4853,"35","35"
"117956",E1147N4851,"15","15"
"117633",E1147N4852,"15","15"
"117316",E1147N4853,"35","35"
"117957",E1148N4851,"5","5"
"117634",E1148N4852,"15","15"
"117317",E1148N4853,"55","55"
"118257",E1145N4850,"2","2"
"118258",E1146N4850,"10","10"
"118259",E1147N4850,"20","20"
"118260",E1148N4850,"30","30"
"117953",E1142N4851,"20","20"
"118256",E1142N4850,"20","20"
"118561",E1146N4849,"35","35"
"118562",E1147N4849,"25","25"
"118563",E1148N4849,"15","15"
"118831",E1146N4848,"2","2"
"118832",E1147N4848,"10","10"
"118833",E1148N4848,"2","2"
"119098",E1148N4847,"5","5"
"119360",E1142N4846,"2","2"
"119361",E1143N4846,"2","2"
"119362",E1144N4846,"2","2"
"119363",E1145N4846,"2","2"
"119364",E1146N4846,"30","30"
"118823",E1137N4848,"10","10"
"118554",E1137N4849,"30","30"
"118824",E1138N4848,"40","40"
"118555",E1138N4849,"30","30"
"118825",E1139N4848,"15","15"
"118556",E1139N4849,"30","30"
"118826",E1140N4848,"2","2"
"118557",E1140N4849,"25","25"
"119094",E1141N4847,"10","10"
"118827",E1141N4848,"2","2"
"118558",E1141N4849,"10","10"
"119095",E1142N4847,"35","35"
"118828",E1142N4848,"50","50"
"118559",E1142N4849,"30","30"
"119096",E1143N4847,"10","10"
"118829",E1143N4848,"55","55"
"118560",E1143N4849,"30","30"
"119097",E1144N4847,"2","2"
"118830",E1144N4848,"2","2"
"118571",E1156N4849,"2","2"
"118570",E1155N4849,"2","2"
"118569",E1154N4849,"25","25"
"119103",E1156N4847,"2","2"
"119102",E1155N4847,"15","15"
"119101",E1154N4847,"10","10"
"119370",E1156N4846,"10","10"
"119369",E1155N4846,"25","25"
"119368",E1154N4846,"25","25"
"119637",E1156N4845,"15","15"
"119636",E1155N4845,"10","10"
"119635",E1154N4845,"15","15"
"119900",E1156N4844,"5","5"
"119899",E1155N4844,"15","15"
"119898",E1154N4844,"65","65"
"120158",E1156N4843,"10","10"
"120157",E1155N4843,"15","15"
"120156",E1154N4843,"50","50"
"118245",E1131N4850,"2","2"
"117942",E1131N4851,"10","10"
"117618",E1131N4852,"5","5"
"117300",E1131N4853,"15","15"
"118548",E1131N4849,"15","15"
"118817",E1131N4848,"5","5"
"118818",E1132N4848,"20","20"
"118549",E1132N4849,"10","10"
"118246",E1132N4850,"10","10"
"117301",E1132N4853,"10","10"
"117619",E1132N4852,"45","45"
"117943",E1132N4851,"10","10"
"118819",E1133N4848,"15","15"
"118550",E1133N4849,"15","15"
"118247",E1133N4850,"5","5"
"117620",E1133N4852,"35","35"
"117944",E1133N4851,"30","30"
"118820",E1134N4848,"2","2"
"118551",E1134N4849,"5","5"
"118248",E1134N4850,"10","10"
"117621",E1134N4852,"35","35"
"117945",E1134N4851,"55","55"
"118821",E1135N4848,"10","10"
"118552",E1135N4849,"2","2"
"118249",E1135N4850,"20","20"
"117622",E1135N4852,"50","50"
"117946",E1135N4851,"20","20"
"118822",E1136N4848,"10","10"
"118553",E1136N4849,"40","40"
"118250",E1136N4850,"20","20"
"117305",E1136N4853,"15","15"
"117623",E1136N4852,"20","20"
"117947",E1136N4851,"15","15"
"117617",E1130N4852,"2","2"
"117941",E1130N4851,"5","5"
"118244",E1130N4850,"15","15"
"118547",E1130N4849,"10","10"
"118816",E1129N4848,"5","5"
"118546",E1129N4849,"2","2"
"117940",E1129N4851,"2","2"
"118243",E1129N4850,"10","10"
"118545",E1128N4849,"2","2"
"118242",E1126N4850,"2","2"
"117948",E1137N4851,"25","25"
"117624",E1137N4852,"2","2"
"118251",E1137N4850,"40","40"
"117949",E1138N4851,"20","20"
"117625",E1138N4852,"10","10"
"118252",E1138N4850,"25","25"
"117950",E1139N4851,"15","15"
"117626",E1139N4852,"10","10"
"118253",E1139N4850,"30","30"
"117951",E1140N4851,"5","5"
"117627",E1140N4852,"2","2"
"118254",E1140N4850,"10","10"
"117952",E1141N4851,"15","15"
"117628",E1141N4852,"15","15"
"118255",E1141N4850,"10","10"
"117629",E1142N4852,"55","55"
"117630",E1143N4852,"35","35"
"117958",E1149N4851,"2","2"
"117959",E1150N4851,"2","2"
"117960",E1151N4851,"2","2"
"117961",E1152N4851,"5","5"
"117962",E1153N4851,"25","25"
"117635",E1149N4852,"25","25"
"117636",E1151N4852,"10","10"
"117637",E1152N4852,"10","10"
"117638",E1153N4852,"5","5"
"117318",E1149N4853,"30","30"
"117319",E1150N4853,"10","10"
"117320",E1151N4853,"20","20"
"117321",E1152N4853,"15","15"
"117322",E1153N4853,"10","10"
"117000",E1150N4854,"2","2"
"117001",E1151N4854,"5","5"
"117002",E1152N4854,"25","25"
"117003",E1153N4854,"30","30"
"116688",E1150N4855,"10","10"
"116689",E1151N4855,"25","25"
"116690",E1152N4855,"2","2"
"116691",E1153N4855,"5","5"
"116376",E1150N4856,"20","20"
"116377",E1151N4856,"20","20"
"116378",E1152N4856,"10","10"
"116379",E1153N4856,"2","2"
"116091",E1151N4857,"10","10"
"116090",E1150N4857,"15","15"
"116089",E1149N4857,"5","5"
"116092",E1152N4857,"20","20"
"116093",E1153N4857,"2","2"
"116364",E1135N4856,"5","5"
"116988",E1136N4854,"10","10"
"116676",E1136N4855,"2","2"
"116365",E1136N4856,"20","20"
"116077",E1136N4857,"10","10"
"115779",E1136N4858,"2","2"
"117306",E1137N4853,"10","10"
"115780",E1137N4858,"10","10"
"116078",E1137N4857,"10","10"
"116366",E1137N4856,"15","15"
"116677",E1137N4855,"20","20"
"116989",E1137N4854,"10","10"
"117307",E1138N4853,"5","5"
"115781",E1138N4858,"2","2"
"116079",E1138N4857,"5","5"
"116367",E1138N4856,"15","15"
"116678",E1138N4855,"10","10"
"116990",E1138N4854,"5","5"
"117308",E1139N4853,"50","50"
"115782",E1139N4858,"10","10"
"116080",E1139N4857,"2","2"
"116368",E1139N4856,"15","15"
"116679",E1139N4855,"15","15"
"116991",E1139N4854,"10","10"
"117309",E1140N4853,"25","25"
"115783",E1140N4858,"10","10"
"116081",E1140N4857,"15","15"
"116369",E1140N4856,"40","40"
"116680",E1140N4855,"10","10"
"116992",E1140N4854,"45","45"
"117310",E1141N4853,"10","10"
"116993",E1141N4854,"25","25"
"115784",E1141N4858,"15","15"
"116681",E1141N4855,"2","2"
"116675",E1135N4855,"2","2"
"116987",E1135N4854,"15","15"
"116674",E1134N4855,"10","10"
"116986",E1134N4854,"5","5"
"116985",E1133N4854,"15","15"
"117304",E1135N4853,"20","20"
"117303",E1134N4853,"35","35"
"117302",E1133N4853,"40","40"
"116682",E1142N4855,"25","25"
"116683",E1144N4855,"10","10"
"116684",E1145N4855,"2","2"
"116685",E1146N4855,"20","20"
"116686",E1147N4855,"30","30"
"116687",E1148N4855,"40","40"
"116370",E1142N4856,"30","30"
"116371",E1143N4856,"2","2"
"116372",E1144N4856,"30","30"
"116373",E1145N4856,"15","15"
"116374",E1146N4856,"65","65"
"116375",E1147N4856,"80","80"
"116082",E1142N4857,"25","25"
"116083",E1143N4857,"10","10"
"116084",E1144N4857,"20","20"
"116085",E1145N4857,"15","15"
"116086",E1146N4857,"30","30"
"116087",E1147N4857,"15","15"
"116088",E1148N4857,"10","10"
"116997",E1146N4854,"45","45"
"116998",E1147N4854,"25","25"
"116999",E1148N4854,"35","35"
"115476",E1135N4859,"2","2"
"114848",E1140N4861,"10","10"
"114542",E1141N4862,"35","35"
"114541",E1129N4862,"2","2"
"113904",E1140N4864,"2","2"
"113903",E1139N4864,"2","2"
"113902",E1138N4864,"2","2"
"113597",E1140N4865,"2","2"
"113596",E1139N4865,"2","2"
"113320",E1141N4866,"2","2"
"113319",E1140N4866,"2","2"
"113318",E1139N4866,"5","5"
"113317",E1138N4866,"2","2"
"113035",E1140N4867,"2","2"
"113034",E1139N4867,"2","2"
"113033",E1138N4867,"5","5"
"113032",E1137N4867,"2","2"
"115778",E1127N4858,"2","2"
"116076",E1126N4857,"2","2"
"115790",E1148N4858,"2","2"
"115789",E1147N4858,"10","10"
"115788",E1146N4858,"10","10"
"115787",E1145N4858,"5","5"
"115786",E1144N4858,"10","10"
"115785",E1143N4858,"2","2"
"115482",E1148N4859,"10","10"
"115481",E1147N4859,"2","2"
"115480",E1145N4859,"15","15"
"115479",E1144N4859,"10","10"
"115478",E1143N4859,"50","50"
"115477",E1142N4859,"2","2"
"115171",E1142N4860,"25","25"
"115177",E1148N4860,"10","10"
"115176",E1147N4860,"2","2"
"115175",E1146N4860,"10","10"
"115174",E1145N4860,"10","10"
"115173",E1144N4860,"5","5"
"115172",E1143N4860,"20","20"
"114849",E1142N4861,"25","25"
"114855",E1148N4861,"2","2"
"114854",E1147N4861,"5","5"
"114853",E1146N4861,"15","15"
"114852",E1145N4861,"5","5"
"114851",E1144N4861,"2","2"
"114850",E1143N4861,"5","5"
"114543",E1142N4862,"195","195"
"114549",E1148N4862,"15","15"
"114548",E1147N4862,"10","10"
"114547",E1146N4862,"10","10"
"114546",E1145N4862,"2","2"
"114545",E1144N4862,"5","5"
"114544",E1143N4862,"10","10"
"115794",E1153N4858,"5","5"
"115793",E1151N4858,"55","55"
"115792",E1150N4858,"5","5"
"115791",E1149N4858,"15","15"
"115486",E1153N4859,"40","40"
"115485",E1151N4859,"15","15"
"115484",E1150N4859,"15","15"
"115483",E1149N4859,"15","15"
"115181",E1152N4860,"5","5"
"115180",E1151N4860,"20","20"
"115179",E1150N4860,"15","15"
"115178",E1149N4860,"15","15"
"114859",E1152N4861,"150","150"
"114858",E1151N4861,"20","20"
"114857",E1150N4861,"15","15"
"114856",E1149N4861,"15","15"
"114552",E1152N4862,"60","60"
"114551",E1150N4862,"5","5"
"114550",E1149N4862,"10","10"
"114239",E1153N4863,"35","35"
"114238",E1152N4863,"15","15"
"114237",E1151N4863,"170","170"
"114236",E1150N4863,"2","2"
"114235",E1149N4863,"5","5"
"113911",E1153N4864,"5","5"
"113910",E1152N4864,"20","20"
"113909",E1151N4864,"70","70"
"113908",E1150N4864,"15","15"
"113907",E1149N4864,"30","30"
"113602",E1152N4865,"10","10"
"113601",E1151N4865,"2","2"
"113600",E1149N4865,"5","5"
"113322",E1153N4866,"45","45"
"114234",E1148N4863,"20","20"
"114233",E1147N4863,"20","20"
"114232",E1146N4863,"100","100"
"114231",E1145N4863,"15","15"
"114230",E1144N4863,"10","10"
"114229",E1143N4863,"5","5"
"113905",E1147N4864,"10","10"
"113906",E1148N4864,"25","25"
"113598",E1145N4865,"2","2"
"113599",E1146N4865,"2","2"
"113321",E1145N4866,"2","2"
"111073",E1148N4874,"2","2"
"110758",E1145N4875,"10","10"
"110759",E1146N4875,"15","15"
"110760",E1147N4875,"25","25"
"110761",E1148N4875,"15","15"
"110442",E1145N4876,"15","15"
"110443",E1146N4876,"15","15"
"110444",E1147N4876,"5","5"
"110445",E1148N4876,"20","20"
"112762",E1137N4868,"2","2"
"112761",E1135N4868,"2","2"
"112760",E1134N4868,"5","5"
"112474",E1137N4869,"2","2"
"112473",E1135N4869,"5","5"
"112195",E1136N4870,"2","2"
"112194",E1135N4870,"2","2"
"111919",E1135N4871,"2","2"
"111647",E1134N4872,"2","2"
"111367",E1133N4873,"5","5"
"111072",E1132N4874,"2","2"
"110757",E1131N4875,"5","5"
"110756",E1130N4875,"2","2"
"110755",E1129N4875,"2","2"
"110441",E1130N4876,"2","2"
"110440",E1129N4876,"2","2"
"110120",E1129N4877,"2","2"
"110119",E1128N4877,"2","2"
"110124",E1149N4877,"25","25"
"110125",E1150N4877,"2","2"
"110126",E1151N4877,"15","15"
"110127",E1152N4877,"10","10"
"110128",E1153N4877,"20","20"
"109816",E1149N4878,"5","5"
"109817",E1150N4878,"2","2"
"109818",E1151N4878,"2","2"
"109819",E1152N4878,"20","20"
"109820",E1153N4878,"15","15"
"109508",E1149N4879,"25","25"
"109509",E1150N4879,"20","20"
"109510",E1151N4879,"15","15"
"109511",E1152N4879,"2","2"
"109512",E1153N4879,"2","2"
"109209",E1149N4880,"40","40"
"109210",E1150N4880,"15","15"
"109211",E1151N4880,"10","10"
"109212",E1152N4880,"2","2"
"109213",E1153N4880,"25","25"
"108890",E1149N4881,"30","30"
"108891",E1150N4881,"10","10"
"108892",E1151N4881,"2","2"
"108893",E1152N4881,"40","40"
"108894",E1153N4881,"2","2"
"108560",E1149N4882,"15","15"
"108561",E1150N4882,"5","5"
"108562",E1151N4882,"10","10"
"108563",E1152N4882,"10","10"
"108564",E1153N4882,"5","5"
"108218",E1149N4883,"15","15"
"108219",E1150N4883,"25","25"
"108220",E1151N4883,"15","15"
"108221",E1152N4883,"2","2"
"108222",E1153N4883,"2","2"
"110450",E1153N4876,"15","15"
"110449",E1152N4876,"15","15"
"110448",E1151N4876,"30","30"
"110447",E1150N4876,"40","40"
"110446",E1149N4876,"5","5"
"110766",E1153N4875,"20","20"
"110765",E1152N4875,"20","20"
"110764",E1151N4875,"10","10"
"110763",E1150N4875,"2","2"
"110762",E1149N4875,"5","5"
"111078",E1153N4874,"15","15"
"111077",E1152N4874,"20","20"
"111076",E1151N4874,"10","10"
"111075",E1150N4874,"2","2"
"111074",E1149N4874,"10","10"
"111648",E1151N4872,"5","5"
"109810",E1120N4878,"2","2"
"110438",E1121N4876,"5","5"
"110117",E1121N4877,"2","2"
"110753",E1121N4875,"10","10"
"111070",E1121N4874,"2","2"
"111071",E1123N4874,"2","2"
"110754",E1124N4875,"5","5"
"110118",E1126N4877,"2","2"
"109811",E1126N4878,"2","2"
"110439",E1125N4876,"2","2"
"109812",E1128N4878,"2","2"
"110123",E1148N4877,"10","10"
"110122",E1147N4877,"15","15"
"110121",E1146N4877,"10","10"
"109815",E1148N4878,"2","2"
"109814",E1147N4878,"10","10"
"109813",E1146N4878,"25","25"
"109507",E1148N4879,"40","40"
"109506",E1147N4879,"20","20"
"109505",E1146N4879,"15","15"
"109504",E1144N4879,"2","2"
"109503",E1143N4879,"10","10"
"109208",E1148N4880,"15","15"
"109207",E1147N4880,"20","20"
"109206",E1146N4880,"15","15"
"109205",E1145N4880,"15","15"
"109204",E1144N4880,"30","30"
"109203",E1143N4880,"25","25"
"108889",E1148N4881,"15","15"
"108888",E1147N4881,"15","15"
"108887",E1146N4881,"2","2"
"108886",E1145N4881,"40","40"
"108885",E1144N4881,"20","20"
"108884",E1143N4881,"25","25"
"108559",E1148N4882,"5","5"
"108558",E1147N4882,"10","10"
"108557",E1146N4882,"5","5"
"108556",E1145N4882,"5","5"
"108555",E1144N4882,"15","15"
"108554",E1143N4882,"40","40"
"108217",E1148N4883,"40","40"
"108216",E1147N4883,"50","50"
"108215",E1146N4883,"2","2"
"108214",E1145N4883,"15","15"
"108213",E1144N4883,"25","25"
"108212",E1143N4883,"25","25"
"109202",E1142N4880,"15","15"
"108550",E1122N4882,"2","2"
"108208",E1122N4883,"2","2"
"108551",E1123N4882,"10","10"
"108209",E1123N4883,"2","2"
"109199",E1124N4880,"2","2"
"108882",E1124N4881,"10","10"
"108552",E1124N4882,"2","2"
"109501",E1126N4879,"10","10"
"109201",E1126N4880,"2","2"
"108883",E1125N4881,"10","10"
"109200",E1125N4880,"2","2"
"109502",E1127N4879,"2","2"
"119638",E1157N4845,"10","10"
"119639",E1158N4845,"15","15"
"119640",E1159N4845,"35","35"
"119641",E1160N4845,"20","20"
"119642",E1161N4845,"30","30"
"119643",E1162N4845,"10","10"
"119371",E1157N4846,"15","15"
"119372",E1158N4846,"10","10"
"119373",E1159N4846,"30","30"
"119374",E1160N4846,"20","20"
"119375",E1161N4846,"40","40"
"119376",E1162N4846,"25","25"
"119104",E1157N4847,"15","15"
"119105",E1158N4847,"20","20"
"119106",E1159N4847,"30","30"
"119107",E1160N4847,"25","25"
"119108",E1161N4847,"40","40"
"119109",E1162N4847,"5","5"
"118838",E1157N4848,"25","25"
"118839",E1158N4848,"10","10"
"118840",E1159N4848,"20","20"
"118841",E1160N4848,"15","15"
"118842",E1161N4848,"25","25"
"118843",E1162N4848,"15","15"
"118572",E1159N4849,"2","2"
"118573",E1161N4849,"2","2"
"118574",E1162N4849,"2","2"
"118269",E1157N4850,"2","2"
"118270",E1158N4850,"5","5"
"118271",E1159N4850,"5","5"
"118272",E1160N4850,"2","2"
"118273",E1161N4850,"5","5"
"118274",E1162N4850,"2","2"
"119644",E1163N4845,"20","20"
"119377",E1163N4846,"25","25"
"119110",E1163N4847,"15","15"
"118844",E1163N4848,"15","15"
"118275",E1164N4850,"5","5"
"118276",E1165N4850,"10","10"
"117971",E1164N4851,"15","15"
"117972",E1165N4851,"20","20"
"117647",E1163N4852,"2","2"
"117648",E1164N4852,"15","15"
"117649",E1165N4852,"15","15"
"117331",E1163N4853,"15","15"
"117332",E1164N4853,"15","15"
"117333",E1165N4853,"40","40"
"117011",E1163N4854,"2","2"
"117012",E1164N4854,"10","10"
"117013",E1165N4854,"30","30"
"116697",E1163N4855,"10","10"
"116698",E1164N4855,"20","20"
"116699",E1165N4855,"20","20"
"116384",E1163N4856,"2","2"
"116385",E1164N4856,"10","10"
"116386",E1165N4856,"10","10"
"116095",E1163N4857,"2","2"
"116096",E1164N4857,"30","30"
"116097",E1165N4857,"5","5"
"115796",E1163N4858,"5","5"
"115797",E1164N4858,"2","2"
"115798",E1165N4858,"125","125"
"115488",E1163N4859,"2","2"
"115489",E1164N4859,"5","5"
"115490",E1165N4859,"20","20"
"115182",E1164N4860,"2","2"
"115183",E1165N4860,"5","5"
"114862",E1165N4861,"2","2"
"119381",E1171N4846,"10","10"
"119382",E1172N4846,"2","2"
"119383",E1173N4846,"2","2"
"119384",E1174N4846,"15","15"
"119385",E1175N4846,"2","2"
"119386",E1176N4846,"40","40"
"119387",E1177N4846,"2","2"
"119388",E1178N4846,"5","5"
"119389",E1179N4846,"15","15"
"119390",E1180N4846,"2","2"
"119391",E1181N4846,"20","20"
"119392",E1182N4846,"20","20"
"119393",E1183N4846,"25","25"
"119394",E1184N4846,"20","20"
"119395",E1186N4846,"2","2"
"119396",E1188N4846,"15","15"
"119397",E1189N4846,"35","35"
"119398",E1190N4846,"30","30"
"119399",E1191N4846,"10","10"
"119400",E1192N4846,"30","30"
"119401",E1193N4846,"60","60"
"119402",E1194N4846,"20","20"
"119403",E1195N4846,"2","2"
"119404",E1196N4846,"35","35"
"119405",E1197N4846,"15","15"
"119406",E1198N4846,"35","35"
"119407",E1199N4846,"30","30"
"119408",E1200N4846,"15","15"
"119409",E1201N4846,"20","20"
"119410",E1202N4846,"45","45"
"119411",E1203N4846,"55","55"
"119412",E1204N4846,"25","25"
"119413",E1205N4846,"2","2"
"119380",E1170N4846,"25","25"
"119379",E1169N4846,"5","5"
"119378",E1168N4846,"5","5"
"119113",E1170N4847,"2","2"
"119114",E1171N4847,"2","2"
"119115",E1172N4847,"110","110"
"119116",E1173N4847,"10","10"
"119117",E1174N4847,"10","10"
"119118",E1175N4847,"10","10"
"119119",E1176N4847,"15","15"
"119120",E1177N4847,"2","2"
"119121",E1180N4847,"10","10"
"119122",E1181N4847,"10","10"
"119123",E1182N4847,"20","20"
"119124",E1183N4847,"25","25"
"119125",E1184N4847,"35","35"
"119126",E1185N4847,"45","45"
"119127",E1186N4847,"25","25"
"119128",E1187N4847,"15","15"
"119129",E1189N4847,"30","30"
"119130",E1190N4847,"50","50"
"119131",E1191N4847,"15","15"
"119132",E1192N4847,"10","10"
"119133",E1193N4847,"25","25"
"119134",E1194N4847,"2","2"
"119135",E1195N4847,"10","10"
"119136",E1196N4847,"20","20"
"119137",E1197N4847,"25","25"
"119138",E1198N4847,"15","15"
"119139",E1199N4847,"10","10"
"119140",E1200N4847,"2","2"
"119141",E1201N4847,"40","40"
"119142",E1202N4847,"25","25"
"119143",E1203N4847,"10","10"
"119144",E1204N4847,"5","5"
"119145",E1205N4847,"15","15"
"119146",E1206N4847,"10","10"
"119147",E1207N4847,"2","2"
"119112",E1169N4847,"2","2"
"119111",E1168N4847,"2","2"
"118847",E1170N4848,"15","15"
"118848",E1171N4848,"30","30"
"118849",E1172N4848,"5","5"
"118850",E1173N4848,"5","5"
"118851",E1174N4848,"5","5"
"118852",E1175N4848,"5","5"
"118853",E1176N4848,"25","25"
"118854",E1177N4848,"30","30"
"118855",E1179N4848,"20","20"
"118856",E1180N4848,"2","2"
"118857",E1181N4848,"25","25"
"118858",E1182N4848,"30","30"
"118859",E1183N4848,"20","20"
"118860",E1184N4848,"20","20"
"118861",E1185N4848,"45","45"
"118862",E1186N4848,"40","40"
"118863",E1187N4848,"35","35"
"118864",E1188N4848,"2","2"
"118865",E1189N4848,"15","15"
"118866",E1190N4848,"35","35"
"118867",E1191N4848,"50","50"
"118868",E1192N4848,"20","20"
"118869",E1193N4848,"5","5"
"118870",E1195N4848,"10","10"
"118871",E1196N4848,"20","20"
"118872",E1197N4848,"5","5"
"118846",E1169N4848,"5","5"
"118845",E1168N4848,"15","15"
"118579",E1175N4849,"30","30"
"118580",E1176N4849,"25","25"
"118581",E1177N4849,"75","75"
"118582",E1180N4849,"15","15"
"118583",E1181N4849,"15","15"
"118584",E1182N4849,"20","20"
"118585",E1183N4849,"10","10"
"118586",E1184N4849,"10","10"
"118587",E1185N4849,"10","10"
"118588",E1186N4849,"15","15"
"118589",E1187N4849,"10","10"
"118590",E1188N4849,"10","10"
"118591",E1189N4849,"25","25"
"118592",E1190N4849,"35","35"
"118593",E1191N4849,"55","55"
"118594",E1192N4849,"45","45"
"118595",E1193N4849,"15","15"
"118596",E1194N4849,"2","2"
"118597",E1195N4849,"15","15"
"118299",E1196N4850,"2","2"
"118598",E1196N4849,"2","2"
"118298",E1195N4850,"5","5"
"118297",E1194N4850,"15","15"
"118296",E1193N4850,"2","2"
"118295",E1192N4850,"35","35"
"118294",E1191N4850,"35","35"
"118293",E1190N4850,"25","25"
"118292",E1189N4850,"20","20"
"118291",E1188N4850,"10","10"
"118290",E1187N4850,"20","20"
"118289",E1186N4850,"20","20"
"118288",E1185N4850,"15","15"
"118287",E1184N4850,"35","35"
"118286",E1183N4850,"20","20"
"118285",E1182N4850,"25","25"
"118284",E1181N4850,"15","15"
"118283",E1174N4850,"25","25"
"118282",E1172N4850,"2","2"
"118578",E1171N4849,"40","40"
"118281",E1170N4850,"35","35"
"118577",E1170N4849,"30","30"
"118278",E1167N4850,"30","30"
"118277",E1166N4850,"10","10"
"118575",E1168N4849,"15","15"
"118279",E1168N4850,"10","10"
"118280",E1169N4850,"25","25"
"118576",E1169N4849,"25","25"
"118266",E1154N4850,"30","30"
"118267",E1155N4850,"15","15"
"118268",E1156N4850,"35","35"
"117963",E1154N4851,"15","15"
"117964",E1155N4851,"25","25"
"117965",E1156N4851,"20","20"
"117639",E1154N4852,"2","2"
"117640",E1155N4852,"40","40"
"117641",E1156N4852,"15","15"
"117323",E1154N4853,"2","2"
"117324",E1155N4853,"20","20"
"117325",E1156N4853,"2","2"
"117004",E1154N4854,"15","15"
"117005",E1155N4854,"30","30"
"117006",E1156N4854,"2","2"
"116692",E1154N4855,"15","15"
"116693",E1155N4855,"10","10"
"116380",E1154N4856,"10","10"
