fid,crs28992re,FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_FMC_INDEX_SOC_Num_65+rea
"103305",E1223N4906,"2","2"
"103023",E1223N4908,"140","140"
"103434",E1223N4905,"5","5"
"103435",E1224N4905,"10","10"
"103436",E1225N4905,"15","15"
"103437",E1226N4905,"5","5"
"103438",E1227N4905,"10","10"
"103439",E1228N4905,"2","2"
"103440",E1230N4905,"2","2"
"103441",E1231N4905,"5","5"
"103442",E1232N4905,"10","10"
"103573",E1168N4904,"2","2"
"103574",E1218N4904,"2","2"
"103575",E1223N4904,"2","2"
"103576",E1225N4904,"2","2"
"103577",E1226N4904,"2","2"
"103578",E1227N4904,"10","10"
"103579",E1228N4904,"5","5"
"103580",E1229N4904,"2","2"
"103581",E1230N4904,"10","10"
"103582",E1235N4904,"2","2"
"103024",E1224N4908,"5","5"
"103178",E1234N4907,"2","2"
"103314",E1234N4906,"2","2"
"103177",E1232N4907,"40","40"
"103313",E1232N4906,"10","10"
"102884",E1218N4909,"2","2"
"102743",E1218N4910,"2","2"
"102885",E1219N4909,"2","2"
"102744",E1219N4910,"2","2"
"102886",E1220N4909,"2","2"
"102745",E1220N4910,"2","2"
"102887",E1221N4909,"2","2"
"102746",E1221N4910,"2","2"
"102888",E1222N4909,"5","5"
"102747",E1222N4910,"2","2"
"102748",E1223N4910,"5","5"
"102889",E1224N4909,"10","10"
"102749",E1224N4910,"5","5"
"102890",E1225N4909,"10","10"
"102750",E1225N4910,"20","20"
"102751",E1226N4910,"15","15"
"102891",E1226N4909,"25","25"
"102752",E1227N4910,"2","2"
"102892",E1227N4909,"15","15"
"102753",E1228N4910,"40","40"
"102893",E1228N4909,"2","2"
"102754",E1229N4910,"10","10"
"102894",E1229N4909,"5","5"
"102755",E1230N4910,"2","2"
"102895",E1230N4909,"60","60"
"102756",E1231N4910,"25","25"
"102896",E1231N4909,"60","60"
"102757",E1232N4910,"2","2"
"102758",E1234N4910,"2","2"
"102897",E1238N4909,"2","2"
"102898",E1239N4909,"5","5"
"102899",E1240N4909,"10","10"
"102900",E1241N4909,"2","2"
"102901",E1242N4909,"2","2"
"102902",E1245N4909,"20","20"
"102742",E1217N4910,"35","35"
"102883",E1217N4909,"35","35"
"102741",E1216N4910,"20","20"
"102882",E1216N4909,"15","15"
"102740",E1215N4910,"2","2"
"102881",E1215N4909,"20","20"
"102739",E1214N4910,"20","20"
"102880",E1214N4909,"5","5"
"102879",E1212N4909,"2","2"
"102878",E1211N4909,"2","2"
"102877",E1210N4909,"2","2"
"102763",E1243N4910,"2","2"
"102762",E1242N4910,"2","2"
"102761",E1241N4910,"2","2"
"102760",E1240N4910,"2","2"
"102759",E1239N4910,"2","2"
"113920",E1174N4864,"2","2"
"113329",E1174N4866,"2","2"
"113041",E1174N4867,"15","15"
"112766",E1174N4868,"40","40"
"112477",E1174N4869,"20","20"
"113610",E1174N4865,"10","10"
"113921",E1175N4864,"65","65"
"112767",E1175N4868,"15","15"
"113042",E1175N4867,"20","20"
"113330",E1175N4866,"2","2"
"113611",E1175N4865,"35","35"
"113612",E1176N4865,"25","25"
"113331",E1176N4866,"2","2"
"113043",E1176N4867,"2","2"
"112768",E1176N4868,"15","15"
"113922",E1176N4864,"40","40"
"113613",E1177N4865,"30","30"
"113332",E1177N4866,"20","20"
"113044",E1177N4867,"25","25"
"112769",E1177N4868,"2","2"
"113614",E1178N4865,"2","2"
"113333",E1178N4866,"5","5"
"113045",E1178N4867,"15","15"
"112770",E1178N4868,"10","10"
"113615",E1179N4865,"20","20"
"113334",E1179N4866,"15","15"
"113046",E1179N4867,"2","2"
"113923",E1177N4864,"20","20"
"113924",E1178N4864,"2","2"
"113925",E1179N4864,"5","5"
"113926",E1180N4864,"20","20"
"114254",E1179N4863,"15","15"
"114566",E1178N4862,"2","2"
"114567",E1179N4862,"5","5"
"114568",E1180N4862,"5","5"
"114874",E1178N4861,"15","15"
"114875",E1179N4861,"40","40"
"107918",E1174N4884,"10","10"
"107919",E1175N4884,"15","15"
"107920",E1177N4884,"15","15"
"107921",E1178N4884,"15","15"
"107922",E1179N4884,"10","10"
"107923",E1183N4884,"15","15"
"107924",E1184N4884,"30","30"
"107925",E1185N4884,"10","10"
"107926",E1186N4884,"15","15"
"107927",E1187N4884,"15","15"
"107928",E1188N4884,"10","10"
"107929",E1189N4884,"2","2"
"107930",E1192N4884,"2","2"
"107931",E1196N4884,"15","15"
"107932",E1197N4884,"20","20"
"107933",E1198N4884,"15","15"
"107934",E1199N4884,"15","15"
"107935",E1200N4884,"15","15"
"107936",E1201N4884,"45","45"
"107937",E1202N4884,"40","40"
"107938",E1203N4884,"45","45"
"107939",E1204N4884,"20","20"
"107940",E1205N4884,"30","30"
"107941",E1206N4884,"50","50"
"107942",E1207N4884,"20","20"
"107943",E1208N4884,"35","35"
"107944",E1209N4884,"40","40"
"107945",E1210N4884,"35","35"
"107946",E1224N4884,"10","10"
"107947",E1225N4884,"2","2"
"107948",E1226N4884,"20","20"
"107949",E1227N4884,"20","20"
"107950",E1228N4884,"5","5"
"107951",E1229N4884,"20","20"
"107952",E1230N4884,"35","35"
"107953",E1231N4884,"2","2"
"107632",E1227N4885,"5","5"
"107631",E1226N4885,"25","25"
"107630",E1225N4885,"2","2"
"107629",E1222N4885,"2","2"
"107628",E1220N4885,"2","2"
"107627",E1213N4885,"15","15"
"107626",E1212N4885,"35","35"
"107625",E1211N4885,"35","35"
"107624",E1210N4885,"15","15"
"107623",E1209N4885,"20","20"
"107622",E1208N4885,"40","40"
"107621",E1207N4885,"80","80"
"107620",E1206N4885,"25","25"
"107619",E1205N4885,"25","25"
"107618",E1204N4885,"30","30"
"107617",E1203N4885,"55","55"
"107616",E1202N4885,"70","70"
"107615",E1201N4885,"30","30"
"107614",E1200N4885,"25","25"
"107613",E1199N4885,"20","20"
"107612",E1198N4885,"5","5"
"107611",E1197N4885,"15","15"
"107610",E1196N4885,"30","30"
"107609",E1195N4885,"2","2"
"107608",E1192N4885,"2","2"
"107607",E1191N4885,"2","2"
"107606",E1190N4885,"2","2"
"107605",E1188N4885,"15","15"
"107604",E1187N4885,"10","10"
"107603",E1186N4885,"25","25"
"107602",E1185N4885,"20","20"
"107601",E1184N4885,"5","5"
"107600",E1183N4885,"25","25"
"107599",E1182N4885,"10","10"
"107598",E1181N4885,"2","2"
"107597",E1179N4885,"2","2"
"107596",E1178N4885,"2","2"
"107595",E1177N4885,"2","2"
"107594",E1175N4885,"5","5"
"107593",E1174N4885,"20","20"
"107633",E1228N4885,"10","10"
"107634",E1229N4885,"10","10"
"107635",E1230N4885,"15","15"
"107636",E1231N4885,"2","2"
"107637",E1233N4885,"2","2"
"107286",E1188N4886,"10","10"
"107287",E1189N4886,"15","15"
"107288",E1191N4886,"5","5"
"107289",E1196N4886,"10","10"
"107290",E1197N4886,"30","30"
"107291",E1198N4886,"20","20"
"107292",E1199N4886,"20","20"
"107293",E1200N4886,"35","35"
"107294",E1201N4886,"35","35"
"107295",E1202N4886,"35","35"
"107296",E1203N4886,"40","40"
"107297",E1204N4886,"35","35"
"107298",E1205N4886,"30","30"
"107299",E1206N4886,"20","20"
"107300",E1207N4886,"35","35"
"107301",E1208N4886,"15","15"
"107302",E1209N4886,"20","20"
"107303",E1210N4886,"30","30"
"107304",E1211N4886,"35","35"
"107305",E1212N4886,"45","45"
"107306",E1213N4886,"95","95"
"107307",E1214N4886,"25","25"
"107308",E1220N4886,"15","15"
"107309",E1222N4886,"2","2"
"107310",E1223N4886,"10","10"
"107311",E1224N4886,"5","5"
"107312",E1226N4886,"10","10"
"107313",E1227N4886,"30","30"
"107314",E1228N4886,"15","15"
"107315",E1229N4886,"20","20"
"107316",E1230N4886,"10","10"
"107317",E1232N4886,"2","2"
"107318",E1233N4886,"2","2"
"107319",E1235N4886,"2","2"
"107285",E1187N4886,"15","15"
"107284",E1186N4886,"40","40"
"107283",E1185N4886,"20","20"
"107282",E1184N4886,"40","40"
"107281",E1183N4886,"30","30"
"107280",E1182N4886,"10","10"
"107279",E1181N4886,"2","2"
"107278",E1176N4886,"10","10"
"107277",E1175N4886,"2","2"
"107276",E1174N4886,"2","2"
"113340",E1188N4866,"20","20"
"113341",E1189N4866,"25","25"
"113342",E1190N4866,"40","40"
"113343",E1191N4866,"15","15"
"113344",E1192N4866,"30","30"
"113345",E1193N4866,"30","30"
"113346",E1194N4866,"15","15"
"113347",E1195N4866,"15","15"
"113348",E1196N4866,"15","15"
"113349",E1197N4866,"20","20"
"113350",E1198N4866,"25","25"
"113351",E1199N4866,"5","5"
"113352",E1200N4866,"30","30"
"113353",E1201N4866,"20","20"
"113354",E1202N4866,"15","15"
"113355",E1203N4866,"135","135"
"113356",E1204N4866,"15","15"
"113357",E1205N4866,"20","20"
"113358",E1206N4866,"15","15"
"113359",E1207N4866,"20","20"
"113360",E1208N4866,"20","20"
"113361",E1209N4866,"20","20"
"113362",E1210N4866,"2","2"
"113363",E1211N4866,"2","2"
"113364",E1212N4866,"2","2"
"113365",E1213N4866,"2","2"
"113366",E1214N4866,"2","2"
"113367",E1215N4866,"2","2"
"113368",E1216N4866,"25","25"
"113369",E1217N4866,"2","2"
"113370",E1218N4866,"2","2"
"113371",E1219N4866,"30","30"
"113372",E1220N4866,"40","40"
"113373",E1221N4866,"2","2"
"113374",E1222N4866,"5","5"
"113339",E1187N4866,"15","15"
"113338",E1186N4866,"50","50"
"113337",E1185N4866,"25","25"
"113336",E1184N4866,"30","30"
"113335",E1180N4866,"10","10"
"109270",E1237N4880,"2","2"
"109269",E1236N4880,"20","20"
"109268",E1235N4880,"35","35"
"109267",E1234N4880,"50","50"
"109266",E1215N4880,"2","2"
"109265",E1214N4880,"2","2"
"109264",E1213N4880,"35","35"
"109263",E1212N4880,"25","25"
"109262",E1211N4880,"25","25"
"109261",E1210N4880,"35","35"
"109260",E1209N4880,"25","25"
"109259",E1208N4880,"50","50"
"109258",E1207N4880,"80","80"
"109257",E1206N4880,"35","35"
"109256",E1205N4880,"30","30"
"109255",E1204N4880,"45","45"
"109254",E1203N4880,"15","15"
"109253",E1202N4880,"10","10"
"109252",E1201N4880,"25","25"
"109251",E1200N4880,"10","10"
"109250",E1199N4880,"30","30"
"109249",E1198N4880,"15","15"
"109248",E1197N4880,"20","20"
"109247",E1196N4880,"2","2"
"109246",E1193N4880,"2","2"
"109245",E1192N4880,"20","20"
"108928",E1192N4881,"2","2"
"109244",E1191N4880,"10","10"
"108927",E1191N4881,"20","20"
"109243",E1190N4880,"10","10"
"108926",E1190N4881,"40","40"
"109242",E1189N4880,"15","15"
"108925",E1189N4881,"10","10"
"109241",E1188N4880,"25","25"
"108924",E1188N4881,"20","20"
"109240",E1187N4880,"35","35"
"108923",E1187N4881,"10","10"
"109239",E1186N4880,"25","25"
"108922",E1186N4881,"25","25"
"109238",E1185N4880,"15","15"
"108921",E1185N4881,"25","25"
"109237",E1184N4880,"15","15"
"108920",E1184N4881,"15","15"
"109236",E1183N4880,"30","30"
"108919",E1183N4881,"15","15"
"109235",E1182N4880,"10","10"
"108918",E1182N4881,"20","20"
"109234",E1181N4880,"2","2"
"108917",E1181N4881,"20","20"
"109233",E1180N4880,"2","2"
"109842",E1180N4878,"2","2"
"109843",E1181N4878,"5","5"
"109844",E1182N4878,"15","15"
"109845",E1183N4878,"15","15"
"109846",E1184N4878,"15","15"
"109847",E1185N4878,"35","35"
"109848",E1186N4878,"2","2"
"109849",E1187N4878,"10","10"
"109850",E1188N4878,"15","15"
"109851",E1189N4878,"30","30"
"109852",E1190N4878,"20","20"
"109853",E1191N4878,"15","15"
"109854",E1192N4878,"10","10"
"109855",E1197N4878,"5","5"
"109856",E1198N4878,"25","25"
"109857",E1199N4878,"15","15"
"109858",E1200N4878,"30","30"
"109859",E1201N4878,"15","15"
"109860",E1202N4878,"15","15"
"109861",E1203N4878,"25","25"
"109862",E1204N4878,"45","45"
"109863",E1205N4878,"40","40"
"109864",E1206N4878,"60","60"
"109865",E1207N4878,"45","45"
"109866",E1208N4878,"45","45"
"109867",E1209N4878,"15","15"
"109868",E1210N4878,"25","25"
"109869",E1211N4878,"30","30"
"109870",E1212N4878,"35","35"
"109871",E1213N4878,"15","15"
"109872",E1214N4878,"2","2"
"109873",E1215N4878,"2","2"
"109874",E1224N4878,"5","5"
"109875",E1238N4878,"20","20"
"109876",E1239N4878,"25","25"
"109877",E1240N4878,"25","25"
"109878",E1241N4878,"5","5"
"109879",E1242N4878,"65","65"
"109534",E1181N4879,"2","2"
"109535",E1182N4879,"30","30"
"109536",E1183N4879,"2","2"
"109537",E1184N4879,"15","15"
"109538",E1185N4879,"30","30"
"109539",E1186N4879,"2","2"
"109540",E1187N4879,"10","10"
"109541",E1188N4879,"10","10"
"109542",E1189N4879,"25","25"
"109543",E1190N4879,"25","25"
"109544",E1191N4879,"30","30"
"109545",E1192N4879,"2","2"
"109546",E1193N4879,"2","2"
"109547",E1197N4879,"15","15"
"109548",E1198N4879,"15","15"
"109549",E1199N4879,"15","15"
"109550",E1200N4879,"20","20"
"109551",E1201N4879,"15","15"
"109552",E1202N4879,"2","2"
"109553",E1203N4879,"10","10"
"109554",E1204N4879,"60","60"
"109555",E1205N4879,"30","30"
"109556",E1206N4879,"20","20"
"109557",E1207N4879,"45","45"
"109558",E1208N4879,"40","40"
"109559",E1209N4879,"35","35"
"109560",E1210N4879,"60","60"
"109561",E1211N4879,"20","20"
"109562",E1212N4879,"30","30"
"109563",E1213N4879,"30","30"
"109564",E1214N4879,"10","10"
"109565",E1215N4879,"2","2"
"109566",E1234N4879,"2","2"
"109567",E1235N4879,"10","10"
"109568",E1236N4879,"20","20"
"109569",E1237N4879,"35","35"
"109570",E1238N4879,"25","25"
"109571",E1239N4879,"35","35"
"109572",E1240N4879,"35","35"
"109573",E1241N4879,"2","2"
"112775",E1187N4868,"15","15"
"112776",E1188N4868,"15","15"
"112777",E1189N4868,"15","15"
"112778",E1190N4868,"30","30"
"112779",E1191N4868,"30","30"
"112780",E1192N4868,"30","30"
"112781",E1193N4868,"10","10"
"112782",E1194N4868,"20","20"
"112783",E1195N4868,"15","15"
"112784",E1196N4868,"20","20"
"112785",E1197N4868,"15","15"
"112786",E1198N4868,"20","20"
"112787",E1199N4868,"25","25"
"112788",E1200N4868,"80","80"
"112789",E1201N4868,"20","20"
"112790",E1202N4868,"2","2"
"112791",E1203N4868,"2","2"
"112792",E1204N4868,"45","45"
"112793",E1205N4868,"45","45"
"112794",E1206N4868,"10","10"
"112795",E1207N4868,"30","30"
"112796",E1208N4868,"10","10"
"112797",E1209N4868,"15","15"
"112798",E1210N4868,"10","10"
"112799",E1211N4868,"5","5"
"112800",E1212N4868,"2","2"
"112774",E1186N4868,"25","25"
"112773",E1185N4868,"35","35"
"112772",E1184N4868,"35","35"
"112771",E1183N4868,"10","10"
"107013",E1196N4887,"25","25"
"107014",E1197N4887,"2","2"
"107015",E1198N4887,"2","2"
"107016",E1199N4887,"5","5"
"107017",E1200N4887,"10","10"
"107018",E1201N4887,"20","20"
"107019",E1202N4887,"25","25"
"107020",E1203N4887,"25","25"
"107021",E1204N4887,"10","10"
"106754",E1205N4888,"2","2"
"106755",E1206N4888,"20","20"
"107022",E1206N4887,"2","2"
"106756",E1207N4888,"15","15"
"107023",E1207N4887,"20","20"
"106757",E1208N4888,"45","45"
"107024",E1208N4887,"2","2"
"106758",E1209N4888,"30","30"
"107025",E1209N4887,"55","55"
"106759",E1210N4888,"25","25"
"107026",E1210N4887,"30","30"
"106760",E1211N4888,"5","5"
"107027",E1211N4887,"40","40"
"106761",E1212N4888,"45","45"
"107028",E1212N4887,"10","10"
"106762",E1213N4888,"40","40"
"107029",E1213N4887,"35","35"
"107012",E1187N4887,"2","2"
"107011",E1183N4887,"5","5"
"113047",E1183N4867,"10","10"
"113048",E1184N4867,"25","25"
"113049",E1185N4867,"15","15"
"113050",E1186N4867,"15","15"
"113051",E1187N4867,"20","20"
"113052",E1188N4867,"20","20"
"113053",E1189N4867,"20","20"
"113054",E1190N4867,"35","35"
"113055",E1191N4867,"20","20"
"113056",E1192N4867,"15","15"
"113057",E1193N4867,"20","20"
"113058",E1194N4867,"25","25"
"113059",E1195N4867,"15","15"
"113060",E1196N4867,"2","2"
"113061",E1197N4867,"20","20"
"113062",E1198N4867,"25","25"
"113063",E1199N4867,"10","10"
"113064",E1200N4867,"35","35"
"113065",E1201N4867,"15","15"
"113066",E1202N4867,"15","15"
"113067",E1203N4867,"20","20"
"113068",E1204N4867,"30","30"
"113069",E1205N4867,"55","55"
"113070",E1206N4867,"15","15"
"113071",E1207N4867,"30","30"
"113072",E1208N4867,"10","10"
"113073",E1209N4867,"10","10"
"113074",E1210N4867,"5","5"
"113075",E1211N4867,"2","2"
"113076",E1212N4867,"5","5"
"113077",E1213N4867,"2","2"
"113078",E1214N4867,"2","2"
"113079",E1215N4867,"2","2"
"113080",E1216N4867,"25","25"
"113081",E1217N4867,"5","5"
"113927",E1184N4864,"2","2"
"114255",E1184N4863,"95","95"
"114569",E1184N4862,"25","25"
"114876",E1184N4861,"30","30"
"113928",E1185N4864,"10","10"
"114256",E1185N4863,"35","35"
"114570",E1185N4862,"25","25"
"114877",E1185N4861,"10","10"
"113929",E1186N4864,"15","15"
"114257",E1186N4863,"5","5"
"114571",E1186N4862,"25","25"
"114878",E1186N4861,"30","30"
"113930",E1187N4864,"30","30"
"114258",E1187N4863,"25","25"
"114572",E1187N4862,"25","25"
"114879",E1187N4861,"20","20"
"113931",E1188N4864,"30","30"
"114259",E1188N4863,"10","10"
"114573",E1188N4862,"20","20"
"114880",E1188N4861,"20","20"
"113630",E1198N4865,"30","30"
"113631",E1199N4865,"20","20"
"113632",E1200N4865,"25","25"
"113633",E1201N4865,"25","25"
"113634",E1202N4865,"30","30"
"113635",E1203N4865,"5","5"
"113636",E1204N4865,"25","25"
"113637",E1205N4865,"30","30"
"113638",E1206N4865,"2","2"
"113639",E1207N4865,"25","25"
"113640",E1208N4865,"5","5"
"113641",E1209N4865,"15","15"
"113642",E1210N4865,"2","2"
"113643",E1211N4865,"5","5"
"113644",E1212N4865,"2","2"
"113645",E1213N4865,"5","5"
"113646",E1214N4865,"2","2"
"113647",E1215N4865,"2","2"
"113648",E1216N4865,"2","2"
"113649",E1217N4865,"2","2"
"113650",E1218N4865,"2","2"
"113651",E1219N4865,"10","10"
"113652",E1221N4865,"2","2"
"113653",E1222N4865,"15","15"
"113654",E1223N4865,"45","45"
"113655",E1224N4865,"20","20"
"113656",E1225N4865,"20","20"
"113657",E1226N4865,"15","15"
"113629",E1197N4865,"60","60"
"113628",E1196N4865,"65","65"
"113627",E1195N4865,"35","35"
"113626",E1194N4865,"30","30"
"113625",E1193N4865,"30","30"
"113624",E1192N4865,"40","40"
"113623",E1191N4865,"10","10"
"113622",E1190N4865,"25","25"
"113621",E1189N4865,"20","20"
"113620",E1188N4865,"25","25"
"113619",E1187N4865,"15","15"
"113618",E1186N4865,"25","25"
"113617",E1185N4865,"15","15"
"113616",E1184N4865,"25","25"
"110171",E1201N4877,"15","15"
"110172",E1202N4877,"15","15"
"110173",E1203N4877,"35","35"
"110174",E1204N4877,"55","55"
"110175",E1205N4877,"50","50"
"110176",E1206N4877,"60","60"
"110177",E1207N4877,"35","35"
"110178",E1208N4877,"15","15"
"110179",E1209N4877,"10","10"
"110180",E1210N4877,"30","30"
"110181",E1211N4877,"20","20"
"110182",E1212N4877,"20","20"
"110183",E1213N4877,"20","20"
"110184",E1214N4877,"10","10"
"110185",E1215N4877,"10","10"
"110186",E1216N4877,"2","2"
"110187",E1217N4877,"2","2"
"110188",E1218N4877,"2","2"
"110189",E1219N4877,"15","15"
"110190",E1222N4877,"15","15"
"110191",E1223N4877,"2","2"
"110192",E1228N4877,"2","2"
"110193",E1231N4877,"5","5"
"110194",E1232N4877,"15","15"
"110195",E1233N4877,"20","20"
"110196",E1234N4877,"20","20"
"110197",E1235N4877,"10","10"
"110198",E1242N4877,"35","35"
"110199",E1243N4877,"20","20"
"110200",E1244N4877,"15","15"
"110201",E1245N4877,"50","50"
"110202",E1246N4877,"50","50"
"110203",E1247N4877,"5","5"
"110204",E1248N4877,"60","60"
"110205",E1249N4877,"15","15"
"110206",E1250N4877,"45","45"
"110207",E1251N4877,"20","20"
"110170",E1200N4877,"40","40"
"110169",E1199N4877,"20","20"
"110168",E1198N4877,"2","2"
"110167",E1197N4877,"5","5"
"110166",E1192N4877,"15","15"
"110165",E1191N4877,"25","25"
"110164",E1190N4877,"20","20"
"110163",E1189N4877,"45","45"
"110162",E1188N4877,"10","10"
"110161",E1187N4877,"2","2"
"110160",E1186N4877,"10","10"
"110159",E1185N4877,"5","5"
"110158",E1184N4877,"5","5"
"110513",E1229N4876,"2","2"
"110512",E1223N4876,"15","15"
"110511",E1222N4876,"10","10"
"110510",E1220N4876,"5","5"
"110509",E1219N4876,"10","10"
"110508",E1218N4876,"20","20"
"110507",E1217N4876,"30","30"
"110506",E1216N4876,"2","2"
"110505",E1215N4876,"2","2"
"110504",E1214N4876,"5","5"
"110503",E1213N4876,"15","15"
"110502",E1212N4876,"20","20"
"110501",E1211N4876,"15","15"
"110500",E1210N4876,"20","20"
"110499",E1209N4876,"15","15"
"110498",E1208N4876,"20","20"
"110497",E1207N4876,"5","5"
"110496",E1206N4876,"55","55"
"110495",E1205N4876,"35","35"
"110494",E1204N4876,"50","50"
"110493",E1203N4876,"40","40"
"110492",E1202N4876,"25","25"
"110491",E1201N4876,"30","30"
"110490",E1200N4876,"25","25"
"110489",E1199N4876,"35","35"
"110488",E1198N4876,"25","25"
"110487",E1197N4876,"10","10"
"110486",E1196N4876,"15","15"
"110485",E1195N4876,"2","2"
"110484",E1193N4876,"2","2"
"110483",E1192N4876,"20","20"
"110482",E1191N4876,"20","20"
"110481",E1190N4876,"20","20"
"110480",E1189N4876,"25","25"
"110479",E1188N4876,"5","5"
"110514",E1230N4876,"2","2"
"110515",E1231N4876,"2","2"
"110516",E1234N4876,"5","5"
"110517",E1235N4876,"10","10"
"110518",E1236N4876,"10","10"
"110519",E1237N4876,"25","25"
"110520",E1238N4876,"5","5"
"110521",E1244N4876,"2","2"
"110522",E1245N4876,"2","2"
"110523",E1246N4876,"2","2"
"110524",E1247N4876,"2","2"
"110525",E1248N4876,"2","2"
"110526",E1249N4876,"5","5"
"114881",E1189N4861,"10","10"
"114574",E1189N4862,"15","15"
"114882",E1190N4861,"20","20"
"114575",E1190N4862,"40","40"
"114883",E1191N4861,"35","35"
"114576",E1191N4862,"35","35"
"114884",E1192N4861,"35","35"
"114577",E1192N4862,"15","15"
"114885",E1193N4861,"25","25"
"114578",E1193N4862,"20","20"
"114886",E1194N4861,"15","15"
"114887",E1195N4861,"25","25"
"114888",E1196N4861,"20","20"
"114889",E1197N4861,"35","35"
"114890",E1198N4861,"30","30"
"114891",E1199N4861,"15","15"
"114892",E1200N4861,"15","15"
"115820",E1192N4858,"40","40"
"115819",E1191N4858,"20","20"
"115818",E1190N4858,"15","15"
"115817",E1189N4858,"15","15"
"115816",E1188N4858,"15","15"
"115815",E1187N4858,"15","15"
"115814",E1186N4858,"30","30"
"115813",E1185N4858,"30","30"
"115812",E1184N4858,"30","30"
"115811",E1183N4858,"15","15"
"115822",E1194N4858,"10","10"
"115821",E1193N4858,"20","20"
"114265",E1194N4863,"45","45"
"113937",E1194N4864,"10","10"
"114266",E1195N4863,"20","20"
"113938",E1195N4864,"90","90"
"114267",E1196N4863,"25","25"
"113939",E1196N4864,"85","85"
"114268",E1197N4863,"55","55"
"113940",E1197N4864,"55","55"
"114269",E1198N4863,"15","15"
"113941",E1198N4864,"45","45"
"114270",E1199N4863,"80","80"
"113942",E1199N4864,"2","2"
"114271",E1200N4863,"55","55"
"113943",E1200N4864,"20","20"
"114272",E1201N4863,"25","25"
"113944",E1201N4864,"25","25"
"114273",E1202N4863,"20","20"
"113945",E1202N4864,"30","30"
"113936",E1193N4864,"65","65"
"114264",E1193N4863,"35","35"
"114263",E1192N4863,"30","30"
"113935",E1192N4864,"15","15"
"114262",E1191N4863,"35","35"
"113934",E1191N4864,"20","20"
"114261",E1190N4863,"5","5"
"113933",E1190N4864,"5","5"
"114260",E1189N4863,"2","2"
"113932",E1189N4864,"10","10"
"111115",E1193N4874,"10","10"
"111116",E1194N4874,"2","2"
"111117",E1195N4874,"35","35"
"111118",E1196N4874,"20","20"
"111119",E1197N4874,"50","50"
"111120",E1198N4874,"40","40"
"111121",E1199N4874,"15","15"
"111122",E1200N4874,"15","15"
"111123",E1201N4874,"10","10"
"111124",E1202N4874,"35","35"
"111125",E1203N4874,"40","40"
"111126",E1204N4874,"35","35"
"111127",E1205N4874,"30","30"
"111128",E1206N4874,"20","20"
"111129",E1207N4874,"15","15"
"111130",E1208N4874,"10","10"
"111131",E1209N4874,"2","2"
"111132",E1210N4874,"10","10"
"111133",E1211N4874,"2","2"
"111134",E1212N4874,"2","2"
"111135",E1213N4874,"2","2"
"111136",E1214N4874,"2","2"
"111137",E1215N4874,"10","10"
"111138",E1216N4874,"25","25"
"111139",E1217N4874,"15","15"
"111140",E1218N4874,"10","10"
"111141",E1219N4874,"30","30"
"111142",E1220N4874,"10","10"
"111143",E1221N4874,"20","20"
"111144",E1222N4874,"5","5"
"111145",E1223N4874,"2","2"
"111146",E1232N4874,"25","25"
"111147",E1233N4874,"50","50"
"111148",E1241N4874,"15","15"
"111149",E1242N4874,"5","5"
"111150",E1243N4874,"10","10"
"111151",E1244N4874,"20","20"
"111152",E1245N4874,"20","20"
"111153",E1246N4874,"20","20"
"111154",E1247N4874,"2","2"
"111155",E1248N4874,"5","5"
"111156",E1249N4874,"2","2"
"111157",E1250N4874,"5","5"
"111158",E1251N4874,"15","15"
"114579",E1194N4862,"30","30"
"114580",E1195N4862,"20","20"
"114581",E1196N4862,"30","30"
"114582",E1197N4862,"35","35"
"114583",E1198N4862,"20","20"
"114584",E1199N4862,"25","25"
"114585",E1200N4862,"25","25"
"114586",E1201N4862,"15","15"
"114587",E1202N4862,"15","15"
"114588",E1203N4862,"10","10"
"114589",E1205N4862,"2","2"
"114590",E1206N4862,"2","2"
"114591",E1207N4862,"15","15"
"114592",E1208N4862,"10","10"
"114593",E1209N4862,"15","15"
"114594",E1210N4862,"25","25"
"114595",E1211N4862,"45","45"
"114596",E1212N4862,"2","2"
"114597",E1213N4862,"20","20"
"114598",E1214N4862,"20","20"
"114599",E1215N4862,"20","20"
"114600",E1216N4862,"30","30"
"114601",E1217N4862,"10","10"
"114602",E1218N4862,"30","30"
"114603",E1219N4862,"10","10"
"114604",E1220N4862,"20","20"
"114605",E1221N4862,"30","30"
"114606",E1222N4862,"10","10"
"114607",E1223N4862,"15","15"
"114608",E1224N4862,"25","25"
"114609",E1225N4862,"5","5"
"114610",E1228N4862,"10","10"
"114611",E1230N4862,"2","2"
"114612",E1231N4862,"10","10"
"114613",E1232N4862,"2","2"
"114614",E1234N4862,"35","35"
"114615",E1235N4862,"45","45"
"114616",E1236N4862,"30","30"
"114617",E1237N4862,"35","35"
"114618",E1238N4862,"30","30"
"114619",E1239N4862,"15","15"
"114620",E1240N4862,"25","25"
"114621",E1241N4862,"5","5"
"114622",E1242N4862,"15","15"
"114623",E1243N4862,"20","20"
"114624",E1244N4862,"10","10"
"114625",E1245N4862,"20","20"
"114626",E1246N4862,"55","55"
"114627",E1247N4862,"35","35"
"114628",E1248N4862,"25","25"
"114629",E1249N4862,"20","20"
"108929",E1196N4881,"2","2"
"108930",E1197N4881,"35","35"
"108931",E1198N4881,"45","45"
"108932",E1199N4881,"70","70"
"108933",E1200N4881,"5","5"
"108934",E1201N4881,"30","30"
"108935",E1202N4881,"75","75"
