fid,crs28992re,num_nonwes
"119111",E1168N4847,-49998.500
"118847",E1170N4848,12.500
"118848",E1171N4848,25.000
"118849",E1172N4848,9.500
"118850",E1173N4848,42.000
"118851",E1174N4848,15.500
"118852",E1175N4848,42.000
"118853",E1176N4848,69.000
"118854",E1177N4848,70.500
"118855",E1179N4848,19.000
"118856",E1180N4848,33.000
"118857",E1181N4848,88.500
"118858",E1182N4848,54.000
"118859",E1183N4848,58.000
"118860",E1184N4848,61.500
"118861",E1185N4848,72.000
"118862",E1186N4848,71.000
"118863",E1187N4848,61.500
"118864",E1188N4848,4.500
"118865",E1189N4848,46.000
"118866",E1190N4848,40.000
"118867",E1191N4848,24.000
"118868",E1192N4848,27.000
"118869",E1193N4848,28.000
"118846",E1169N4848,11.500
"118845",E1168N4848,9.000
"118579",E1175N4849,33.000
"118580",E1176N4849,23.500
"118581",E1177N4849,16.000
"118582",E1180N4849,48.000
"118583",E1181N4849,61.500
"118584",E1182N4849,81.000
"118585",E1183N4849,52.500
"118586",E1184N4849,28.000
"118587",E1185N4849,29.000
"118588",E1186N4849,79.500
"118589",E1187N4849,88.500
"118590",E1188N4849,76.000
"118591",E1189N4849,94.500
"118592",E1190N4849,88.500
"118593",E1191N4849,49.000
"118594",E1192N4849,66.000
"118595",E1193N4849,37.500
"118299",E1196N4850,7.500
"118297",E1194N4850,18.000
"118296",E1193N4850,9.000
"118295",E1192N4850,67.500
"118294",E1191N4850,84.000
"118293",E1190N4850,66.000
"118292",E1189N4850,68.000
"118291",E1188N4850,34.000
"118290",E1187N4850,111.000
"118289",E1186N4850,84.000
"118288",E1185N4850,63.000
"118287",E1184N4850,91.500
"118286",E1183N4850,50.000
"118285",E1182N4850,50.000
"118284",E1181N4850,64.500
"118283",E1174N4850,22.500
"118282",E1172N4850,12.500
"118578",E1171N4849,14.500
"118281",E1170N4850,9.000
"118577",E1170N4849,12.000
"118278",E1167N4850,-49998.500
"118277",E1166N4850,18.000
"118575",E1168N4849,8.500
"118280",E1169N4850,9.000
"118576",E1169N4849,12.500
"118266",E1154N4850,10.500
"118267",E1155N4850,23.000
"118268",E1156N4850,20.000
"117963",E1154N4851,26.000
"117964",E1155N4851,18.000
"117965",E1156N4851,24.000
"117640",E1155N4852,6.500
"117641",E1156N4852,25.000
"117323",E1154N4853,10.000
"117324",E1155N4853,13.000
"117325",E1156N4853,46.000
"117004",E1154N4854,19.000
"117005",E1155N4854,25.000
"117006",E1156N4854,38.000
"116692",E1154N4855,7.000
"116693",E1155N4855,8.000
"116380",E1154N4856,-44998.650
"116381",E1155N4856,152.000
"116094",E1154N4857,6.500
"115795",E1154N4858,25.000
"115487",E1154N4859,32.000
"114860",E1155N4861,44.000
"114861",E1156N4861,30.000
"114553",E1154N4862,26.000
"114554",E1155N4862,34.500
"114555",E1156N4862,18.000
"114240",E1154N4863,8.000
"114241",E1155N4863,37.500
"114242",E1156N4863,25.000
"113912",E1154N4864,43.500
"113913",E1155N4864,63.000
"113603",E1155N4865,36.000
"113323",E1155N4866,52.000
"117991",E1186N4851,81.000
"117992",E1187N4851,63.000
"117993",E1188N4851,70.500
"117996",E1191N4851,37.500
"117997",E1192N4851,68.000
"117998",E1193N4851,36.000
"117999",E1194N4851,96.000
"118000",E1195N4851,73.500
"118001",E1196N4851,62.500
"118002",E1197N4851,45.000
"118003",E1198N4851,28.000
"118005",E1200N4851,43.500
"118006",E1201N4851,36.000
"117990",E1185N4851,63.000
"117989",E1184N4851,93.000
"117988",E1183N4851,91.500
"117987",E1182N4851,53.000
"117986",E1181N4851,75.000
"117984",E1178N4851,112.500
"117983",E1177N4851,64.000
"117982",E1176N4851,18.000
"117981",E1175N4851,29.000
"117980",E1174N4851,32.000
"117979",E1172N4851,132.000
"117978",E1171N4851,46.500
"117977",E1170N4851,10.000
"117974",E1167N4851,12.000
"117973",E1166N4851,12.000
"117976",E1169N4851,16.500
"117975",E1168N4851,18.000
"117967",E1158N4851,12.000
"117968",E1159N4851,10.500
"117969",E1160N4851,8.000
"117970",E1161N4851,7.000
"117642",E1157N4852,37.500
"117643",E1158N4852,9.000
"117644",E1159N4852,21.000
"117645",E1160N4852,18.000
"117646",E1161N4852,-64998.050
"117327",E1158N4853,11.000
"117328",E1159N4853,24.000
"117329",E1160N4853,10.000
"117330",E1161N4853,-34998.950
"117007",E1157N4854,52.500
"117008",E1158N4854,48.000
"117009",E1159N4854,-59998.200
"117010",E1160N4854,12.000
"116694",E1158N4855,7.000
"116695",E1159N4855,33.000
"116696",E1160N4855,23.000
"116382",E1160N4856,7.000
"116383",E1161N4856,37.500
"117667",E1186N4852,60.000
"117668",E1187N4852,66.000
"117669",E1188N4852,80.000
"117670",E1189N4852,35.000
"117672",E1191N4852,36.000
"117673",E1192N4852,4.500
"117674",E1193N4852,21.000
"117676",E1195N4852,70.000
"117677",E1196N4852,88.000
"117678",E1197N4852,78.000
"117679",E1198N4852,56.000
"117680",E1199N4852,27.000
"117681",E1200N4852,19.500
"117682",E1201N4852,21.000
"117683",E1202N4852,35.000
"117684",E1203N4852,66.000
"117685",E1204N4852,102.000
"117686",E1205N4852,77.500
"117687",E1206N4852,68.000
"117688",E1207N4852,61.500
"117689",E1208N4852,79.500
"117690",E1209N4852,76.500
"117691",E1210N4852,68.000
"117692",E1211N4852,87.000
"117693",E1212N4852,85.500
"117694",E1213N4852,79.500
"117654",E1170N4852,20.000
"117338",E1170N4853,17.000
"117655",E1171N4852,55.500
"117339",E1171N4853,35.000
"117656",E1172N4852,16.500
"117340",E1172N4853,29.000
"116394",E1173N4856,28.500
"117657",E1174N4852,62.000
"117659",E1176N4852,122.000
"117660",E1177N4852,136.000
"117662",E1181N4852,47.000
"117663",E1182N4852,49.000
"117664",E1183N4852,84.000
"117665",E1184N4852,56.000
"117666",E1185N4852,73.500
"116700",E1166N4855,0.000
"116703",E1169N4855,19.000
"116702",E1168N4855,27.000
"116701",E1167N4855,18.000
"116387",E1166N4856,11.000
"116390",E1169N4856,11.000
"116389",E1168N4856,-19999.400
"116388",E1167N4856,28.000
"116098",E1166N4857,12.000
"116099",E1167N4857,61.500
"116100",E1168N4857,17.000
"116101",E1169N4857,60.000
"115799",E1166N4858,33.000
"115800",E1167N4858,9.500
"115801",E1168N4858,10.000
"115802",E1169N4858,16.000
"115491",E1166N4859,25.500
"115492",E1167N4859,32.000
"115493",E1168N4859,22.500
"115494",E1169N4859,9.500
"115185",E1167N4860,19.000
"115186",E1168N4860,28.500
"115187",E1169N4860,10.500
"114863",E1166N4861,37.500
"114865",E1168N4861,12.000
"114866",E1169N4861,8.500
"114556",E1166N4862,6.000
"114557",E1167N4862,12.000
"114558",E1169N4862,9.000
"114243",E1166N4863,16.500
"114244",E1167N4863,0.000
"114245",E1168N4863,11.000
"114246",E1169N4863,31.000
"117015",E1167N4854,26.000
"117335",E1167N4853,22.500
"117651",E1167N4852,36.000
"117014",E1166N4854,42.000
"117334",E1166N4853,45.000
"117650",E1166N4852,-79997.600
"117653",E1169N4852,25.500
"117337",E1169N4853,24.000
"117017",E1169N4854,6.000
"117652",E1168N4852,18.000
"117336",E1168N4853,14.000
"117016",E1168N4854,46.500
"117341",E1174N4853,56.000
"117342",E1175N4853,55.500
"117343",E1176N4853,94.000
"117344",E1177N4853,112.500
"117345",E1179N4853,-24999.250
"117346",E1181N4853,16.500
"117347",E1182N4853,57.000
"117348",E1183N4853,36.000
"117349",E1184N4853,15.000
"117350",E1185N4853,29.000
"117352",E1187N4853,37.500
"117358",E1194N4853,9.000
"116399",E1180N4856,37.000
"116711",E1180N4855,67.000
"116400",E1181N4856,71.000
"116712",E1181N4855,78.000
"116402",E1183N4856,6.500
"116713",E1183N4855,31.500
"117022",E1183N4854,16.000
"116403",E1184N4856,44.000
"116714",E1184N4855,53.000
"117023",E1184N4854,57.000
"116404",E1185N4856,48.000
"116715",E1185N4855,54.000
"117024",E1185N4854,52.500
"116405",E1186N4856,63.000
"116108",E1186N4857,21.000
"116716",E1186N4855,21.000
"117025",E1186N4854,36.000
"116406",E1187N4856,6.000
"116109",E1187N4857,23.000
"116717",E1187N4855,36.000
"117026",E1187N4854,24.000
"116407",E1188N4856,64.500
"116110",E1188N4857,72.000
"116718",E1188N4855,36.000
"116408",E1189N4856,66.000
"116111",E1189N4857,58.500
"116409",E1190N4856,60.000
"116112",E1190N4857,84.000
"116113",E1191N4857,106.500
"116114",E1192N4857,48.000
"115803",E1170N4858,47.000
"115495",E1170N4859,-24999.250
"114247",E1170N4863,31.000
"114559",E1170N4862,47.000
"114867",E1170N4861,-34998.950
"115188",E1170N4860,-29999.100
"115804",E1171N4858,16.500
"115496",E1171N4859,0.000
"114248",E1171N4863,17.500
"114560",E1171N4862,12.000
"114868",E1171N4861,-59998.200
"115189",E1171N4860,13.000
"115805",E1172N4858,27.000
"115497",E1172N4859,-49998.500
"114249",E1172N4863,5.500
"114561",E1172N4862,10.000
"115806",E1173N4858,16.500
"116102",E1170N4857,9.500
"116103",E1171N4857,-54998.350
"116104",E1172N4857,31.500
"116105",E1174N4857,-119996.400
"116106",E1175N4857,21.000
"116107",E1176N4857,10.000
"115810",E1177N4858,13.000
"115809",E1176N4858,-54998.350
"115808",E1175N4858,-124996.250
"115807",E1174N4858,37.000
"116395",E1174N4856,163.500
"116396",E1175N4856,39.000
"116397",E1176N4856,7.500
"116398",E1177N4856,12.000
"116708",E1174N4855,98.000
"116709",E1175N4855,38.000
"116710",E1176N4855,30.000
"117021",E1174N4854,25.000
"116707",E1173N4855,22.500
"116706",E1172N4855,8.500
"116705",E1171N4855,18.000
"116704",E1170N4855,40.000
"117020",E1172N4854,55.500
"117019",E1171N4854,20.000
"117018",E1170N4854,8.000
"116393",E1172N4856,-59998.200
"116392",E1171N4856,13.500
"116391",E1170N4856,-114996.550
"115498",E1173N4859,12.000
"115499",E1174N4859,21.000
"115500",E1175N4859,15.500
"115501",E1176N4859,16.000
"115502",E1177N4859,51.000
"115503",E1178N4859,-74997.750
"115504",E1184N4859,70.000
"115505",E1185N4859,35.000
"115506",E1186N4859,67.500
"115507",E1187N4859,75.000
"115508",E1188N4859,66.000
"115509",E1189N4859,93.000
"115510",E1190N4859,122.000
"115511",E1191N4859,58.000
"115512",E1192N4859,88.500
"115513",E1193N4859,66.000
"115514",E1194N4859,78.000
"115516",E1196N4859,14.000
"115517",E1197N4859,42.000
"115518",E1198N4859,15.000
"115520",E1203N4859,25.000
"115521",E1204N4859,27.000
"115522",E1205N4859,46.000
"115523",E1206N4859,34.000
"115525",E1210N4859,27.000
"115526",E1212N4859,47.000
"115527",E1213N4859,70.500
"115528",E1214N4859,92.000
"115529",E1215N4859,30.000
"115530",E1216N4859,35.000
"115532",E1219N4859,24.000
"115535",E1222N4859,40.500
"115538",E1226N4859,57.000
"115539",E1227N4859,49.000
"115540",E1228N4859,42.000
"115194",E1178N4860,0.000
"115195",E1179N4860,54.000
"115196",E1184N4860,65.000
"115197",E1185N4860,64.500
"115198",E1186N4860,55.000
"115199",E1187N4860,75.000
"115200",E1188N4860,76.500
"115201",E1189N4860,81.000
"115202",E1190N4860,106.500
"115203",E1191N4860,118.500
"115204",E1192N4860,126.000
"115205",E1193N4860,94.500
"115206",E1194N4860,146.000
"115207",E1195N4860,130.000
"115208",E1196N4860,58.500
"115209",E1197N4860,64.500
"115210",E1198N4860,22.000
"115211",E1199N4860,40.500
"115212",E1200N4860,30.000
"115213",E1201N4860,15.000
"115214",E1202N4860,34.000
"115215",E1203N4860,15.000
"115217",E1205N4860,16.000
"115218",E1206N4860,26.000
"115220",E1208N4860,14.000
"115222",E1210N4860,75.000
"115223",E1211N4860,136.000
"115224",E1212N4860,30.000
"115225",E1213N4860,66.000
"115226",E1214N4860,75.000
"115190",E1172N4860,-104996.850
"114869",E1172N4861,6.000
"114870",E1174N4861,0.000
"114562",E1174N4862,52.000
"114250",E1174N4863,36.000
"115191",E1175N4860,22.500
"114871",E1175N4861,34.000
"114563",E1175N4862,62.000
"114251",E1175N4863,51.000
"115192",E1176N4860,51.000
"114872",E1176N4861,34.000
"114564",E1176N4862,-19999.400
"114252",E1176N4863,34.500
"115193",E1177N4860,0.000
"114873",E1177N4861,23.000
"114565",E1177N4862,43.000
"114253",E1177N4863,51.500
"113914",E1168N4864,10.500
"113915",E1169N4864,16.000
"113916",E1170N4864,16.000
"113917",E1171N4864,44.000
"113919",E1173N4864,23.000
"113604",E1168N4865,5.000
"113605",E1169N4865,27.000
"113606",E1170N4865,21.000
"113607",E1171N4865,46.000
"113609",E1173N4865,-54998.350
"113324",E1169N4866,7.000
"113325",E1170N4866,11.500
"113326",E1171N4866,12.500
"113036",E1169N4867,-39998.800
"113037",E1170N4867,36.000
"113038",E1171N4867,7.500
"113040",E1173N4867,-49998.500
"112763",E1170N4868,10.500
"112764",E1171N4868,22.000
"112765",E1172N4868,8.500
"112487",E1187N4869,17.500
"112203",E1187N4870,60.000
"112488",E1188N4869,52.000
"112204",E1188N4870,44.000
"112489",E1189N4869,39.000
"112205",E1189N4870,75.000
"112490",E1190N4869,24.000
"112206",E1190N4870,96.000
"112491",E1191N4869,54.000
"112207",E1191N4870,46.000
"112492",E1192N4869,84.000
"112208",E1192N4870,30.000
"112493",E1193N4869,28.000
"112209",E1193N4870,24.000
"112494",E1194N4869,21.000
"112210",E1194N4870,27.000
"112495",E1195N4869,53.000
"112211",E1195N4870,50.000
"112496",E1196N4869,105.000
"112212",E1196N4870,32.000
"112497",E1197N4869,13.500
"112213",E1197N4870,105.000
"112498",E1198N4869,80.000
"112214",E1198N4870,48.000
"112499",E1199N4869,63.000
"112215",E1199N4870,38.000
"112500",E1200N4869,69.000
"112216",E1200N4870,91.500
"112202",E1186N4870,50.000
"112486",E1186N4869,69.000
"112485",E1185N4869,31.500
"112201",E1185N4870,55.000
"112484",E1184N4869,40.000
"112200",E1184N4870,31.000
"112483",E1183N4869,62.000
"112199",E1183N4870,53.000
"112198",E1182N4870,4.500
"112197",E1172N4870,10.000
"112196",E1171N4870,16.000
"112481",E1178N4869,-59998.200
"112480",E1177N4869,0.000
"112479",E1176N4869,0.000
"112478",E1175N4869,21.500
"112476",E1172N4869,24.000
"112475",E1171N4869,46.500
"112482",E1179N4869,134.000
"111937",E1198N4871,61.500
"111938",E1199N4871,70.000
"111939",E1200N4871,52.500
"111940",E1201N4871,46.000
"111941",E1202N4871,46.500
"111942",E1203N4871,58.500
"111943",E1204N4871,78.000
"111944",E1205N4871,52.500
"111945",E1206N4871,68.000
"111946",E1207N4871,24.000
"111948",E1209N4871,76.000
"111949",E1210N4871,74.000
"111950",E1211N4871,32.500
"111951",E1212N4871,8.000
"111952",E1213N4871,14.000
"111953",E1214N4871,27.000
"111954",E1215N4871,54.000
"111955",E1216N4871,52.500
"111956",E1217N4871,54.000
"111957",E1218N4871,47.000
"111958",E1219N4871,54.000
"111959",E1220N4871,47.000
"111960",E1221N4871,22.000
"111961",E1222N4871,76.500
"111962",E1223N4871,55.500
"111963",E1224N4871,54.000
"111964",E1225N4871,66.500
"111965",E1226N4871,32.500
"111936",E1197N4871,74.000
"111935",E1196N4871,37.500
"111934",E1195N4871,52.000
"111933",E1194N4871,75.000
"111932",E1193N4871,70.000
"111931",E1192N4871,54.000
"111930",E1191N4871,58.000
"111929",E1190N4871,52.000
"111928",E1189N4871,53.000
"111927",E1188N4871,13.500
"111926",E1187N4871,62.000
"111925",E1186N4871,54.000
"111924",E1185N4871,14.500
"111923",E1184N4871,61.000
"111922",E1183N4871,68.000
"111921",E1182N4871,12.000
"111920",E1171N4871,-54998.350
"111649",E1162N4872,7.000
"111650",E1163N4872,13.500
"111651",E1164N4872,-24999.250
"111652",E1170N4872,136.500
"111653",E1171N4872,11.000
"111654",E1172N4872,-34998.950
"111655",E1174N4872,114.000
"111656",E1175N4872,77.000
"111657",E1179N4872,266.000
"111658",E1182N4872,54.000
"111659",E1183N4872,60.000
"111660",E1184N4872,31.500
"111661",E1185N4872,70.000
"111662",E1186N4872,105.000
"111663",E1187N4872,59.000
"111664",E1188N4872,45.000
"111665",E1189N4872,72.000
"111666",E1190N4872,67.500
"111667",E1191N4872,49.000
"111668",E1192N4872,61.000
"111669",E1193N4872,54.000
"111670",E1194N4872,55.000
"111671",E1195N4872,11.000
"111674",E1198N4872,34.000
"111675",E1199N4872,73.500
"111676",E1200N4872,45.000
"111677",E1201N4872,42.000
"111678",E1202N4872,60.000
"111679",E1203N4872,46.000
"111680",E1204N4872,57.000
"111681",E1205N4872,78.000
"111682",E1206N4872,58.000
"111683",E1207N4872,39.000
"111684",E1208N4872,58.000
"111685",E1209N4872,50.000
"111686",E1210N4872,24.000
"111687",E1211N4872,78.000
"111688",E1212N4872,34.000
"111690",E1214N4872,36.000
"111691",E1215N4872,50.000
"111692",E1216N4872,66.000
"111693",E1217N4872,57.000
"111694",E1218N4872,40.000
"111695",E1219N4872,85.500
"111696",E1220N4872,79.500
"111697",E1221N4872,45.000
"111698",E1223N4872,51.000
"111699",E1224N4872,34.500
"111377",E1164N4873,17.500
"111378",E1169N4873,126.000
"111379",E1170N4873,43.500
"111380",E1172N4873,52.500
"111381",E1173N4873,10.500
"111382",E1174N4873,333.000
"111383",E1175N4873,5.000
"111384",E1176N4873,-99997.000
"111385",E1179N4873,9.000
"111386",E1180N4873,9.500
"111387",E1181N4873,13.000
"111388",E1182N4873,81.000
"111389",E1183N4873,44.000
"111390",E1184N4873,26.500
"111391",E1185N4873,70.000
"111392",E1186N4873,77.000
"111393",E1187N4873,48.000
"111376",E1163N4873,11.500
"111374",E1161N4873,14.000
"111373",E1160N4873,6.500
"111371",E1158N4873,7.000
"111370",E1157N4873,36.000
"111369",E1156N4873,21.000
"111394",E1188N4873,39.000
"111395",E1189N4873,85.500
"111396",E1190N4873,76.500
"111397",E1191N4873,168.000
"111398",E1192N4873,49.000
"111399",E1193N4873,70.500
"111400",E1194N4873,56.000
"111401",E1195N4873,18.000
"111402",E1196N4873,15.000
"111403",E1197N4873,51.000
"111404",E1198N4873,53.000
"111405",E1199N4873,43.500
"111406",E1200N4873,42.000
"111407",E1201N4873,33.000
"111408",E1202N4873,35.000
"111409",E1203N4873,44.000
"111410",E1204N4873,37.000
"111411",E1205N4873,64.500
"111412",E1206N4873,37.500
"111414",E1208N4873,24.000
"111419",E1215N4873,44.000
"111420",E1216N4873,64.500
"111421",E1217N4873,92.000
"111422",E1218N4873,33.000
"111423",E1219N4873,60.000
"111424",E1220N4873,66.000
"111426",E1222N4873,72.000
"111098",E1175N4874,-14999.550
"111099",E1176N4874,-119996.400
"111101",E1178N4874,14.000
"111102",E1179N4874,8.500
"111103",E1180N4874,23.000
"111104",E1181N4874,13.500
"111105",E1182N4874,103.500
"111106",E1183N4874,48.000
"111108",E1186N4874,22.000
"111109",E1187N4874,45.000
"111110",E1188N4874,19.500
"111111",E1189N4874,68.000
"111112",E1190N4874,60.000
"111113",E1191N4874,57.000
"111114",E1192N4874,64.000
"111097",E1174N4874,177.500
"111096",E1173N4874,24.000
"111095",E1172N4874,30.000
"111084",E1159N4874,12.500
"111085",E1160N4874,10.500
"111086",E1161N4874,15.000
"111087",E1162N4874,11.500
"111088",E1163N4874,30.000
"110460",E1164N4876,9.500
"110777",E1164N4875,25.000
"111089",E1164N4874,37.000
"110461",E1165N4876,-9999.700
"110778",E1165N4875,8.500
"110779",E1166N4875,24.000
"111091",E1166N4874,-59998.200
"110462",E1167N4876,0.000
"110780",E1167N4875,0.000
"111092",E1167N4874,-109996.700
"111093",E1168N4874,-79997.600
"111094",E1169N4874,17.500
"110776",E1163N4875,20.500
"110459",E1163N4876,-44998.650
"110775",E1162N4875,21.500
"110458",E1162N4876,-64998.050
"110774",E1161N4875,13.500
"110457",E1161N4876,-174994.750
"110773",E1160N4875,16.000
"110456",E1160N4876,19.500
"110772",E1159N4875,17.500
"110455",E1159N4876,24.000
"110466",E1171N4876,39.000
"110784",E1171N4875,0.000
"110465",E1170N4876,-34998.950
"110783",E1170N4875,-164995.050
"110464",E1169N4876,8.500
"110782",E1169N4875,8.000
"110463",E1168N4876,12.500
"110781",E1168N4875,-49998.500
"111079",E1154N4874,8.000
"111080",E1155N4874,-29999.100
"111081",E1156N4874,31.500
"111082",E1157N4874,24.000
"111083",E1158N4874,41.000
"110767",E1154N4875,-39998.800
"110768",E1155N4875,-14999.550
"110769",E1156N4875,-159995.200
"110770",E1157N4875,-209993.700
"110771",E1158N4875,13.500
"110452",E1156N4876,-104996.850
"110453",E1157N4876,-64998.050
"110454",E1158N4876,-224993.250
"110129",E1154N4877,11.500
"110131",E1156N4877,6.000
"110132",E1157N4877,-159995.200
"110133",E1158N4877,11.500
"109821",E1154N4878,15.000
"109822",E1156N4878,8.000
"109823",E1157N4878,16.000
"109824",E1158N4878,28.000
"109513",E1154N4879,-24999.250
"109514",E1156N4879,25.500
"109515",E1157N4879,23.000
"109516",E1158N4879,0.000
"109214",E1154N4880,-164995.050
"109215",E1157N4880,-39998.800
"109216",E1158N4880,-89997.300
"108895",E1154N4881,30.500
"108897",E1157N4881,23.000
"108898",E1158N4881,-29999.100
"110788",E1175N4875,6.500
"110789",E1176N4875,9.500
"110790",E1177N4875,11.500
"110791",E1178N4875,25.000
"110792",E1179N4875,9.500
"110793",E1180N4875,23.500
"110794",E1181N4875,25.500
"110795",E1182N4875,59.000
"110796",E1183N4875,32.000
"110797",E1188N4875,52.000
"110798",E1189N4875,63.000
"110799",E1190N4875,59.000
"110800",E1191N4875,21.000
"110801",E1192N4875,48.000
"110802",E1193N4875,64.500
"110803",E1194N4875,-44998.650
"110804",E1195N4875,16.000
"110786",E1173N4875,12.000
"110785",E1172N4875,53.000
"110149",E1175N4877,21.000
"109837",E1175N4878,21.000
"110150",E1176N4877,43.500
"108913",E1176N4881,17.500
"109229",E1176N4880,22.500
"109530",E1176N4879,28.500
"109838",E1176N4878,76.000
"110151",E1177N4877,32.000
"108914",E1177N4881,30.500
"109230",E1177N4880,25.500
"109531",E1177N4879,25.000
"109839",E1177N4878,9.500
"110152",E1178N4877,36.500
"108915",E1178N4881,14.500
"109231",E1178N4880,47.000
"109532",E1178N4879,14.500
"109840",E1178N4878,0.000
"110153",E1179N4877,16.000
"109232",E1179N4880,72.000
"108916",E1179N4881,0.000
"109533",E1179N4879,26.000
"109841",E1179N4878,18.000
"110470",E1175N4876,54.000
"110471",E1176N4876,57.000
"110472",E1177N4876,27.500
"110473",E1178N4876,12.000
"110474",E1179N4876,-24999.250
"110475",E1180N4876,40.500
"110476",E1181N4876,-24999.250
"110477",E1182N4876,18.000
"110478",E1183N4876,3.500
"110157",E1183N4877,67.500
"110156",E1182N4877,52.000
"110155",E1181N4877,31.000
"110154",E1180N4877,147.000
"110468",E1173N4876,5.500
"110467",E1172N4876,27.000
"109825",E1159N4878,-174994.750
"109517",E1159N4879,0.000
"109217",E1159N4880,-59998.200
"108899",E1159N4881,-14999.550
"110134",E1159N4877,-94997.150
"110135",E1160N4877,-69997.900
"110136",E1161N4877,8.000
"110137",E1162N4877,18.000
"110138",E1163N4877,17.000
"110139",E1164N4877,13.000
"110140",E1165N4877,-74997.750
"110142",E1167N4877,6.000
"110143",E1168N4877,8.500
"110144",E1169N4877,10.000
"110145",E1170N4877,7.500
"110146",E1171N4877,10.000
"110147",E1172N4877,19.000
"108910",E1172N4881,-69997.900
"109226",E1172N4880,0.000
"109527",E1172N4879,-74997.750
"110148",E1173N4877,-59998.200
"108911",E1173N4881,12.000
"109227",E1173N4880,14.500
"109528",E1173N4879,14.500
"108912",E1174N4881,16.000
"109228",E1174N4880,9.500
"109529",E1174N4879,-114996.550
"109826",E1160N4878,0.000
"109518",E1160N4879,0.000
"109218",E1160N4880,-79997.600
"108900",E1160N4881,6.000
"109827",E1161N4878,19.000
"109519",E1161N4879,29.000
"109219",E1161N4880,8.000
"108901",E1161N4881,27.000
"109828",E1162N4878,-44998.650
"109520",E1162N4879,0.000
"109829",E1163N4878,-104996.850
"109521",E1163N4879,0.000
"109220",E1163N4880,7.000
"108902",E1163N4881,76.500
"109830",E1164N4878,10.000
"109522",E1164N4879,15.500
"108903",E1164N4881,27.500
"109831",E1165N4878,17.000
"109523",E1165N4879,36.000
"108904",E1165N4881,26.000
"109832",E1166N4878,5.000
"109524",E1166N4879,9.000
"109221",E1166N4880,31.500
"108905",E1166N4881,19.500
"109833",E1167N4878,7.000
"109525",E1167N4879,45.000
"109222",E1167N4880,25.500
"108906",E1167N4881,40.000
"109834",E1168N4878,11.000
"109835",E1169N4878,5.500
"109836",E1170N4878,-44998.650
"109225",E1171N4880,41.000
"108909",E1171N4881,13.500
"109224",E1170N4880,24.000
"108908",E1170N4881,12.500
"109223",E1169N4880,12.500
"108907",E1169N4881,14.000
"108571",E1163N4882,12.500
"108572",E1164N4882,47.500
"108573",E1165N4882,19.500
"108574",E1166N4882,43.500
"108575",E1167N4882,23.000
"108576",E1168N4882,5.500
"108577",E1169N4882,-74997.750
"108578",E1170N4882,18.000
"108579",E1171N4882,0.000
"108580",E1172N4882,0.000
"108581",E1173N4882,27.000
"108582",E1174N4882,0.000
"108584",E1176N4882,0.000
"108585",E1177N4882,23.500
"108586",E1178N4882,14.500
"108587",E1179N4882,0.000
"108588",E1180N4882,34.000
"108589",E1181N4882,24.000
"108590",E1182N4882,22.000
"108591",E1183N4882,71.000
"108592",E1184N4882,25.500
"108593",E1185N4882,23.000
"108594",E1186N4882,22.500
"108595",E1187N4882,45.000
"108596",E1188N4882,55.000
"108597",E1189N4882,33.000
"108598",E1190N4882,22.000
"108599",E1191N4882,52.000
"108569",E1161N4882,52.500
"108568",E1160N4882,12.500
"108567",E1159N4882,20.000
"108230",E1163N4883,14.500
"108231",E1164N4883,-49998.500
"108232",E1165N4883,15.500
"108233",E1166N4883,25.000
"108234",E1167N4883,12.500
"108235",E1168N4883,-54998.350
"108236",E1169N4883,7.000
"108237",E1170N4883,12.000
"108238",E1171N4883,-79997.600
"108239",E1172N4883,7.000
"108240",E1173N4883,15.500
"108241",E1174N4883,10.000
"108243",E1177N4883,15.000
"108244",E1178N4883,12.000
"108245",E1179N4883,16.000
"108246",E1180N4883,10.000
"108247",E1181N4883,14.500
"108248",E1182N4883,-129996.100
"108249",E1183N4883,19.500
"108250",E1184N4883,9.500
"108251",E1185N4883,97.500
"108252",E1186N4883,90.000
"108253",E1187N4883,44.000
"108254",E1188N4883,49.000
"108255",E1189N4883,21.000
"108224",E1155N4883,119.000
"108223",E1154N4883,11.000
"108229",E1162N4883,54.000
"108228",E1161N4883,16.000
"108227",E1160N4883,30.000
"108226",E1159N4883,19.000
"108225",E1158N4883,-29999.100
"116719",E1196N4855,7.500
"116720",E1197N4855,24.000
"116722",E1199N4855,37.500
"116723",E1200N4855,45.000
"116724",E1201N4855,34.500
"116725",E1202N4855,38.000
"116726",E1203N4855,42.000
"116728",E1207N4855,22.500
"116729",E1208N4855,22.500
"116730",E1209N4855,69.000
"116731",E1210N4855,87.000
"116732",E1211N4855,66.000
"116733",E1212N4855,96.000
"116734",E1213N4855,73.500
"116735",E1214N4855,62.000
"117029",E1196N4854,58.000
"117030",E1197N4854,42.000
"117031",E1198N4854,54.000
"117032",E1199N4854,37.000
"117033",E1200N4854,33.000
"117034",E1201N4854,60.000
"117035",E1202N4854,60.000
"117037",E1204N4854,12.000
"117039",E1206N4854,19.500
"117040",E1207N4854,37.500
"117041",E1208N4854,21.000
"117042",E1209N4854,118.000
"117043",E1210N4854,117.000
"117044",E1211N4854,105.000
"117360",E1196N4853,27.000
"117361",E1197N4853,90.000
"117362",E1198N4853,68.000
"117363",E1199N4853,98.000
"117364",E1200N4853,57.000
"117365",E1201N4853,46.500
"117367",E1203N4853,70.000
"117368",E1204N4853,73.500
