fid,crs28992re,num_nonwes
"125575",E1206N4818,10.000
"125576",E1207N4818,22.000
"125577",E1208N4818,16.500
"125578",E1209N4818,11.000
"125747",E1211N4817,-29999.100
"124858",E1192N4822,18.000
"124690",E1192N4823,12.000
"125378",E1192N4819,5.000
"125204",E1193N4820,13.000
"125022",E1193N4821,14.000
"124859",E1193N4822,21.000
"124691",E1193N4823,18.000
"124531",E1193N4824,20.000
"125379",E1193N4819,44.000
"125205",E1194N4820,4.500
"125023",E1194N4821,6.500
"124860",E1194N4822,16.000
"124692",E1194N4823,19.500
"124532",E1194N4824,52.500
"125380",E1194N4819,-39998.800
"125381",E1195N4819,15.000
"125382",E1196N4819,-14999.550
"125383",E1197N4819,6.000
"125384",E1198N4819,19.500
"125385",E1199N4819,20.000
"125386",E1200N4819,9.000
"125387",E1201N4819,20.000
"125389",E1203N4819,16.000
"125390",E1204N4819,25.500
"125391",E1205N4819,22.500
"125392",E1206N4819,30.000
"125393",E1207N4819,12.000
"125394",E1208N4819,39.000
"125395",E1209N4819,21.000
"125396",E1210N4819,22.000
"124367",E1207N4825,10.500
"124366",E1206N4825,24.000
"124365",E1204N4825,27.000
"124362",E1201N4825,27.000
"124361",E1200N4825,37.500
"124360",E1199N4825,38.000
"124359",E1198N4825,32.000
"124358",E1197N4825,34.000
"124174",E1210N4826,36.000
"124173",E1209N4826,7.500
"124172",E1208N4826,20.000
"124171",E1207N4826,40.000
"124170",E1206N4826,22.500
"124169",E1205N4826,35.000
"124168",E1204N4826,20.000
"124167",E1203N4826,38.000
"124165",E1200N4826,50.000
"124164",E1199N4826,36.000
"124163",E1198N4826,34.500
"124162",E1197N4826,25.000
"123974",E1210N4827,25.000
"123973",E1209N4827,25.500
"123972",E1208N4827,21.000
"123971",E1207N4827,22.000
"123970",E1206N4827,31.500
"123969",E1205N4827,37.500
"123968",E1204N4827,33.000
"123967",E1203N4827,32.000
"124158",E1193N4826,18.000
"123958",E1193N4827,-29999.100
"123957",E1192N4827,15.000
"123956",E1191N4827,9.000
"123955",E1190N4827,-34998.950
"124368",E1208N4825,20.000
"124369",E1209N4825,5.000
"124370",E1210N4825,33.000
"124357",E1189N4825,-29999.100
"124356",E1188N4825,4.500
"123954",E1189N4827,13.500
"123953",E1188N4827,12.000
"123739",E1188N4828,7.000
"123738",E1187N4828,11.000
"123256",E1189N4830,-24999.250
"123743",E1199N4828,30.000
"123742",E1198N4828,23.000
"123741",E1197N4828,24.000
"123498",E1189N4829,12.000
"123497",E1188N4829,15.000
"123515",E1227N4829,151.500
"123510",E1209N4829,-24999.250
"123509",E1208N4829,21.000
"123508",E1207N4829,17.500
"123507",E1205N4829,36.000
"121492",E1192N4838,24.000
"121491",E1191N4838,24.000
"121237",E1217N4839,66.000
"121236",E1216N4839,84.000
"121235",E1215N4839,15.500
"121234",E1214N4839,46.000
"121233",E1213N4839,32.000
"121231",E1202N4839,30.000
"121230",E1201N4839,13.000
"121229",E1200N4839,-29999.100
"121228",E1199N4839,15.000
"121226",E1197N4839,40.000
"121225",E1196N4839,19.500
"121224",E1195N4839,14.000
"121222",E1192N4839,16.000
"121221",E1191N4839,22.500
"123744",E1200N4828,31.000
"123745",E1201N4828,33.000
"123746",E1202N4828,30.000
"123747",E1203N4828,72.000
"123748",E1204N4828,37.500
"123749",E1205N4828,45.000
"123750",E1206N4828,14.500
"123751",E1207N4828,27.000
"123752",E1208N4828,16.000
"123753",E1209N4828,9.000
"123754",E1210N4828,27.000
"121217",E1175N4839,-99997.000
"121218",E1181N4839,101.500
"120959",E1174N4840,9.000
"120960",E1175N4840,12.500
"120961",E1176N4840,7.000
"120170",E1182N4843,18.000
"119911",E1179N4844,6.500
"119914",E1182N4844,25.000
"119649",E1173N4845,21.000
"119650",E1174N4845,13.000
"119651",E1175N4845,178.000
"119652",E1178N4845,8.500
"119653",E1179N4845,42.000
"119654",E1180N4845,0.000
"119655",E1181N4845,44.000
"119656",E1182N4845,79.500
"119657",E1183N4845,64.500
"120954",E1164N4840,6.500
"120955",E1165N4840,22.500
"120956",E1166N4840,24.000
"120957",E1167N4840,17.000
"120426",E1163N4842,23.000
"120427",E1164N4842,20.000
"120429",E1166N4842,6.000
"120430",E1167N4842,31.500
"120165",E1163N4843,39.000
"120166",E1164N4843,35.000
"120167",E1165N4843,-14999.550
"120168",E1166N4843,25.500
"120169",E1167N4843,64.500
"119907",E1163N4844,-39998.800
"119908",E1166N4844,-49998.500
"119909",E1167N4844,68.000
"120958",E1168N4840,-19999.400
"121212",E1163N4839,-29999.100
"121213",E1164N4839,6.000
"121214",E1167N4839,8.000
"121215",E1168N4839,11.000
"119645",E1169N4845,0.000
"119646",E1170N4845,10.000
"119648",E1172N4845,8.500
"119647",E1171N4845,41.000
"120439",E1191N4842,111.000
"120706",E1191N4841,39.000
"120966",E1192N4840,6.500
"120440",E1192N4842,93.000
"120707",E1192N4841,75.000
"120708",E1193N4841,59.000
"120441",E1193N4842,44.000
"120709",E1194N4841,66.000
"120442",E1194N4842,43.500
"120968",E1195N4840,19.500
"120711",E1196N4841,6.000
"120969",E1196N4840,34.000
"120712",E1197N4841,15.000
"120970",E1197N4840,16.500
"120713",E1198N4841,5.000
"120973",E1200N4840,22.500
"120716",E1201N4841,24.000
"120974",E1201N4840,19.500
"120975",E1202N4840,19.500
"120965",E1191N4840,54.000
"120705",E1190N4841,51.000
"120438",E1190N4842,52.000
"120964",E1190N4840,72.000
"120704",E1189N4841,30.000
"120437",E1189N4842,18.000
"120963",E1189N4840,57.000
"120436",E1188N4842,-59998.200
"120435",E1187N4842,46.000
"120434",E1186N4842,84.000
"120433",E1185N4842,42.000
"120690",E1157N4841,15.000
"120420",E1157N4842,5.500
"120421",E1158N4842,6.500
"120422",E1159N4842,14.000
"120423",E1160N4842,20.000
"120424",E1161N4842,12.000
"120425",E1162N4842,11.000
"120159",E1157N4843,54.000
"120160",E1158N4843,37.000
"120161",E1159N4843,24.500
"120162",E1160N4843,28.000
"120163",E1161N4843,52.500
"120164",E1162N4843,30.000
"119901",E1157N4844,30.000
"119902",E1158N4844,20.000
"119903",E1159N4844,12.000
"119904",E1160N4844,15.000
"119905",E1161N4844,21.000
"119906",E1162N4844,8.000
"120691",E1158N4841,8.500
"120692",E1159N4841,18.000
"120693",E1160N4841,18.000
"120694",E1161N4841,25.000
"120695",E1162N4841,7.500
"120696",E1163N4841,13.000
"120699",E1166N4841,10.000
"120700",E1167N4841,16.000
"120701",E1168N4841,30.000
"120431",E1168N4842,19.500
"120172",E1185N4843,66.000
"120173",E1186N4843,116.000
"120174",E1187N4843,102.000
"120175",E1188N4843,55.000
"120176",E1189N4843,29.000
"120177",E1190N4843,42.000
"120178",E1191N4843,46.000
"120179",E1192N4843,38.000
"120180",E1193N4843,46.000
"120181",E1194N4843,75.000
"120182",E1195N4843,57.000
"120183",E1196N4843,88.000
"120184",E1197N4843,87.500
"120185",E1198N4843,57.000
"120186",E1199N4843,46.500
"120187",E1200N4843,68.000
"120188",E1201N4843,45.000
"120189",E1202N4843,43.500
"120190",E1203N4843,15.000
"120192",E1206N4843,13.500
"120195",E1209N4843,99.000
"120196",E1210N4843,87.000
"120197",E1211N4843,36.000
"120198",E1212N4843,60.000
"120199",E1213N4843,24.000
"120200",E1214N4843,67.500
"120201",E1215N4843,25.000
"120202",E1216N4843,78.000
"120203",E1217N4843,43.000
"120204",E1218N4843,46.500
"120205",E1219N4843,43.000
"120207",E1221N4843,31.000
"120208",E1222N4843,38.000
"120209",E1223N4843,53.000
"120210",E1224N4843,13.500
"120211",E1225N4843,16.000
"120212",E1226N4843,20.000
"120213",E1227N4843,12.000
"120214",E1228N4843,9.000
"120215",E1229N4843,-9999.700
"119916",E1186N4844,58.000
"119917",E1187N4844,48.000
"119660",E1188N4845,31.000
"119918",E1188N4844,62.000
"119661",E1189N4845,28.500
"119919",E1189N4844,35.000
"119662",E1190N4845,48.000
"119920",E1190N4844,67.500
"119663",E1191N4845,60.000
"119921",E1191N4844,48.000
"119664",E1192N4845,61.000
"119922",E1192N4844,18.000
"119665",E1193N4845,15.000
"119923",E1193N4844,23.500
"119666",E1194N4845,36.000
"119924",E1194N4844,30.000
"119926",E1197N4844,106.000
"119927",E1198N4844,54.000
"119928",E1199N4844,13.000
"119929",E1200N4844,46.500
"119930",E1201N4844,31.000
"119931",E1202N4844,39.000
"119932",E1203N4844,11.000
"119933",E1204N4844,13.500
"119938",E1209N4844,61.500
"119939",E1210N4844,57.000
"119940",E1211N4844,31.000
"119941",E1212N4844,30.000
"119942",E1213N4844,54.000
"119943",E1214N4844,27.000
"119944",E1215N4844,28.000
"119945",E1216N4844,33.000
"119946",E1217N4844,39.000
"119947",E1218N4844,31.000
"119948",E1219N4844,33.000
"119949",E1220N4844,39.000
"119950",E1221N4844,46.000
"119951",E1222N4844,49.000
"119952",E1223N4844,15.000
"119953",E1224N4844,31.000
"119954",E1225N4844,22.000
"119955",E1227N4844,15.000
"119956",E1228N4844,28.000
"119957",E1229N4844,-14999.550
"122383",E1146N4834,-24999.250
"123254",E1149N4830,11.000
"123736",E1152N4828,-29999.100
"120937",E1143N4840,12.000
"120938",E1144N4840,13.000
"121476",E1145N4838,-34998.950
"121198",E1147N4839,14.000
"121199",E1148N4839,12.000
"121482",E1151N4838,8.000
"121483",E1152N4838,-34998.950
"121484",E1153N4838,12.000
"119632",E1151N4845,30.000
"119365",E1151N4846,22.000
"119366",E1152N4846,15.500
"119367",E1153N4846,19.000
"119100",E1153N4847,11.000
"118834",E1149N4848,43.000
"118835",E1150N4848,84.000
"118836",E1151N4848,17.000
"118564",E1149N4849,18.500
"118565",E1150N4849,24.000
"118566",E1151N4849,42.000
"118567",E1152N4849,12.000
"118568",E1153N4849,9.000
"118261",E1149N4850,39.500
"118262",E1150N4850,42.000
"118263",E1151N4850,11.000
"118264",E1152N4850,9.500
"118265",E1153N4850,11.500
"119633",E1152N4845,11.000
"119634",E1153N4845,11.500
"119894",E1150N4844,-39998.800
"119895",E1151N4844,20.000
"119896",E1152N4844,21.000
"119897",E1153N4844,13.500
"120152",E1150N4843,22.000
"120153",E1151N4843,26.000
"120154",E1152N4843,14.000
"120155",E1153N4843,13.000
"120415",E1152N4842,5.000
"120416",E1153N4842,33.000
"120682",E1149N4841,-29999.100
"120683",E1150N4841,10.000
"120684",E1151N4841,22.000
"120685",E1152N4841,19.000
"120686",E1153N4841,39.000
"120942",E1151N4840,19.000
"120943",E1152N4840,20.000
"120944",E1153N4840,32.000
"121201",E1150N4839,-14999.550
"121202",E1151N4839,10.000
"121203",E1152N4839,-29999.100
"120406",E1138N4842,-34998.950
"120144",E1139N4843,13.000
"120145",E1140N4843,15.000
"120407",E1140N4842,-44998.650
"120676",E1141N4841,-29999.100
"120677",E1142N4841,13.000
"120147",E1142N4843,12.000
"120409",E1142N4842,36.000
"120678",E1143N4841,15.000
"120410",E1143N4842,19.000
"120148",E1143N4843,11.500
"120679",E1144N4841,17.000
"120411",E1144N4842,6.500
"120149",E1144N4843,38.000
"120412",E1145N4842,11.000
"120150",E1145N4843,11.500
"120681",E1147N4841,11.000
"117299",E1121N4853,-14999.550
"119086",E1132N4847,-19999.400
"119087",E1133N4847,9.000
"119617",E1133N4845,10.000
"119088",E1134N4847,21.000
"119352",E1134N4846,-59998.200
"119884",E1135N4844,-9999.700
"119089",E1135N4847,15.000
"119353",E1135N4846,12.000
"119619",E1135N4845,-19999.400
"119090",E1136N4847,14.500
"119354",E1136N4846,9.000
"119620",E1136N4845,13.500
"119091",E1137N4847,17.000
"119355",E1137N4846,-104996.850
"119621",E1137N4845,11.000
"119885",E1138N4844,15.000
"119092",E1138N4847,18.000
"119356",E1138N4846,15.000
"119622",E1138N4845,-24999.250
"119886",E1139N4844,12.500
"119093",E1139N4847,34.000
"119357",E1139N4846,7.500
"119623",E1139N4845,17.500
"119887",E1140N4844,7.000
"119624",E1140N4845,12.000
"119358",E1140N4846,17.000
"119888",E1141N4844,-94997.150
"119625",E1141N4845,15.000
"119359",E1141N4846,31.000
"119626",E1142N4845,16.000
"119890",E1143N4844,12.500
"119627",E1143N4845,-19999.400
"119891",E1144N4844,13.500
"119628",E1144N4845,15.000
"119892",E1145N4844,12.500
"119629",E1145N4845,16.500
"119893",E1146N4844,34.000
"119630",E1146N4845,-39998.800
"117311",E1142N4853,6.500
"116994",E1142N4854,28.000
"117312",E1143N4853,64.500
"116995",E1143N4854,120.000
"117313",E1144N4853,14.000
"116996",E1144N4854,67.500
"117954",E1145N4851,9.500
"117631",E1145N4852,27.000
"117314",E1145N4853,21.000
"117955",E1146N4851,47.000
"117632",E1146N4852,17.500
"117315",E1146N4853,29.500
"117956",E1147N4851,51.000
"117633",E1147N4852,15.000
"117316",E1147N4853,25.500
"117957",E1148N4851,30.500
"117634",E1148N4852,30.000
"117317",E1148N4853,26.000
"118257",E1145N4850,33.000
"118258",E1146N4850,25.000
"118259",E1147N4850,26.000
"118260",E1148N4850,33.000
"117953",E1142N4851,-54998.350
"118256",E1142N4850,-44998.650
"118561",E1146N4849,91.000
"118562",E1147N4849,45.000
"118563",E1148N4849,26.000
"118831",E1146N4848,-9999.700
"118832",E1147N4848,48.000
"118833",E1148N4848,18.000
"119098",E1148N4847,33.000
"119360",E1142N4846,12.000
"119361",E1143N4846,5.000
"119362",E1144N4846,-49998.500
"119363",E1145N4846,-39998.800
"119364",E1146N4846,82.500
"118823",E1137N4848,26.000
"118554",E1137N4849,32.000
"118824",E1138N4848,15.000
"118555",E1138N4849,29.000
"118825",E1139N4848,-59998.200
"118556",E1139N4849,16.000
"118557",E1140N4849,22.000
"119094",E1141N4847,24.000
"118558",E1141N4849,-99997.000
"119095",E1142N4847,0.000
"118828",E1142N4848,86.000
"118559",E1142N4849,16.500
"119096",E1143N4847,9.500
"118829",E1143N4848,20.000
"118560",E1143N4849,5.000
"119097",E1144N4847,-29999.100
"118570",E1155N4849,-44998.650
"118569",E1154N4849,-79997.600
"119103",E1156N4847,-19999.400
"119102",E1155N4847,31.000
"119101",E1154N4847,12.000
"119370",E1156N4846,10.000
"119369",E1155N4846,17.000
"119368",E1154N4846,12.500
"119637",E1156N4845,13.000
"119636",E1155N4845,26.000
"119635",E1154N4845,-69997.900
"119900",E1156N4844,32.000
"119899",E1155N4844,23.000
"119898",E1154N4844,12.500
"120158",E1156N4843,56.000
"120157",E1155N4843,33.000
"120156",E1154N4843,17.000
"118245",E1131N4850,13.000
"117942",E1131N4851,-94997.150
"117618",E1131N4852,-54998.350
"117300",E1131N4853,5.000
"118548",E1131N4849,15.000
"118817",E1131N4848,22.500
"118818",E1132N4848,12.000
"118549",E1132N4849,15.000
"118246",E1132N4850,14.000
"117301",E1132N4853,4.000
"117619",E1132N4852,-74997.750
"117943",E1132N4851,-44998.650
"118819",E1133N4848,9.000
"118550",E1133N4849,18.000
"118247",E1133N4850,7.000
"117620",E1133N4852,12.000
"117944",E1133N4851,9.000
"118551",E1134N4849,15.000
"118248",E1134N4850,19.500
"117621",E1134N4852,13.500
"117945",E1134N4851,11.000
"118821",E1135N4848,16.500
"118552",E1135N4849,-19999.400
"118249",E1135N4850,14.000
"117622",E1135N4852,14.000
"117946",E1135N4851,-79997.600
"118822",E1136N4848,13.000
"118553",E1136N4849,22.000
"118250",E1136N4850,-49998.500
"117305",E1136N4853,11.500
"117623",E1136N4852,-74997.750
"117947",E1136N4851,7.000
"117941",E1130N4851,12.500
"118244",E1130N4850,14.500
"118547",E1130N4849,14.000
"118546",E1129N4849,-24999.250
"117940",E1129N4851,6.000
"118243",E1129N4850,8.500
"117948",E1137N4851,14.000
"117624",E1137N4852,6.000
"118251",E1137N4850,16.000
"117949",E1138N4851,19.500
"117625",E1138N4852,11.500
"118252",E1138N4850,8.500
"117950",E1139N4851,16.000
"117626",E1139N4852,29.000
"118253",E1139N4850,15.000
"117951",E1140N4851,13.000
"117627",E1140N4852,6.500
"118254",E1140N4850,16.500
"117952",E1141N4851,7.500
"117628",E1141N4852,13.500
"118255",E1141N4850,22.000
"117629",E1142N4852,7.000
"117630",E1143N4852,50.000
"117958",E1149N4851,14.000
"117959",E1150N4851,5.000
"117961",E1152N4851,9.000
"117962",E1153N4851,8.500
"117635",E1149N4852,10.500
"117636",E1151N4852,6.000
"117637",E1152N4852,28.500
"117638",E1153N4852,5.000
"117318",E1149N4853,7.000
"117320",E1151N4853,14.000
"117321",E1152N4853,19.000
"117322",E1153N4853,-84997.450
"117001",E1151N4854,12.500
"117002",E1152N4854,19.000
"117003",E1153N4854,12.500
"116688",E1150N4855,18.000
"116689",E1151N4855,42.000
"116690",E1152N4855,-139995.800
"116691",E1153N4855,-89997.300
"116376",E1150N4856,21.500
"116377",E1151N4856,-189994.300
"116378",E1152N4856,40.000
"116379",E1153N4856,196.000
"116091",E1151N4857,-64998.050
"116090",E1150N4857,0.000
"116089",E1149N4857,-39998.800
"116092",E1152N4857,54.000
"116364",E1135N4856,7.000
"116988",E1136N4854,14.000
"116676",E1136N4855,6.500
"116365",E1136N4856,14.000
"116077",E1136N4857,19.000
"115779",E1136N4858,-24999.250
"117306",E1137N4853,-44998.650
"115780",E1137N4858,0.000
"116078",E1137N4857,12.500
"116366",E1137N4856,20.000
"116677",E1137N4855,15.500
"116989",E1137N4854,7.000
"117307",E1138N4853,12.000
"115781",E1138N4858,-19999.400
"116079",E1138N4857,22.500
"116367",E1138N4856,16.000
"116678",E1138N4855,12.500
"116990",E1138N4854,16.000
"117308",E1139N4853,60.000
"115782",E1139N4858,12.000
"116080",E1139N4857,16.500
"116368",E1139N4856,14.000
"116679",E1139N4855,30.000
"116991",E1139N4854,10.500
"117309",E1140N4853,11.000
"115783",E1140N4858,0.000
"116081",E1140N4857,10.000
"116369",E1140N4856,12.000
"116680",E1140N4855,31.500
"116992",E1140N4854,55.000
"117310",E1141N4853,9.500
"116993",E1141N4854,38.000
"115784",E1141N4858,70.500
"116675",E1135N4855,7.500
"116987",E1135N4854,14.500
"116674",E1134N4855,15.000
"116986",E1134N4854,31.000
"116985",E1133N4854,8.000
"117304",E1135N4853,36.000
"117303",E1134N4853,12.500
"117302",E1133N4853,33.000
"116682",E1142N4855,58.500
"116683",E1144N4855,34.000
"116685",E1146N4855,17.000
"116686",E1147N4855,26.000
"116687",E1148N4855,34.000
"116370",E1142N4856,48.000
"116371",E1143N4856,-54998.350
"116372",E1144N4856,78.000
"116373",E1145N4856,26.000
"116374",E1146N4856,16.500
"116375",E1147N4856,22.500
"116082",E1142N4857,64.500
"116083",E1143N4857,10.500
"116084",E1144N4857,0.000
"116085",E1145N4857,25.500
"116086",E1146N4857,20.000
"116087",E1147N4857,12.000
"116088",E1148N4857,37.000
"116997",E1146N4854,41.000
"116998",E1147N4854,21.000
"116999",E1148N4854,13.000
"114848",E1140N4861,9.500
"114542",E1141N4862,7.000
"113319",E1140N4866,-19999.400
"113318",E1139N4866,-24999.250
"115790",E1148N4858,11.000
"115789",E1147N4858,0.000
"115788",E1146N4858,21.500
"115787",E1145N4858,0.000
"115786",E1144N4858,-64998.050
"115482",E1148N4859,11.000
"115481",E1147N4859,7.000
"115480",E1145N4859,16.000
"115479",E1144N4859,105.000
"115478",E1143N4859,66.000
"115477",E1142N4859,-109996.700
"115171",E1142N4860,22.500
"115177",E1148N4860,4.500
"115176",E1147N4860,8.500
"115175",E1146N4860,55.500
"115174",E1145N4860,4.000
"115173",E1144N4860,12.500
"115172",E1143N4860,0.000
"114849",E1142N4861,-29999.100
"114855",E1148N4861,25.500
"114854",E1147N4861,-9999.700
"114853",E1146N4861,12.000
"114852",E1145N4861,-79997.600
"114851",E1144N4861,-129996.100
"114850",E1143N4861,-114996.550
"114543",E1142N4862,42.000
"114549",E1148N4862,46.000
"114548",E1147N4862,9.500
"114547",E1146N4862,-14999.550
"114546",E1145N4862,17.500
"114545",E1144N4862,-99997.000
"114544",E1143N4862,0.000
"115794",E1153N4858,7.000
"115793",E1151N4858,13.500
"115792",E1150N4858,-14999.550
"115791",E1149N4858,-54998.350
"115486",E1153N4859,19.000
"115485",E1151N4859,10.000
"115484",E1150N4859,10.000
"115483",E1149N4859,-64998.050
"115181",E1152N4860,-39998.800
"115180",E1151N4860,12.500
"115179",E1150N4860,0.000
"115178",E1149N4860,0.000
"114859",E1152N4861,24.500
"114858",E1151N4861,19.000
"114857",E1150N4861,0.000
"114856",E1149N4861,46.000
"114552",E1152N4862,73.000
"114551",E1150N4862,26.000
"114550",E1149N4862,57.000
"114239",E1153N4863,19.500
"114238",E1152N4863,16.000
"114237",E1151N4863,21.000
"114235",E1149N4863,10.500
"113911",E1153N4864,-24999.250
"113910",E1152N4864,57.000
"113909",E1151N4864,65.000
"113908",E1150N4864,-174994.750
"113907",E1149N4864,23.000
"113602",E1152N4865,75.000
"113600",E1149N4865,7.000
"113322",E1153N4866,0.000
"114234",E1148N4863,22.500
"114233",E1147N4863,0.000
"114232",E1146N4863,17.500
"114231",E1145N4863,0.000
"114230",E1144N4863,-194994.150
"114229",E1143N4863,-64998.050
"113905",E1147N4864,13.500
"113906",E1148N4864,0.000
"111073",E1148N4874,16.500
"110758",E1145N4875,-34998.950
"110759",E1146N4875,9.000
"110760",E1147N4875,31.500
"110761",E1148N4875,17.000
"110442",E1145N4876,8.000
"110443",E1146N4876,8.000
"110444",E1147N4876,16.500
"110445",E1148N4876,17.500
"112195",E1136N4870,-24999.250
"111367",E1133N4873,-24999.250
"111072",E1132N4874,-14999.550
"110756",E1130N4875,-14999.550
"110441",E1130N4876,-19999.400
"110124",E1149N4877,30.500
"110125",E1150N4877,17.000
"110126",E1151N4877,25.000
"110127",E1152N4877,-104996.850
"110128",E1153N4877,0.000
"109816",E1149N4878,36.000
"109817",E1150N4878,22.000
"109818",E1151N4878,35.000
"109819",E1152N4878,28.000
"109820",E1153N4878,30.000
"109508",E1149N4879,35.000
"109509",E1150N4879,30.000
"109510",E1151N4879,42.000
"109511",E1152N4879,-134995.950
"109512",E1153N4879,22.500
"109209",E1149N4880,47.000
"109210",E1150N4880,35.500
"109211",E1151N4880,48.000
"109212",E1152N4880,13.000
"109213",E1153N4880,39.500
"108890",E1149N4881,40.500
"108891",E1150N4881,47.000
"108892",E1151N4881,40.500
"108893",E1152N4881,6.500
"108894",E1153N4881,-104996.850
"108560",E1149N4882,0.000
"108561",E1150N4882,-144995.650
"108562",E1151N4882,41.000
"108563",E1152N4882,25.000
"108564",E1153N4882,26.000
"108218",E1149N4883,0.000
"108219",E1150N4883,0.000
"108220",E1151N4883,19.000
"108221",E1152N4883,9.000
"108222",E1153N4883,14.500
"110450",E1153N4876,12.500
"110449",E1152N4876,12.000
"110448",E1151N4876,-64998.050
"110447",E1150N4876,0.000
"110446",E1149N4876,21.500
"110766",E1153N4875,10.500
"110765",E1152N4875,9.000
"110764",E1151N4875,10.000
"110763",E1150N4875,41.000
"110762",E1149N4875,0.000
"111078",E1153N4874,-79997.600
"111077",E1152N4874,8.500
"111076",E1151N4874,4.500
"111075",E1150N4874,34.500
"111074",E1149N4874,8.000
"111648",E1151N4872,0.000
"110123",E1148N4877,0.000
"110122",E1147N4877,-104996.850
"110121",E1146N4877,7.500
"109815",E1148N4878,7.500
"109814",E1147N4878,18.000
"109813",E1146N4878,7.500
"109507",E1148N4879,33.000
"109506",E1147N4879,9.000
"109505",E1146N4879,14.000
"109504",E1144N4879,-19999.400
"109503",E1143N4879,4.000
"109208",E1148N4880,11.000
"109207",E1147N4880,8.000
"109206",E1146N4880,14.000
"109205",E1145N4880,6.000
"109204",E1144N4880,22.000
"109203",E1143N4880,29.000
"108889",E1148N4881,20.000
"108888",E1147N4881,19.000
"108887",E1146N4881,-19999.400
"108886",E1145N4881,26.000
"108885",E1144N4881,8.000
"108884",E1143N4881,11.500
"108559",E1148N4882,-44998.650
"108558",E1147N4882,-69997.900
"108557",E1146N4882,-34998.950
"108556",E1145N4882,5.000
"108555",E1144N4882,20.000
"108554",E1143N4882,13.500
"108217",E1148N4883,12.500
"108216",E1147N4883,26.000
"108215",E1146N4883,7.000
"108214",E1145N4883,15.000
"108213",E1144N4883,12.000
"108212",E1143N4883,22.000
"109202",E1142N4880,10.000
"108208",E1122N4883,-24999.250
"108551",E1123N4882,-29999.100
"119638",E1157N4845,16.000
"119639",E1158N4845,14.500
"119640",E1159N4845,10.000
"119641",E1160N4845,-74997.750
"119642",E1161N4845,-89997.300
"119643",E1162N4845,17.000
"119371",E1157N4846,16.000
"119372",E1158N4846,14.000
"119373",E1159N4846,10.000
"119374",E1160N4846,-94997.150
"119375",E1161N4846,11.500
"119376",E1162N4846,15.000
"119104",E1157N4847,8.000
"119105",E1158N4847,18.000
"119106",E1159N4847,20.000
"119107",E1160N4847,7.000
"119108",E1161N4847,14.000
"119109",E1162N4847,13.000
"118838",E1157N4848,10.000
"118839",E1158N4848,13.000
"118840",E1159N4848,7.000
"118841",E1160N4848,6.500
"118842",E1161N4848,9.500
"118843",E1162N4848,19.500
"118573",E1161N4849,-14999.550
"118272",E1160N4850,-14999.550
"119644",E1163N4845,20.000
"119377",E1163N4846,29.000
"119110",E1163N4847,21.000
"118844",E1163N4848,28.500
"117971",E1164N4851,6.000
"117972",E1165N4851,16.500
"117647",E1163N4852,-24999.250
"117648",E1164N4852,20.000
"117649",E1165N4852,9.000
"117332",E1164N4853,17.000
"117333",E1165N4853,19.000
"117012",E1164N4854,-39998.800
"117013",E1165N4854,7.500
"116697",E1163N4855,24.000
"116698",E1164N4855,31.000
"116699",E1165N4855,0.000
"116384",E1163N4856,9.000
"116385",E1164N4856,26.000
"116386",E1165N4856,13.000
"116096",E1164N4857,8.000
"116097",E1165N4857,12.000
"115796",E1163N4858,9.000
"115798",E1165N4858,44.000
"115489",E1164N4859,11.000
"115490",E1165N4859,4.000
"115182",E1164N4860,-49998.500
"115183",E1165N4860,7.000
"114862",E1165N4861,19.500
"119381",E1171N4846,23.500
"119382",E1172N4846,63.000
"119383",E1173N4846,40.000
"119384",E1174N4846,12.500
"119385",E1175N4846,44.000
"119386",E1176N4846,18.500
"119387",E1177N4846,4.000
"119388",E1178N4846,-69997.900
"119389",E1179N4846,10.500
"119390",E1180N4846,7.500
"119391",E1181N4846,66.000
"119392",E1182N4846,58.000
"119393",E1183N4846,57.000
"119394",E1184N4846,39.000
"119396",E1188N4846,23.000
"119397",E1189N4846,41.000
"119398",E1190N4846,9.500
"119399",E1191N4846,42.000
"119400",E1192N4846,42.000
"119401",E1193N4846,58.000
"119402",E1194N4846,10.000
"119404",E1196N4846,52.500
"119405",E1197N4846,43.500
"119406",E1198N4846,87.500
"119407",E1199N4846,43.500
"119409",E1201N4846,28.500
"119410",E1202N4846,34.500
"119411",E1203N4846,58.500
"119380",E1170N4846,26.000
"119379",E1169N4846,25.500
"119378",E1168N4846,0.000
"119113",E1170N4847,4.000
"119115",E1172N4847,27.000
"119116",E1173N4847,38.000
"119117",E1174N4847,12.500
"119118",E1175N4847,15.000
"119119",E1176N4847,109.500
"119120",E1177N4847,31.000
"119121",E1180N4847,48.000
"119122",E1181N4847,33.000
"119123",E1182N4847,34.000
"119124",E1183N4847,51.000
"119125",E1184N4847,46.000
"119126",E1185N4847,29.000
"119127",E1186N4847,33.000
"119128",E1187N4847,7.000
"119129",E1189N4847,15.500
"119130",E1190N4847,44.000
"119131",E1191N4847,16.000
"119132",E1192N4847,30.000
"119133",E1193N4847,11.500
"119135",E1195N4847,24.000
"119136",E1196N4847,66.000
"119137",E1197N4847,24.000
"119138",E1198N4847,39.000
"119139",E1199N4847,38.000
"119140",E1200N4847,13.500
"119141",E1201N4847,48.000
"119142",E1202N4847,49.500
"119143",E1203N4847,33.000
"119144",E1204N4847,11.000
"119145",E1205N4847,27.000
"119112",E1169N4847,-74997.750
